
[00:00:00.000 --> 00:00:01.160]  又來讀聖經了
[00:00:01.160 --> 00:00:02.280]  眨眼就一天
[00:00:02.280 --> 00:00:03.720]  第一天節目來平安
[00:00:03.720 --> 00:00:05.000]  生命說書教網絡
[00:00:05.000 --> 00:00:07.480]  又和大家聖經人聖經時
[00:00:07.480 --> 00:00:10.320]  看看上帝是怎樣的
[00:00:10.320 --> 00:00:13.280]  今天用的「你曾指著自己起誓」
[00:00:13.280 --> 00:00:15.680]  這句說話是摩西說的
[00:00:15.680 --> 00:00:17.280]  摩西和誰說?
[00:00:17.280 --> 00:00:18.920]  和主耶和華說
[00:00:18.920 --> 00:00:21.440]  「你曾指著自己起誓」
[00:00:21.440 --> 00:00:23.200]  嘩 即是甚麼意思?
[00:00:23.200 --> 00:00:26.080]  「臣啊 你不要忘記」
[00:00:26.080 --> 00:00:28.600]  嘩 這麼大膽說這些話
[00:00:28.600 --> 00:00:32.440]  跟神說「你發過誓不要忘記」
[00:00:32.440 --> 00:00:34.240]  這個很多時候
[00:00:34.240 --> 00:00:35.840]  我們在禱告裡面
[00:00:35.840 --> 00:00:37.440]  這一類型
[00:00:37.440 --> 00:00:41.080]  靠著上帝的應許來做禱告
[00:00:41.080 --> 00:00:42.680]  很多時候神是特別聽的
[00:00:42.680 --> 00:00:44.600]  因為祂說「是呀 是我應許來的」
[00:00:44.600 --> 00:00:46.440]  「好 我會做」
[00:00:46.440 --> 00:00:49.560]  「你曾指著自己起誓」
[00:00:49.560 --> 00:00:52.920]  「一夜跳到初一及二三十二章」
[00:00:52.920 --> 00:00:56.680]  就是神叫摩西和約書亞
[00:00:56.680 --> 00:00:58.960]  上了西乃山
[00:00:58.960 --> 00:01:02.080]  然後把祂手上寫的法板
[00:01:02.080 --> 00:01:04.200]  交給摩西解釋了
[00:01:04.200 --> 00:01:05.760]  教了他很多東西
[00:01:05.760 --> 00:01:07.680]  四十天
[00:01:07.680 --> 00:01:09.560]  嘩 這麼久
[00:01:09.560 --> 00:01:11.640]  那些不回答了
[00:01:11.640 --> 00:01:13.240]  那摩西吃甚麼?
[00:01:13.240 --> 00:01:14.240]  有沒有水喝?
[00:01:14.240 --> 00:01:15.480]  怎樣睡覺?
[00:01:15.480 --> 00:01:17.680]  有沒有帳篷?
[00:01:17.680 --> 00:01:19.520]  不知道
[00:01:19.520 --> 00:01:23.320]  如果神要令他那四十天沒有睡都可以
[00:01:23.320 --> 00:01:25.680]  神都會令到他可以的
[00:01:25.680 --> 00:01:27.640]  因為神是神
[00:01:27.640 --> 00:01:29.640]  那些不提了
[00:01:29.640 --> 00:01:31.920]  上了山四十天
[00:01:31.920 --> 00:01:34.080]  就把那塊法板
[00:01:34.080 --> 00:01:35.840]  兩面的
[00:01:35.840 --> 00:01:37.160]  兩面的
[00:01:37.160 --> 00:01:39.040]  兩面都是字
[00:01:39.040 --> 00:01:42.400]  於是推測是一塊板
[00:01:42.400 --> 00:01:45.280]  寫了十誡在裡面
[00:01:45.280 --> 00:01:47.680]  可能是不是一面五誡呢?
[00:01:47.680 --> 00:01:48.520]  一面五誡
[00:01:48.520 --> 00:01:49.320]  一面五言
[00:01:49.320 --> 00:01:50.600]  一面五言
[00:01:50.600 --> 00:01:52.400]  不知道
[00:01:52.400 --> 00:01:55.280]  那塊板現在也看不到了
[00:01:55.280 --> 00:01:57.480]  上面又教了他很多東西
[00:01:57.480 --> 00:01:59.520]  告訴他很多東西
[00:01:59.520 --> 00:02:02.720]  山下就出事了
[00:02:02.720 --> 00:02:06.320]  山下四十天不見了摩西
[00:02:06.320 --> 00:02:09.160]  摩西就是帶領他們的數靈領袖
[00:02:09.160 --> 00:02:10.600]  不見了約書亞
[00:02:10.600 --> 00:02:12.160]  約書亞就是
[00:02:12.160 --> 00:02:13.960]  幫他們打仗
[00:02:13.960 --> 00:02:16.560]  就是軍事的將領
[00:02:16.560 --> 00:02:18.160]  又不在了
[00:02:18.160 --> 00:02:19.200]  剩下誰在呢?
[00:02:19.200 --> 00:02:20.320]  亞倫
[00:02:20.320 --> 00:02:22.400]  亞倫也是祭司
[00:02:22.400 --> 00:02:25.760]  就是帶領他們宗教上面的
[00:02:25.760 --> 00:02:28.160]  那幫以色列人也知道故事了
[00:02:28.160 --> 00:02:29.200]  他們就找亞倫
[00:02:29.200 --> 00:02:30.520]  亞倫
[00:02:30.520 --> 00:02:32.280]  那個你看聖經
[00:02:32.280 --> 00:02:35.720]  那個摩西在山上這麼久不下來
[00:02:35.720 --> 00:02:37.800]  都不知道他發生什麼事了
[00:02:37.800 --> 00:02:39.440]  不知道會不會被獅子叼了
[00:02:39.440 --> 00:02:41.520]  不知道會不會掉下山坑死了
[00:02:41.520 --> 00:02:43.280]  這個我講的
[00:02:43.280 --> 00:02:45.800]  他上了山這麼久
[00:02:45.800 --> 00:02:49.360]  不知道他遭遇什麼事了
[00:02:49.360 --> 00:02:52.000]  現在我們怎麼辦?
[00:02:52.000 --> 00:02:53.960]  怎麼辦?繼續等嗎?
[00:02:53.960 --> 00:02:55.640]  他又不在了
[00:02:55.640 --> 00:02:58.000]  以前神透過他講話的
[00:02:58.000 --> 00:03:00.080]  也有透過亞倫講話
[00:03:00.080 --> 00:03:02.240]  不過神透過他講話多
[00:03:02.240 --> 00:03:04.120]  現在怎麼辦?
[00:03:04.120 --> 00:03:07.000]  其實他們這樣問是問
[00:03:07.000 --> 00:03:11.400]  耶和華在哪裡?
[00:03:11.400 --> 00:03:14.520]  不見了耶和華代言人
[00:03:14.520 --> 00:03:16.880]  耶和華在哪裡?
[00:03:16.880 --> 00:03:20.040]  這裡就沒辦法了
