
[00:00:00.000 --> 00:00:02.000]  剛才聽見的見證
[00:00:02.000 --> 00:00:08.000]  感覺到正正式式是聖誕節的意義
[00:00:08.000 --> 00:00:11.000]  接受了最寶貴的禮物的時候
[00:00:11.000 --> 00:00:13.000]  生命是得著改變
[00:00:13.000 --> 00:00:15.000]  所以今天我們的題目就是
[00:00:15.000 --> 00:00:18.000]  上帝給我們最貴重的禮物
[00:00:18.000 --> 00:00:23.000]  我想問一個問題
[00:00:23.000 --> 00:00:25.000]  你一生裏面
[00:00:25.000 --> 00:00:29.000]  在聖誕節或者生日
[00:00:29.000 --> 00:00:32.000]  或者Anniversary也好
[00:00:32.000 --> 00:00:37.000]  有沒有接受了一份最貴重的禮物呢?
[00:00:37.000 --> 00:00:41.000]  當你接受了這份禮物的時候
[00:00:41.000 --> 00:00:44.000]  你的感覺是怎樣呢?
[00:00:44.000 --> 00:00:46.000]  你當時的心情
[00:00:46.000 --> 00:00:48.000]  當時的反應
[00:00:48.000 --> 00:00:50.000]  究竟是怎樣呢?
[00:00:50.000 --> 00:00:53.000]  給你們大概半分鐘的時間
[00:00:53.000 --> 00:00:54.000]  想一想
[00:00:54.000 --> 00:00:55.000]  我們利用這段時間
[00:00:55.000 --> 00:00:57.000]  我們先做個禱告
[00:00:59.000 --> 00:01:01.000]  感謝你今天讓我們
[00:01:01.000 --> 00:01:06.000]  紀念你的降生的時間和日子
[00:01:06.000 --> 00:01:08.000]  我們可以聚在一起
[00:01:08.000 --> 00:01:10.000]  來敬拜你
[00:01:10.000 --> 00:01:11.000]  讓我們思考
[00:01:11.000 --> 00:01:13.000]  轉移降生
[00:01:13.000 --> 00:01:16.000]  是為了什麼呢?
[00:01:16.000 --> 00:01:18.000]  感謝你今天
[00:01:18.000 --> 00:01:20.000]  靠你的話語
[00:01:20.000 --> 00:01:22.000]  打開的時候
[00:01:22.000 --> 00:01:24.000]  我們的心靈
[00:01:24.000 --> 00:01:27.000]  我們的思想
[00:01:27.000 --> 00:01:30.000]  才能夠得著改變
[00:01:30.000 --> 00:01:32.000]  請聖靈求你與我們同在
[00:01:32.000 --> 00:01:35.000]  開我們心靈的眼睛
[00:01:35.000 --> 00:01:37.000]  開我們心靈的門
[00:01:37.000 --> 00:01:38.000]  我們祈禱
[00:01:38.000 --> 00:01:40.000]  奉求主耶穌基督賜祈求
[00:01:40.000 --> 00:01:41.000]  Amen
[00:01:41.000 --> 00:01:43.000]  我和你分享一下
[00:01:43.000 --> 00:01:48.000]  我在聖誕節期間
[00:01:48.000 --> 00:01:52.000]  收到一份很貴重的禮物
[00:01:52.000 --> 00:01:53.000]  很寶貴的禮物
[00:01:53.000 --> 00:01:55.000]  很多年前
[00:01:55.000 --> 00:01:57.000]  在另一間教會服侍
[00:01:57.000 --> 00:01:59.000]  在聖誕節前
[00:01:59.000 --> 00:02:02.000]  有位姊妹聚會後
[00:02:02.000 --> 00:02:04.000]  給我們一張聖誕卡
[00:02:04.000 --> 00:02:06.000]  我們回家拆開
[00:02:06.000 --> 00:02:08.000]  有一張支票
[00:02:08.000 --> 00:02:11.000]  看一看
[00:02:11.000 --> 00:02:13.000]  一看就覺得
[00:02:13.000 --> 00:02:15.000]  感謝神
[00:02:15.000 --> 00:02:18.000]  大概一百元
[00:02:18.000 --> 00:02:21.000]  剛好我和師母
[00:02:21.000 --> 00:02:24.000]  在經濟方面有些手緊
[00:02:24.000 --> 00:02:26.000]  我們祈禱
[00:02:26.000 --> 00:02:28.000]  祈求神為我們預備
[00:02:28.000 --> 00:02:30.000]  求祢供應
[00:02:30.000 --> 00:02:33.000]  然後把支票細心看一看
[00:02:33.000 --> 00:02:36.000]  那些零好像多了一點
[00:02:36.000 --> 00:02:37.000]  不是一百
[00:02:37.000 --> 00:02:39.000]  是一千元
[00:02:39.000 --> 00:02:41.000]  當我收到支票時
[00:02:41.000 --> 00:02:44.000]  當時的心情和感覺是怎樣
[00:02:44.000 --> 00:02:47.000]  第一是好自己不配
[00:02:47.000 --> 00:02:50.000]  那位姊妹這麼大方
[00:02:50.000 --> 00:02:53.000]  對我和師母這麼好
[00:02:53.000 --> 00:02:55.000]  感覺到非常不配
[00:02:55.000 --> 00:02:59.000]  第二是好驚訝
[00:02:59.000 --> 00:03:04.000]  我和師母只是和神說
[00:03:04.000 --> 00:03:06.000]  我們沒有說出去
[00:03:06.000 --> 00:03:08.000]  又不好意思說出去
[00:03:08.000 --> 00:03:10.000]  但神聽到我們的禱告
[00:03:10.000 --> 00:03:13.000]  神又感動了一位姊妹
[00:03:13.000 --> 00:03:17.000]  寫這張支票給我們
[00:03:17.000 --> 00:03:20.000]  在這個聖誕節裏
[00:03:20.000 --> 00:03:22.000]  昨天是我們正日
[00:03:22.000 --> 00:03:25.000]  不知道你收了什麼禮物
[00:03:25.000 --> 00:03:29.000]  所以今天我也有些禮物
[00:03:29.000 --> 00:03:32.000]  準備了給大家
[00:03:32.000 --> 00:03:34.000]  一個驚喜
[00:03:34.000 --> 00:03:35.000]  可以這樣說
[00:03:35.000 --> 00:03:37.000]  禮物不嫌多
[00:03:37.000 --> 00:03:40.000]  每個人都喜歡收禮物
[00:03:40.000 --> 00:03:41.000]  對不對
[00:03:41.000 --> 00:03:43.000]  有些反應才行
[00:03:43.000 --> 00:03:45.000]  謝謝
[00:03:45.000 --> 00:03:52.000]  雖然陳牧師比較驚訝
[00:03:52.000 --> 00:03:56.000]  但都是我從自己荷包裡拿出來的
[00:03:56.000 --> 00:03:59.000]  希望你們笑納
[00:03:59.000 --> 00:04:03.000]  麻煩你們在椅底搜索一下
[00:04:03.000 --> 00:04:07.000]  我預備了有二十張禮物卡
[00:04:07.000 --> 00:04:08.000]  給你們的
[00:04:08.000 --> 00:04:10.000]  是Starbucks
[00:04:10.000 --> 00:04:14.000]  你們的座位下面沒有不要緊的
[00:04:14.000 --> 00:04:17.000]  查一下你旁邊空的那些
[00:04:17.000 --> 00:04:18.000]  可以嗎
[00:04:18.000 --> 00:04:19.000]  我們都預備好了
[00:04:19.000 --> 00:04:21.000]  貼在這裏
[00:04:21.000 --> 00:04:24.000]  如果你旁邊有人跟你坐
[00:04:24.000 --> 00:04:26.000]  你不知道是屬於誰的時候
[00:04:26.000 --> 00:04:27.000]  就猜情浸了
[00:04:27.000 --> 00:04:28.000]  麻煩你
[00:04:28.000 --> 00:04:29.000]  包剪鎚
[00:04:29.000 --> 00:04:30.000]  搞定了它
[00:04:30.000 --> 00:04:31.000]  好不好
[00:04:31.000 --> 00:04:37.000]  那個錢銀不多
[00:04:37.000 --> 00:04:39.000]  就五元
[00:04:39.000 --> 00:04:41.000]  那天我去買這張卡的時候
[00:04:41.000 --> 00:04:44.000]  每樣東西都貴了
[00:04:44.000 --> 00:04:45.000]  連一杯普通的咖啡
[00:04:45.000 --> 00:04:47.000]  現在四個九毫半
[00:04:47.000 --> 00:04:49.000]  那時候是三個九毫半
[00:04:49.000 --> 00:04:50.000]  貴了一元
[00:04:50.000 --> 00:04:54.000]  所以這張卡剛剛好夠
[00:04:54.000 --> 00:04:56.000]  但是是稅前
[00:04:56.000 --> 00:05:00.000]  稅後可能就要你貼多幾毫子
[00:05:00.000 --> 00:05:01.000]  不好意思
[00:05:01.000 --> 00:05:02.000]  我想問一下
[00:05:02.000 --> 00:05:04.000]  當你收到這份禮物的時候
[00:05:04.000 --> 00:05:06.000]  你感覺怎麼樣
[00:05:06.000 --> 00:05:07.000]  可能就有點喜悅
[00:05:07.000 --> 00:05:08.000]  就是個個都喜歡
[00:05:08.000 --> 00:05:09.000]  收禮物
[00:05:09.000 --> 00:05:10.000]  興奮
[00:05:10.000 --> 00:05:11.000]  我都想看看
[00:05:11.000 --> 00:05:13.000]  你們如果是有的
[00:05:13.000 --> 00:05:15.000]  可不可以舉給我看看
[00:05:15.000 --> 00:05:16.000]  看夠不夠二十張
[00:05:16.000 --> 00:05:18.000]  還有很多
[00:05:18.000 --> 00:05:19.000]  原來還有很多
[00:05:19.000 --> 00:05:20.000]  是找不到的
[00:05:20.000 --> 00:05:21.000]  老實說
[00:05:21.000 --> 00:05:22.000]  自己找找
[00:05:22.000 --> 00:05:23.000]  好不好
[00:05:23.000 --> 00:05:26.000]  有些很興奮
[00:05:26.000 --> 00:05:27.000]  有些可能
[00:05:27.000 --> 00:05:28.000]  他知道
[00:05:28.000 --> 00:05:29.000]  陳牧師給
[00:05:29.000 --> 00:05:30.000]  當然是有限的
[00:05:30.000 --> 00:05:31.000]  是不是
