
[00:00:00.000 --> 00:00:02.300]  讓我們先有一齊祈禱
[00:00:02.300 --> 00:00:11.340]  天父,我們知道在過去這兩個月的時間
[00:00:11.340 --> 00:00:14.080]  祢完全知道
[00:00:14.080 --> 00:00:17.260]  主要我們來到祢的面前
[00:00:17.260 --> 00:00:20.080]  我們先要求祢的赦免
[00:00:20.080 --> 00:00:22.920]  潔淨我們的口
[00:00:22.920 --> 00:00:24.920]  潔淨我們的心思
[00:00:24.920 --> 00:00:27.200]  我們所出過的說話
[00:00:27.200 --> 00:00:30.680]  我們所說過的一些咒詛的說話
[00:00:30.680 --> 00:00:33.180]  我們很需要祢的憐憫
[00:00:33.180 --> 00:00:35.560]  很需要祢的赦免
[00:00:35.560 --> 00:00:39.500]  求主祢再一次告訴我們
[00:00:39.500 --> 00:00:41.500]  祢與我們同在
[00:00:41.500 --> 00:00:43.760]  所以我們可以有信
[00:00:43.760 --> 00:00:46.360]  有望
[00:00:46.360 --> 00:00:47.520]  有愛
[00:00:47.520 --> 00:00:49.860]  主啊,求祢幫助我們
[00:00:49.860 --> 00:00:55.840]  讓我們今天在一個仍然是幽暗的處境下
[00:00:55.840 --> 00:00:58.580]  我們心中有光明
[00:00:58.580 --> 00:01:00.580]  因為祢是我們的主
[00:01:00.580 --> 00:01:05.440]  祢是那位獨一無二的上主
[00:01:05.440 --> 00:01:08.440]  我們緊緊地去仰望祢、依靠祢
[00:01:08.440 --> 00:01:09.780]  求主祢幫助
[00:01:09.780 --> 00:01:12.260]  我又求聖靈在我們中間
[00:01:12.260 --> 00:01:14.960]  讓我們真的讀祢的話的時候
[00:01:14.960 --> 00:01:17.680]  裡面有祢的話的提醒
[00:01:17.680 --> 00:01:19.020]  有祢的安慰
[00:01:19.020 --> 00:01:20.160]  求主幫助我們
[00:01:20.160 --> 00:01:21.260]  我們這樣的禱告
[00:01:21.260 --> 00:01:23.260]  是奉主耶穌基督的名頭
[00:01:24.440 --> 00:01:29.240]  我記得以前有一個很有趣的故事
[00:01:29.240 --> 00:01:35.280]  說有一個人在街燈下尋找東西
[00:01:35.280 --> 00:01:37.280]  他怎麼尋找都找不到
[00:01:37.280 --> 00:01:39.280]  又很心急
[00:01:39.280 --> 00:01:41.860]  然後有一個人看了很久
[00:01:41.860 --> 00:01:43.360]  看到他在尋找東西
[00:01:43.360 --> 00:01:47.640]  他說:先生,你在尋找什麼?
[00:01:47.640 --> 00:01:52.200]  我說:沒有,我掉了家裡的大門鎖匙
[00:01:52.200 --> 00:01:54.200]  所以我一直在找
[00:01:54.440 --> 00:01:57.560]  我說:是嗎?應該不難找吧
[00:01:57.560 --> 00:01:59.560]  你一大堆鎖匙
[00:01:59.560 --> 00:02:01.960]  但怎麼尋找都找不到
[00:02:01.960 --> 00:02:05.760]  於是他就問:其實你在哪裡掉的?
[00:02:05.760 --> 00:02:10.260]  我說:沒有,我在隔壁街轉角的位置
[00:02:10.260 --> 00:02:11.840]  然後那個人就很奇怪
[00:02:11.840 --> 00:02:13.160]  為什麼你在隔壁街掉
[00:02:13.160 --> 00:02:15.640]  你會在這裡尋找的?
[00:02:15.640 --> 00:02:17.640]  這裡光一點嘛
[00:02:17.640 --> 00:02:20.720]  因為這裡有街燈嘛
[00:02:20.720 --> 00:02:23.880]  你猜他多努力也好
[00:02:23.880 --> 00:02:26.920]  他找不找到他要尋找的東西呢?
[00:02:26.920 --> 00:02:30.600]  我很感謝今天Philip
[00:02:30.600 --> 00:02:33.400]  他領了兩首詩歌
[00:02:33.400 --> 00:02:35.680]  講到公義與愛
[00:02:35.680 --> 00:02:38.200]  這就是我們所信的上主
[00:02:38.200 --> 00:02:41.760]  一個很重要的特質
[00:02:41.760 --> 00:02:43.360]  光是講公義
[00:02:43.360 --> 00:02:47.120]  我們今天沒有人可以坐在這裡敬拜主
[00:02:47.120 --> 00:02:50.480]  但因為這位是一位連恤我們
[00:02:50.480 --> 00:02:52.320]  憐憫我們的上主
[00:02:52.320 --> 00:02:56.960]  所以我們仍然可以在這裡敬拜主
[00:02:56.960 --> 00:02:59.440]  被主算為義的人
[00:02:59.440 --> 00:03:01.920]  我們為了這件事去感恩
[00:03:01.920 --> 00:03:04.400]  我們今天來到這裡
[00:03:04.400 --> 00:03:09.120]  是《使徒行傳》的八章26到40節
[00:03:09.120 --> 00:03:10.560]  其中一個段落
[00:03:10.560 --> 00:03:12.960]  我們一直在講《使徒行傳》
[00:03:12.960 --> 00:03:15.960]  那就沒有選擇了
[00:03:15.960 --> 00:03:19.680]  但這段經文與我們今天的處境
[00:03:19.680 --> 00:03:21.680]  是否真的那麼無關呢?
[00:03:21.680 --> 00:03:24.880]  還是其實神也有亮光給我們呢?
[00:03:24.880 --> 00:03:27.880]  我們一起來動讀這段經文
[00:03:27.880 --> 00:03:33.680]  我們一起來讀《使徒行傳》八章26到40節
[00:03:33.680 --> 00:03:35.760]  我們一起來讀出
[00:03:35.760 --> 00:03:38.800]  有主的一個使者對弗利說
[00:03:38.800 --> 00:03:40.680]  「起來,向南走
[00:03:40.680 --> 00:03:44.560]  往那從耶路撒冷夏加薩的路上去
[00:03:44.560 --> 00:03:46.480]  難路是曠野
[00:03:46.480 --> 00:03:48.600]  弗利就起身去
