
[00:00:00.000 --> 00:00:03.320]  今日同大家一齊嚟到繼續去睇提摩太后書嘅第二章
[00:00:03.320 --> 00:00:07.800]  喺兩個禮拜前我同大家嚟到睇二章嘅一到十三節
[00:00:07.800 --> 00:00:12.480]  今日會同大家一齊嚟到睇提後嘅二章十四到廿六節
[00:00:12.480 --> 00:00:15.400]  我哋會主要分兩個重要嘅訊息
[00:00:15.400 --> 00:00:17.680]  保羅嚟到去叮嚀
[00:00:17.680 --> 00:00:19.480]  比提摩太嘅提醒
[00:00:19.480 --> 00:00:23.640]  我哋先會睇第十四節到第十九節
[00:00:23.640 --> 00:00:26.640]  我哋一齊嚟到讀完呢一段嘅成經
[00:00:26.640 --> 00:00:29.560]  我哋請預備一齊嚟到讀 預備起
[00:00:30.000 --> 00:00:33.520]  你要使眾人回想這些事
[00:00:33.520 --> 00:00:36.400]  在主面前祝福他們
[00:00:36.400 --> 00:00:38.720]  不可為言語爭辯
[00:00:38.720 --> 00:00:41.040]  這是沒有益處的
[00:00:41.040 --> 00:00:43.880]  只能敗壞聽見的人
[00:00:43.880 --> 00:00:47.800]  你當竭力在神面前登蒙喜悅
[00:00:47.800 --> 00:00:49.880]  作無愧的工人
[00:00:49.880 --> 00:00:53.280]  按著正義分隔離的道
[00:00:53.280 --> 00:00:56.520]  但要遠避世俗的虛曇
[00:00:56.520 --> 00:01:01.480]  因為這等人必進到更不敬虔的地步
[00:01:01.480 --> 00:01:04.200]  他們的話如同毒瘡
[00:01:04.200 --> 00:01:06.080]  越爛越大
[00:01:06.080 --> 00:01:09.840]  其中有許米乃和菲利圖
[00:01:09.840 --> 00:01:12.240]  他們偏離了真道
[00:01:12.240 --> 00:01:14.680]  說復活的事已過
[00:01:14.680 --> 00:01:18.080]  就敗壞好些人的信心
[00:01:18.080 --> 00:01:21.800]  然而神堅固的根基立住了
[00:01:21.800 --> 00:01:24.440]  上面有者印記說
[00:01:24.440 --> 00:01:27.120]  主認識誰是他的人
[00:01:27.120 --> 00:01:30.360]  又說凡稱呼主名的人
[00:01:30.360 --> 00:01:32.440]  總要離開不移
[00:01:32.440 --> 00:01:34.240]  剛才我們在第十四節開始
[00:01:34.240 --> 00:01:36.480]  本來就提醒提摩太
[00:01:36.480 --> 00:01:38.320]  要去教導眾人
[00:01:38.320 --> 00:01:41.760]  提醒眾人回想這些事
[00:01:41.760 --> 00:01:44.360]  其實這個就像我上次跟大家講到
[00:01:44.360 --> 00:01:46.520]  我們都要有記性
[00:01:46.520 --> 00:01:49.160]  要記得一些重要
[00:01:49.160 --> 00:01:50.720]  特別是在我們的信仰
[00:01:50.720 --> 00:01:53.880]  在我們生命裏面所要知道認識的
[00:01:53.880 --> 00:01:55.280]  特別是在提摩太的年代
[00:01:55.280 --> 00:01:56.600]  我們相信除了第三章
[00:01:56.600 --> 00:01:57.800]  講末世的境況
[00:01:57.800 --> 00:01:59.640]  更加提到提摩太身邊
[00:01:59.640 --> 00:02:01.840]  都有一些假先知、假教師出現
[00:02:01.840 --> 00:02:03.840]  他們將真理歪曲
[00:02:03.840 --> 00:02:07.000]  來講一套離開了福音的道理
[00:02:07.000 --> 00:02:08.880]  所以保羅提醒提摩太
[00:02:08.880 --> 00:02:11.600]  不單單提摩太被提醒要有記性
[00:02:11.600 --> 00:02:13.600]  他都要將這個教導
[00:02:13.600 --> 00:02:17.440]  教導其他人要記得
[00:02:17.440 --> 00:02:20.280]  最近我想每年都有一次
[00:02:20.280 --> 00:02:22.040]  大家有些弟妹朋友
[00:02:22.040 --> 00:02:23.800]  可能都需要提醒
[00:02:23.800 --> 00:02:26.880]  我走過很多中心
[00:02:26.880 --> 00:02:30.040]  甚至屋苑裏面都貼了一些海報出來
[00:02:30.040 --> 00:02:31.560]  這些海報提醒我們甚麼呢
[00:02:31.560 --> 00:02:33.480]  就是打針的海報
[00:02:33.480 --> 00:02:35.920]  當然不是那些美容打針
[00:02:35.920 --> 00:02:37.720]  幫你做美容的東西
[00:02:37.720 --> 00:02:39.160]  這些打針是甚麼
[00:02:39.160 --> 00:02:40.720]  大家可能有些人已經打了
[00:02:40.720 --> 00:02:42.960]  我們通常這段時間打甚麼針
[00:02:42.960 --> 00:02:44.520]  打流感針
[00:02:44.520 --> 00:02:48.080]  可能我們都有些人覺得
[00:02:48.080 --> 00:02:49.120]  每年都要做的
[00:02:49.120 --> 00:02:51.120]  所以會提醒一下有些海報
[00:02:51.120 --> 00:02:54.600]  當然每個人都不同有些人未必需要
[00:02:54.600 --> 00:02:57.120]  但打流感針對我們來講
[00:02:57.120 --> 00:03:00.280]  其實最重要是有甚麼作用
[00:03:00.280 --> 00:03:03.480]  我們一句很熟悉的說話是甚麼
[00:03:03.480 --> 00:03:06.520]  預防勝於治療
[00:03:06.520 --> 00:03:09.200]  所以我想保羅給提摩太都是一樣
[00:03:09.200 --> 00:03:11.960]  我覺得保羅今日給提摩太都是一個提醒
[00:03:11.960 --> 00:03:15.160]  預防勝於治療
[00:03:15.160 --> 00:03:18.960]  對這個說話我們耳熟能詳
[00:03:18.960 --> 00:03:21.280]  你打流感針都經歷預防
[00:03:21.280 --> 00:03:23.080]  多過希望不會病
[00:03:23.080 --> 00:03:25.160]  不會染上流感
[00:03:25.160 --> 00:03:26.360]  但我想預防勝於治療
[00:03:26.360 --> 00:03:29.880]  不單單是一個簡單的醫學的需要
[00:03:29.880 --> 00:03:31.320]  健康的需要
[00:03:31.320 --> 00:03:33.040]  我相信這個其實預防勝於治療
[00:03:33.040 --> 00:03:35.560]  是提醒我們要有些策略
[00:03:35.560 --> 00:03:38.080]  要有一些高瞻遠矚
[00:03:38.080 --> 00:03:41.080]  去安排好我們要做的事
[00:03:41.080 --> 00:03:44.520]  這個才是預防勝於治療的意思
[00:03:44.520 --> 00:03:48.360]  我用一個下棋的簡單例子來提
[00:03:48.360 --> 00:03:50.720]  我想我們有時都會下棋
[00:03:50.720 --> 00:03:52.840]  我不知道現代人喜不喜歡下棋
[00:03:52.840 --> 00:03:55.800]  以前我們小時候玩就下象棋
[00:03:55.800 --> 00:03:57.560]  下象棋我們通常
[00:03:57.560 --> 00:03:59.400]  我不知大家是否見步行步
[00:03:59.400 --> 00:04:01.560]  即是人家下一步你又下一步
[00:04:01.560 --> 00:04:03.240]  我們都知道下棋
[00:04:03.240 --> 00:04:05.160]  不單看人家那一步怎樣行
[00:04:05.160 --> 00:04:05.960]  你就跟著行
[00:04:05.960 --> 00:04:07.800]  其實我們下棋是要甚麼
[00:04:07.800 --> 00:04:09.520]  多想兩三步
[00:04:09.520 --> 00:04:11.320]  即是你看多前幾步
[00:04:11.320 --> 00:04:12.960]  如果你只想人家行一步
[00:04:12.960 --> 00:04:14.360]  你才想那一步
[00:04:14.360 --> 00:04:16.760]  你這盤棋通常都輸
[00:04:16.760 --> 00:04:18.040]  所以這個預防勝於治療
[00:04:18.040 --> 00:04:20.960]  其實就似築起我們要有些策略
[00:04:20.960 --> 00:04:23.400]  要想得長遠一點
[00:04:23.400 --> 00:04:25.400]  在當中保羅提醒提摩太太
[00:04:25.400 --> 00:04:27.600]  有幾方面特別要注意的
[00:04:27.600 --> 00:04:28.400]  要留心的
[00:04:28.400 --> 00:04:30.480]  第一個就是提醒提摩太太
[00:04:30.480 --> 00:04:34.560]  小心病從口入和從口出
[00:04:34.560 --> 00:04:37.880]  雖然可能在當時沒有打預防針
[00:04:37.880 --> 00:04:40.320]  大家又不用怕提摩太太會生病
[00:04:40.320 --> 00:04:42.640]  但當然保羅有時在提摩太太前
[00:04:42.640 --> 00:04:44.880]  需要提醒提摩太太
[00:04:44.880 --> 00:04:46.480]  她有少少健康的需要
[00:04:46.480 --> 00:04:50.560]  所以都叫保羅叫提摩太太喝少少酒
