
[00:00:00.000 --> 00:00:03.800]  今天和大家看的經文就是《啟示錄》
[00:00:03.800 --> 00:00:05.800]  大家多不多聽啊?
[00:00:05.800 --> 00:00:09.400]  多聽啊?有些人多聽啊
[00:00:09.400 --> 00:00:11.600]  其實我也很少聽
[00:00:11.600 --> 00:00:13.600]  我也比較少聽
[00:00:13.600 --> 00:00:17.800]  我想今天的經文就是在《啟示錄》第十九章十一到十六節
[00:00:17.800 --> 00:00:21.200]  我先講一下背景
[00:00:21.200 --> 00:00:22.600]  然後我們再讀經文
[00:00:22.600 --> 00:00:24.600]  其實背景是怎樣呢?
[00:00:24.600 --> 00:00:27.000]  這個《啟示錄》其實是聖經最後那一章
[00:00:27.000 --> 00:00:31.400]  就是約翰,就是耶穌的門徒
[00:00:31.400 --> 00:00:35.400]  約翰在拔摩海道看見一大堆異象
[00:00:35.400 --> 00:00:38.000]  如果大家有看過《啟示錄》
[00:00:38.000 --> 00:00:41.000]  你一開始看就是他看見很多異象
[00:00:41.000 --> 00:00:42.400]  就是約翰看見異象
[00:00:42.400 --> 00:00:47.000]  神就跟他說要將信息跟七教會說
[00:00:47.000 --> 00:00:48.400]  然後說完之後
[00:00:48.400 --> 00:00:51.000]  他又看見很多異象
[00:00:51.000 --> 00:00:53.600]  大家儘管聽,記不住不要緊
[00:00:53.600 --> 00:00:57.400]  他看見天上有異象的時候
[00:00:57.400 --> 00:00:58.800]  就有七個印
[00:00:58.800 --> 00:01:00.400]  然後有七個號
[00:01:00.400 --> 00:01:02.000]  然後有七個碗
[00:01:02.000 --> 00:01:06.000]  然後有一個巴比倫城傾覆
[00:01:06.000 --> 00:01:10.800]  然後高揚接新婦
[00:01:10.800 --> 00:01:18.800]  這一段十九章就是在講基督再來的一個狀況
[00:01:18.800 --> 00:01:21.200]  所以我想簡單講一下這個背景
[00:01:21.200 --> 00:01:22.600]  讓大家讀的時候
[00:01:22.600 --> 00:01:28.600]  其實這段聖經是在描述基督再來的時候究竟是怎樣的
[00:01:28.600 --> 00:01:31.200]  所以我希望大家也試一下
[00:01:31.200 --> 00:01:33.600]  雖然剛才很快
[00:01:33.600 --> 00:01:35.600]  但是大家想一下
[00:01:35.600 --> 00:01:36.800]  耶穌再來的時候
[00:01:36.800 --> 00:01:40.000]  究竟聖經是怎樣描述耶穌再來
[00:01:40.000 --> 00:01:42.200]  我很希望大家用這種心態
[00:01:42.200 --> 00:01:44.000]  一起讀這段聖經
[00:01:44.000 --> 00:01:45.200]  我想這樣讀
[00:01:45.200 --> 00:01:48.000]  因為今天的聖經不多
[00:01:48.000 --> 00:01:52.000]  我想請姐妹先讀一次
[00:01:52.000 --> 00:01:59.600]  弟兄可以用你的方法專心去想像一下
[00:01:59.600 --> 00:02:01.000]  姐妹讀的時候
[00:02:01.000 --> 00:02:02.400]  你不是想像姐妹
[00:02:02.400 --> 00:02:04.000]  你太太你不要想像她
[00:02:04.000 --> 00:02:05.000]  你不用的
[00:02:05.000 --> 00:02:09.400]  你只是想像一下經文裡面的圖像
[00:02:09.400 --> 00:02:11.400]  大家就是這樣
[00:02:11.400 --> 00:02:13.800]  姐妹讀完就到弟兄讀
[00:02:13.800 --> 00:02:16.800]  我們先請姐妹讀一次
[00:02:16.800 --> 00:02:20.800]  弟兄可以用你的方法去想一想圖像
[00:02:20.800 --> 00:02:22.800]  來吧,請姐妹
[00:02:22.800 --> 00:02:24.800]  好,我們請弟兄讀
[00:02:24.800 --> 00:02:27.800]  弟兄,今天多不多?
[00:02:27.800 --> 00:02:28.800]  也算多
[00:02:28.800 --> 00:02:30.800]  弟兄讀,姐妹又聽一聽
[00:02:30.800 --> 00:02:32.800]  來吧,弟兄,請弟兄
[00:02:50.800 --> 00:02:52.800]  又有寫著的名字
[00:02:52.800 --> 00:02:56.800]  除了他自己沒有人知道
[00:02:56.800 --> 00:02:59.800]  他穿著淺了血的衣服
[00:02:59.800 --> 00:03:02.800]  他的名稱為神之道
[00:03:02.800 --> 00:03:05.800]  在天上的眾君騎著白馬
[00:03:05.800 --> 00:03:07.800]  穿著細麻衣
[00:03:07.800 --> 00:03:09.800]  又白又潔
[00:03:09.800 --> 00:03:10.800]  跟隨他
[00:03:10.800 --> 00:03:13.800]  有利劍從他口中出來
[00:03:13.800 --> 00:03:15.800]  可以擊殺列國
[00:03:15.800 --> 00:03:18.800]  他必用鐵杖
[00:03:18.800 --> 00:03:20.800]  嚇管他們
[00:03:20.800 --> 00:03:22.800]  並要踩全能者神
[00:03:22.800 --> 00:03:24.800]  列路的走柵
[00:03:24.800 --> 00:03:26.800]  在他的衣服和大腿上
[00:03:26.800 --> 00:03:28.800]  有名寫著說
[00:03:28.800 --> 00:03:31.800]  萬王之王萬主之主
[00:03:31.800 --> 00:03:32.800]  我們一起去祈禱
[00:03:32.800 --> 00:03:34.800]  主啊,你是那位
[00:03:34.800 --> 00:03:36.800]  在聖經稱為萬王之王
[00:03:36.800 --> 00:03:38.800]  萬主之主的那位
[00:03:38.800 --> 00:03:40.800]  所以主啊,願你這一刻
[00:03:40.800 --> 00:03:42.800]  讓聖靈在我們的心裡面
[00:03:42.800 --> 00:03:45.800]  開啟我們能夠更加去認識你
[00:03:45.800 --> 00:03:48.800]  主啊,你是那位真是奇妙
[00:03:48.800 --> 00:03:50.800]  而且榮耀的上帝
[00:03:50.800 --> 00:03:52.800]  當我們來到你的面前的時候
[00:03:52.800 --> 00:03:54.800]  主啊,願我們的心
[00:03:54.800 --> 00:03:56.800]  能夠對準你的心
[00:03:56.800 --> 00:03:59.800]  願我們的心也能夠對準萬物
[00:03:59.800 --> 00:04:01.800]  怎樣去看你的心
[00:04:01.800 --> 00:04:03.800]  就是你是榮耀的上帝
[00:04:03.800 --> 00:04:05.800]  願聖靈在我們的心
[00:04:05.800 --> 00:04:07.800]  開啟這個真理
[00:04:07.800 --> 00:04:09.800]  讓我們能夠明白主啊
[00:04:09.800 --> 00:04:11.800]  因為主啊,唯獨聖靈
[00:04:11.800 --> 00:04:14.800]  能夠讓我們真實去認識你
[00:04:14.800 --> 00:04:15.800]  所以主啊,謝謝你
[00:04:15.800 --> 00:04:16.800]  願榮耀歸給你
[00:04:16.800 --> 00:04:17.800]  奉耶穌的名
[00:04:17.800 --> 00:04:18.800]  阿們
[00:04:45.800 --> 00:04:47.800]  他的形象呢
[00:04:47.800 --> 00:04:51.800]  就好像剪到一個碗形的頭髮
[00:04:51.800 --> 00:04:54.800]  然後戴著一個圓圓很粗
[00:04:54.800 --> 00:04:56.800]  粗,很厚邊的眼鏡
[00:04:56.800 --> 00:04:58.800]  然後樣子又怎樣
[00:04:58.800 --> 00:05:03.800]  薯薯的,有點像我
[00:05:03.800 --> 00:05:05.800]  小小薯
[00:05:05.800 --> 00:05:07.800]  然後穿的衣服又怎樣
[00:05:07.800 --> 00:05:10.800]  小小薯,不是小小薯,是大大薯
[00:05:10.800 --> 00:05:13.800]  穿的衣服又較為老套
[00:05:13.800 --> 00:05:16.800]  整個人看起來
[00:05:16.800 --> 00:05:18.800]  傻傻的
[00:05:18.800 --> 00:05:20.800]  應該很好什麼
[00:05:20.800 --> 00:05:22.800]  很好什麼
[00:05:22.800 --> 00:05:23.800]  很好欺負的
[00:05:23.800 --> 00:05:24.800]  當他來到的時候
[00:05:24.800 --> 00:05:27.800]  還是要做辦公室助理
[00:05:27.800 --> 00:05:29.800]  所以所有部門
[00:05:29.800 --> 00:05:30.800]  投資部的部門
[00:05:30.800 --> 00:05:31.800]  都欺負他
[00:05:31.800 --> 00:05:35.800]  個個都點他做這樣,點他做那樣
[00:05:35.800 --> 00:05:36.800]  不過很特別的
