
[00:00:00.000 --> 00:00:02.680]  今天想和大家分享的
[00:00:02.680 --> 00:00:08.480]  都是接近《創世紀》系列的尾聲
[00:00:08.480 --> 00:00:10.760]  下個星期都是我說的
[00:00:10.760 --> 00:00:14.360]  下個星期就是那個系列的結束
[00:00:14.360 --> 00:00:17.480]  其實所謂結束也是一個新的開始
[00:00:17.480 --> 00:00:20.640]  但是今天其實我們那條題目
[00:00:20.640 --> 00:00:22.760]  有弟兄姊妹說不是很明白
[00:00:22.760 --> 00:00:26.040]  你明明就說巴別塔的
[00:00:26.040 --> 00:00:28.040]  為什麼你的題目這麼有趣
[00:00:28.040 --> 00:00:32.040]  叫溝通是關係的萬靈丹
[00:00:32.040 --> 00:00:34.040]  原因就是這樣的
[00:00:34.040 --> 00:00:37.880]  因為我大概十幾年前說這個信息的時候
[00:00:37.880 --> 00:00:41.800]  那個時候我就將重點不是放在溝通那裡
[00:00:41.800 --> 00:00:44.680]  我將重點放在高塔那裡
[00:00:44.680 --> 00:00:46.960]  還有人那種驕傲那裡
[00:00:46.960 --> 00:00:49.400]  當然其實這個也是重點
[00:00:49.400 --> 00:00:52.560]  但是我發現原來聖經從頭到尾
[00:00:52.560 --> 00:00:54.760]  就是十一章一至九字這段聖經
[00:00:54.760 --> 00:00:57.560]  都是在說人那種語言
[00:00:57.560 --> 00:01:01.240]  人的語言原本在洪水之後
[00:01:01.240 --> 00:01:04.320]  只有羅亞三個兒子
[00:01:04.320 --> 00:01:06.760]  那個時候的語言一定是通的
[00:01:06.760 --> 00:01:08.760]  但是問題就是說
[00:01:08.760 --> 00:01:14.160]  為什麼我們今天會有一個語言不通的情況出現呢?
[00:01:14.160 --> 00:01:17.720]  為什麼我們世界上有這麼多不同的語言呢?
[00:01:17.720 --> 00:01:20.560]  原因就是因為發生了一件事
[00:01:20.560 --> 00:01:24.120]  使得世界的人的口音變亂了
[00:01:24.120 --> 00:01:28.880]  以致我們今天就變成有很多不同的語言
[00:01:28.880 --> 00:01:30.880]  很多不同的語系
[00:01:30.880 --> 00:01:34.080]  所以我們一開始就想
[00:01:34.080 --> 00:01:37.600]  人如果有同一個語言的話你說多好呢
[00:01:37.600 --> 00:01:38.600]  你想一下是不是
[00:01:38.600 --> 00:01:41.520]  我們不用學英文也不用學普通話
[00:01:41.520 --> 00:01:44.560]  我們只是講廣東話就已經充衡全世界
[00:01:44.560 --> 00:01:47.080]  你有沒有想過這個其實是不可能的
[00:01:47.080 --> 00:01:49.080]  因為我們一出生就知道不是的
[00:01:49.080 --> 00:01:51.280]  但是如果你想一下
[00:01:51.280 --> 00:01:55.840]  想像一下如果世界上只有一種語言的話
[00:01:55.840 --> 00:02:00.520]  你有沒有想過我們的生活會起了什麼樣的變化呢?
[00:02:00.520 --> 00:02:05.600]  第一件事就是我們不用花錢去學外文
[00:02:05.600 --> 00:02:12.480]  還有我們的小朋友可能很小的時候就不用學這麼多東西了
[00:02:12.480 --> 00:02:14.280]  也可以這麼說
[00:02:14.280 --> 00:02:17.440]  如果這個世界上只有一種語言的話
[00:02:17.440 --> 00:02:23.720]  其實可能真是我們經常說我們要去跟人傳福音去宣教
[00:02:23.720 --> 00:02:25.160]  去到地極的時候
[00:02:25.160 --> 00:02:28.440]  可能都會窒礙了我們不會有這樣做的
[00:02:28.440 --> 00:02:29.280]  為什麼呢?
[00:02:29.280 --> 00:02:30.720]  因為一種語言的時候
[00:02:30.720 --> 00:02:35.080]  那就是說可能福音已經很快很快已經傳播了
[00:02:35.080 --> 00:02:40.160]  全世界的所有種族的人都聽聞福音了
[00:02:40.160 --> 00:02:42.800]  其實這個真的是一個想像
[00:02:42.800 --> 00:02:44.360]  不過在這個想像裡面
[00:02:44.360 --> 00:02:46.440]  你說是不是很好呢?
[00:02:46.440 --> 00:02:48.440]  其實我又這樣想
[00:02:48.440 --> 00:02:50.800]  我們如果語言歸一的時候
[00:02:50.800 --> 00:02:53.320]  是不是真的會少了很多衝突呢?
[00:02:53.320 --> 00:02:56.880]  是不是真的會少了世界有很多的糾紛呢?
[00:02:56.880 --> 00:02:57.880]  會不會呢?
[00:02:57.880 --> 00:03:00.080]  因為我們現在的溝通是很好的嘛
[00:03:00.080 --> 00:03:01.680]  因為我們溝通很好的時候
[00:03:01.680 --> 00:03:05.840]  照理說人的了解就增加了很多
[00:03:05.840 --> 00:03:06.320]  是不是?
[00:03:06.320 --> 00:03:09.360]  又沒有文化或者是地域的差異
[00:03:09.360 --> 00:03:11.560]  因為我們都是同一個語言嘛
[00:03:11.560 --> 00:03:12.720]  是不是?
[00:03:12.720 --> 00:03:16.520]  但是似乎又不是
[00:03:16.520 --> 00:03:19.000]  你想想看回我們自己
[00:03:19.000 --> 00:03:22.680]  就算我們夫婦同一個語言
[00:03:22.680 --> 00:03:25.760]  說同聲同氣我們經常都說
[00:03:25.760 --> 00:03:27.920]  那是不是代表我們溝通得很成功呢?
[00:03:27.920 --> 00:03:30.880]  是不是代表我們的關係就很好呢?
[00:03:30.880 --> 00:03:32.080]  那真的不是
[00:03:32.080 --> 00:03:33.600]  現在我想回頭
[00:03:33.600 --> 00:03:36.680]  如果真的這個世界就算只有一種語言的話
[00:03:36.680 --> 00:03:40.280]  人類是不是就可以這麼美好呢?
[00:03:40.280 --> 00:03:41.400]  這麼愉快呢?
[00:03:41.400 --> 00:03:43.880]  這麼開心呢?
[00:03:43.880 --> 00:03:48.480]  所以其實我在思想講這個訊息的時候
[00:03:48.480 --> 00:03:51.240]  我就是在講語言的問題
[00:03:51.240 --> 00:03:54.480]  我們經常說要有共同的語言
[00:03:54.480 --> 00:03:55.840]  其實我跟你們講道
[00:03:55.840 --> 00:03:58.120]  跟青少年人講道
[00:03:58.120 --> 00:03:59.720]  都已經不同語言了
[00:03:59.720 --> 00:04:02.000]  其實都是講廣東話
[00:04:02.000 --> 00:04:05.400]  不過其實你會明白語言
[00:04:05.400 --> 00:04:08.680]  就不只是講那個聲音的問題
[00:04:08.680 --> 00:04:11.240]  其實是包括他的想法
[00:04:11.240 --> 00:04:14.480]  其實我們今天就算我們同一種語言
[00:04:14.480 --> 00:04:18.280]  但是其實我們內心都不能溝通的
[00:04:18.280 --> 00:04:21.080]  但是聖經裡面
[00:04:21.080 --> 00:04:23.040]  這個巴別塔的故事
[00:04:23.040 --> 00:04:26.360]  就是講道人那時候是同一種語言
[00:04:26.360 --> 00:04:28.120]  他們有同一種的意念
[00:04:28.120 --> 00:04:31.640]  可惜他們同一種意念帶來
[00:04:31.640 --> 00:04:35.400]  上帝對他們的懲罰
[00:04:35.400 --> 00:04:38.320]  這個就是我們今天要去看這個巴別塔
[00:04:38.320 --> 00:04:43.720]  那個事件對我們的影響和重要性
[00:04:43.720 --> 00:04:45.600]  究竟我們看一下
[00:04:45.600 --> 00:04:50.400]  究竟神為什麼要用這個事件去提醒我們呢?
[00:04:50.400 --> 00:04:53.640]  因為原來神要人類的目的
[00:04:53.640 --> 00:04:55.960]  就是要分散在全地上
[00:04:55.960 --> 00:04:58.680]  並曉得祂是最高的子宰
[00:04:58.680 --> 00:05:01.000]  但是人類卻不是這樣做
[00:05:01.000 --> 00:05:02.840]  他們要聚集在一起
[00:05:02.840 --> 00:05:06.920]  他們要顯揚人類那種集合團結的力量
[00:05:06.920 --> 00:05:08.760]  來對抗神
[00:05:08.760 --> 00:05:12.160]  這個就是今天一個最大的問題
[00:05:12.160 --> 00:05:16.120]  所以我們看一下神變亂天下人的言語
[00:05:16.120 --> 00:05:17.800]  對我們的啟示
[00:05:17.800 --> 00:05:21.800]  神變亂天下人的言語對我們的第一個啟示
[00:05:21.800 --> 00:05:24.760]  就是人類最大的問題
[00:05:24.760 --> 00:05:27.040]  並不是溝通的問題
[00:05:27.040 --> 00:05:30.560]  而是在於人性的驕傲
[00:05:30.560 --> 00:05:34.160]  人類最大的問題不是溝通不到的問題
[00:05:34.160 --> 00:05:37.080]  而是人類內心有一種驕傲
[00:05:37.080 --> 00:05:39.920]  因為這種驕傲令到我們跟神的關係
[00:05:39.920 --> 00:05:43.720]  跟人的關係都有很大的障礙
[00:05:43.720 --> 00:05:48.960]  我們看聖經創世紀十章三十二節到十一章第五節
[00:05:48.960 --> 00:05:51.600]  我們一起讀這段經文好嗎?
[00:05:51.600 --> 00:05:53.480]  十章三十二節開始
[00:05:53.480 --> 00:05:57.760]  「這些都是羅亞三個兒子的宗族
[00:05:57.760 --> 00:06:00.640]  割除他們的支派立國
[00:06:00.640 --> 00:06:05.120]  洪水以後他們在地上分為邦國
[00:06:05.120 --> 00:06:09.720]  那時天下人的口音、語言都是一樣
[00:06:09.720 --> 00:06:12.840]  他們往東遷移的時候
[00:06:12.840 --> 00:06:16.000]  在善那地遇見一片平原
[00:06:16.000 --> 00:06:18.880]  就住在那裡」
[00:06:18.880 --> 00:06:19.520]  繼續
[00:06:19.520 --> 00:06:21.760]  「他們彼此商量說
[00:06:21.760 --> 00:06:24.120]  來吧,我們要造磚
[00:06:24.120 --> 00:06:26.040]  把磚燒透了
[00:06:26.040 --> 00:06:28.480]  他們就拿磚當石頭
[00:06:28.480 --> 00:06:30.840]  也拿石漆當灰泥
[00:06:30.840 --> 00:06:31.680]  他們說
[00:06:31.680 --> 00:06:36.280]  來吧,我們要建造一座城和一座塔
[00:06:36.280 --> 00:06:37.760]  塔頂通顛
[00:06:37.760 --> 00:06:39.960]  為要傳揚我們的名
[00:06:39.960 --> 00:06:43.240]  免得我們分散在全地上
[00:06:43.240 --> 00:06:44.920]  耶和華降臨
[00:06:44.920 --> 00:06:50.400]  要看看世人所建造的城和塔」
[00:06:50.400 --> 00:06:55.160]  這段經文有幾個地方很有意思
[00:06:55.160 --> 00:06:56.720]  你想回去看
[00:06:56.720 --> 00:07:01.400]  為何我要選第十章三十二節開始
[00:07:01.400 --> 00:07:05.360]  因為你想想次序有點問題
[00:07:05.360 --> 00:07:07.560]  因為第十章說到
[00:07:07.560 --> 00:07:09.720]  羅亞的三個兒子
[00:07:09.720 --> 00:07:13.280]  他們分別建立了三個不同的國度
[00:07:13.280 --> 00:07:15.920]  也分散在不同的地方
[00:07:15.920 --> 00:07:18.160]  但是你看第十一章的時候
[00:07:18.160 --> 00:07:19.040]  聖經說
[00:07:19.040 --> 00:07:23.560]  當時天下人的口音、語言都是一樣
[00:07:23.560 --> 00:07:27.040]  所以很多解經家就說
[00:07:27.040 --> 00:07:30.320]  其實他不是按著時序去說的
[00:07:30.320 --> 00:07:32.200]  第十章和十一章
[00:07:32.200 --> 00:07:35.600]  其實第十一章就是要解釋
[00:07:35.600 --> 00:07:41.400]  為何當時神要天下分成幾個大族
[00:07:41.400 --> 00:07:42.960]  閃、含、瓦、忽
[00:07:42.960 --> 00:07:45.560]  他們都分了很多個國家出去
[00:07:45.560 --> 00:07:47.800]  而十一章其實就是解釋
[00:07:47.800 --> 00:07:51.720]  十章為何會有這樣的情況
[00:07:51.720 --> 00:07:53.240]  我都說過
[00:07:53.240 --> 00:07:54.920]  一出了方舟之後
[00:07:54.920 --> 00:07:56.800]  天下的言語當然是一個
[00:07:56.800 --> 00:07:58.320]  因為就是羅亞的一家
[00:07:58.320 --> 00:08:00.160]  剩下那八口
[00:08:00.160 --> 00:08:02.960]  所以當時一定是同一個口音
[00:08:02.960 --> 00:08:04.360]  所以其實十一章一節
