
[00:00:00.000 --> 00:00:05.420]  弟兄姊妹,我們預備好我們的心去迎見上帝了沒有呢?
[00:00:05.420 --> 00:00:10.380]  我們再一次安靜,好嗎?
[00:00:10.380 --> 00:00:14.200]  在你的心裡面
[00:00:14.200 --> 00:00:17.980]  我們思考一下神在一個什麼位置
[00:00:17.980 --> 00:00:20.040]  我們一起祈禱
[00:00:20.040 --> 00:00:23.380]  姐妹上帝,我們願意在你面前
[00:00:23.380 --> 00:00:26.360]  我們同心的,謙卑的
[00:00:26.360 --> 00:00:29.760]  將自己願意獻上的
[00:00:30.000 --> 00:00:33.200]  一個這樣的心,在你面前去敬拜你
[00:00:33.200 --> 00:00:36.720]  求你閲立,開我們的心,開我們的眼
[00:00:36.720 --> 00:00:38.700]  開我們的腦
[00:00:38.700 --> 00:00:42.460]  也讓我們能夠聆聽神的說話
[00:00:42.460 --> 00:00:46.080]  多謝你,求上帝的靈和我們同在
[00:00:46.080 --> 00:00:49.200]  祈禱奉耶穌的聖名,阿們
[00:00:49.200 --> 00:00:52.620]  在1985年到2005年
[00:00:52.620 --> 00:00:55.740]  韓國光州的一個聾啞學校
[00:00:55.740 --> 00:00:58.060]  發生了一些很可怕的事情
[00:00:58.360 --> 00:01:00.200]  原來在二十年間
[00:01:00.200 --> 00:01:04.200]  幾乎所有進過這間學校的
[00:01:04.200 --> 00:01:05.860]  聾啞的小朋友
[00:01:05.860 --> 00:01:08.440]  都遭受到形形色色的
[00:01:08.440 --> 00:01:11.120]  一些很可怕的虐待
[00:01:11.120 --> 00:01:13.620]  包括虐打
[00:01:13.620 --> 00:01:16.760]  性侵犯,恐嚇
[00:01:16.760 --> 00:01:19.800]  而最可怕的是什麼呢?
[00:01:19.800 --> 00:01:22.960]  施暴的人竟然是校長和老師
[00:01:24.040 --> 00:01:29.400]  聾啞的學生,他不是容易表達他自己的情況
[00:01:29.400 --> 00:01:31.920]  有很多的小朋友
[00:01:31.920 --> 00:01:34.760]  是受不住這樣的折磨而自殺
[00:01:34.760 --> 00:01:40.100]  其實學校一直有很好的社會形象
[00:01:40.100 --> 00:01:43.860]  施虐的人也有很高的社會地位
[00:01:43.860 --> 00:01:47.200]  這間學校也有教會支持
[00:01:47.200 --> 00:01:51.820]  但為什麼會搞成這樣?
[00:01:52.980 --> 00:01:54.980]  2011年的時候
[00:01:54.980 --> 00:01:56.980]  這個故事被拍成電影
[00:01:56.980 --> 00:02:00.040]  在韓國上映,叫做《熔爐》
[00:02:00.040 --> 00:02:01.540]  是很震撼的
[00:02:01.540 --> 00:02:05.400]  2010年
[00:02:05.400 --> 00:02:08.920]  海地炸得地震
[00:02:08.920 --> 00:02:11.800]  有國際救援組織的高層
[00:02:11.800 --> 00:02:13.740]  去扶貧
[00:02:13.740 --> 00:02:15.360]  去鎮災
[00:02:15.360 --> 00:02:18.940]  但是他們利用鎮災的資金
[00:02:18.940 --> 00:02:22.880]  去徵召了大批的年輕的妓女
[00:02:23.180 --> 00:02:24.960]  去搞一些淫亂排隊
[00:02:24.960 --> 00:02:28.320]  當中也有些女孩子是未成年的
[00:02:28.320 --> 00:02:31.320]  我們就要問
[00:02:31.320 --> 00:02:34.820]  其實他們做的事情不是很有意義的嗎?
[00:02:34.820 --> 00:02:37.840]  目標很高尚的
[00:02:37.840 --> 00:02:39.640]  但是為什麼
[00:02:39.640 --> 00:02:42.240]  為什麼會有這些事情發生?
[00:02:42.240 --> 00:02:47.200]  其實很明顯這個不關他的事工有沒有意義
[00:02:47.200 --> 00:02:49.980]  不關他的目標高不高尚的事
[00:02:49.980 --> 00:02:52.160]  是什麼問題?
[00:02:52.400 --> 00:02:53.600]  是人
[00:02:53.600 --> 00:02:54.700]  本質
[00:02:54.700 --> 00:02:56.080]  是罪人
[00:02:56.080 --> 00:02:57.720]  的問題
[00:02:57.720 --> 00:03:03.160]  其實人如果不好對付自己的罪
[00:03:03.160 --> 00:03:04.900]  正視自己的罪人
[00:03:04.900 --> 00:03:08.300]  願意將生命交給上帝更新變化的時候
[00:03:08.300 --> 00:03:10.060]  即使
[00:03:10.060 --> 00:03:13.260]  我們做一些很偉大的
[00:03:13.260 --> 00:03:14.880]  很有意義的事業
[00:03:14.880 --> 00:03:17.820]  我們頭上都不會自動得到光環
[00:03:17.820 --> 00:03:20.980]  我們可能會將那些東西污染了
[00:03:22.000 --> 00:03:24.020]  那你說人信了耶穌之後
[00:03:24.020 --> 00:03:25.340]  回到教會
[00:03:25.340 --> 00:03:27.600]  進入教會的場景
[00:03:27.600 --> 00:03:29.460]  會不會又不同呢?
[00:03:29.460 --> 00:03:33.180]  今天是一個團契主日
[00:03:33.180 --> 00:03:35.680]  的一個主題
[00:03:35.680 --> 00:03:38.100]  我們值得去想一想這個問題
[00:03:38.100 --> 00:03:40.400]  其實團契是什麼意思呢?
[00:03:40.400 --> 00:03:42.720]  Quaternary這個字
[00:03:42.720 --> 00:03:45.960]  其實中文翻譯做分享
[00:03:45.960 --> 00:03:49.520]  領受、相交
[00:03:50.460 --> 00:03:53.280]  所以重點不是那個聚會的形式
[00:03:53.280 --> 00:03:54.400]  或是組織
[00:03:54.400 --> 00:03:57.360]  而是那種關係的建立
[00:03:57.360 --> 00:04:00.540]  包括了人與人的關係
[00:04:00.540 --> 00:04:02.420]  人與神的關係
[00:04:02.420 --> 00:04:07.000]  其實我記得最初在學校
[00:04:07.000 --> 00:04:09.420]  接觸團契的時候
[00:04:09.420 --> 00:04:11.080]  我不明白什麼是團契
[00:04:11.080 --> 00:04:12.600]  因為名字很古怪
[00:04:12.600 --> 00:04:15.280]  團就是團,契就是什麼呢?
[00:04:15.280 --> 00:04:19.500]  其實拉丁圖書館你會發現
[00:04:19.600 --> 00:04:23.520]  中文的譯法是很精彩的
[00:04:23.520 --> 00:04:26.500]  劇團就是團結
[00:04:26.500 --> 00:04:28.380]  團聚在一起
[00:04:28.380 --> 00:04:30.600]  原來契才是厲害的
[00:04:30.600 --> 00:04:31.860]  契是什麼呢?
[00:04:31.860 --> 00:04:33.580]  是契合
[00:04:33.580 --> 00:04:35.680]  是一種感通
[00:04:35.680 --> 00:04:37.100]  默契這個字
[00:04:37.100 --> 00:04:38.380]  契合
[00:04:38.380 --> 00:04:40.080]  契就是這個意思
[00:04:40.080 --> 00:04:44.600]  原來大家可以相交的階段
[00:04:44.600 --> 00:04:46.360]  可以互相感通
[00:04:47.480 --> 00:04:49.760]  是一個很美麗的生活形態
[00:04:49.760 --> 00:04:51.960]  但是
[00:04:51.960 --> 00:04:54.200]  團契
[00:04:54.200 --> 00:04:57.180]  其實是由人組成的
[00:04:57.180 --> 00:04:59.820]  人的本質
[00:04:59.820 --> 00:05:02.300]  是怎樣?
[00:05:02.300 --> 00:05:04.040]  人的生命是怎樣?
[00:05:04.040 --> 00:05:07.080]  這個才是團契成敗的關鍵
[00:05:07.080 --> 00:05:11.100]  所以保羅在這段經文裏面
[00:05:11.100 --> 00:05:12.800]  開宗明義
[00:05:12.800 --> 00:05:17.120]  在《羅馬書》十二章第一二節的時候
[00:05:17.120 --> 00:05:18.460]  講得很清楚
[00:05:18.460 --> 00:05:21.740]  他完全是針對人的生命本質去講的
[00:05:21.740 --> 00:05:23.880]  這個是基礎來的
[00:05:23.880 --> 00:05:25.640]  我們看看今天這段經文
[00:05:25.640 --> 00:05:27.440]  一開始的時候
[00:05:27.440 --> 00:05:28.220]  所以
[00:05:28.220 --> 00:05:30.960]  這個是承接上文的字眼來的
[00:05:30.960 --> 00:05:32.960]  究竟上面講了什麼呢?
[00:05:32.960 --> 00:05:36.240]  原來上文一直都是在講
[00:05:36.240 --> 00:05:38.240]  神對人的慈悲憐憫
[00:05:38.240 --> 00:05:40.160]  特別是在十一章
[00:05:40.160 --> 00:05:42.020]  結尾的部分
[00:05:42.020 --> 00:05:43.240]  是提到
[00:05:43.240 --> 00:05:45.560]  從前不信服的外邦人
[00:05:45.560 --> 00:05:47.980]  從前不信服的以色列人
[00:05:47.980 --> 00:05:50.740]  現在都蒙了憐恤
[00:05:50.740 --> 00:05:54.120]  這個就是神的恩典
[00:05:54.120 --> 00:05:55.400]  神的慈悲憐憫
[00:05:55.400 --> 00:05:57.800]  進入到十二章的時候
[00:05:57.800 --> 00:06:00.880]  保羅就是承接著這個內容
[00:06:00.880 --> 00:06:04.120]  提到神的慈悲憐憫
[00:06:04.120 --> 00:06:08.220]  甚至用這個作為一個基礎
[00:06:08.220 --> 00:06:10.720]  去勸信徒
[00:06:10.720 --> 00:06:12.860]  將身體現象當作活祭
[00:06:13.520 --> 00:06:15.700]  而且強調這個理所當然
[00:06:15.700 --> 00:06:18.600]  事實上
[00:06:18.600 --> 00:06:21.040]  你試想一下
[00:06:21.040 --> 00:06:23.700]  我們是神創造的
[00:06:23.700 --> 00:06:26.660]  我們的身體是神所創造的
[00:06:26.660 --> 00:06:31.280]  基督在我們還作罪人的時候
[00:06:31.280 --> 00:06:32.600]  為我們死
[00:06:32.600 --> 00:06:34.380]  就是羅馬書第五章所講
[00:06:34.380 --> 00:06:37.660]  為我們獻上祂的身體
[00:06:37.660 --> 00:06:39.520]  養我們得贖
[00:06:40.640 --> 00:06:43.720]  我們的生命是祂買贖回來的
[00:06:43.720 --> 00:06:50.440]  這個就是神對我們罪人的慈悲憐憫
[00:06:50.440 --> 00:06:54.960]  我們領受了神的恩典
[00:06:54.960 --> 00:06:57.660]  蒙受了這種憐恤
[00:06:57.660 --> 00:07:02.040]  我們將神創造我們的身體
[00:07:02.040 --> 00:07:05.580]  將神救贖我們的生命當作活祭
[00:07:05.580 --> 00:07:08.620]  呈獻給這位主
[00:07:09.280 --> 00:07:10.900]  你說是不是理所當然
[00:07:10.900 --> 00:07:15.720]  那你就說
