
[00:00:00.000 --> 00:00:03.000]  讓我們再次同心祈禱
[00:00:03.000 --> 00:00:14.000]  主人祢是創造萬物
[00:00:14.000 --> 00:00:17.000]  掌管歷史的主宰
[00:00:17.000 --> 00:00:22.000]  一切都要伏在祢權柄之下
[00:00:22.000 --> 00:00:26.000]  讓我們在祢的身前
[00:00:26.000 --> 00:00:28.000]  能夠從祢的話語裏面
[00:00:28.000 --> 00:00:32.000]  得到指引和方向
[00:00:32.000 --> 00:00:40.000]  在今天一個人人都是以自己為中心
[00:00:40.000 --> 00:00:43.000]  有不同的想法
[00:00:43.000 --> 00:00:46.000]  不同表達方式的世代
[00:00:46.000 --> 00:00:50.000]  我們更加需要祢的臨在
[00:00:50.000 --> 00:00:53.000]  更加需要祢的指示
[00:00:53.000 --> 00:00:56.000]  更加需要祢給我們的平安
[00:00:56.000 --> 00:00:59.000]  讓我們在祢的面前謙卑
[00:00:59.000 --> 00:01:01.000]  求祢的指教
[00:01:01.000 --> 00:01:03.000]  求祢的憐憫
[00:01:03.000 --> 00:01:05.000]  要願僕人口中的言語
[00:01:05.000 --> 00:01:08.000]  弟兄姊妹的心思意念
[00:01:08.000 --> 00:01:10.000]  蒙聖靈的啟迪
[00:01:10.000 --> 00:01:11.000]  蒙主的月亮
[00:01:11.000 --> 00:01:14.000]  禱告藉主耶穌基督的聖名而求
[00:01:14.000 --> 00:01:15.000]  阿們
[00:01:24.000 --> 00:01:28.000]  不知道大家聽到剛才宣佈
[00:01:28.000 --> 00:01:30.000]  今天的題子
[00:01:30.000 --> 00:01:33.000]  當群情洶湧時
[00:01:33.000 --> 00:01:35.000]  你會想起什麼呢?
[00:01:35.000 --> 00:01:41.000]  當我去定這個題目的時候
[00:01:41.000 --> 00:01:47.000]  完全是未發生這兩天的事情
[00:01:47.000 --> 00:01:49.000]  因為這個經課
[00:01:49.000 --> 00:01:51.000]  是一早已經定了
[00:01:51.000 --> 00:01:53.000]  不是我們自己梁法堂定的
[00:01:54.000 --> 00:01:59.000]  是普世教會都用這個主日經課的時候
[00:01:59.000 --> 00:02:02.000]  《出拉及記》第十七章一至七節
[00:02:02.000 --> 00:02:04.000]  就是今天的經課
[00:02:04.000 --> 00:02:06.000]  舊約的經文
[00:02:06.000 --> 00:02:09.000]  題目定的時候
[00:02:09.000 --> 00:02:12.000]  我只是在看
[00:02:12.000 --> 00:02:16.000]  當時以色列人和摩西的情況
