
[00:00:00.000 --> 00:00:02.960]  今天來到《馬可福音》
[00:00:02.960 --> 00:00:05.520]  仍然是十一章
[00:00:05.520 --> 00:00:07.720]  在過去幾個禮拜
[00:00:07.720 --> 00:00:09.320]  不同的目者和我們分享
[00:00:09.320 --> 00:00:11.000]  我們知道《馬可福音》
[00:00:11.000 --> 00:00:12.400]  進入十一章的時間
[00:00:12.400 --> 00:00:15.520]  就是說到耶穌進入耶路撒冷
[00:00:15.520 --> 00:00:17.360]  說的是最後一個星期
[00:00:17.360 --> 00:00:20.960]  在祂釘十字架以先的最後一個星期
[00:00:20.960 --> 00:00:23.920]  祂所做的一切事情
[00:00:23.920 --> 00:00:25.400]  主耶穌在這個星期裏面
[00:00:25.400 --> 00:00:27.000]  祂所做的每一個行動
[00:00:27.000 --> 00:00:29.000]  祂所說的每一個說話
[00:00:29.000 --> 00:00:31.200]  都顯得格外的重要
[00:00:31.200 --> 00:00:33.400]  上一個禮拜何牧師和我們分享
[00:00:33.400 --> 00:00:34.800]  大家記不記得這個題目是甚麼
[00:00:34.800 --> 00:00:38.320]  都和愛有關
[00:00:38.320 --> 00:00:39.000]  記不記得
[00:00:39.000 --> 00:00:42.400]  一生愛你
[00:00:42.400 --> 00:00:44.200]  你是上帝的你
[00:00:44.200 --> 00:00:45.720]  一生愛你
[00:00:45.720 --> 00:00:47.720]  何牧師上個禮拜帶著我們
[00:00:47.720 --> 00:00:49.520]  去看主耶穌
[00:00:49.520 --> 00:00:52.600]  如何用智慧的教導
[00:00:52.600 --> 00:00:56.000]  去勝過那班宗教的領袖
[00:00:56.000 --> 00:00:58.720]  而之後當有一個文士來到
[00:00:58.720 --> 00:00:59.920]  經文裏面沒有提到
[00:00:59.920 --> 00:01:01.800]  他是想試探主
[00:01:01.800 --> 00:01:03.000]  而其實去到最後
[00:01:03.000 --> 00:01:05.400]  耶穌更加對這位文士
[00:01:05.400 --> 00:01:09.720]  說了那句愛神的宣言
[00:01:09.720 --> 00:01:11.000]  去讚賞他
[00:01:11.000 --> 00:01:18.000]  他說他來神國不遠了
[00:01:18.000 --> 00:01:19.200]  我們還記不記得
[00:01:19.200 --> 00:01:22.400]  文士所說的那句愛神的宣言是怎樣
[00:01:22.400 --> 00:01:24.400]  大家一起讀出來
[00:01:24.400 --> 00:01:25.800]  是馬阿夫音十二章
[00:01:25.800 --> 00:01:27.200]  三十二召三十三字
[00:01:27.200 --> 00:01:29.400]  我們一起讀出來,預備起
[00:01:29.400 --> 00:01:31.600]  那文士對耶穌說:
[00:01:31.600 --> 00:01:35.400]  夫子說:神是一位,實在不錯
[00:01:35.400 --> 00:01:38.800]  除了他以外,再沒有別的神
[00:01:38.800 --> 00:01:42.400]  並且盡心盡志盡力愛他
[00:01:42.400 --> 00:01:44.000]  又愛人如己
[00:01:44.000 --> 00:01:46.000]  就比一切凡祭
[00:01:46.000 --> 00:01:48.400]  和各樣祭祀好得多
[00:01:48.400 --> 00:01:50.200]  我們發現文士在這裏說的是
[00:01:50.200 --> 00:01:56.000]  盡心、盡志、盡力
[00:01:56.000 --> 00:01:57.400]  如果我們有些印象
[00:01:57.400 --> 00:01:59.800]  其實現在都出貓給大家看了
[00:01:59.800 --> 00:02:00.800]  有些印象說
[00:02:00.800 --> 00:02:03.000]  耶穌其實不是說盡心、盡志、盡力
[00:02:03.000 --> 00:02:03.800]  他說什麼?
[00:02:03.800 --> 00:02:08.800]  他要盡心、盡性、盡義、盡力
[00:02:08.800 --> 00:02:13.400]  而文士就將盡性、盡義拿走了
[00:02:13.400 --> 00:02:16.600]  換了盡志在裏面
[00:02:16.600 --> 00:02:18.400]  盡志是什麼意思?
[00:02:18.400 --> 00:02:20.200]  志就是知識
[00:02:20.200 --> 00:02:23.400]  是知識就是志
[00:02:23.400 --> 00:02:24.800]  是認識的意思
[00:02:24.800 --> 00:02:26.800]  如果我們從七十字譯本
[00:02:26.800 --> 00:02:28.600]  即是很有權威
[00:02:28.600 --> 00:02:32.200]  將希伯來文翻譯成希臘文的譯本
[00:02:32.200 --> 00:02:34.600]  我們看針研第九章十節
[00:02:34.600 --> 00:02:36.200]  大家很熟悉的一句經文
[00:02:36.200 --> 00:02:36.800]  那裏這樣說
[00:02:36.800 --> 00:02:38.200]  它是「敬威耳目華」
[00:02:38.200 --> 00:02:39.800]  是智慧的開端
[00:02:39.800 --> 00:02:40.600]  然後呢
[00:02:40.600 --> 00:02:44.200]  「認識自性者便是聰明」
[00:02:44.200 --> 00:02:47.400]  裏面的認識就是盡志的志
[00:02:47.400 --> 00:02:49.400]  就是同一個字
[00:02:49.400 --> 00:02:51.400]  主耶穌說
[00:02:51.400 --> 00:02:55.600]  我們應該在各個層面上
[00:02:55.600 --> 00:03:02.400]  盡心、盡力、盡義、盡性去愛這位神
[00:03:02.400 --> 00:03:07.000]  但文士就因著他對自己對律法的認識
[00:03:07.000 --> 00:03:10.200]  重視、執著
[00:03:10.200 --> 00:03:11.800]  他就回應耶穌
[00:03:11.800 --> 00:03:12.600]  他說
[00:03:12.600 --> 00:03:14.000]  我們說愛神
[00:03:14.000 --> 00:03:16.600]  我們應該要認識神
[00:03:16.600 --> 00:03:20.000]  應該傾盡全力去認識神
[00:03:20.000 --> 00:03:22.600]  所以是盡志
[00:03:22.600 --> 00:03:25.400]  主耶穌沒有否定文士
[00:03:25.400 --> 00:03:27.600]  他說的這個愛的宣言
[00:03:27.600 --> 00:03:30.400]  我們其實從今天我們看到的經文
[00:03:30.400 --> 00:03:34.600]  耶穌在聖殿裏面說的最後的教導
[00:03:34.600 --> 00:03:35.800]  我們更加看得出
[00:03:35.800 --> 00:03:38.000]  原來耶穌想我們更加深
[00:03:38.000 --> 00:03:39.400]  去了解什麼叫做
[00:03:39.400 --> 00:03:43.400]  盡志、盡心、盡力去愛神
[00:03:43.400 --> 00:03:44.200]  首先第一個
[00:03:44.200 --> 00:03:46.200]  盡志
[00:03:46.200 --> 00:03:48.200]  當我們說我們要盡志去愛神的時候
[00:03:48.200 --> 00:03:52.200]  我們要做的就是拆去我們自己的框架
[00:03:52.200 --> 00:03:54.600]  讓我們一起讀出35至37次
[00:03:54.600 --> 00:03:56.400]  預備起
[00:03:56.400 --> 00:03:58.600]  耶穌在殿裏教訓人
[00:03:58.600 --> 00:04:00.400]  就問他們說
[00:04:00.400 --> 00:04:02.000]  文士怎麼說
[00:04:02.000 --> 00:04:04.400]  基督是大衛的子孫呢?
[00:04:04.400 --> 00:04:07.000]  大衛被聖靈感動說
[00:04:07.000 --> 00:04:08.800]  主對我主說
[00:04:08.800 --> 00:04:11.000]  你坐在我的右邊
[00:04:11.000 --> 00:04:12.600]  讓我使你受敵
[00:04:12.600 --> 00:04:14.400]  坐你的腳凳
[00:04:14.400 --> 00:04:17.400]  大衛既自己稱他為主
[00:04:17.400 --> 00:04:20.600]  他怎麼有使大衛的子孫呢?
[00:04:20.600 --> 00:04:24.800]  眾人都喜歡聽他
[00:04:24.800 --> 00:04:27.000]  文士他自認為
[00:04:27.000 --> 00:04:30.400]  他對律法典章很熟悉
[00:04:30.400 --> 00:04:33.000]  很透徹、很明白
[00:04:33.000 --> 00:04:35.400]  但主耶穌卻首先指出
[00:04:35.400 --> 00:04:37.200]  他們不明白
[00:04:37.200 --> 00:04:42.200]  他們是連最基本的都不明白
[00:04:42.200 --> 00:04:43.800]  其實以色列的百姓
[00:04:43.800 --> 00:04:47.600]  他們對舊約裏預言的微塞亞
[00:04:47.600 --> 00:04:50.200]  有一定的期望
[00:04:50.200 --> 00:04:52.800]  因為他們心裏很想
[00:04:52.800 --> 00:04:56.000]  神所應許他們的那位救主
[00:04:56.000 --> 00:04:58.200]  能夠將他們帶離開
[00:04:58.200 --> 00:05:00.600]  脫離地上
[00:05:00.600 --> 00:05:04.200]  核製他們的君王
[00:05:04.200 --> 00:05:06.200]  因為自從以色列
[00:05:06.200 --> 00:05:10.000]  被其他國家
[00:05:10.000 --> 00:05:13.400]  消滅或統治了五百年的時候
[00:05:13.400 --> 00:05:15.000]  他們所期盼的是
[00:05:15.000 --> 00:05:16.800]  神會興起一個人
[00:05:16.800 --> 00:05:19.000]  他們期盼神會興起一個人
[00:05:19.000 --> 00:05:21.400]  去拯救以色列國
[00:05:21.400 --> 00:05:24.600]  以色列人就將這個想望
[00:05:24.600 --> 00:05:28.000]  去塑造微塞亞
[00:05:28.000 --> 00:05:31.600]  為微塞亞訂了一個框框
[00:05:31.600 --> 00:05:33.600]  他們說微塞亞
[00:05:33.600 --> 00:05:36.600]  將會是神差來的一個人
[00:05:36.600 --> 00:05:38.400]  但是馬可
[00:05:38.400 --> 00:05:41.200]  他從一開始寫馬可福音的時間
[00:05:41.200 --> 00:05:42.600]  在一章一節
[00:05:42.600 --> 00:05:46.000]  他定義要將這個框架拆去
[00:05:46.000 --> 00:05:47.000]  馬可福音一章一節
[00:05:47.000 --> 00:05:48.400]  大家記不記得是甚麼
[00:05:48.400 --> 00:05:49.800]  那裏說
[00:05:49.800 --> 00:05:51.800]  神的兒子
[00:05:51.800 --> 00:05:53.600]  耶穌基督
[00:05:53.600 --> 00:05:56.200]  福音的起頭
[00:05:56.200 --> 00:05:59.400]  在原文裏面其實沒有動詞
[00:05:59.400 --> 00:06:00.600]  甚麼叫沒有動詞
[00:06:00.600 --> 00:06:02.000]  即是說
[00:06:02.000 --> 00:06:04.600]  神的兒子就是耶穌基督
[00:06:04.600 --> 00:06:08.200]  就是福音的起頭
[00:06:08.200 --> 00:06:10.400]  馬可他一直要強調
[00:06:10.400 --> 00:06:11.600]  要表達的就是
[00:06:11.600 --> 00:06:15.400]  微塞亞不單止是大衛的子孫
[00:06:15.400 --> 00:06:17.800]  他不單止是一個人
[00:06:17.800 --> 00:06:19.200]  他更加是神
[00:06:19.200 --> 00:06:23.600]  因為他是神差來的兒子
[00:06:23.600 --> 00:06:26.200]  在這裏從經文裏面我們意識到
[00:06:26.200 --> 00:06:28.600]  所謂的盡志
[00:06:28.600 --> 00:06:32.800]  盡志就是我們不用自己的想法
[00:06:32.800 --> 00:06:35.600]  去塑造這位上帝
[00:06:35.600 --> 00:06:37.400]  其實人很容易
[00:06:37.400 --> 00:06:39.800]  但是這樣做是很危險的
[00:06:39.800 --> 00:06:42.800]  例如說我們會不經意
[00:06:42.800 --> 00:06:44.800]  將神定為
[00:06:44.800 --> 00:06:47.200]  他是有求必應的那個位置
