
[00:00:00.000 --> 00:00:05.000]  各位吾安,主來平安,又是先例同心的禱告
[00:00:05.000 --> 00:00:11.000]  差的恩主,我們謙卑來到你的根前,感謝你賜下寶貴的壞語
[00:00:11.000 --> 00:00:19.000]  感謝你賜下寶貴的聖靈,引導我們進入真理、原理的僕人謙卑潛藏在主裡面
[00:00:19.000 --> 00:00:25.000]  求聖靈親自的教導,以致無論講的聽的,一同去蒙福,聽我們的禱告
[00:00:25.000 --> 00:00:29.000]  奉教的救主,耶穌基督,寶貴聖靈的救,阿們
[00:00:29.000 --> 00:00:35.000]  你的俗語是「多做多錯,少做少錯」,接著你會知道「不做就不錯」
[00:00:35.000 --> 00:00:38.000]  在什麼情況下會抱著這個心態去做事呢?
[00:00:38.000 --> 00:00:42.000]  就是把自己看來像一個國外人,不關我的事
[00:00:42.000 --> 00:00:47.000]  就算我多努力,多有成果也好,我又不是受益人那麼拼命為什麼
[00:00:47.000 --> 00:00:52.000]  如果我做錯了事,可能會被人問責,不做好過
[00:00:52.000 --> 00:00:57.000]  不過如果你很體重自己是這個群體的一份子
[00:00:57.000 --> 00:01:00.000]  你會為有份參與而感到雀躍
[00:01:00.000 --> 00:01:05.000]  你緊張這個整個群體的好處,過於自己個人的事
[00:01:05.000 --> 00:01:07.000]  你不會這樣想的
[00:01:07.000 --> 00:01:09.000]  你看看世界盃足球賽
[00:01:09.000 --> 00:01:14.000]  那些球員什麼幾幸可以落場為球隊拼搏打場好波,是吧?
[00:01:14.000 --> 00:01:17.000]  誰說「哎呀,真是好囉,今場不用我踢」
[00:01:17.000 --> 00:01:22.000]  在這裡不用流汗,坐下舒服一點,不會這樣的嘛
[00:01:22.000 --> 00:01:27.000]  我發覺有時候在家裡,家人的關係也有一點張力
[00:01:27.000 --> 00:01:32.000]  我最近準備搬屋,每個人都有三件事要處理
[00:01:32.000 --> 00:01:34.000]  第一件事當然是要收拾自己的東西
[00:01:34.000 --> 00:01:38.000]  第二件事有些是公用的,其實沒有指定誰去收拾
[00:01:38.000 --> 00:01:42.000]  第三件事是別人的事,一個人去做不來,你要去幫忙
[00:01:42.000 --> 00:01:45.000]  那我問大家,你會做哪一件事?
[00:01:45.000 --> 00:01:57.000]  我發覺在一些很微妙的關係裡,反映到我們對這個家的一些心態
[00:01:57.000 --> 00:02:06.000]  我想同樣我們帶著什麼樣的心態去看我們在天國的角色和身份
[00:02:06.000 --> 00:02:09.000]  也有時候很微妙地流露出來
[00:02:09.000 --> 00:02:14.000]  怎樣我們可以一直成長,願意有更大的承擔呢?
[00:02:14.000 --> 00:02:17.000]  很想藉著今天的經文一同去學習
[00:02:17.000 --> 00:02:24.000]  老家這段經文是記載耶穌在耶路撒冷的旅程上最後的一個比喻
[00:02:24.000 --> 00:02:29.000]  11節說:眾人正聽見者話的時候,聽見什麼話呢?
[00:02:29.000 --> 00:02:34.000]  上文就是講到發生在耶利哥有關撒該的罪事
[00:02:34.000 --> 00:02:39.000]  結果被猶太人視為大罪人的瑞利長
[00:02:39.000 --> 00:02:44.000]  因為悔改而得救,耶穌就向當時的眾人說
[00:02:44.000 --> 00:02:49.000]  人之泥是為要尋找拯救失喪的人
[00:02:49.000 --> 00:02:53.000]  結果當時的群眾怎樣看自己的光景?
[00:02:53.000 --> 00:02:59.000]  能不能夠真的好預備自己的心靈願意悔改而領受這個恩典呢?
[00:02:59.000 --> 00:03:04.000]  所以耶穌接著就講了這個比喻去教導眾人
[00:03:04.000 --> 00:03:09.000]  老家很清楚說了為什麼耶穌要講這個比喻
[00:03:09.000 --> 00:03:14.000]  在11節他這樣說:耶穌因為將近耶路撒冷
[00:03:14.000 --> 00:03:19.000]  又因為當時的會眾以為神國很快會顯現
[00:03:19.000 --> 00:03:22.000]  究竟這兩個理由有什麼關係呢?
[00:03:22.000 --> 00:03:25.000]  當時的猶太人經歷過被擄
[00:03:25.000 --> 00:03:28.000]  聖殿被毀,然後羅馬帝國的統治下
[00:03:28.000 --> 00:03:33.000]  很多人認為預言的天國是一個地上政權的復興
[00:03:33.000 --> 00:03:37.000]  但耶穌要糾正他們這個錯誤的天國觀
[00:03:37.000 --> 00:03:42.000]  那時耶穌正步向耶路撒冷,要踏上一條受苦的路
[00:03:42.000 --> 00:03:48.000]  不是去實現可能其他人期望一個很榮耀的地上的天國
[00:03:48.000 --> 00:03:53.000]  相反他會被拒絕,他會被驚十教要受死
[00:03:53.000 --> 00:03:58.000]  耶穌要預備當時的信徒不要因為將要發生的事
[00:03:58.000 --> 00:04:04.000]  跟他們的預期不一樣,以致他們信心動搖甚至離場
[00:04:04.000 --> 00:04:09.000]  因為這不是終局,耶穌將會復活
[00:04:09.000 --> 00:04:13.000]  也按照上帝的計劃,他會回來施行最後的審判
[00:04:13.000 --> 00:04:16.000]  實現最終活的榮耀和德性
[00:04:16.000 --> 00:04:19.000]  而門徒在這個過渡期裡
[00:04:19.000 --> 00:04:24.000]  耶穌怎樣可以鼓勵他們常作準備,等候耶穌再回來呢?
[00:04:24.000 --> 00:04:28.000]  耶穌就帶著這樣的背景講了這個比喻
[00:04:28.000 --> 00:04:31.000]  我們看十二節
[00:04:31.000 --> 00:04:38.000]  有個貴族去到一個遠遠的地方,要拿個皇位,然後回來
[00:04:38.000 --> 00:04:43.000]  這個情節從當時的一些歷史背景借用了
[00:04:43.000 --> 00:04:50.000]  在羅馬的政治架構底下,地區性的封神要得到羅馬君王的授權
[00:04:50.000 --> 00:04:53.000]  才能夠成為當地一些的統治者
[00:04:53.000 --> 00:04:56.000]  所以這個貴族就要去遠方
[00:04:56.000 --> 00:05:02.000]  往遠方去要得到皇位,這個比喻指向耶穌
[00:05:02.000 --> 00:05:05.000]  耶穌當然已經是配得榮耀的大君王
[00:05:05.000 --> 00:05:10.000]  但是在救贖歷史的發展裡,耶穌要受死
[00:05:10.000 --> 00:05:15.000]  受死之後他要復活,然後到天上領受皇權
[00:05:15.000 --> 00:05:17.000]  進入他的榮耀裡
[00:05:17.000 --> 00:05:24.000]  在這個比喻裡,這個貴族離開了,於是要找人去管理他的產業
[00:05:24.000 --> 00:05:26.000]  我們看十三節
[00:05:26.000 --> 00:05:30.000]  他叫了一班人來,叫了十個僕人來
[00:05:30.000 --> 00:05:33.000]  交給他們十定銀子,就是每人一錠
[00:05:33.000 --> 00:05:36.000]  一錠銀子大概等於一百錢的銀子
[00:05:36.000 --> 00:05:40.000]  是當時一個勞動工人一百日的工資
[00:05:40.000 --> 00:05:45.000]  貴族很清楚吩咐他們,你們去做生意直到我回來
[00:05:45.000 --> 00:05:49.000]  很清楚的,要做生意,等我回來
[00:05:49.000 --> 00:05:53.000]  這班僕人當時面對這個考驗
[00:05:53.000 --> 00:05:56.000]  第一,這個貴族是否真的做到皇帝?
[00:05:56.000 --> 00:05:59.000]  第二,做到皇帝會不會回來?
[00:05:59.000 --> 00:06:06.000]  第三,要等多久?不停地做,要等多久?
[00:06:06.000 --> 00:06:12.000]  等到我來這個廟術,當然我們知道指向耶穌
[00:06:12.000 --> 00:06:17.000]  當時跟隨耶穌的門徒,一樣要忍耐,要等他回來
[00:06:17.000 --> 00:06:20.000]  同樣帶著考驗,等多久?
[00:06:20.000 --> 00:06:25.000]  等的過程,究竟我可不可以忠於他給我的託付?
[00:06:25.000 --> 00:06:30.000]  在馬太福音25章有一個我們都很熟悉的比喻
[00:06:30.000 --> 00:06:32.000]  很近似的,但是不一樣
[00:06:32.000 --> 00:06:34.000]  有時學者將會並列參考
[00:06:34.000 --> 00:06:37.000]  馬太福音25章說,天國好像一個人
[00:06:37.000 --> 00:06:41.000]  出去遠行,叫僕人來,將他的家業交給他們
[00:06:41.000 --> 00:06:47.000]  按他們的財幹,一個五千,一個二千,一個一千
[00:06:47.000 --> 00:06:48.000]  然後就遠行了
[00:06:48.000 --> 00:06:53.000]  似乎馬太福音比較強調主在來的期間
[00:06:53.000 --> 00:06:55.000]  怎樣按因次去服侍
[00:06:55.000 --> 00:07:00.000]  路加有些不一樣,路加都提醒要警醒等候
[00:07:00.000 --> 00:07:03.000]  但是他沒有強調僕人有不同的財幹
[00:07:03.000 --> 00:07:05.000]  每個人都一定是人子
[00:07:05.000 --> 00:07:11.000]  而且路加在記載裡比較強調耶穌的王權
[00:07:11.000 --> 00:07:16.000]  所以除了僕人之外,他在比喻裡加了十四節
[00:07:16.000 --> 00:07:18.000]  我們看十四節
[00:07:18.000 --> 00:07:22.000]  他加了另外一班人,一班恨他的人,十四節
[00:07:22.000 --> 00:07:27.000]  他本國的百姓卻恨他,打發使者隨後去
[00:07:27.000 --> 00:07:31.000]  我們不願意這個人做我的王
[00:07:31.000 --> 00:07:34.000]  比喻裡提到另一班人拒絕耶穌的王權
[00:07:34.000 --> 00:07:40.000]  我們相信是指當時很多猶太人對耶穌的厭棄,拒絕
[00:07:40.000 --> 00:07:44.000]  比喻繼續發展到十五節
[00:07:44.000 --> 00:07:47.000]  這個王可以得位回來了
[00:07:47.000 --> 00:07:51.000]  就要吩咐那些領了銀錢的僕人出來
[00:07:51.000 --> 00:07:53.000]  看他們搞得怎麼樣
[00:07:53.000 --> 00:07:58.000]  十個僕人裡,路加記載了其中三個僕人的情況
[00:07:58.000 --> 00:08:01.000]  我們看第一個,十六節
[00:08:01.000 --> 00:08:07.000]  第一個上來說,主啊,你給我的一定錢,我賺了十定
[00:08:07.000 --> 00:08:11.000]  第一個僕人將擁有的錢賺了十倍
[00:08:11.000 --> 00:08:14.000]  意味著他真的相信主人會回來
[00:08:14.000 --> 00:08:18.000]  也很謹慎,遵照他的吩咐去做
[00:08:18.000 --> 00:08:21.000]  他對主人說,留意一下,是你的一定銀錢
[00:08:21.000 --> 00:08:23.000]  是你的,不是我的
[00:08:23.000 --> 00:08:25.000]  他清楚知道他的位份
[00:08:25.000 --> 00:08:29.000]  他是被託付去管理,不是我的錢,是你的錢
[00:08:29.000 --> 00:08:32.000]  主人怎樣去評價他呢?
[00:08:32.000 --> 00:08:34.000]  我們看十七節
[00:08:34.000 --> 00:08:39.000]  好,我善良的僕人
[00:08:39.000 --> 00:08:42.000]  你站在最小的事上,中心
[00:08:42.000 --> 00:08:45.000]  你有權,病,管,十座城
[00:08:45.000 --> 00:08:48.000]  這一節快要放榜了
[00:08:48.000 --> 00:08:50.000]  考試的評分標準給我定,各位
[00:08:50.000 --> 00:08:52.000]  當然是考試局,學生不可以說
[00:08:52.000 --> 00:08:55.000]  我寫得不錯,為什麼給我這麼低分,不可以
[00:08:55.000 --> 00:08:59.000]  同樣,我們綜合向上帝交帳的時候
[00:08:59.000 --> 00:09:03.000]  平衡的標準當然是由上帝去定的
[00:09:03.000 --> 00:09:05.000]  我們再看十七節
[00:09:05.000 --> 00:09:07.000]  給我們一個很好的提醒
[00:09:07.000 --> 00:09:10.000]  主人怎樣去評價這個僕人呢?
[00:09:10.000 --> 00:09:13.000]  他讚他什麼呢?是善良
[00:09:13.000 --> 00:09:16.000]  他沒有讚他,你很聰明,你很有才幹
[00:09:16.000 --> 00:09:18.000]  讚他善良
[00:09:18.000 --> 00:09:20.000]  善良的原文是什麼呢?
[00:09:20.000 --> 00:09:22.000]  很簡單,就是好字,Good
[00:09:22.000 --> 00:09:25.000]  好在哪裡?
[00:09:25.000 --> 00:09:27.000]  好在聰明?
[00:09:27.000 --> 00:09:30.000]  好在賺了很多錢?
[00:09:30.000 --> 00:09:33.000]  好在很有才幹?好在哪裡?
[00:09:33.000 --> 00:09:36.000]  最小的事上,中心
[00:09:36.000 --> 00:09:38.000]  好在這裡,是中心
[00:09:38.000 --> 00:09:41.000]  強調不是他做自己想做的事
[00:09:41.000 --> 00:09:45.000]  可以緊張主人要他做的事
[00:09:45.000 --> 00:09:47.000]  緊張的是這件事
[00:09:47.000 --> 00:09:51.000]  好了,那有什麼結局呢?
[00:09:51.000 --> 00:09:53.000]  是不是這樣?給你很多財富
[00:09:53.000 --> 00:09:56.000]  你就安享萬年?
[00:09:56.000 --> 00:09:58.000]  是什麼?是晉升
[00:09:58.000 --> 00:10:00.000]  有更大的權柄
[00:10:00.000 --> 00:10:02.000]  你喜不喜歡?
[00:10:02.000 --> 00:10:05.000]  拼心拼命為他做,讚你真的好
[00:10:05.000 --> 00:10:08.000]  你很忠心,我多給你一些權柄
[00:10:08.000 --> 00:10:10.000]  大家在笑
[00:10:10.000 --> 00:10:14.000]  這樣講法,也要想想
[00:10:14.000 --> 00:10:17.000]  一個人在小事上,中心
[00:10:17.000 --> 00:10:21.000]  揭示他生命一些的本質
[00:10:21.000 --> 00:10:23.000]  他跟主人的關係
[00:10:23.000 --> 00:10:25.000]  他對主人是不是忠誠
[00:10:25.000 --> 00:10:27.000]  這些人被賜予權柄
[00:10:27.000 --> 00:10:29.000]  更大的權柄
[00:10:29.000 --> 00:10:31.000]  管理十座城,我相信知道
[00:10:31.000 --> 00:10:34.000]  在上帝的國度裡,你有更大的福分
[00:10:34.000 --> 00:10:36.000]  更大的角色
[00:10:36.000 --> 00:10:38.000]  啟示錄說,信徒在中國
[00:10:38.000 --> 00:10:43.000]  可以分享主耶穌的王權
[00:10:43.000 --> 00:10:47.000]  第二個僕人,跟第一個僕人很相似
[00:10:47.000 --> 00:10:49.000]  十八、十九次
[00:10:49.000 --> 00:10:52.000]  第二個僕人雖然只賺五定銀子
[00:10:52.000 --> 00:10:56.000]  主人沒有怪他那麼差,賺得那麼少
[00:10:56.000 --> 00:10:59.000]  同樣可以管五座城
[00:10:59.000 --> 00:11:02.000]  所以我們看到的重點
[00:11:02.000 --> 00:11:05.000]  不是衡量這個人有多有才幹
[00:11:05.000 --> 00:11:07.000]  做得多成功
[00:11:07.000 --> 00:11:09.000]  再次強調,緊張的是什麼呢?
[00:11:09.000 --> 00:11:13.000]  做主人要去做的事,中心
[00:11:13.000 --> 00:11:15.000]  亦說完兩個中僕
[00:11:15.000 --> 00:11:17.000]  用了很長的篇幅
[00:11:17.000 --> 00:11:19.000]  供另外一個僕人
[00:11:19.000 --> 00:11:21.000]  我相信在這個比喻裡,是一個很重要的角色
[00:11:21.000 --> 00:11:26.000]  我們看二十二十一節
[00:11:26.000 --> 00:11:28.000]  有個人來
[00:11:28.000 --> 00:11:30.000]  主啊,看看
[00:11:30.000 --> 00:11:32.000]  你的一定銀子,我在這裡
[00:11:32.000 --> 00:11:35.000]  我將它包在手帕裡,二十一節
[00:11:35.000 --> 00:11:37.000]  我向來怕你
[00:11:37.000 --> 00:11:39.000]  因為你是一個很嚴厲的人
[00:11:39.000 --> 00:11:41.000]  沒有放的,你又要去取
[00:11:41.000 --> 00:11:45.000]  沒有中的,你又要去收
[00:11:45.000 --> 00:11:49.000]  我們看二十一節
[00:11:49.000 --> 00:11:53.000]  主人很清楚去吩咐他
[00:11:53.000 --> 00:11:55.000]  要去做生意
[00:11:55.000 --> 00:11:57.000]  但僕人解釋
[00:11:57.000 --> 00:12:00.000]  他為什麼沒有吩咐這樣去做
[00:12:00.000 --> 00:12:02.000]  我們去評估一下
[00:12:02.000 --> 00:12:05.000]  他的解釋是否合理
[00:12:05.000 --> 00:12:07.000]  他為什麼不去做生意呢?
[00:12:07.000 --> 00:12:09.000]  他說,第一,我很怕你
[00:12:09.000 --> 00:12:11.000]  因為你很嚴厲
[00:12:11.000 --> 00:12:15.000]  於是乎,在害怕的情況下
[00:12:15.000 --> 00:12:17.000]  他用了兩個例子去引證
[00:12:17.000 --> 00:12:19.000]  為什麼他這麼嚴厲
[00:12:19.000 --> 00:12:21.000]  第一,作為一個金融的例子
[00:12:21.000 --> 00:12:23.000]  你沒有放下的錢,你要去取
[00:12:23.000 --> 00:12:25.000]  合不合理呢?
[00:12:25.000 --> 00:12:29.000]  你作為一個被託管做財務投資的
[00:12:29.000 --> 00:12:32.000]  豈不是正正是你放下少量的金錢
[00:12:32.000 --> 00:12:34.000]  我幫你借,賺多一點
[00:12:34.000 --> 00:12:37.000]  第二,比農間的例子重
[00:12:37.000 --> 00:12:40.000]  他說,你沒有中的,你又要去取
[00:12:40.000 --> 00:12:43.000]  如果你是被僱用的農夫
[00:12:43.000 --> 00:12:47.000]  正正是你要去殺種,你要去收成
[00:12:47.000 --> 00:12:49.000]  所以,僕人的這番言論
[00:12:49.000 --> 00:12:53.000]  其實暗示他根本不在意主人的事情
[00:12:53.000 --> 00:12:57.000]  或者,他會這樣想
[00:12:57.000 --> 00:12:59.000]  如果按他的吩咐做投資
[00:12:59.000 --> 00:13:01.000]  賺到的是主人,又不是他
[00:13:01.000 --> 00:13:02.000]  他不是很甘心
[00:13:02.000 --> 00:13:04.000]  會虧了,你問責
[00:13:04.000 --> 00:13:05.000]  我不如什麼都不要做
[00:13:05.000 --> 00:13:07.000]  放在手上更好
[00:13:07.000 --> 00:13:10.000]  明哲保身,所謂多做多錯
[00:13:10.000 --> 00:13:12.000]  少做少錯,不做不錯
[00:13:12.000 --> 00:13:15.000]  其實要看自己是一個局外人
[00:13:15.000 --> 00:13:17.000]  我們看看主耶穌
