
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹祖來平安
[00:00:03.000 --> 00:00:06.000]  很高興在港台和大家見面
[00:00:06.000 --> 00:00:13.000]  在大學裏面有一個科目叫哲學
[00:00:13.000 --> 00:00:20.000]  其實不要小看哲學這個科目
[00:00:20.000 --> 00:00:25.000]  很多很聰明的人都去讀
[00:00:25.000 --> 00:00:28.000]  我記得我女兒讀中學的時候
[00:00:30.000 --> 00:00:33.000]  成績最好的幾位呢
[00:00:33.000 --> 00:00:39.000]  成績最好就是多元化的最好
[00:00:39.000 --> 00:00:45.000]  無論是文科理科商科都是成績很好的幾位
[00:00:45.000 --> 00:00:53.000]  通常一是讀哲學一是讀神學
[00:00:56.000 --> 00:01:00.000]  和我們東南亞人思想有點不同
[00:01:00.000 --> 00:01:06.000]  因為我們多數說要做醫生做律師
[00:01:06.000 --> 00:01:09.000]  做會計師我們會想那些方面
[00:01:09.000 --> 00:01:17.000]  但他們不是他們去讀哲學去讀神學
[00:01:17.000 --> 00:01:24.000]  為什麼因為他們聰明
[00:01:24.000 --> 00:01:27.000]  或者自以為聰明
[00:01:27.000 --> 00:01:31.000]  他們讀的科目可以令他們有思考的科目
[00:01:31.000 --> 00:01:39.000]  不可以死讀書
[00:01:39.000 --> 00:01:43.000]  而且很多是沒有答案的
[00:01:43.000 --> 00:01:47.000]  答案就是你自己發掘出來的
[00:01:47.000 --> 00:01:51.000]  不同你去讀數學
[00:01:51.000 --> 00:01:54.000]  數學多數有答案
[00:01:54.000 --> 00:01:57.000]  你計不到就問老師拿答案
[00:01:57.000 --> 00:02:03.000]  但讀哲學或者讀神學是沒有答案的
[00:02:03.000 --> 00:02:08.000]  答案是你自己發掘出來的
[00:02:08.000 --> 00:02:11.000]  每個人的答案都不同
[00:02:11.000 --> 00:02:14.000]  所以考試不可以出貓
[00:02:14.000 --> 00:02:18.000]  你不可以看旁邊寫什麼
[00:02:18.000 --> 00:02:21.000]  不可以看旁邊的人寫什麼
[00:02:21.000 --> 00:02:24.000]  肯定老師會知道你是出貓
[00:02:24.000 --> 00:02:28.000]  哲學不是一個新的科目
[00:02:28.000 --> 00:02:33.000]  神學也不是新的科目
[00:02:33.000 --> 00:02:37.000]  神學在牛津大學是最老的科目
[00:02:37.000 --> 00:02:43.000]  以前神學不屬於文科是屬於理科
[00:02:46.000 --> 00:02:49.000]  以前沒有物理化學生物學之前
[00:02:49.000 --> 00:02:57.000]  已經有神學
[00:02:57.000 --> 00:03:00.000]  神學已經包含了整個科學
[00:03:00.000 --> 00:03:05.000]  哲學也是
[00:03:05.000 --> 00:03:08.000]  很多偉大的哲學家
[00:03:08.000 --> 00:03:11.000]  在中世紀已經存在
[00:03:13.000 --> 00:03:16.000]  甚至是以前
[00:03:16.000 --> 00:03:19.000]  早期教會的時候
[00:03:19.000 --> 00:03:24.000]  受過希臘文化影響很大
[00:03:24.000 --> 00:03:28.000]  希臘有很多偉大的哲學家
[00:03:28.000 --> 00:03:32.000]  哲學家探討很多人生問題
[00:03:32.000 --> 00:03:38.000]  其中有三大問題他們花了一生思想
[00:03:41.000 --> 00:03:44.000]  其中三大問題他們花了一生思想
[00:03:44.000 --> 00:03:49.000]  三個問題是什麼呢
[00:03:49.000 --> 00:03:52.000]  第一是我是誰
[00:03:52.000 --> 00:03:55.000]  我是誰
[00:03:55.000 --> 00:03:58.000]  這個問題很高深
[00:03:58.000 --> 00:04:01.000]  你不要隨便問人我是誰
[00:04:01.000 --> 00:04:04.000]  他會送你去精神病院
[00:04:04.000 --> 00:04:07.000]  其實如果想深一層是真的
[00:04:07.000 --> 00:04:10.000]  我生存的目的
[00:04:10.000 --> 00:04:13.000]  我生存的目的是什麼
[00:04:13.000 --> 00:04:16.000]  我生存在這個世界有什麼意義
[00:04:16.000 --> 00:04:19.000]  為什麼我會現在這個時刻
[00:04:19.000 --> 00:04:22.000]  我在這個教會站在這裡
[00:04:22.000 --> 00:04:25.000]  為什麼你們又會坐在這裡
[00:04:25.000 --> 00:04:28.000]  為什麼你會坐在那個人旁邊
[00:04:28.000 --> 00:04:31.000]  為什麼你會坐在那個人旁邊
[00:04:31.000 --> 00:04:34.000]  有什麼解釋
[00:04:34.000 --> 00:04:37.000]  很多時候沒有解釋
[00:04:37.000 --> 00:04:40.000]  講瘋了也不可以
[00:04:40.000 --> 00:04:43.000]  另外一個問題就是我從哪裡來
[00:04:43.000 --> 00:04:46.000]  另外一個問題就是我從哪裡來
[00:04:46.000 --> 00:04:49.000]  當然不是這麼簡單
[00:04:49.000 --> 00:04:52.000]  人是怎麼來到這個世界的
[00:04:52.000 --> 00:04:55.000]  另外一個問題是什麼
[00:04:55.000 --> 00:04:58.000]  大家都可能知道
[00:04:58.000 --> 00:05:01.000]  就是死了去哪
[00:05:01.000 --> 00:05:04.000]  這個大家都很關注
[00:05:04.000 --> 00:05:07.000]  人從哪裡來
[00:05:07.000 --> 00:05:10.000]  生存的目的是什麼
[00:05:10.000 --> 00:05:13.000]  我是誰
[00:05:13.000 --> 00:05:16.000]  哲學家要花幾千年去想這個問題
[00:05:16.000 --> 00:05:19.000]  哲學家要花幾千年去想這個問題
[00:05:19.000 --> 00:05:22.000]  為什麼他們解答不到呢
[00:05:22.000 --> 00:05:25.000]  為什麼他們解答不到呢
[00:05:25.000 --> 00:05:28.000]  第一就是因為
[00:05:28.000 --> 00:05:31.000]  如果你把這三個問題分開去想
[00:05:31.000 --> 00:05:34.000]  你是解釋不到
[00:05:34.000 --> 00:05:37.000]  第二個情形就是
[00:05:37.000 --> 00:05:40.000]  這個問題如果你用太理性的角度去想
[00:05:40.000 --> 00:05:43.000]  是想不到的
[00:05:43.000 --> 00:05:46.000]  所以如果你是一個研究科學的科學家
[00:05:46.000 --> 00:05:49.000]  你是想不通這三個問題的
[00:05:49.000 --> 00:05:52.000]  所以如果你是一個研究科學的科學家
[00:05:52.000 --> 00:05:55.000]  是想不通這三個問題的
[00:05:55.000 --> 00:05:58.000]  那個數字是計算不出來的
[00:05:58.000 --> 00:06:01.000]  而且沒有辦法在實驗室裏面做一個實驗證明出來的
[00:06:01.000 --> 00:06:04.000]  而且沒有辦法在實驗室裏面做一個實驗證明出來的
[00:06:04.000 --> 00:06:07.000]  而且沒有辦法在實驗室裏面做一個實驗證明出來的
[00:06:07.000 --> 00:06:10.000]  所以第一不能用太理性的角度去探討這三個問題
[00:06:10.000 --> 00:06:13.000]  所以你不能用太理性的角度去思考這三個問題
[00:06:13.000 --> 00:06:16.000]  所以你不能用太理性的角度去思考這三個問題
[00:06:16.000 --> 00:06:19.000]  你不能分開去想
[00:06:19.000 --> 00:06:22.000]  這三個問題要一起來想
[00:06:22.000 --> 00:06:25.000]  分開來想是不行的
[00:06:25.000 --> 00:06:28.000]  他們去研究存在主義者
[00:06:28.000 --> 00:06:31.000]  他們去研究存在主義者
[00:06:31.000 --> 00:06:34.000]  他們去研究存在主義者
