
[00:00:00.000 --> 00:00:09.900]  今天是父親節,如何追求與天父上帝親近是一個很貼切的題目
[00:00:09.900 --> 00:00:18.580]  事實上,今天要和大家分享的是追求與天父上帝相親的一個聖經裡很熟悉的故事
[00:00:18.580 --> 00:00:24.060]  這個故事是耶穌親自講的一個故事
[00:00:24.060 --> 00:00:30.100]  是講述一個爸爸和兩個兒子,有老大有老二
[00:00:30.100 --> 00:00:33.360]  聖經中我們知道這個小兒子一天去見父親
[00:00:33.360 --> 00:00:39.560]  他說:爸爸,請你把我當得的財產分給我
[00:00:39.560 --> 00:00:43.440]  其實爸爸還沒有死,不過他說:不行,我現在要了
[00:00:43.440 --> 00:00:47.960]  這個父親就很奇怪的,聖經裡沒有多記載其他的事情
[00:00:47.960 --> 00:00:56.100]  父親把產業分給他們,分給他們不是單單分給小兒子,也分給大兒子
[00:00:56.100 --> 00:01:05.280]  過了不多天,這個小兒子就離開家,賣光所有東西,然後收拾細軟,到遠方去了
[00:01:05.280 --> 00:01:11.000]  聖經告訴我們,這個小兒子在那裡任意放蕩
[00:01:11.000 --> 00:01:13.860]  聖經用的字眼是浪費資財
[00:01:13.860 --> 00:01:20.820]  把父親給他的所有東西都亂放,我們廣東話的廣東話是很棒的
[00:01:20.820 --> 00:01:24.600]  花天酒地,什麼都做
[00:01:24.600 --> 00:01:30.640]  結果呢,坐食山崩,很快就耗盡家財
[00:01:30.640 --> 00:01:35.320]  最慘的是什麼呢?那個時候在那個地方,有大饑荒
[00:01:35.320 --> 00:01:40.080]  這個本來是有錢人來享樂的
[00:01:40.080 --> 00:01:44.620]  現在變得一無所有,連兩餐都吃不完
[00:01:44.620 --> 00:01:49.120]  結果聖經告訴我們,他就投靠當地一個人
[00:01:49.120 --> 00:01:51.620]  那個人說,你來我這裡做什麼?什麼都不會做
[00:01:51.620 --> 00:01:53.940]  你幫我放豬吧
[00:01:53.940 --> 00:01:57.440]  就差遣到田裡去放豬
[00:01:57.440 --> 00:02:03.580]  聖經說,他恨不得拿豬吃的豆腐來充饑,也沒有人肯給他
[00:02:03.580 --> 00:02:06.380]  17節說到最後,他醒悟過來
[00:02:06.380 --> 00:02:11.840]  父親那裡有那麼多工人,最窮的那個也不會餓著肚子
[00:02:11.840 --> 00:02:13.840]  為什麼要餓死呢?
[00:02:13.840 --> 00:02:15.840]  於是他說,我要起來了
[00:02:15.840 --> 00:02:19.240]  我要起來回到我父親的馬路,回到我爹地那裡
[00:02:19.240 --> 00:02:22.900]  就對他說,爸爸,我得罪了天,又得罪了你
[00:02:22.900 --> 00:02:24.900]  我不配做你的兒子了
[00:02:24.900 --> 00:02:30.380]  從今以後,你不如把我當做你的工人吧
[00:02:30.380 --> 00:02:32.380]  起碼我也有兩餐吃吧
[00:02:32.380 --> 00:02:38.280]  聖經說,於是這個小孩動身起來,回到父親那裡
[00:02:38.280 --> 00:02:40.280]  離家還遠,聖經說
[00:02:40.280 --> 00:02:45.940]  父親,望見了他,就充滿了憐愛,動了連戌的心
[00:02:45.940 --> 00:02:51.180]  奔向前去抱緊他,然後不斷跟他親吻
[00:02:51.180 --> 00:02:54.180]  這個兒子可能已經練習了很多次
[00:02:54.180 --> 00:02:58.680]  練習了很多次,爸爸,我得罪了天,又得罪了你
[00:02:58.680 --> 00:03:00.680]  我不配做你的兒子了
[00:03:00.680 --> 00:03:07.680]  可惜父親吩咐僕人說,趕快把最好的衣服給他穿上
[00:03:07.680 --> 00:03:11.680]  戒指戴在他手上,鞋子替他穿上
[00:03:11.680 --> 00:03:15.680]  把那頭小肥牛牽來,載了
[00:03:15.680 --> 00:03:17.680]  讓我們設宴慶祝
[00:03:17.680 --> 00:03:23.180]  因為我這個兒子是死而復活,失而復得的
[00:03:23.180 --> 00:03:26.680]  於是大家就歡宴起來了
[00:03:26.680 --> 00:03:32.680]  這就是耶穌所說的父親與兩個兒子的故事
[00:03:32.680 --> 00:03:34.680]  所以我剛才一開始就說
[00:03:34.680 --> 00:03:41.680]  在這個時間,父親節,講這個故事是相當貼切的
[00:03:41.680 --> 00:03:47.680]  我就不知道,大家與父親的關係是怎樣呢?
[00:03:47.680 --> 00:03:50.680]  每個人都有父親的,有沒有誰沒有父親的?
[00:03:50.680 --> 00:03:52.680]  不會吧?
[00:03:52.680 --> 00:03:57.680]  大家想一想,你與父親的關係到底密不密切呢?
[00:03:57.680 --> 00:04:00.680]  當我問我自己的問題的時候
[00:04:00.680 --> 00:04:04.680]  老實說,我與父親不是很親密的
[00:04:04.680 --> 00:04:08.680]  不過我是一個聽教聽話的人
[00:04:08.680 --> 00:04:11.680]  我是設宴慶當中的大兒子
[00:04:11.680 --> 00:04:15.680]  我不像小兒子,小兒子就很強壯
[00:04:15.680 --> 00:04:20.680]  小兒子剛好未定性,就要與父親分家產
[00:04:20.680 --> 00:04:23.680]  給人一種很反叛的感覺
[00:04:23.680 --> 00:04:28.680]  其實現在我做父親,我也有兩個兒子
[00:04:28.680 --> 00:04:30.680]  我相信做父親的那些人
[00:04:30.680 --> 00:04:34.680]  其實是很怕自己的兒子反叛的
[00:04:34.680 --> 00:04:36.680]  怕不怕?
[00:04:36.680 --> 00:04:40.680]  有時候女兒也會反叛,不只是兒子
[00:04:40.680 --> 00:04:42.680]  兒女反叛,小兒子反叛
[00:04:42.680 --> 00:04:45.680]  很多時候令我們很難過
[00:04:45.680 --> 00:04:48.680]  我們一心想我們好
[00:04:48.680 --> 00:04:50.680]  爸爸當然想小兒子好
[00:04:50.680 --> 00:04:51.680]  所以將最好的給他們
[00:04:51.680 --> 00:04:53.680]  讓他們吃得好,穿得好
[00:04:53.680 --> 00:04:57.680]  有機會盡可能幫他們去最好的學校讀書
[00:04:57.680 --> 00:04:58.680]  為什麼?
[00:04:58.680 --> 00:05:02.680]  因為我們希望他們長大後出來工作或結婚
[00:05:02.680 --> 00:05:05.680]  我們希望他們以後能夠生活幸福
[00:05:05.680 --> 00:05:09.680]  所以我們做父母通常將最好的給小兒子
[00:05:09.680 --> 00:05:12.680]  但是我們小兒子很多時候不是這樣想的
[00:05:12.680 --> 00:05:15.680]  特別當他們年輕的時候
[00:05:15.680 --> 00:05:18.680]  只是希望問爸爸要他們想要的東西
[00:05:18.680 --> 00:05:21.680]  要不到的時候就會生氣
[00:05:21.680 --> 00:05:25.680]  很多時候做爸爸就知道
[00:05:25.680 --> 00:05:27.680]  我們的小兒子會有意無意的
[00:05:27.680 --> 00:05:31.680]  去挑戰我們做父親的權威
[00:05:31.680 --> 00:05:33.680]  挑戰我們的底線
[00:05:33.680 --> 00:05:35.680]  挑戰我們的內力
[00:05:35.680 --> 00:05:38.680]  有沒有試過這樣的經驗呢?
[00:05:38.680 --> 00:05:40.680]  很多年前有一個電影
[00:05:40.680 --> 00:05:42.680]  不知道大家有沒有看過
[00:05:42.680 --> 00:05:44.680]  叫做《黑藍碼對黑藍碼》
[00:05:44.680 --> 00:05:46.680]  《黑藍碼對黑藍碼》
[00:05:46.680 --> 00:05:48.680]  有沒有人看過?
[00:05:48.680 --> 00:05:50.680]  裡面有一個片段
[00:05:50.680 --> 00:05:53.680]  我相信會引起很多父親的共鳴
[00:05:53.680 --> 00:05:55.680]  跟大家去看看
[00:05:55.680 --> 00:05:57.680]  看看你們有沒有共鳴
[00:06:14.680 --> 00:06:16.680]  我討厭那些黃色的東西
[00:06:16.680 --> 00:06:18.680]  很噁心
[00:06:18.680 --> 00:06:20.680]  我對洋蔥很感染
[00:06:20.680 --> 00:06:21.680]  你對洋蔥不感染
[00:06:21.680 --> 00:06:23.680]  你上個星期就吃過了
[00:06:23.680 --> 00:06:24.680]  我跟你說過那是我的最愛
[00:06:24.680 --> 00:06:26.680]  我小時候你也說那是你的最愛
[00:06:26.680 --> 00:06:27.680]  我沒有
[00:06:27.680 --> 00:06:29.680]  你確實有
[00:06:29.680 --> 00:06:31.680]  這是普通的漢堡
[00:06:31.680 --> 00:06:32.680]  給你一點點
[00:06:32.680 --> 00:06:34.680]  很好吃
[00:06:34.680 --> 00:06:36.680]  怎麼了?
[00:06:36.680 --> 00:06:38.680]  我想我要吐了
[00:06:38.680 --> 00:06:39.680]  不,你不要吐
[00:06:39.680 --> 00:06:40.680]  很噁心
[00:06:40.680 --> 00:06:41.680]  這不是噁心,Billy
[00:06:41.680 --> 00:06:47.680]  你吃吧
[00:06:47.680 --> 00:06:51.680]  你記得帶巧克力冰淇淋回家嗎?
[00:06:51.680 --> 00:06:54.680]  是的,我記得帶巧克力冰淇淋回家
[00:06:54.680 --> 00:06:56.680]  你不會有任何巧克力冰淇淋
[00:06:56.680 --> 00:06:57.680]  直到你吃完晚餐
[00:06:57.680 --> 00:06:58.680]  然後你要吃肉和蔬菜
[00:06:58.680 --> 00:06:59.680]  你現在要去哪裡?
[00:06:59.680 --> 00:07:01.680]  快點回來
[00:07:01.680 --> 00:07:03.680]  你聽到了嗎?
[00:07:03.680 --> 00:07:05.680]  你最好不要這樣
[00:07:05.680 --> 00:07:06.680]  你最好停下來
[00:07:06.680 --> 00:07:08.680]  我警告你
[00:07:08.680 --> 00:07:14.680]  你聽到了嗎?
[00:07:14.680 --> 00:07:16.680]  你聽著
[00:07:16.680 --> 00:07:17.680]  不要再聰明了
[00:07:17.680 --> 00:07:18.680]  你快點回去
[00:07:18.680 --> 00:07:19.680]  把這個放回去
[00:07:19.680 --> 00:07:23.680]  直到你吃完晚餐
[00:07:23.680 --> 00:07:24.680]  我警告你
[00:07:24.680 --> 00:07:25.680]  你再吃一個
[00:07:25.680 --> 00:07:27.680]  你會有很大的麻煩
[00:07:27.680 --> 00:07:29.680]  你不要膽敢
[00:07:29.680 --> 00:07:31.680]  你不要膽敢
[00:07:31.680 --> 00:07:32.680]  你聽到了嗎?
[00:07:32.680 --> 00:07:33.680]  停下來
[00:07:33.680 --> 00:07:35.680]  你把這個冰淇淋放進嘴巴
[00:07:35.680 --> 00:07:38.680]  然後你會有很大的麻煩
[00:07:38.680 --> 00:07:40.680]  你不要膽敢
[00:07:40.680 --> 00:07:41.680]  把這個放回去
[00:07:41.680 --> 00:07:43.680]  我不會再說了
[00:07:43.680 --> 00:07:46.680]  我不會再說了
[00:07:46.680 --> 00:07:48.680]  我不會再說了
[00:07:48.680 --> 00:08:00.680]  爸爸有沒有共鳴呢?
[00:08:00.680 --> 00:08:02.680]  我想我們的爸爸很有共鳴
[00:08:02.680 --> 00:08:05.680]  很明顯這個Billy
[00:08:05.680 --> 00:08:08.680]  在挑戰爸爸
[00:08:08.680 --> 00:08:10.680]  不單單是試探
[00:08:10.680 --> 00:08:13.680]  是挑戰他的爸爸
[00:08:13.680 --> 00:08:16.680]  他想吃什麼做晚餐呢?
[00:08:16.680 --> 00:08:18.680]  冰淇淋
[00:08:18.680 --> 00:08:20.680]  他想吃冰淇淋和冰淇淋
[00:08:20.680 --> 00:08:22.680]  當作他的晚餐
[00:08:22.680 --> 00:08:24.680]  他不知道冰淇淋只能夠給他熱量
[00:08:24.680 --> 00:08:27.680]  不能夠給他所需要的身體營養
[00:08:27.680 --> 00:08:29.680]  他的爸爸其實也不錯
[00:08:29.680 --> 00:08:32.680]  弄了南瓜薯條
[00:08:32.680 --> 00:08:34.680]  洋蔥牛扒餐
[00:08:34.680 --> 00:08:37.680]  有所需要的蛋白質營養
[00:08:37.680 --> 00:08:39.680]  爸爸說有好處的
[00:08:39.680 --> 00:08:41.680]  切給他吃
[00:08:41.680 --> 00:08:43.680]  但是這個小朋友
[00:08:43.680 --> 00:08:45.680]  堅持不肯吃
[00:08:45.680 --> 00:08:47.680]  用很多的藉口
[00:08:47.680 --> 00:08:51.680]  去拒絕爸爸這個提議
[00:08:51.680 --> 00:08:53.680]  硬是要吃冰淇淋
[00:08:53.680 --> 00:08:57.680]  你怎麼看這個小朋友呢?
[00:08:57.680 --> 00:08:59.680]  我們看到他笑
[00:08:59.680 --> 00:09:01.680]  他這麼小就這樣
[00:09:01.680 --> 00:09:03.680]  再大一點怎麼辦呢?
[00:09:03.680 --> 00:09:05.680]  可能我們覺得這個小朋友
[00:09:05.680 --> 00:09:07.680]  真的不聽話
[00:09:07.680 --> 00:09:09.680]  不懂得欣賞爸爸對他的愛
[00:09:09.680 --> 00:09:13.680]  身在福中不知福
[00:09:13.680 --> 00:09:15.680]  不知道那些是好東西
[00:09:15.680 --> 00:09:17.680]  不知道爸爸疼愛他
[00:09:17.680 --> 00:09:20.680]  其實這個小朋友就像聖經裡所說的
[00:09:20.680 --> 00:09:22.680]  小兒子一樣
[00:09:22.680 --> 00:09:24.680]  剛才那個故事已經說過給大家聽
[00:09:24.680 --> 00:09:26.680]  讀過一次給大家聽
[00:09:26.680 --> 00:09:28.680]  我不知道你們有沒有想過
[00:09:28.680 --> 00:09:33.680]  為什麼這個小兒子
[00:09:33.680 --> 00:09:36.680]  要爸爸分家產給他呢?
[00:09:36.680 --> 00:09:38.680]  有沒有想過?
[00:09:38.680 --> 00:09:40.680]  我們以為自己知道
[00:09:40.680 --> 00:09:42.680]  好像想過了
[00:09:42.680 --> 00:09:44.680]  當我們想這個問題的時候
[00:09:44.680 --> 00:09:46.680]  我相信是因為這個小朋友
[00:09:46.680 --> 00:09:48.680]  他覺得跟爸爸在一起
[00:09:48.680 --> 00:09:52.680]  不是他所想要的幸福
[00:09:52.680 --> 00:09:54.680]  跟爸爸在一起
[00:09:54.680 --> 00:09:56.680]  他不覺得是幸福
[00:09:56.680 --> 00:09:58.680]  他覺得爸爸的照顧
[00:09:58.680 --> 00:10:00.680]  其實是監管
[00:10:00.680 --> 00:10:02.680]  是看著他
[00:10:02.680 --> 00:10:04.680]  當我們對爸爸有這樣的看法的時候
[00:10:04.680 --> 00:10:06.680]  你不會覺得幸福的
[00:10:06.680 --> 00:10:08.680]  這個小朋友覺得
[00:10:08.680 --> 00:10:10.680]  我夠大了
[00:10:10.680 --> 00:10:12.680]  我可以自己做決定
[00:10:12.680 --> 00:10:14.680]  我有足夠的智慧去做決擇
[00:10:14.680 --> 00:10:16.680]  我有這樣的能力
[00:10:16.680 --> 00:10:18.680]  可以做我自己想要做的事情
[00:10:18.680 --> 00:10:20.680]  但是爸爸在這裡
[00:10:20.680 --> 00:10:22.680]  很多時候
[00:10:22.680 --> 00:10:24.680]  我們想做
[00:10:24.680 --> 00:10:26.680]  但我們做不到
[00:10:26.680 --> 00:10:28.680]  所以要求爸爸分家產
[00:10:28.680 --> 00:10:30.680]  為什麼呢?
[00:10:30.680 --> 00:10:32.680]  分家產之後
[00:10:32.680 --> 00:10:34.680]  他就可以有所有的資源
[00:10:34.680 --> 00:10:36.680]  去做自己想要做的事情
[00:10:36.680 --> 00:10:38.680]  實際上
[00:10:38.680 --> 00:10:40.680]  分家產之後
[00:10:40.680 --> 00:10:42.680]  過了沒多少天
[00:10:42.680 --> 00:10:44.680]  其實已經想好了
[00:10:44.680 --> 00:10:46.680]  心思熟慮
[00:10:46.680 --> 00:10:48.680]  所以那些才有智慧
[00:10:48.680 --> 00:10:50.680]  一拿到就全部買了
[00:10:50.680 --> 00:10:52.680]  他越好
[00:10:52.680 --> 00:10:54.680]  不想再見到爸爸
[00:10:54.680 --> 00:10:56.680]  不想再受爸爸的影響
[00:10:56.680 --> 00:10:58.680]  他要過一個獨立自主的生活
[00:10:58.680 --> 00:11:02.680]  所以就飛走了
[00:11:02.680 --> 00:11:04.680]  我不知道大家有沒有
[00:11:04.680 --> 00:11:06.680]  類似這樣的感覺和經驗
[00:11:06.680 --> 00:11:08.680]  覺得你的爸爸
[00:11:08.680 --> 00:11:10.680]  你的父親
[00:11:10.680 --> 00:11:12.680]  管得你多嚴
[00:11:12.680 --> 00:11:14.680]  爸爸對我們很嚴
[00:11:14.680 --> 00:11:16.680]  我們很自然會對我們的小朋友嚴
[00:11:16.680 --> 00:11:18.680]  但首先問問自己
[00:11:18.680 --> 00:11:20.680]  回想起小時候
[00:11:20.680 --> 00:11:22.680]  在成長的過程當中
[00:11:22.680 --> 00:11:24.680]  爸爸在你心中的形象是怎樣的
[00:11:24.680 --> 00:11:26.680]  會不會很嚴厲地
[00:11:26.680 --> 00:11:28.680]  去對待你呢?
[00:11:28.680 --> 00:11:30.680]  你有沒有想過
[00:11:30.680 --> 00:11:32.680]  應該這樣說
[00:11:32.680 --> 00:11:34.680]  在你成長的過程當中
[00:11:34.680 --> 00:11:36.680]  其實你心裡對爸爸都有點反叛
[00:11:36.680 --> 00:11:38.680]  不太喜歡
[00:11:38.680 --> 00:11:40.680]  爸爸經常這樣去管我
[00:11:40.680 --> 00:11:42.680]  可能你會覺得
[00:11:42.680 --> 00:11:44.680]  我們比小朋友
[00:11:44.680 --> 00:11:46.680]  好一點
[00:11:46.680 --> 00:11:48.680]  就像聖經說的
[00:11:48.680 --> 00:11:50.680]  小朋友拿了東西之後
[00:11:50.680 --> 00:11:52.680]  到處去遠方
[00:11:52.680 --> 00:11:54.680]  過一個放浪形骸的生活
[00:11:54.680 --> 00:11:56.680]  花天酒地無所不為
[00:11:56.680 --> 00:11:58.680]  我們不像他
[00:11:58.680 --> 00:12:00.680]  事實上我也同意
[00:12:00.680 --> 00:12:02.680]  因為你坐在這裡
[00:12:02.680 --> 00:12:04.680]  應該不像小朋友
[00:12:04.680 --> 00:12:06.680]  這個小朋友的表現
[00:12:06.680 --> 00:12:08.680]  我想到的是
[00:12:08.680 --> 00:12:10.680]  比較像我們經常說的
[00:12:10.680 --> 00:12:12.680]  富二代
[00:12:12.680 --> 00:12:14.680]  我不想一竹竿打一船人
[00:12:14.680 --> 00:12:16.680]  不是所有富二代都是這樣的
[00:12:16.680 --> 00:12:18.680]  不過我聽了很多
[00:12:18.680 --> 00:12:20.680]  有關富二代
[00:12:20.680 --> 00:12:22.680]  不好的故事
[00:12:22.680 --> 00:12:24.680]  富二代只懂得向爸爸要錢
[00:12:24.680 --> 00:12:26.680]  所以特別
[00:12:26.680 --> 00:12:28.680]  現在我們的房價都炒貴了
[00:12:28.680 --> 00:12:30.680]  爸爸生了兒子過來
[00:12:30.680 --> 00:12:32.680]  買房子
[00:12:32.680 --> 00:12:34.680]  每次都要買貴房子
[00:12:34.680 --> 00:12:36.680]  好地點,貴房子
