
[00:00:00.000 --> 00:00:04.000]  今天很感謝神能夠跟你們一起敬拜
[00:00:04.000 --> 00:00:11.000]  一年多沒有實體的敬拜
[00:00:11.000 --> 00:00:14.000]  這真的是神的恩典
[00:00:14.000 --> 00:00:20.000]  剛才我們已經讀了提摩太后書三章十六節到十七節
[00:00:20.000 --> 00:00:26.000]  如果您有聖經的話
[00:00:26.000 --> 00:00:28.000]  或者是電子版的聖經
[00:00:28.000 --> 00:00:31.000]  請您打開到提摩太后書第三章
[00:00:31.000 --> 00:00:33.000]  如果有聖經或者是電子版聖經的時候
[00:00:33.000 --> 00:00:36.000]  請您打開到提摩太后書第三章
[00:00:36.000 --> 00:00:38.000]  那我會多讀一節
[00:00:38.000 --> 00:00:41.000]  十六、十七我們不讀了
[00:00:41.000 --> 00:00:43.000]  但是我們讀十五節
[00:00:43.000 --> 00:00:46.000]  我們會讀十五到十七節
[00:00:46.000 --> 00:00:48.000]  但是剛剛已經讀了十六、十七節
[00:00:48.000 --> 00:00:50.000]  所以我們只會讀第十五節
[00:00:50.000 --> 00:00:52.000]  我們一起來讀
[00:00:52.000 --> 00:00:56.000]  並且知道你是從小明白聖經
[00:00:56.000 --> 00:00:59.000]  這聖經能使你因信基督耶穌
[00:00:59.000 --> 00:01:01.000]  有得救的智慧
[00:01:01.000 --> 00:01:03.000]  我們一起禱告
[00:01:03.000 --> 00:01:06.000]  我們在天上的父神
[00:01:06.000 --> 00:01:08.000]  我們要來到您面前
[00:01:08.000 --> 00:01:11.000]  我們真的是要尋求您的面
[00:01:11.000 --> 00:01:13.000]  我們來到您庚前的時候
[00:01:13.000 --> 00:01:15.000]  我們實在要尋求您的面
[00:01:15.000 --> 00:01:18.000]  因為您是我們的避難所
[00:01:18.000 --> 00:01:21.000]  您是我們的堅固城
[00:01:21.000 --> 00:01:24.000]  您也是我們的高臺
[00:01:24.000 --> 00:01:27.000]  是我們的保障
[00:01:27.000 --> 00:01:31.000]  您是叫我們能夠抬起頭來
[00:01:31.000 --> 00:01:34.000]  我們要向您舉目
[00:01:34.000 --> 00:01:38.000]  我們要定睛在您自己的身上
[00:01:38.000 --> 00:01:43.000]  讓我們一心能夠口唱心和地讚美您
[00:01:43.000 --> 00:01:48.000]  讓我們能夠專心尋求您的面
[00:01:48.000 --> 00:01:53.000]  我們定義要聽您自己的話
[00:01:53.000 --> 00:01:57.000]  做一個順命的兒女
[00:01:57.000 --> 00:02:02.000]  求您兼顧我們的信心
[00:02:02.000 --> 00:02:07.000]  我們這樣禱告是奉主耶穌基督的聖名
[00:02:07.000 --> 00:02:09.000]  阿們
[00:02:09.000 --> 00:02:11.000]  六月份我們全教會的主題
[00:02:11.000 --> 00:02:15.000]  講到我們的信仰告白第二條
[00:02:15.000 --> 00:02:17.000]  我們六月份教會的主題
[00:02:17.000 --> 00:02:20.000]  是要講到教會信仰的告白第二條
[00:02:20.000 --> 00:02:23.000]  第二條是聖經
[00:02:23.000 --> 00:02:26.000]  第二條的重點是聖經
[00:02:26.000 --> 00:02:31.000]  就是聲明我們共同的信仰
[00:02:31.000 --> 00:02:34.000]  我們對聖經這本書的心態
[00:02:34.000 --> 00:02:36.000]  是我們對聖經的心態
[00:02:36.000 --> 00:02:38.000]  我們剛才已經看到第一個
[00:02:38.000 --> 00:02:41.000]  請放在第一個slide
[00:02:41.000 --> 00:02:45.000]  我們剛才已經看了第一張slide
[00:02:45.000 --> 00:02:47.000]  所以我定的題目是
[00:02:47.000 --> 00:02:50.000]  我們相信聖經都是神的話
[00:02:50.000 --> 00:02:53.000]  我們相信聖經都是神的話
[00:02:53.000 --> 00:02:56.000]  就是聖經裡面每一句話
[00:02:56.000 --> 00:02:58.000]  都是神啟示的
[00:02:58.000 --> 00:03:00.000]  就是聖經裡面所講的每一句話
[00:03:00.000 --> 00:03:02.000]  都是神所啟示的
[00:03:02.000 --> 00:03:04.000]  不是人說的
[00:03:04.000 --> 00:03:05.000]  不是人所說的
[00:03:05.000 --> 00:03:07.000]  雖然是人記下來的
[00:03:07.000 --> 00:03:09.000]  雖然是用人記下來的
[00:03:09.000 --> 00:03:11.000]  但那不是從人而來的
[00:03:11.000 --> 00:03:15.000]  但卻不是從人而來
[00:03:15.000 --> 00:03:17.000]  不像有的人說
[00:03:17.000 --> 00:03:20.000]  聖經裡面有神的話
[00:03:20.000 --> 00:03:22.000]  我們不是像人家所說的
[00:03:22.000 --> 00:03:24.000]  聖經有神的話
[00:03:24.000 --> 00:03:25.000]  所以他的意思就是說
[00:03:25.000 --> 00:03:28.000]  聖經裡面有些不是神的話
[00:03:28.000 --> 00:03:29.000]  他所說的其實就是說
[00:03:29.000 --> 00:03:33.000]  聖經裡面有些不是神的話
[00:03:33.000 --> 00:03:36.000]  我們相信聖經都是神的話
[00:03:36.000 --> 00:03:39.000]  我們相信聖經都是神的話
[00:03:39.000 --> 00:03:42.000]  剛才施惠在跟我們講的時候
[00:03:42.000 --> 00:03:45.000]  講到我們相信聖經有六十六卷書
[00:03:45.000 --> 00:03:48.000]  剛剛施惠跟我們提醒到
[00:03:48.000 --> 00:03:50.000]  聖經有六十六卷書
[00:03:50.000 --> 00:03:53.000]  舊約有三十九卷
[00:03:53.000 --> 00:03:56.000]  新約有二十七卷
[00:03:56.000 --> 00:03:58.000]  很好記
[00:03:58.000 --> 00:04:01.000]  三九二十七
[00:04:01.000 --> 00:04:03.000]  總共是六十六卷
[00:04:03.000 --> 00:04:05.000]  總共有六十六卷書
[00:04:05.000 --> 00:04:08.000]  不會再增加了
[00:04:08.000 --> 00:04:10.000]  也不會再減少
[00:04:10.000 --> 00:04:14.000]  不管外面的人怎麼攻擊
[00:04:14.000 --> 00:04:19.000]  不管人怎麼想要把聖經拆毀掉
[00:04:19.000 --> 00:04:22.000]  聖經就是這個樣子
[00:04:22.000 --> 00:04:24.000]  六十六卷書
[00:04:24.000 --> 00:04:28.000]  從創世紀到啟示錄
[00:04:28.000 --> 00:04:32.000]  這是我們所相信的
[00:04:32.000 --> 00:04:37.000]  我們看一下在slide上面
[00:04:37.000 --> 00:04:40.000]  我們看中文的在這裡
[00:04:40.000 --> 00:04:42.000]  我們一起來唸好不好
[00:04:42.000 --> 00:04:45.000]  我們就唸這個紅字
[00:04:45.000 --> 00:04:48.000]  我們一起來唸
[00:04:48.000 --> 00:04:51.000]  我們信聖經是神的話語
[00:04:51.000 --> 00:04:54.000]  最初的原稿是無誤的
[00:04:54.000 --> 00:04:58.000]  是基督徒信仰及生活實踐
[00:04:58.000 --> 00:05:01.000]  唯一可信號的權威
[00:05:01.000 --> 00:05:04.000]  這就是我們的信仰第二條
[00:05:04.000 --> 00:05:08.000]  這是我們對聖經的態度
[00:05:08.000 --> 00:05:10.000]  在英文版本裡面
[00:05:10.000 --> 00:05:13.000]  我不知道是前面一個還是後面一個
[00:05:13.000 --> 00:05:14.000]  謝謝
[00:05:14.000 --> 00:05:16.000]  在這裡講到英文版本
[00:05:16.000 --> 00:05:18.000]  這是英文的版本
[00:05:18.000 --> 00:05:20.000]  我想請大家看
[00:05:20.000 --> 00:05:23.000]  也許在文字上可能有困難
[00:05:23.000 --> 00:05:24.000]  沒有關係
[00:05:24.000 --> 00:05:28.000]  在這裡面有一個字叫Innerance
[00:05:28.000 --> 00:05:30.000]  在這個英文版本裡面
[00:05:30.000 --> 00:05:33.000]  可能有些字是我們不是常見的
[00:05:33.000 --> 00:05:35.000]  好像Inherent這個字
[00:05:35.000 --> 00:05:37.000]  這個字Inherency
[00:05:37.000 --> 00:05:40.000]  就是沒有錯誤
[00:05:40.000 --> 00:05:43.000]  這個英文字代表無誤
[00:05:43.000 --> 00:05:46.000]  後面它講到Infallible
[00:05:46.000 --> 00:05:50.000]  後面第三行有第三個字Infallible
[00:05:50.000 --> 00:05:51.000]  其實這兩個字
[00:05:51.000 --> 00:05:53.000]  如果你去讀它的話
[00:05:53.000 --> 00:05:54.000]  你就會發現這兩個字
[00:05:54.000 --> 00:05:57.000]  都可以譯成聖經無誤
[00:05:57.000 --> 00:05:59.000]  如果你將兩個字去看的時候
[00:05:59.000 --> 00:06:02.000]  其實都可以解作聖經無誤
[00:06:02.000 --> 00:06:04.000]  也就是聖經是沒有錯誤的
[00:06:04.000 --> 00:06:05.000]  Inherency
[00:06:05.000 --> 00:06:09.000]  第一個字是講到聖經是沒有錯誤
[00:06:09.000 --> 00:06:10.000]  等一下我們會解釋
[00:06:10.000 --> 00:06:12.000]  這個字到底是什麼意思
