
[00:00:00.000 --> 00:00:05.200]  伊朗這些國家裏面
[00:00:05.200 --> 00:00:07.320]  對不起,可不可以開光一點
[00:00:07.320 --> 00:00:09.960]  因爲我看不到會衆
[00:00:09.960 --> 00:00:12.560]  我喜歡看會衆,謝謝
[00:00:12.560 --> 00:00:15.240]  這樣我們可以有更多的互動
[00:00:15.240 --> 00:00:16.520]  剛纔我說的是什麼呢
[00:00:16.520 --> 00:00:18.080]  感謝主了,我們很多人覺得
[00:00:18.080 --> 00:00:21.600]  哎呀,在美國生活真的比其他地方好很多
[00:00:21.600 --> 00:00:23.000]  因爲正如剛纔所說
[00:00:23.000 --> 00:00:25.920]  如果你生活在那些地方的話
[00:00:25.920 --> 00:00:27.960]  在那裏生活的人
[00:00:27.960 --> 00:00:36.480]  天天活在恐懼、飢餓、疾病、戰爭
[00:00:36.480 --> 00:00:38.160]  這些環境當中
[00:00:38.160 --> 00:00:43.200]  你想想,每天看到這些事情在你周圍發生
[00:00:43.200 --> 00:00:45.120]  生活出現問題
[00:00:45.120 --> 00:00:47.920]  所以生活在這些國家的人
[00:00:47.920 --> 00:00:52.640]  我們很明白他們是活在水深火熱當中
[00:00:52.640 --> 00:00:54.320]  我們在美國,剛纔也說了
[00:00:54.320 --> 00:00:56.600]  很多人覺得很感恩
[00:00:56.600 --> 00:00:58.960]  如果你信耶穌的話,會好很多
[00:00:58.960 --> 00:01:01.600]  起碼你雖然說要防恐
[00:01:01.600 --> 00:01:02.760]  你看到有多少?
[00:01:02.760 --> 00:01:03.960]  不是很多出現而已
[00:01:03.960 --> 00:01:06.720]  在美國,很多人說
[00:01:06.720 --> 00:01:10.560]  我們只不過是生活在一個大熔爐裏面
[00:01:10.560 --> 00:01:12.000]  一個Melting Pot
[00:01:12.000 --> 00:01:14.640]  其實這個詞是1908年的時候
[00:01:14.640 --> 00:01:18.640]  在紐約的一個話劇的名稱
[00:01:18.640 --> 00:01:20.280]  現在說過氣了
[00:01:20.280 --> 00:01:23.680]  現在我們不叫Melting Pot了,大家知道嗎
[00:01:23.680 --> 00:01:28.840]  現在那些推動Multiculturalism的人
[00:01:28.840 --> 00:01:32.080]  就說現在我們已經再不是一個Melting Pot
[00:01:32.080 --> 00:01:33.640]  我們是什麼?有沒有人知道?
[00:01:33.640 --> 00:01:35.480]  我們是一個Salad Bowl
[00:01:35.480 --> 00:01:37.400]  我們是一個沙拉盤
[00:01:37.400 --> 00:01:41.080]  從一個大熔爐變成一個大的沙拉盤
[00:01:41.080 --> 00:01:42.160]  看到嗎?
[00:01:42.160 --> 00:01:44.160]  上面看不到,OK,不要緊
[00:01:44.160 --> 00:01:46.960]  我不知道你信誰
[00:01:46.960 --> 00:01:48.920]  其實觀念很簡單
[00:01:48.920 --> 00:01:51.520]  大熔爐就是來自世界各地的移民
[00:01:51.520 --> 00:01:53.520]  美國是一個移民的國家
[00:01:53.520 --> 00:01:57.280]  來到這裏的時候,就混在一起了,不分彼此
[00:01:57.280 --> 00:01:59.400]  這個觀念是不錯的
[00:01:59.400 --> 00:02:01.640]  但是到了一個地步,發現其實不是
[00:02:01.640 --> 00:02:03.840]  雖然這個國家裏面的移民的國家
[00:02:03.840 --> 00:02:06.600]  有很多不同國族的人來到這裏
[00:02:06.600 --> 00:02:08.520]  但是我們混在一起的時候
[00:02:08.520 --> 00:02:12.560]  仍然會保有自己的文化特色
[00:02:12.560 --> 00:02:16.720]  再加上一些不同的價值觀和磨合的時候
[00:02:16.720 --> 00:02:19.320]  於是我們就變成一個全新的
[00:02:19.320 --> 00:02:23.880]  像沙拉炒在一起,加上一些醬汁之後
[00:02:23.880 --> 00:02:27.480]  一個很獨特的風味的文化
[00:02:27.480 --> 00:02:31.520]  如果你去喫東西,經常知道這個叫什麼
[00:02:31.520 --> 00:02:33.240]  Fusion嘛,是不是?
[00:02:33.240 --> 00:02:35.280]  是不是全美國呢?又不是全美國
[00:02:35.280 --> 00:02:37.440]  是不是全中東呢?是不是全中國呢?
[00:02:37.440 --> 00:02:41.200]  又不是,因爲加了很多不同的材料進去
[00:02:41.200 --> 00:02:43.720]  現在我們已經不是在一個大熔爐裏面了
[00:02:43.720 --> 00:02:48.120]  現在我們轉化成爲一個很大的沙拉盤
[00:02:48.120 --> 00:02:52.920]  這個綜合體是一個很特別的文化
[00:02:52.920 --> 00:02:54.240]  是美國所獨有的
[00:02:54.240 --> 00:02:57.960]  甚至美國人是引以爲傲的
[00:02:57.960 --> 00:02:59.680]  每一個來到美國生活的人
[00:02:59.680 --> 00:03:02.280]  只要成爲美國公民或者在這裏生活一段時間
[00:03:02.280 --> 00:03:07.120]  我們都有份去創造一個全新
[00:03:07.120 --> 00:03:09.160]  不斷更新的文化
[00:03:09.160 --> 00:03:12.680]  所以有些美國人就引以爲傲
[00:03:12.680 --> 00:03:14.120]  問題就是什麼呢?
[00:03:14.120 --> 00:03:17.040]  當我們只是強調個個都可以參與
[00:03:17.040 --> 00:03:18.960]  人人都有自由
[00:03:18.960 --> 00:03:22.240]  所以因爲有不同國家種族的人在我們當中
[00:03:22.240 --> 00:03:24.320]  所以我們經常聽到的
[00:03:24.320 --> 00:03:27.000]  小朋友從小就學的是什麼呢?
[00:03:27.000 --> 00:03:28.880]  要包容咯,你有自由
[00:03:28.880 --> 00:03:30.080]  做什麼都可以
[00:03:30.080 --> 00:03:31.960]  喜歡做什麼就做咯
[00:03:31.960 --> 00:03:35.800]  但同時你要包容人家做什麼你不要理
[00:03:35.800 --> 00:03:37.320]  做自己喜歡做的事
[00:03:37.320 --> 00:03:40.760]  人家做什麼你不要去關心了
[00:03:40.760 --> 00:03:44.560]  當我們只懂得強調個人的自由
[00:03:44.560 --> 00:03:49.800]  當我們只是去鼓勵什麼都要包容的時候
[00:03:49.800 --> 00:03:54.600]  但與此同時我們不教導倫理道德
[00:03:54.600 --> 00:04:01.080]  我們不提高我們不提倡個人品格的情操
[00:04:01.080 --> 00:04:06.360]  這個國家這個社會會變成一個怎樣的社會呢?
[00:04:06.360 --> 00:04:08.720]  大家想想每個人都做自己喜歡做的事
[00:04:08.720 --> 00:04:13.800]  每個人可以隨着自己的心意去放縱自己的私慾
[00:04:13.800 --> 00:04:16.240]  於是我們就說很享受啦
[00:04:16.240 --> 00:04:18.080]  你喜歡做什麼都可以
[00:04:18.080 --> 00:04:19.320]  誰不喜歡呢?
[00:04:19.320 --> 00:04:20.280]  但是呢
[00:04:20.280 --> 00:04:21.240]  在這個時候
[00:04:21.240 --> 00:04:23.920]  很多奸商,特別是奸商
[00:04:23.920 --> 00:04:26.600]  政客,不是政治家
[00:04:26.600 --> 00:04:29.240]  還有很多有機心的人士
[00:04:29.240 --> 00:04:32.360]  就會利用這些處境
[00:04:32.360 --> 00:04:36.520]  去製造很多的潮流文化
[00:04:36.520 --> 00:04:41.320]  發明很多以人本主義爲基礎的政治理念
[00:04:41.320 --> 00:04:48.400]  還有會推出很多扭曲是非黑白的社會運動
[00:04:48.400 --> 00:04:49.280]  結果呢
[00:04:49.280 --> 00:04:51.080]  很多人不知不覺當中
[00:04:51.080 --> 00:04:53.120]  在這樣的環境裏面生活
[00:04:53.120 --> 00:04:54.560]  受不受影響呢?
[00:04:54.560 --> 00:04:55.440]  你有沒有受影響呢?
[00:04:55.440 --> 00:04:56.480]  我有沒有受影響呢?
[00:04:56.480 --> 00:04:57.400]  Sure
[00:04:57.400 --> 00:05:01.080]  是不知不覺地被同化
[00:05:01.080 --> 00:05:04.400]  我們採納了這些新興潮流的觀念
[00:05:04.400 --> 00:05:05.400]  比如今天
[00:05:05.400 --> 00:05:06.880]  我們一個很hard的topic
[00:05:06.880 --> 00:05:08.040]  今天很多年輕人
[00:05:08.040 --> 00:05:10.080]  他們就算不贊成同性
[00:05:10.080 --> 00:05:11.120]  那些同性分裂
[00:05:11.120 --> 00:05:13.120]  但他們同情
[00:05:13.120 --> 00:05:14.560]  那些同性戀者
[00:05:14.560 --> 00:05:15.560]  是嗎?
[00:05:15.560 --> 00:05:17.400]  你跟年輕人說話要小心一點
[00:05:17.400 --> 00:05:20.200]  他的想法跟我們的想法完全不一樣
[00:05:20.200 --> 00:05:21.680]  他覺得這是人權問題
[00:05:21.680 --> 00:05:23.240]  他不覺得是一個道德問題
[00:05:23.240 --> 00:05:24.640]  這就是分別的地方
[00:05:24.640 --> 00:05:25.760]  這就是矛盾的地方
[00:05:25.760 --> 00:05:26.880]  他覺得這是人權
[00:05:26.880 --> 00:05:28.280]  不是道德的問題
[00:05:28.280 --> 00:05:33.240]  爲什麼要特別針對這些人的權利纔行呢?
[00:05:33.240 --> 00:05:35.080]  你針對權利就不對了
[00:05:35.080 --> 00:05:36.120]  你知不知道?
[00:05:36.120 --> 00:05:39.640]  很多人在包容的包裝底下
[00:05:39.640 --> 00:05:41.880]  在包容的壓力底下
[00:05:41.880 --> 00:05:43.360]  將自己的價值觀
[00:05:43.360 --> 00:05:44.120]  怎樣?
[00:05:44.120 --> 00:05:45.960]  藏在心裏面
[00:05:45.960 --> 00:05:47.600]  我相信我們很多人都是這樣
[00:05:47.600 --> 00:05:48.000]  爲什麼?
[00:05:48.000 --> 00:05:51.360]  說出來會被人嘲笑
[00:05:51.360 --> 00:05:52.800]  有很多人
[00:05:52.800 --> 00:05:53.800]  又真的覺得
[00:05:53.800 --> 00:05:54.760]  沒什麼所謂
[00:05:54.760 --> 00:05:56.400]  別人的事你理人幹什麼
[00:05:56.400 --> 00:05:57.840]  你自己不是就行了
[00:05:57.840 --> 00:05:58.720]  是不是?
[00:05:58.720 --> 00:06:00.080]  他喜歡怎樣都好
[00:06:00.080 --> 00:06:01.840]  這是個人的喜好
[00:06:01.840 --> 00:06:02.880]  美國講自由
[00:06:02.880 --> 00:06:05.360]  你有自由選擇自己個別的性向
[00:06:05.360 --> 00:06:07.480]  你有自由去選擇
[00:06:07.480 --> 00:06:10.080]  自己結婚的對象
[00:06:10.080 --> 00:06:11.960]  這是人權
[00:06:11.960 --> 00:06:13.680]  這是人的自由
[00:06:13.680 --> 00:06:15.920]  所以我們要去包容
[00:06:15.920 --> 00:06:17.560]  和異性結婚
[00:06:17.560 --> 00:06:18.560]  好不好?
[00:06:18.560 --> 00:06:20.520]  好,我昨天參加了一個婚禮
[00:06:20.520 --> 00:06:21.720]  去了一整天
[00:06:21.720 --> 00:06:23.240]  哇,美麗的情侶
[00:06:23.240 --> 00:06:24.960]  一男一女
[00:06:24.960 --> 00:06:25.800]  但是
[00:06:25.800 --> 00:06:26.800]  如果兩個都是女
[00:06:26.800 --> 00:06:28.080]  兩個都是男
[00:06:28.080 --> 00:06:28.800]  都可以的
[00:06:28.800 --> 00:06:30.080]  有什麼不妥當的?
[00:06:30.080 --> 00:06:31.080]  可能你不是這麼想
[00:06:31.080 --> 00:06:32.920]  不過你不敢說
[00:06:32.920 --> 00:06:35.400]  但有些人真的這麼看的
[00:06:35.400 --> 00:06:37.760]  更加有些人說這是美國法律
[00:06:37.760 --> 00:06:39.640]  同性婚姻
[00:06:39.640 --> 00:06:40.760]  既成定局
[00:06:40.760 --> 00:06:42.240]  無謂再吵了
[00:06:42.240 --> 00:06:43.880]  也不要再說了
[00:06:43.880 --> 00:06:46.120]  我們這麼想
[00:06:46.120 --> 00:06:48.280]  如果我們自己沒有自己的價值觀
