
[00:00:00.000 --> 00:00:06.600]  早前東京奧運 香港獲得非常驕人的成績
[00:00:06.600 --> 00:00:14.000]  當中香港女子乒乓球隊在團體賽中得到歷史性的銅牌
[00:00:14.000 --> 00:00:20.600]  不過我們會發現今次的焦點不單止在球員身上
[00:00:20.600 --> 00:00:25.600]  那位教練李靖教練都成為了傳媒的焦點
[00:00:25.600 --> 00:00:30.600]  他有一句金句 最緊要多謝自己
[00:00:30.600 --> 00:00:33.000]  因為我真的付出了很多
[00:00:33.000 --> 00:00:36.200]  這句說話一時都成為了社會的佳話
[00:00:36.200 --> 00:00:42.000]  的確每位運動員他們背後有一個團隊
[00:00:42.000 --> 00:00:46.000]  有教練 有一些醫護等等
[00:00:46.000 --> 00:00:50.200]  他們的工作實在雖然不起眼
[00:00:50.200 --> 00:00:54.600]  但是都非常之重要 一點都不可以輕視
[00:00:54.600 --> 00:00:58.600]  李教練的付出 我都相信一定不少
[00:00:58.600 --> 00:01:01.200]  不過他很真性情的這一句
[00:01:01.200 --> 00:01:05.600]  在港大直播的觀眾面前 即是訪問當中
[00:01:05.600 --> 00:01:10.000]  這樣說好像比較另類了一點
[00:01:10.000 --> 00:01:12.000]  我們現在是以為訪問的時候
[00:01:12.000 --> 00:01:17.400]  他當然是讚賞這位運動員等等
[00:01:17.400 --> 00:01:21.800]  我們就不會想到最緊要那個是他自己
[00:01:21.800 --> 00:01:23.600]  我們未必會這樣想
[00:01:23.600 --> 00:01:27.800]  有人說李教練這樣說好像不太得體
[00:01:27.800 --> 00:01:29.000]  不過有人又覺得
[00:01:29.000 --> 00:01:34.000]  其實這樣都是說出了他很真誠的內心一面
[00:01:34.000 --> 00:01:36.800]  其實都沒有錯
[00:01:36.800 --> 00:01:41.000]  這件事都令我思考 如果換上我會怎樣呢
[00:01:41.000 --> 00:01:43.800]  幾年來 幾年一次的奧運
[00:01:43.800 --> 00:01:46.000]  終於付出了這麼大的努力
[00:01:46.000 --> 00:01:49.800]  現在運動員能夠拿到獎牌
[00:01:49.800 --> 00:01:53.800]  其實是給自己一個很大的肯定
[00:01:53.800 --> 00:01:58.800]  嘴巴怎樣說 心裏面都會很想讚賞一下自己
[00:01:58.800 --> 00:02:00.800]  我想都很合理
[00:02:00.800 --> 00:02:02.800]  不過是不是最緊要呢
[00:02:02.800 --> 00:02:06.800]  是不是要說出來呢 我想見仁見智
[00:02:06.800 --> 00:02:08.800]  我們現在很少這樣說
[00:02:08.800 --> 00:02:13.800]  我們通常是感謝神 感謝主 多謝 多謝其他人
[00:02:13.800 --> 00:02:17.800]  雖然這樣說起來好像有點狠
[00:02:17.800 --> 00:02:24.800]  不過如果我們是發自內心的去多謝上帝 多謝人的話
[00:02:24.800 --> 00:02:26.800]  不要理會別人怎樣看
[00:02:26.800 --> 00:02:29.800]  其實都是很合理 很正常
[00:02:29.800 --> 00:02:31.800]  我相信最緊要的
[00:02:31.800 --> 00:02:35.800]  其實是我們內心怎樣去看 怎樣去想
[00:02:35.800 --> 00:02:39.800]  我們有沒有真的很感謝我們的主呢
[00:02:39.800 --> 00:02:45.800]  我們有多依賴祂 有多相信祂
[00:02:45.800 --> 00:02:49.800]  我們越是相信的時候 我們就越是感謝
[00:02:49.800 --> 00:02:53.800]  我們這份心意 其實我們說不說出來你都知道的
[00:02:53.800 --> 00:02:59.800]  真誠是對主真誠 其實也是對我們自己真誠
[00:02:59.800 --> 00:03:01.800]  不過也都很老實說
[00:03:01.800 --> 00:03:03.800]  我們人都很善忘
[00:03:03.800 --> 00:03:06.800]  我們很容易會忘記上帝
[00:03:06.800 --> 00:03:08.800]  忘記了那位我們看不到
[00:03:08.800 --> 00:03:11.800]  但是卻是天天和我們一起走
[00:03:11.800 --> 00:03:15.800]  帶領著我們去幫助我們那位上帝
[00:03:15.800 --> 00:03:19.800]  身邊有人可能提點一下
[00:03:19.800 --> 00:03:21.800]  是好的 是主要的
[00:03:21.800 --> 00:03:24.800]  你提點一下我 我提點一下你 弟兄姊妹
[00:03:24.800 --> 00:03:26.800]  其實是非常好的
[00:03:26.800 --> 00:03:30.800]  自從我家裏多了一個小朋友之後
[00:03:30.800 --> 00:03:36.800]  我開始習慣了一種很簡單的謝飯土文
[00:03:36.800 --> 00:03:38.800]  和以前的不同了
[00:03:38.800 --> 00:03:42.800]  小孩子是非常純真的
[00:03:42.800 --> 00:03:44.800]  在桌上見到什麼就說什麼
[00:03:44.800 --> 00:03:47.800]  謝謝天父 給爸爸有飯吃
[00:03:47.800 --> 00:03:51.800]  給媽媽有菜吃 給BB有奶喝
[00:03:51.800 --> 00:03:53.800]  他很喜歡喝湯
[00:03:53.800 --> 00:03:56.800]  他祈完禱之後 他再喝湯的時候
[00:03:56.800 --> 00:03:58.800]  他會再祈多一次禱
[00:03:58.800 --> 00:04:01.800]  我們大人反而不會
[00:04:01.800 --> 00:04:05.800]  有時我會想 其實我們沒有什麼問題
[00:04:05.800 --> 00:04:09.800]  但是我們心裏有沒有一份心
[00:04:09.800 --> 00:04:13.800]  有時可能會覺得我要學回去
[00:04:13.800 --> 00:04:17.800]  今天是星期日
[00:04:17.800 --> 00:04:19.800]  今天我們說到安息
[00:04:19.800 --> 00:04:22.800]  不過今天不是安息星期
[00:04:22.800 --> 00:04:26.800]  安息這個名詞會令人想起什麼呢
[00:04:26.800 --> 00:04:29.800]  息怒歸主 安息主懷
[00:04:29.800 --> 00:04:32.800]  或者我們可能會聯想到的是
[00:04:32.800 --> 00:04:35.800]  安靜 休息 睡一覺
[00:04:35.800 --> 00:04:39.800]  可能過世的時候
[00:04:39.800 --> 00:04:42.800]  坊間就會叫死者安息
[00:04:42.800 --> 00:04:45.800]  雖然未必每個人都有這樣的意思
[00:04:45.800 --> 00:04:47.800]  但是我總是覺得這樣說
[00:04:47.800 --> 00:04:49.800]  有時是不是有一點意思
[00:04:49.800 --> 00:04:52.800]  請亡靈安靜
[00:04:52.800 --> 00:04:53.800]  Rest in peace
[00:04:53.800 --> 00:04:55.800]  有一點靈界意味在裏面
[00:04:55.800 --> 00:04:56.800]  不過怎樣也好
[00:04:56.800 --> 00:04:59.800]  聖經裏面所提到的安息
[00:04:59.800 --> 00:05:02.800]  起法來話就是18歲
[00:05:02.800 --> 00:05:05.800]  不是這樣的意思
[00:05:05.800 --> 00:05:10.800]  守安息日也不是單純不做一些事
[00:05:10.800 --> 00:05:13.800]  相反其實是要做另一些事
[00:05:13.800 --> 00:05:14.800]  是做什麼呢
[00:05:14.800 --> 00:05:17.800]  安息是我們基督教信仰裏面
[00:05:17.800 --> 00:05:19.800]  一個很基本議題
[00:05:19.800 --> 00:05:24.800]  我甚至覺得它是貫穿整本聖經
[00:05:24.800 --> 00:05:27.800]  整個舊恩歷史的主題
[00:05:27.800 --> 00:05:29.800]  一個很重要的主題
[00:05:29.800 --> 00:05:33.800]  不如我們繼續之前我們先來祈禱
[00:05:33.800 --> 00:05:38.800]  主給我們今天一同去思考安息這個題目
[00:05:38.800 --> 00:05:40.800]  藉著你的話
[00:05:40.800 --> 00:05:44.800]  求你帶領我們幫助我們明白
[00:05:44.800 --> 00:05:48.800]  幫助我們身心被你的說話去更新改變
[00:05:48.800 --> 00:05:50.800]  知道怎樣去回應
[00:05:50.800 --> 00:05:52.800]  我們將接下來的時間交給你
[00:05:52.800 --> 00:05:54.800]  奉主明給 阿們
[00:05:58.800 --> 00:06:01.800]  承接著起法來書
[00:06:01.800 --> 00:06:03.800]  上一章 今天第四章
[00:06:03.800 --> 00:06:08.800]  上一章到今章都是繼續提到
[00:06:08.800 --> 00:06:13.800]  摩西昔日帶領著這些以色列人去出埃及
[00:06:13.800 --> 00:06:16.800]  不過原來這班以色列人
[00:06:16.800 --> 00:06:21.800]  他們不代表他們能夠進入安息裏面
[00:06:21.800 --> 00:06:26.800]  是因為他們不信上帝帶領的緣故
[00:06:26.800 --> 00:06:29.800]  不過這樣的情況
[00:06:29.800 --> 00:06:32.800]  在我們今天新約的信徒當中
[00:06:32.800 --> 00:06:34.800]  會不會出現呢?
[00:06:34.800 --> 00:06:36.800]  在四章第一節那裏
[00:06:36.800 --> 00:06:38.800]  原來這一節的聖經
[00:06:38.800 --> 00:06:42.800]  在原文裏面第一個字是「當畏懼」
[00:06:42.800 --> 00:06:44.800]  要害怕 你要害怕
[00:06:44.800 --> 00:06:46.800]  這個是一個警告
[00:06:46.800 --> 00:06:47.800]  為什麼?
[00:06:47.800 --> 00:06:51.800]  免得我們中間有人似乎沒有得到安息
[00:06:51.800 --> 00:06:57.800]  這個字似乎不是信徒一種主觀的感覺
[00:06:57.800 --> 00:07:00.800]  是從主那裏去看
[00:07:00.800 --> 00:07:03.800]  實際上這個人是否真的能夠
[00:07:03.800 --> 00:07:07.800]  已經進入一種安息的狀態
[00:07:07.800 --> 00:07:10.800]  舊的和合本裏面將這裏譯作「趕不上」
[00:07:10.800 --> 00:07:12.800]  有一個警告的意味
[00:07:12.800 --> 00:07:17.800]  不過我們這個和修本修訂的時候
[00:07:17.800 --> 00:07:21.800]  又反映了另一種味道出來
[00:07:21.800 --> 00:07:22.800]  讓我們看到
[00:07:22.800 --> 00:07:26.800]  人可能會以為自己可以進入安息
[00:07:26.800 --> 00:07:29.800]  但是原來又沒有
[00:07:29.800 --> 00:07:32.800]  這個其實真是一個很大的誤會
[00:07:32.800 --> 00:07:35.800]  很糟糕
[00:07:35.800 --> 00:07:37.800]  第二節那裏
