
[00:00:00.000 --> 00:00:11.000]  很開心教會在報道會中有四十多位朋友認識主耶穌
[00:00:11.000 --> 00:00:14.000]  我們希望繼續努力傳福音
[00:00:14.000 --> 00:00:18.000]  這是神給我們的命令
[00:00:18.000 --> 00:00:26.000]  這段日子我們正在預備聖誕的來臨
[00:00:26.000 --> 00:00:32.000]  接著會是顯現期 Epiphany
[00:00:32.000 --> 00:00:40.000]  接著就是教會八十五週年的全面慶典開展
[00:00:40.000 --> 00:00:43.000]  我們都是準備這日子的來臨
[00:00:43.000 --> 00:00:48.000]  我們同心在此禱告聽主的話
[00:00:48.000 --> 00:00:50.000]  親愛的主 多謝祢讓我們在擋場
[00:00:50.000 --> 00:00:55.000]  我們能夠聽及唱聖誕的歌及音樂
[00:00:55.000 --> 00:01:02.000]  我們的心與備理重要的日子是我們一起的
[00:01:02.000 --> 00:01:06.000]  我們去跑到馬槽那裡
[00:01:06.000 --> 00:01:12.000]  我們再次記得 再次去經歷祢的降生
[00:01:12.000 --> 00:01:14.000]  主求祢恩待我們
[00:01:14.000 --> 00:01:19.000]  也讓我們教會眾弟兄姊妹們能夠經歷祢的演現
[00:01:19.000 --> 00:01:25.000]  也能夠在教會的八十五週年當中 我們重新得力
[00:01:25.000 --> 00:01:28.000]  我們的心是預備繼續仰望
[00:01:28.000 --> 00:01:31.000]  如今我們眾弟兄姊妹要聽你的話語
[00:01:31.000 --> 00:01:34.000]  求你讓我們聽見和一同相信
[00:01:34.000 --> 00:01:36.000]  讓我們能夠聽教
[00:01:36.000 --> 00:01:41.000]  能夠行在你的正直的道路上是何等的夢幻
[00:01:41.000 --> 00:01:46.000]  主我們仰望你 我們的禱告是同主耶穌基督名自求
[00:01:46.000 --> 00:01:49.000]  阿們
[00:01:49.000 --> 00:01:52.000]  在過往的一段日子
[00:01:52.000 --> 00:01:57.000]  是和大家思想詩篇第一篇
[00:01:57.000 --> 00:02:00.000]  講到二人的生命
[00:02:00.000 --> 00:02:04.000]  二人的生命是像一棵樹栽在溪水旁
[00:02:04.000 --> 00:02:09.000]  按時候結果子葉子也不枯乾
[00:02:09.000 --> 00:02:14.000]  凡他所做的順都順利
[00:02:14.000 --> 00:02:20.000]  二人就是能夠在二人和不二的人當中生活
[00:02:20.000 --> 00:02:22.000]  立不倒
[00:02:22.000 --> 00:02:24.000]  能夠綠葉蔥蔥
[00:02:24.000 --> 00:02:30.000]  因為他們是相信和遵行耶和華的律法
[00:02:30.000 --> 00:02:33.000]  他們是喜愛耶和華的律法
[00:02:33.000 --> 00:02:37.000]  晝夜思想的 是有福的
[00:02:37.000 --> 00:02:43.000]  晝夜思想神的旨意是一種生命的習慣
[00:02:43.000 --> 00:02:45.000]  你思想我們承浸家
[00:02:45.000 --> 00:02:49.000]  我們牧師 我們的傳道 我們的執事
[00:02:49.000 --> 00:02:52.000]  包括你們 我們有一個生命的習慣
[00:02:52.000 --> 00:02:57.000]  我們真的會晝夜思想神的心意是如何
[00:02:57.000 --> 00:03:02.000]  以致和神有美好和正確的關係
[00:03:02.000 --> 00:03:05.000]  晝夜思想神話語的人
[00:03:05.000 --> 00:03:08.000]  他能夠結出聖靈的果子
[00:03:08.000 --> 00:03:15.000]  是人愛喜樂和平 忍耐恩慈良善信實溫柔節制
[00:03:15.000 --> 00:03:21.000]  聖靈的果子是一種生命 心靈 靈魂
[00:03:21.000 --> 00:03:25.000]  習慣而生出來的結果
[00:03:25.000 --> 00:03:28.000]  而他用英文來記
[00:03:28.000 --> 00:03:33.000]  這個叫habituation
[00:03:33.000 --> 00:03:41.000]  意思是在生活的習慣而生出的美善美德
[00:03:41.000 --> 00:03:45.000]  除了我們能夠晝夜思想神的話語
[00:03:45.000 --> 00:03:49.000]  我們祈求我們承浸家的弟兄姊妹們
[00:03:49.000 --> 00:03:52.000]  真的能夠晝夜思想神的話語
[00:03:52.000 --> 00:03:54.000]  這種美好的習慣之外
[00:03:54.000 --> 00:03:58.000]  在今天的早上 我想和大家祈求和思想
[00:03:58.000 --> 00:04:01.000]  去獲取這個生命的習慣
[00:04:01.000 --> 00:04:04.000]  就是我們的承浸家弟兄姊妹們
[00:04:04.000 --> 00:04:08.000]  每個禮拜最低限度有一次
[00:04:08.000 --> 00:04:10.000]  我們聚集在一起
[00:04:10.000 --> 00:04:15.000]  我們一起一起去敬拜神
[00:04:15.000 --> 00:04:17.000]  這個好的習慣
[00:04:17.000 --> 00:04:20.000]  所以心願教會八十五週年
[00:04:20.000 --> 00:04:24.000]  我們是怎樣 我們祈求靈風吹動
[00:04:24.000 --> 00:04:29.000]  我們是靠聖靈而生 靠聖靈而活
[00:04:29.000 --> 00:04:33.000]  我們也祈求我們承浸家
[00:04:33.000 --> 00:04:37.000]  我們弟兄姊妹們都有這個美好的習慣
[00:04:37.000 --> 00:04:42.000]  我們每個禮拜最少會合一次
[00:04:42.000 --> 00:04:45.000]  一起去敬拜神
[00:04:45.000 --> 00:04:49.000]  讓我們一起看希伯來書第十章
[00:04:49.000 --> 00:04:51.000]  如何教導我們
[00:04:51.000 --> 00:04:55.000]  第十章十九至二十五節
[00:04:55.000 --> 00:04:59.000]  弟兄姊妹們 我們既因耶穌的血德
[00:04:59.000 --> 00:05:02.000]  以坦然進入至聖所
[00:05:02.000 --> 00:05:06.000]  是藉著他給我們開了一條
[00:05:06.000 --> 00:05:08.000]  由生由活的路
[00:05:08.000 --> 00:05:10.000]  從萬子經過
[00:05:10.000 --> 00:05:14.000]  這萬子就是他的身體
[00:05:14.000 --> 00:05:18.000]  又有一位大祭司治理神的家
[00:05:18.000 --> 00:05:22.000]  並我們心中天良的虧厭已經灑去
[00:05:22.000 --> 00:05:24.000]  身體用清水洗淨了
[00:05:24.000 --> 00:05:30.000]  就當存著誠心和充足的信心
[00:05:30.000 --> 00:05:34.000]  來到神的面前
[00:05:34.000 --> 00:05:37.000]  也要堅守我們所承認的指望
[00:05:37.000 --> 00:05:40.000]  即是盼望 不致搖動
[00:05:40.000 --> 00:05:43.000]  因為那應許我們的是信實的
[00:05:43.000 --> 00:05:44.000]  是可靠的
[00:05:44.000 --> 00:05:47.000]  又要彼此的相顧
[00:05:47.000 --> 00:05:52.000]  激發愛心 勉勵行善
[00:05:52.000 --> 00:05:54.000]  你們不可停止聚會
[00:05:54.000 --> 00:05:58.000]  好像那些停止慣了的人
[00:05:58.000 --> 00:06:01.000]  都要彼此的勸勉
[00:06:01.000 --> 00:06:07.000]  既知道那日子臨近 就更當如此
[00:06:07.000 --> 00:06:11.000]  我們每個人都是有習慣的
[00:06:11.000 --> 00:06:14.000]  有好的習慣 有壞的習慣
[00:06:14.000 --> 00:06:17.000]  習慣是關乎我們生活當中
[00:06:17.000 --> 00:06:22.000]  一些可以預測的思考方式和行徑
[00:06:22.000 --> 00:06:25.000]  今早我們一齊思想習慣
[00:06:25.000 --> 00:06:28.000]  想想今早起床 睜大眼睛的時候
[00:06:28.000 --> 00:06:30.000]  你第一樣做的事情是甚麼
[00:06:30.000 --> 00:06:33.000]  是刷牙洗臉 洗頭洗澡
[00:06:33.000 --> 00:06:36.000]  然後去讀聖經
[00:06:36.000 --> 00:06:40.000]  抑或是把手機放在你身旁
[00:06:40.000 --> 00:06:43.000]  第一個習慣就是先看你的手機
[00:06:43.000 --> 00:06:45.000]  因為你的手機是你的鬧鐘
[00:06:45.000 --> 00:06:46.000]  是你的時鐘
[00:06:46.000 --> 00:06:47.000]  是你行事的
[00:06:47.000 --> 00:06:51.000]  你查查你的WhatsApp有沒有人給你訊息
[00:06:51.000 --> 00:06:58.000]  是的 習慣是表現出我們的愛好
[00:06:58.000 --> 00:07:01.000]  要清楚一個人他的愛好
[00:07:01.000 --> 00:07:05.000]  其中一個最好的方法就是看他的習慣
[00:07:05.000 --> 00:07:07.000]  我的新加坡的好朋友
[00:07:07.000 --> 00:07:11.000]  過去一個星期來香港專程探望我
[00:07:11.000 --> 00:07:14.000]  我們聊天 我又知道他的習慣
[00:07:14.000 --> 00:07:18.000]  原來每天4、5時就起床
[00:07:18.000 --> 00:07:24.000]  起床後要坐6時的第一班公車
[00:07:24.000 --> 00:07:27.000]  去到神學院左右
[00:07:27.000 --> 00:07:30.000]  在一個既定的食肆
[00:07:30.000 --> 00:07:34.000]  一個人打開報紙吃早餐
[00:07:34.000 --> 00:07:37.000]  他說這個我很喜歡
[00:07:37.000 --> 00:07:40.000]  還有原來一天喝五杯咖啡
[00:07:40.000 --> 00:07:46.000]  他很喜歡去咖啡店喝咖啡看書
[00:07:46.000 --> 00:07:48.000]  這是他的習慣
[00:07:48.000 --> 00:07:50.000]  至於我呢
[00:07:50.000 --> 00:07:53.000]  我基本上都很喜歡看書
[00:07:53.000 --> 00:07:57.000]  所以早上零收之後我一定會看書
[00:07:57.000 --> 00:08:01.000]  但是我一天不會喝五杯咖啡
[00:08:01.000 --> 00:08:03.000]  咖啡不是我的志好
[00:08:03.000 --> 00:08:05.000]  喝咖啡因為見人
[00:08:05.000 --> 00:08:08.000]  但是我喜歡在咖啡室坐
[00:08:08.000 --> 00:08:10.000]  因為我坐久一點
[00:08:10.000 --> 00:08:12.000]  我喜歡在咖啡室開會
[00:08:12.000 --> 00:08:14.000]  而開會之間如果有一間咖啡室
[00:08:14.000 --> 00:08:16.000]  又可以坐的
[00:08:16.000 --> 00:08:20.000]  買杯咖啡坐在那裡看書
[00:08:20.000 --> 00:08:23.000]  我一定會帶著這部電腦
[00:08:23.000 --> 00:08:25.000]  這部電腦是我習慣的
[00:08:25.000 --> 00:08:28.000]  一年不要365天
[00:08:28.000 --> 00:08:31.000]  一年360天我都會帶著這部電腦
[00:08:31.000 --> 00:08:34.000]  可以看文章
[00:08:34.000 --> 00:08:37.000]  可以忙裡偷閒
[00:08:37.000 --> 00:08:39.000]  這是我的習慣
[00:08:39.000 --> 00:08:42.000]  這是我的愛好
[00:08:42.000 --> 00:08:44.000]  倒轉來說
[00:08:44.000 --> 00:08:48.000]  習慣也是會塑造我們的愛好
[00:08:48.000 --> 00:08:51.000]  我和我的好朋友
[00:08:51.000 --> 00:08:57.000]  我們是因為喜歡這樣生活
[00:08:57.000 --> 00:08:59.000]  這樣喝咖啡
[00:08:59.000 --> 00:09:03.000]  但是都影響到我們成為讀書的人
[00:09:03.000 --> 00:09:05.000]  他真的是書生
[00:09:05.000 --> 00:09:09.000]  我只是一位喜歡讀書的人
[00:09:09.000 --> 00:09:12.000]  除此之外我們都知道
[00:09:12.000 --> 00:09:17.000]  我們的文化都給了我們很多習慣
[00:09:17.000 --> 00:09:19.000]  我們的心和我們所愛的
[00:09:19.000 --> 00:09:23.000]  都是被這個世界的文化塑造的
[00:09:23.000 --> 00:09:25.000]  所以譬如早上起床
[00:09:25.000 --> 00:09:28.000]  拿部手機出來看一看
[00:09:28.000 --> 00:09:33.000]  這個文化是給我們的習慣
[00:09:33.000 --> 00:09:36.000]  文化是可以給我們很多好的習慣
[00:09:36.000 --> 00:09:39.000]  要仁義禮智
[00:09:39.000 --> 00:09:43.000]  要禮尚往來好的習慣
[00:09:43.000 --> 00:09:45.000]  但是社會的文化
[00:09:45.000 --> 00:09:47.000]  亦給我們一些不好的習慣
[00:09:47.000 --> 00:09:50.000]  例如要鬥快
[00:09:50.000 --> 00:09:51.000]  走得快
[00:09:51.000 --> 00:09:52.000]  好世界
[00:09:52.000 --> 00:09:54.000]  一味要快
[00:09:54.000 --> 00:09:58.000]  這些價值觀是培養了我們生命的壞習慣
[00:09:58.000 --> 00:10:02.000]  其中一個壞習慣就是很忙碌
[00:10:02.000 --> 00:10:04.000]  你忙不忙啊
[00:10:04.000 --> 00:10:05.000]  很忙啊
[00:10:05.000 --> 00:10:09.000]  忙碌是使人迷失了方向
[00:10:09.000 --> 00:10:11.000]  所以我們說太忙了
[00:10:11.000 --> 00:10:13.000]  沒有時間回教會
[00:10:13.000 --> 00:10:14.000]  沒有時間祈禱
[00:10:14.000 --> 00:10:15.000]  沒有時間讀聖經
[00:10:15.000 --> 00:10:17.000]  沒有時間去關心人
[00:10:17.000 --> 00:10:19.000]  沒有時間去有愛心
[00:10:19.000 --> 00:10:20.000]  沒有時間去行善
[00:10:20.000 --> 00:10:21.000]  沒有時間去運動
[00:10:21.000 --> 00:10:24.000]  沒有時間去靈修
[00:10:24.000 --> 00:10:26.000]  因為這些緣故
[00:10:26.000 --> 00:10:31.000]  基督徒一些重要的好的習慣
[00:10:31.000 --> 00:10:34.000]  心靈的習慣都被洗刷而消失
[00:10:34.000 --> 00:10:36.000]  所以因為我們太忙
[00:10:36.000 --> 00:10:37.000]  我們不靈修
[00:10:37.000 --> 00:10:38.000]  我們不聚會
[00:10:38.000 --> 00:10:39.000]  我們不行善
[00:10:39.000 --> 00:10:40.000]  我們不愛人
[00:10:40.000 --> 00:10:42.000]  所以因為這些原因
[00:10:42.000 --> 00:10:43.000]  人家看我們
[00:10:43.000 --> 00:10:45.000]  或者我們看自己
[00:10:45.000 --> 00:10:49.000]  我們真的好像不是很愛神
[00:10:49.000 --> 00:10:54.000]  我們好像不是很相信神
[00:10:54.000 --> 00:10:56.000]  但是如果習慣是能夠表達
[00:10:56.000 --> 00:11:00.000]  我們所愛塑造我們的所愛
[00:11:00.000 --> 00:11:03.000]  這樣又從習慣開始
[00:11:03.000 --> 00:11:05.000]  就是改習慣
[00:11:05.000 --> 00:11:07.000]  改習慣以至能夠表達
[00:11:07.000 --> 00:11:10.000]  我們所愛塑造我們應該所愛
[00:11:10.000 --> 00:11:13.000]  所以希伯來書的作者十章
[00:11:13.000 --> 00:11:15.000]  叫我們一起去思想
[00:11:15.000 --> 00:11:19.000]  一起去有聚會的習慣
[00:11:19.000 --> 00:11:22.000]  一起在聚會當中
[00:11:22.000 --> 00:11:26.000]  彼此激發愛心行善的習慣
[00:11:26.000 --> 00:11:29.000]  所以今早的崇拜當中
[00:11:29.000 --> 00:11:32.000]  我們一起去細想這段經文
[00:11:32.000 --> 00:11:33.000]  整體來說
[00:11:33.000 --> 00:11:36.000]  希伯來書十章十九至二十五節
[00:11:36.000 --> 00:11:39.000]  是在說前面十章所說的東西
[00:11:39.000 --> 00:11:43.000]  就是說我們基督徒享有很多的天恩
[00:11:43.000 --> 00:11:45.000]  很多的恩惠
[00:11:45.000 --> 00:11:48.000]  所以就說我們應該怎樣去回應
[00:11:48.000 --> 00:11:49.000]  這些的恩惠
[00:11:49.000 --> 00:11:50.000]  這些的天恩
[00:11:50.000 --> 00:11:52.000]  我們留意第十九節
[00:11:52.000 --> 00:11:57.000]  大兄們 我們既因耶穌的血
[00:11:57.000 --> 00:12:02.000]  得以坦然進入至聖所
[00:12:02.000 --> 00:12:04.000]  耶穌的犧牲
[00:12:04.000 --> 00:12:06.000]  耶穌的血潔淨了我們
[00:12:06.000 --> 00:12:10.000]  使我們能夠進入成聖的狀態
[00:12:10.000 --> 00:12:14.000]  我們可以坦然大膽地跨過聖所
[00:12:14.000 --> 00:12:15.000]  至聖所
[00:12:15.000 --> 00:12:17.000]  能夠跨過門檻
[00:12:17.000 --> 00:12:20.000]  去到神所居住的地方
[00:12:20.000 --> 00:12:23.000]  這是特殊的身份
[00:12:23.000 --> 00:12:29.000]  因為我們可以以一個被歡迎的孩子的身份
[00:12:29.000 --> 00:12:31.000]  去找神
[00:12:31.000 --> 00:12:32.000]  去到神的面前
[00:12:32.000 --> 00:12:34.000]  不需要思縮
[00:12:34.000 --> 00:12:36.000]  不需要畏懼
[00:12:36.000 --> 00:12:38.000]  站得很遠這樣做懇求的人
[00:12:38.000 --> 00:12:39.000]  不是的
[00:12:39.000 --> 00:12:41.000]  我們是被歡迎的
[00:12:41.000 --> 00:12:43.000]  所以是很坦然的
[00:12:43.000 --> 00:12:44.000]  二十節
[00:12:44.000 --> 00:12:46.000]  是藉著祂給我們
[00:12:46.000 --> 00:12:50.000]  開了一條又新又活的路
[00:12:50.000 --> 00:12:51.000]  從萬子經過
[00:12:51.000 --> 00:12:54.000]  萬子就是祂的身體
[00:12:54.000 --> 00:12:56.000]  耶穌是從萬子經過
[00:12:56.000 --> 00:12:59.000]  所以祢和我跟著祂
[00:12:59.000 --> 00:13:05.000]  我們穿過萬子走上一條又新又活的路
[00:13:05.000 --> 00:13:10.000]  就是進入神聖居所的道路
[00:13:10.000 --> 00:13:13.000]  當然神聖的居所不是指地上的
[00:13:13.000 --> 00:13:15.000]  而是指天上的居所
[00:13:15.000 --> 00:13:17.000]  我們每一次的聚集
[00:13:17.000 --> 00:13:18.000]  每一次的敬拜
[00:13:18.000 --> 00:13:23.000]  我們就是遇事遇見這一條的道路
[00:13:23.000 --> 00:13:26.000]  遇見這一個的聖所
[00:13:26.000 --> 00:13:29.000]  這個聖所就是永恆
[00:13:29.000 --> 00:13:31.000]  二十一節
[00:13:31.000 --> 00:13:36.000]  又有一位大祭司治理神的家
[00:13:36.000 --> 00:13:41.000]  並我們心中的天良的虧欠已經灑去
[00:13:41.000 --> 00:13:45.000]  身體用清水洗淨了
[00:13:45.000 --> 00:13:54.000]  就當存著誠心和充足的信心來到神面前
[00:13:54.000 --> 00:13:57.000]  我們都信任這位大祭司耶穌基督
[00:13:57.000 --> 00:14:00.000]  祂會管理我們的家
[00:14:00.000 --> 00:14:03.000]  祂會管理神的家
[00:14:03.000 --> 00:14:06.000]  祂會管理城鎮家
[00:14:06.000 --> 00:14:09.000]  我們的家城鎮家就是神的家
[00:14:09.000 --> 00:14:14.000]  神的家的用字就提醒我們的關係
[00:14:14.000 --> 00:14:17.000]  我們的關係真的很親密
[00:14:17.000 --> 00:14:19.000]  我們都是有義務的
[00:14:19.000 --> 00:14:21.000]  有責任的
[00:14:21.000 --> 00:14:23.000]  我們的身份都是很尊貴的
[00:14:23.000 --> 00:14:26.000]  因為我們是屬於神的家
[00:14:26.000 --> 00:14:31.000]  所以我們知道我們榮譽是來自神的家
[00:14:31.000 --> 00:14:36.000]  我們的保護是來自神的家
[00:14:36.000 --> 00:14:37.000]  另外就是說
[00:14:37.000 --> 00:14:41.000]  我們可以靠著這位大祭司得到恩惠
[00:14:41.000 --> 00:14:44.000]  我們相信耶穌基督已經洗淨我們
[00:14:44.000 --> 00:14:46.000]  洗淨我們良心的污穢
[00:14:46.000 --> 00:14:48.000]  讓我們變得合適合宜
[00:14:48.000 --> 00:14:52.000]  能夠可以去走近神那裡
[00:14:52.000 --> 00:14:58.000]  所以我們可以用真誠的心和充足的信心
[00:14:58.000 --> 00:15:00.000]  去來到神的面前
[00:15:00.000 --> 00:15:02.000]  去走近神的面前
[00:15:02.000 --> 00:15:04.000]  去靠近神的面前
[00:15:04.000 --> 00:15:06.000]  這種走近神的面前
[00:15:06.000 --> 00:15:08.000]  歡喜走近神的面前
[00:15:08.000 --> 00:15:11.000]  不是一種退縮一種退避
[00:15:11.000 --> 00:15:13.000]  要離開
[00:15:13.000 --> 00:15:15.000]  我還提到不是
[00:15:15.000 --> 00:15:17.000]  二十三節
[00:15:17.000 --> 00:15:21.000]  也要堅守我們所承認的指望
[00:15:21.000 --> 00:15:23.000]  不知躍動
[00:15:23.000 --> 00:15:26.000]  因為那應許我們的是信實的
[00:15:26.000 --> 00:15:29.000]  又要彼此相顧激發愛心
[00:15:29.000 --> 00:15:32.000]  勉勵行善
[00:15:32.000 --> 00:15:34.000]  二十三節進一步講出
[00:15:34.000 --> 00:15:36.000]  我們怎樣去到神的面前
[00:15:36.000 --> 00:15:40.000]  告訴我們怎樣存著誠心和充足的信心
[00:15:40.000 --> 00:15:42.000]  去到神的面前
[00:15:42.000 --> 00:15:44.000]  具體的做法是什麼呢
[00:15:44.000 --> 00:15:46.000]  具體的含義是什麼呢
[00:15:46.000 --> 00:15:47.000]  第一
[00:15:47.000 --> 00:15:50.000]  來到神的面前的具體行動是什麼呢
[00:15:50.000 --> 00:15:55.000]  要堅守我們所承認的指望
[00:15:55.000 --> 00:15:57.000]  我們的盼望
[00:15:57.000 --> 00:16:00.000]  堅守我們所承認的指望
[00:16:00.000 --> 00:16:01.000]  意思是什麼
[00:16:01.000 --> 00:16:03.000]  你說你有指望有盼望嗎
[00:16:03.000 --> 00:16:05.000]  那你就見證出來
[00:16:05.000 --> 00:16:07.000]  你就說出來
[00:16:07.000 --> 00:16:10.000]  你有盼望你就說出來
[00:16:10.000 --> 00:16:11.000]  你說什麼
[00:16:11.000 --> 00:16:13.000]  你說我跟神的名字
[00:16:13.000 --> 00:16:16.000]  我跟耶穌的名字有關係的
[00:16:16.000 --> 00:16:19.000]  我跟那些跟耶穌基督的名字有關係的人
[00:16:19.000 --> 00:16:20.000]  是有關係的
[00:16:20.000 --> 00:16:23.000]  我不怕有什麼負面的結果
[00:16:23.000 --> 00:16:25.000]  我不怕連累
[00:16:25.000 --> 00:16:28.000]  我宣佈我是跟這位耶穌基督有關係的
[00:16:28.000 --> 00:16:30.000]  我宣佈我跟這班
[00:16:30.000 --> 00:16:32.000]  跟耶穌基督的人有關係的人
[00:16:32.000 --> 00:16:33.000]  是有關係的
[00:16:33.000 --> 00:16:35.000]  我是不怕結果
[00:16:35.000 --> 00:16:38.000]  因為這位的應許
[00:16:38.000 --> 00:16:41.000]  一切給我們一切的這位神
[00:16:41.000 --> 00:16:42.000]  我們是相信
[00:16:42.000 --> 00:16:43.000]  他是可靠
[00:16:43.000 --> 00:16:46.000]  他是我們的贊助人
[00:16:46.000 --> 00:16:49.000]  相反你是很私塾
[00:16:49.000 --> 00:16:51.000]  收藏你的盼望
[00:16:51.000 --> 00:16:53.000]  沒有盼望
[00:16:53.000 --> 00:16:54.000]  什麼你說沒有盼望
[00:16:54.000 --> 00:16:55.000]  是真的沒有盼望
[00:16:55.000 --> 00:16:56.000]  你很絕望嗎
[00:16:56.000 --> 00:16:59.000]  真是很絕望
[00:16:59.000 --> 00:17:06.000]  這個標誌著我們對神的應許不信任
[00:17:06.000 --> 00:17:09.000]  這個就是曠野當中的以色列人的一種表現
[00:17:09.000 --> 00:17:12.000]  他們是不相信神的應許
[00:17:12.000 --> 00:17:15.000]  他們在盼望當中是動搖
[00:17:15.000 --> 00:17:20.000]  所以他們得不到神的應許和恩賜
[00:17:20.000 --> 00:17:21.000]  第二
[00:17:21.000 --> 00:17:24.000]  來到神面前的具體的行動含義是什麼
[00:17:24.000 --> 00:17:26.000]  你除了說我有盼望
[00:17:26.000 --> 00:17:29.000]  說出我們的東南
[00:17:29.000 --> 00:17:32.000]  幫助我們的人是誰
[00:17:32.000 --> 00:17:34.000]  你還是什麼
[00:17:34.000 --> 00:17:36.000]  你的表達是什麼
[00:17:36.000 --> 00:17:38.000]  你來到神的面前
[00:17:38.000 --> 00:17:39.000]  你表達什麼
[00:17:39.000 --> 00:17:46.000]  就是彼此相顧激發愛心勉勵行善
[00:17:46.000 --> 00:17:49.000]  我們走在一起的時候
[00:17:49.000 --> 00:17:52.000]  我們是信任對方
[00:17:52.000 --> 00:17:55.000]  看到對方的貢獻
[00:17:55.000 --> 00:17:57.000]  當我們彼此的欣賞
[00:17:57.000 --> 00:17:59.000]  彼此的信任的時候
[00:17:59.000 --> 00:18:01.000]  結果是什麼
[00:18:01.000 --> 00:18:08.000]  結果是愛和善行的大爆發
[00:18:08.000 --> 00:18:10.000]  我們彼此的相顧
[00:18:10.000 --> 00:18:12.000]  不是單單看到你有什麼需要
[00:18:12.000 --> 00:18:13.000]  我作出回應
[00:18:13.000 --> 00:18:15.000]  並且我看到你的高尚
[00:18:15.000 --> 00:18:16.000]  你的美善
[00:18:16.000 --> 00:18:17.000]  你的特別
[00:18:17.000 --> 00:18:18.000]  因此我欣賞
[00:18:18.000 --> 00:18:19.000]  我喜歡
[00:18:19.000 --> 00:18:21.000]  我學校
[00:18:21.000 --> 00:18:22.000]  另一方面
[00:18:22.000 --> 00:18:24.000]  你看到我又留心
