
[00:00:00.000 --> 00:00:01.000]  頂子妹早晨
[00:00:01.000 --> 00:00:05.000]  讓我們為著聽道和講道的福祉一同禱告
[00:00:05.000 --> 00:00:06.000]  主我們感謝祢
[00:00:06.000 --> 00:00:08.000]  因為祢是滿有權柄的上帝
[00:00:08.000 --> 00:00:11.000]  今天我們都降服在祢的面前
[00:00:11.000 --> 00:00:13.000]  願祢藉著聖靈與我們說話
[00:00:13.000 --> 00:00:15.000]  讓我們能夠謙卑
[00:00:15.000 --> 00:00:17.000]  讓我們能夠看見
[00:00:17.000 --> 00:00:19.000]  我們如何可以跟從祢
[00:00:19.000 --> 00:00:21.000]  討祢的喜悅
[00:00:21.000 --> 00:00:23.000]  奉著祢所寄的聖名祈禱
[00:00:23.000 --> 00:00:24.000]  阿們
[00:00:24.000 --> 00:00:26.000]  身為其他人的子女
[00:00:26.000 --> 00:00:29.000]  相信你都曾經被責罰過
[00:00:29.000 --> 00:00:32.000]  不過隨著年代的不同
[00:00:32.000 --> 00:00:34.000]  責罰的方式都有點不同
[00:00:34.000 --> 00:00:36.000]  所以留心一下
[00:00:36.000 --> 00:00:39.000]  我稍後會講不同父母的責罰方法
[00:00:39.000 --> 00:00:42.000]  如果你在那裡有反應的時候
[00:00:42.000 --> 00:00:44.000]  可能就會暴露了你的年紀
[00:00:44.000 --> 00:00:46.000]  所以先留意一下
[00:00:46.000 --> 00:00:49.000]  第一個責罰的年代是體罰
[00:00:49.000 --> 00:00:51.000]  就是打手板
[00:00:51.000 --> 00:00:52.000]  騰條燜豬肉
[00:00:52.000 --> 00:00:54.000]  不知道你有沒有經歷過
[00:00:54.000 --> 00:00:56.000]  在這種體罰裡面
[00:00:56.000 --> 00:00:59.000]  專家就說這樣是不好的
[00:00:59.000 --> 00:01:01.000]  因為這樣會導致孩子會有焦慮
[00:01:01.000 --> 00:01:02.000]  會有自卑
[00:01:02.000 --> 00:01:04.000]  甚至會有一些行為的問題
[00:01:04.000 --> 00:01:06.000]  所以不可以體罰
[00:01:06.000 --> 00:01:08.000]  就用一些非暴力的管教
[00:01:08.000 --> 00:01:10.000]  之後就說不如就用
[00:01:10.000 --> 00:01:12.000]  罰企Time Out
[00:01:12.000 --> 00:01:14.000]  或者是Northern Corner
[00:01:14.000 --> 00:01:16.000]  這些方法
[00:01:16.000 --> 00:01:19.000]  但專家又說這樣不是太好
[00:01:19.000 --> 00:01:21.000]  因為這樣都會讓孩子感到
[00:01:21.000 --> 00:01:24.000]  被羞辱或者是孤立
[00:01:24.000 --> 00:01:27.000]  到現在就開始不可以Time Out
[00:01:27.000 --> 00:01:29.000]  就要Time In
[00:01:29.000 --> 00:01:32.000]  就是不只是你罰他站在那個位置
[00:01:32.000 --> 00:01:34.000]  而是你陪他一起站在那個位置
[00:01:34.000 --> 00:01:36.000]  父母要陪著孩子
[00:01:36.000 --> 00:01:38.000]  然後溫柔地跟他說
[00:01:38.000 --> 00:01:40.000]  我看到你很生氣
[00:01:40.000 --> 00:01:43.000]  不如我們一起坐下來冷靜一下
[00:01:43.000 --> 00:01:45.000]  然後再談吧
[00:01:45.000 --> 00:01:48.000]  懲罰有很多不同的種類
[00:01:48.000 --> 00:01:51.000]  由懲罰那個人身體上的
[00:01:51.000 --> 00:01:54.000]  到要去罰企
[00:01:54.000 --> 00:01:57.000]  到父母一起跟他受罰
[00:01:57.000 --> 00:02:00.000]  無論你是一個怎樣的年代
[00:02:00.000 --> 00:02:01.000]  我們都明白
[00:02:01.000 --> 00:02:03.000]  懲罰的原意
[00:02:03.000 --> 00:02:06.000]  懲罰源於要我們知錯
[00:02:06.000 --> 00:02:09.000]  甚至要我們知道事情的嚴重性
[00:02:09.000 --> 00:02:12.000]  但往往懲罰和愛
[00:02:12.000 --> 00:02:15.000]  好像永遠都放不在一起
[00:02:15.000 --> 00:02:17.000]  總是覺得愛就不應該有懲罰
[00:02:17.000 --> 00:02:19.000]  有懲罰就不應該有愛
[00:02:19.000 --> 00:02:21.000]  甚至有時這個想法
[00:02:21.000 --> 00:02:24.000]  會延伸到上帝和我們的關係
[00:02:24.000 --> 00:02:26.000]  上帝有愛的時候
[00:02:26.000 --> 00:02:28.000]  就應該不會責罰我們
[00:02:28.000 --> 00:02:30.000]  上帝應該會不斷包容
[00:02:30.000 --> 00:02:32.000]  和接納我們的問題
[00:02:32.000 --> 00:02:35.000]  畢竟我們都是罪人
[00:02:35.000 --> 00:02:37.000]  但我們要問的問題就是
[00:02:37.000 --> 00:02:39.000]  到底上帝是不是一個
[00:02:39.000 --> 00:02:43.000]  真的只有包容和接納的上帝呢
[00:02:43.000 --> 00:02:46.000]  來到亞摩斯書最後這個部分
[00:02:46.000 --> 00:02:49.000]  亞摩斯先知再次代由奧華
[00:02:49.000 --> 00:02:52.000]  去宣判說以色列的罪
[00:02:52.000 --> 00:02:54.000]  之前我們看到亞摩斯
[00:02:54.000 --> 00:02:56.000]  用盡一切的方法
[00:02:56.000 --> 00:03:00.000]  但似乎以色列仍然無動於衷
[00:03:00.000 --> 00:03:03.000]  就連阿瑪謝這個祭司
[00:03:03.000 --> 00:03:06.000]  雖然他知道亞摩斯是一個真先知
[00:03:06.000 --> 00:03:09.000]  但因為他希望以色列
[00:03:09.000 --> 00:03:11.000]  可以過著平靜的生活
[00:03:11.000 --> 00:03:14.000]  所以就勸亞摩斯離開
[00:03:14.000 --> 00:03:17.000]  似乎上帝對以色列的罪
[00:03:17.000 --> 00:03:19.000]  已經忍無可忍了
[00:03:19.000 --> 00:03:22.000]  所以這次上帝再藉著亞摩斯
[00:03:22.000 --> 00:03:24.000]  去對以色列宣判
[00:03:24.000 --> 00:03:26.000]  我們看過之前的判詞
[00:03:26.000 --> 00:03:30.000]  我們都知道判詞應該有兩個部分
[00:03:30.000 --> 00:03:32.000]  第一個就是講以色列的罪
[00:03:32.000 --> 00:03:35.000]  第二個就是講以色列的後果
[00:03:35.000 --> 00:03:38.000]  所以今天我們來到最後這個部分的時候
[00:03:38.000 --> 00:03:40.000]  我們又一起看看
[00:03:40.000 --> 00:03:43.000]  上帝怎樣去評價以色列的問題
[00:03:43.000 --> 00:03:46.000]  以及他們要承擔的是什麼後果
[00:03:46.000 --> 00:03:50.000]  以色列的罪記載在八章四到六節
[00:03:50.000 --> 00:03:53.000]  裡面說有關以色列的罪
[00:03:53.000 --> 00:03:55.000]  上帝形容以色列
[00:03:55.000 --> 00:03:59.000]  他說你們這些踐踏貧窮人
[00:03:59.000 --> 00:04:03.000]  使這地的一些困苦人衰敗
[00:04:03.000 --> 00:04:07.000]  到底以色列當時怎樣踐踏貧窮人呢
[00:04:07.000 --> 00:04:11.000]  又甚至怎樣讓到困苦人衰敗呢
[00:04:11.000 --> 00:04:14.000]  衰敗這個詞很嚴重
[00:04:14.000 --> 00:04:16.000]  因為衰敗這個詞
[00:04:16.000 --> 00:04:20.000]  是指令到一個人軟弱到死亡
[00:04:20.000 --> 00:04:22.000]  難道當時以色列人
[00:04:22.000 --> 00:04:27.000]  好像鄰國的敵軍一樣殘忍對待自己的同胞
[00:04:27.000 --> 00:04:29.000]  甚至殺害他們
[00:04:29.000 --> 00:04:32.000]  接下來上帝用四個行為
[00:04:32.000 --> 00:04:35.000]  就是說以色列有四個動作
[00:04:35.000 --> 00:04:38.000]  怎樣踐踏這些貧窮人
[00:04:38.000 --> 00:04:41.000]  第一個就是說初一什麼時候過去
[00:04:41.000 --> 00:04:43.000]  我們很賣糧
[00:04:43.000 --> 00:04:45.000]  安息日什麼時候過去
[00:04:45.000 --> 00:04:47.000]  我們很擺開穀物
[00:04:47.000 --> 00:04:50.000]  以色列人會在初一月朔這個日子
[00:04:50.000 --> 00:04:54.000]  他們會忙於每個月去獻情
[00:04:54.000 --> 00:04:57.000]  每個月的繁濟和掃濟給耶和華
[00:04:57.000 --> 00:05:01.000]  另外安息日律法更加清晰地說明了
[00:05:01.000 --> 00:05:05.000]  要禁止安息日裡面進行買賣
[00:05:05.000 --> 00:05:08.000]  的確他們不會在這些節期
[00:05:08.000 --> 00:05:10.000]  在這些日子裡面買賣
[00:05:10.000 --> 00:05:12.000]  不過節期一過的時候
[00:05:12.000 --> 00:05:14.000]  他們就立刻開舖
[00:05:14.000 --> 00:05:16.000]  然後繼續做生意
[00:05:16.000 --> 00:05:18.000]  其實他們這樣做
[00:05:18.000 --> 00:05:21.000]  似乎都證明了當時以色列的經濟
[00:05:21.000 --> 00:05:23.000]  究竟有多繁榮
[00:05:23.000 --> 00:05:25.000]  試想像一下如果你是一個老闆
[00:05:25.000 --> 00:05:26.000]  經濟不好
[00:05:26.000 --> 00:05:29.000]  大家都不願意消費的時候
[00:05:29.000 --> 00:05:31.000]  你今天回來崇拜
[00:05:31.000 --> 00:05:34.000]  然後下午你還會不會打算開舖呢
[00:05:34.000 --> 00:05:35.000]  可能你也會心想
[00:05:35.000 --> 00:05:37.000]  我不要開舖了
[00:05:37.000 --> 00:05:40.000]  省點燈油火蠟更好
[00:05:40.000 --> 00:05:42.000]  也沒有生意的
[00:05:42.000 --> 00:05:46.000]  所以當時應該經濟是非常好
[00:05:46.000 --> 00:05:47.000]  問題來了
[00:05:47.000 --> 00:05:48.000]  經濟這麼好
[00:05:48.000 --> 00:05:50.000]  大家想早些開舖
[00:05:50.000 --> 00:05:52.000]  賺多些錢
[00:05:52.000 --> 00:05:54.000]  有什麼問題呢
[00:05:54.000 --> 00:05:55.000]  的確
[00:05:55.000 --> 00:05:58.000]  以色列人似乎在這句話裡面
[00:05:58.000 --> 00:06:02.000]  我們看不到他有任何違法的行為
