
[00:00:00.000 --> 00:00:01.600]  我們今天要講到真自由
[00:00:01.600 --> 00:00:05.880]  對我們來講 在北美的人來講
[00:00:05.880 --> 00:00:07.720]  我們不太能夠體會自由
[00:00:07.720 --> 00:00:11.800]  可是如果你看看在伊朗現在的人
[00:00:11.800 --> 00:00:18.560]  我們都知道最近伊朗因爲示威的關係
[00:00:18.560 --> 00:00:21.040]  死了很多的人
[00:00:21.040 --> 00:00:22.320]  到底多少人
[00:00:22.320 --> 00:00:24.800]  現在其實也沒有辦法真實地統計 對不對
[00:00:24.800 --> 00:00:26.960]  但是這一場的革命
[00:00:26.960 --> 00:00:29.840]  這一場的示威從哪裏開始呢
[00:00:30.240 --> 00:00:32.600]  是從有一個女孩
[00:00:32.600 --> 00:00:33.760]  叫做Masa
[00:00:33.760 --> 00:00:37.920]  這一個女孩
[00:00:37.920 --> 00:00:44.120]  她就是爲了要能夠爭取不要戴頭巾
[00:00:44.120 --> 00:00:47.480]  最後結果被殺了
[00:00:47.480 --> 00:00:52.400]  這一件事情引起了整個伊朗
[00:00:52.400 --> 00:00:55.200]  不單單是女性 甚至男性
[00:00:55.200 --> 00:00:57.400]  很多人都起來抗議
[00:00:58.320 --> 00:01:00.560]  因爲在1979年之後
[00:01:00.560 --> 00:01:04.080]  伊朗的革命他們就規定之後
[00:01:04.080 --> 00:01:05.600]  伊斯蘭教的極端主義
[00:01:05.600 --> 00:01:11.440]  他們就要求所有的女性不可以不戴頭巾
[00:01:11.440 --> 00:01:15.920]  所以你知道
[00:01:15.920 --> 00:01:19.440]  剛纔你看到葉門也是如此
[00:01:19.440 --> 00:01:21.760]  你只看到那雙眼睛
[00:01:21.760 --> 00:01:23.800]  對於一個女人來講
[00:01:23.800 --> 00:01:26.480]  她再怎麼樣漂亮的頭髮
[00:01:27.600 --> 00:01:28.720]  她沒有辦法被看到
[00:01:28.720 --> 00:01:33.440]  所以這對女人來講這是一個很大的壓抑
[00:01:33.440 --> 00:01:35.000]  不僅僅如此
[00:01:35.000 --> 00:01:37.160]  很多的這些 我沒有時間細講
[00:01:37.160 --> 00:01:38.840]  我要講的意思就是說
[00:01:38.840 --> 00:01:41.440]  伊朗的人在那邊說我要自由
[00:01:41.440 --> 00:01:44.960]  對他們來講自由是這麼樣子的寶貴
[00:01:44.960 --> 00:01:48.200]  所以他們那時候喊出一個口號
[00:01:48.200 --> 00:01:49.680]  女性生命自由
[00:01:49.680 --> 00:01:53.240]  你看那英文就是寫着
[00:01:53.240 --> 00:01:58.720]  Women, Life, Freedom
[00:01:58.720 --> 00:02:01.200]  今天在我們的美國裏面
[00:02:01.200 --> 00:02:03.400]  在今天這個世代裏面
[00:02:03.400 --> 00:02:06.720]  很多的人在講自由的時候
[00:02:06.720 --> 00:02:08.520]  他認爲什麼是自由啊
[00:02:08.520 --> 00:02:10.280]  什麼叫自由啊
[00:02:10.280 --> 00:02:11.800]  自由就是
[00:02:11.800 --> 00:02:20.720]  以前在1990年代
[00:02:21.520 --> 00:02:26.320]  臺灣有一個歌星叫做陳明依
[00:02:26.320 --> 00:02:26.800]  聽過嗎
[00:02:26.800 --> 00:02:28.480]  沒聽過
[00:02:28.480 --> 00:02:33.800]  但是她在一個廣告裏面
[00:02:33.800 --> 00:02:39.280]  替一個檸檬蜂蜜的一個飲料做廣告
[00:02:39.280 --> 00:02:42.480]  她在廣告裏面就喊出了一句話
[00:02:42.480 --> 00:02:45.520]  只要我喜歡有什麼不可以
[00:02:45.520 --> 00:02:46.000]  聽過嗎
[00:02:46.000 --> 00:02:47.920]  聽過沒有
[00:02:47.920 --> 00:02:50.480]  你可能沒聽過這個陳明依
[00:02:50.480 --> 00:02:51.680]  但是你聽過這句話沒有
[00:02:51.680 --> 00:02:53.440]  臺灣來的聽過沒有
[00:02:53.440 --> 00:02:55.840]  李明依
[00:02:55.840 --> 00:02:58.320]  李明依你們就認識了吧
[00:02:58.320 --> 00:03:01.000]  我給她改了姓
[00:03:01.000 --> 00:03:05.960]  只要我喜歡有什麼不可以
[00:03:05.960 --> 00:03:08.840]  這其實當時很流行
[00:03:08.840 --> 00:03:12.680]  也代表着現代的這一代的年輕人
[00:03:12.680 --> 00:03:14.000]  他們有一種
[00:03:14.000 --> 00:03:16.680]  他們覺得說只要我喜歡就可以了
[00:03:16.680 --> 00:03:19.000]  這一方面強調他的個人主義
[00:03:19.000 --> 00:03:21.040]  另外一方面也代表着
[00:03:21.040 --> 00:03:24.600]  現在很多的人對自由的一個看法
[00:03:24.600 --> 00:03:27.400]  就是隻要我喜歡有什麼不可以
[00:03:27.400 --> 00:03:29.400]  我想幹什麼就幹什麼
[00:03:29.400 --> 00:03:38.840]  中國大陸在2015年的時候
[00:03:38.840 --> 00:03:43.960]  有一個荷蘭實驗中學的一個心理學的老師
[00:03:43.960 --> 00:03:47.200]  他突然有一天提出辭呈
[00:03:48.160 --> 00:03:49.640]  辭呈上面只有十個字
[00:03:49.640 --> 00:03:54.560]  就是"世界那麼大,我想去看看"
[00:03:54.560 --> 00:04:00.080]  這句話一下子也哄騙中國
[00:04:00.080 --> 00:04:02.440]  那他的意思是什麼呢
[00:04:02.440 --> 00:04:06.080]  他覺得在這一種名校
[00:04:06.080 --> 00:04:08.240]  在這種比較好的學校做老師
[00:04:08.240 --> 00:04:10.920]  在這種壓力的競爭的情況之下
[00:04:10.920 --> 00:04:14.520]  他覺得他想要有一個自由的生活
[00:04:14.520 --> 00:04:15.040]  你懂意思嗎
[00:04:15.040 --> 00:04:17.680]  世界這麼大,我想去看看
[00:04:18.280 --> 00:04:20.200]  他不想要再被綁在這個地方
[00:04:20.200 --> 00:04:22.440]  他不想在這個壓力的環境之下
[00:04:22.440 --> 00:04:24.400]  天天爲了五斗米而折腰了
[00:04:24.400 --> 00:04:29.560]  那麼到底什麼是自由
[00:04:29.560 --> 00:04:36.880]  中國大陸後來又流行一句話
[00:04:36.880 --> 00:04:39.360]  最近的,不曉得你有沒有聽過
[00:04:39.360 --> 00:04:43.280]  他說"世上無難事"
[00:04:46.520 --> 00:04:48.680]  怎麼樣,只要肯放棄
[00:04:48.680 --> 00:04:54.280]  其實這句話也說明了中國的內卷
[00:04:54.280 --> 00:05:00.240]  在這種內卷之下就產生了躺平
[00:05:00.240 --> 00:05:05.320]  就產生了一種覺得說
[00:05:05.320 --> 00:05:08.880]  不需要這麼辛苦了
[00:05:08.880 --> 00:05:10.840]  不要這麼努力了
[00:05:10.840 --> 00:05:15.040]  降低一點物慾吧,這好一點的
[00:05:15.040 --> 00:05:18.040]  降低一點的慾望,過一點簡單生活
[00:05:18.040 --> 00:05:21.560]  有腦子可靠,就靠腦子
[00:05:21.560 --> 00:05:24.720]  沒老爸可靠怎麼辦呢
[00:05:24.720 --> 00:05:28.160]  生活簡單一點,不需要那麼樣子的
[00:05:28.160 --> 00:05:31.040]  不一定要高興,生活就好好的過就好了
[00:05:31.040 --> 00:05:36.120]  "世上無難事,只要肯放棄"
[00:05:36.120 --> 00:05:44.080]  什麼是真正的自由
[00:05:46.040 --> 00:05:52.040]  在美國在開國的時候
[00:05:52.040 --> 00:05:56.040]  你知道美國跟英國這個獨立戰爭
[00:05:56.040 --> 00:05:58.040]  有一句話非常的重要
[00:05:58.040 --> 00:06:04.040]  這句話叫做"不自由,勿凌死"
[00:06:04.040 --> 00:06:11.040]  這句話是Patrick Henry在1775年
[00:06:11.040 --> 00:06:13.040]  3月23號舉行的
[00:06:13.040 --> 00:06:15.040]  Virginia的公約會議裏面
[00:06:15.040 --> 00:06:20.040]  他在St. John教堂裏面發表的演講
[00:06:20.040 --> 00:06:22.040]  在其中最後的一句話
[00:06:22.040 --> 00:06:24.040]  他就講出這句話
[00:06:24.040 --> 00:06:25.040]  他說什麼
[00:06:25.040 --> 00:06:30.040]  他說"Give me liberty or give me death"
[00:06:30.040 --> 00:06:32.040]  他當時針對的就是
[00:06:32.040 --> 00:06:34.040]  面對到英國的
[00:06:34.040 --> 00:06:36.040]  因爲他們是殖民地
[00:06:36.040 --> 00:06:37.040]  美洲是殖民地
[00:06:37.040 --> 00:06:39.040]  所以他們想要獨立
[00:06:39.040 --> 00:06:42.040]  他們不想再要交稅給英國
[00:06:42.040 --> 00:06:45.040]  不想要再受到英國的壓制
[00:06:45.040 --> 00:06:48.040]  所以他發出這句話
[00:06:48.040 --> 00:06:50.040]  這句話就激勵了
[00:06:50.040 --> 00:06:53.040]  當時候美國的這些移民
[00:06:53.040 --> 00:06:58.040]  他們起來發動獨立的戰爭
[00:06:58.040 --> 00:07:00.040]  我們看見不管是政治上面
[00:07:00.040 --> 00:07:02.040]  軍紀上面或者這個世界上面
[00:07:02.040 --> 00:07:05.040]  我們看見人們都渴望有自由
[00:07:05.040 --> 00:07:06.040]  對不對
[00:07:06.040 --> 00:07:13.040]  但是這些自由到底什麼是自由
[00:07:13.040 --> 00:07:15.040]  今天在美國
[00:07:15.040 --> 00:07:17.040]  我們自由到一個地步
[00:07:17.040 --> 00:07:19.040]  我想幹什麼就幹什麼
[00:07:19.040 --> 00:07:22.040]  我今天想變男的我就變男的
[00:07:22.040 --> 00:07:25.040]  我今天想變女的我就變女的
[00:07:25.040 --> 00:07:27.040]  我今天或男或女都可以
[00:07:27.040 --> 00:07:30.040]  我心情好的時候我就扮個男裝出去
[00:07:30.040 --> 00:07:32.040]  我心情不好的時候扮個女裝出去
[00:07:32.040 --> 00:07:35.040]  可不可以啊
[00:07:35.040 --> 00:07:37.040]  我穿褲子的時候我是男生
[00:07:37.040 --> 00:07:40.040]  但是我穿個裙子可不可以
[00:07:40.040 --> 00:07:41.040]  可以
[00:07:41.040 --> 00:07:46.040]  見怪不怪了
[00:07:46.040 --> 00:07:49.040]  第一次看到兩個男生在那邊親嘴的時候
[00:07:49.040 --> 00:07:54.040]  我都不敢看
[00:07:54.040 --> 00:07:58.040]  人家在那邊大大方方的親
[00:07:58.040 --> 00:08:02.040]  這就是美國
[00:08:02.040 --> 00:08:05.040]  以前我們一聽到大麻毒品
[00:08:05.040 --> 00:08:07.040]  我們說這個人完了這一輩子
[00:08:07.040 --> 00:08:12.040]  現在你家樓下就有人在抽大麻
[00:08:12.040 --> 00:08:17.040]  現在你可能走過一個地方就聞到大麻味道
[00:08:17.040 --> 00:08:21.040]  大麻合法化現在已經變成是趨向
[00:08:21.040 --> 00:08:25.040]  LGBTQ合法了
[00:08:25.040 --> 00:08:30.040]  這個世界已經搞不清楚到底是什麼叫自由了
[00:08:30.040 --> 00:08:33.040]  今天主動化怎麼說
[00:08:33.040 --> 00:08:36.040]  今天就單單這一節
[00:08:36.040 --> 00:08:38.040]  這一節非常重要的一節聖經
[00:08:38.040 --> 00:08:40.040]  加在太書裏面
[00:08:40.040 --> 00:08:42.040]  保羅在這裏第五章第一節說
[00:08:42.040 --> 00:08:44.040]  基督釋放了我們
[00:08:44.040 --> 00:08:49.040]  叫我們得以自由
[00:08:49.040 --> 00:08:51.040]  基督釋放了我們叫我們得以自由
[00:08:51.040 --> 00:08:54.040]  什麼叫做自由
[00:08:54.040 --> 00:08:58.040]  保羅在講這件事情講的這個自由
[00:08:58.040 --> 00:09:00.040]  他講到的是
[00:09:00.040 --> 00:09:06.040]  當耶穌基督爲我們的罪定在十字架上面
[00:09:06.040 --> 00:09:11.040]  他把一切的律法的咒詛都除去了
[00:09:11.040 --> 00:09:17.040]  他把一切在我們身上的罪惡都赦免了
[00:09:17.040 --> 00:09:20.040]  我們今天應着耶穌基督
[00:09:20.040 --> 00:09:22.040]  我們信了耶穌之後
[00:09:22.040 --> 00:09:24.040]  我們就得救了
[00:09:24.040 --> 00:09:26.040]  我們就得釋放了
[00:09:26.040 --> 00:09:29.040]  我們就從罪惡的捆綁裏面釋放出來
[00:09:29.040 --> 00:09:32.040]  我們不再做罪的盧浦了
[00:09:32.040 --> 00:09:37.040]  這就是保羅講的基督釋放我們的真自由的意思
[00:09:37.040 --> 00:09:39.040]  親愛的同志們
[00:09:39.040 --> 00:09:42.040]  一個人可以有所謂的政治上面
[00:09:42.040 --> 00:09:45.040]  經濟上面講話你隨便講
[00:09:45.040 --> 00:09:48.040]  你要罵總統你要罵什麼人都可以
[00:09:48.040 --> 00:09:49.040]  在美國是這樣子是不是
[00:09:49.040 --> 00:09:55.040]  自由嗎
[00:09:55.040 --> 00:09:58.040]  有自由嗎
[00:09:58.040 --> 00:10:01.040]  但是可能你嘴巴很自由
[00:10:01.040 --> 00:10:04.040]  但是你的心非常不自由
[00:10:04.040 --> 00:10:06.040]  你被憂鬱所捆綁
[00:10:06.040 --> 00:10:08.040]  你被苦毒所捆綁
[00:10:08.040 --> 00:10:11.040]  你被這許許多多的這些東西捆綁在你的心裏面
[00:10:11.040 --> 00:10:13.040]  是不是
[00:10:13.040 --> 00:10:16.040]  所以在這裏
[00:10:16.040 --> 00:10:18.040]  他說基督釋放了我們
[00:10:18.040 --> 00:10:21.040]  教我們得以自由
[00:10:21.040 --> 00:10:22.040]  然後接着他說
[00:10:22.040 --> 00:10:24.040]  所以要站立得穩
[00:10:24.040 --> 00:10:32.040]  不要再被盧浦的惡挾制了
[00:10:32.040 --> 00:10:36.040]  所以什麼是真正的自由呢
[00:10:36.040 --> 00:10:37.040]  真正的自由
[00:10:37.040 --> 00:10:38.040]  第一個
[00:10:38.040 --> 00:10:41.040]  不再被律法挾制
[00:10:41.040 --> 00:10:47.040]  跟你旁邊說你不要再被律法挾制
[00:10:47.040 --> 00:10:49.040]  保羅在這裏講律法的時候
[00:10:49.040 --> 00:10:52.040]  記得我們整個加勒臺書在講這件事情
[00:10:52.040 --> 00:10:54.040]  我們需要了解這個當時候的背景
[00:10:54.040 --> 00:10:57.040]  因爲當時候在十讀經在十五章記載着
[00:10:57.040 --> 00:10:59.040]  當時候
[00:10:59.040 --> 00:11:03.040]  猶太的這些基督徒從母會耶路撒冷教會
[00:11:03.040 --> 00:11:05.040]  他們說我們是母會來的
[00:11:05.040 --> 00:11:07.040]  母會來的
[00:11:07.040 --> 00:11:08.040]  這很大
[00:11:08.040 --> 00:11:11.040]  他來到了加勒臺教會
[00:11:11.040 --> 00:11:13.040]  加勒臺教會是一個外邦教會
[00:11:13.040 --> 00:11:15.040]  他說你們這些外邦人
[00:11:15.040 --> 00:11:16.040]  你們這些非猶太人
[00:11:16.040 --> 00:11:19.040]  你們信耶穌不夠
[00:11:19.040 --> 00:11:22.040]  你們還必須遵守摩西的律法
[00:11:22.040 --> 00:11:28.040]  你們必須要受割離
[00:11:28.040 --> 00:11:30.040]  保羅聽了之後
[00:11:30.040 --> 00:11:33.040]  他嚴厲地寫了這一封信
[00:11:33.040 --> 00:11:36.040]  加勒臺書你從頭讀到尾你可以看見
[00:11:36.040 --> 00:11:38.040]  這是保羅所寫的書上最嚴厲的一種
[00:11:38.040 --> 00:11:40.040]  他責備這些人
[00:11:40.040 --> 00:11:43.040]  他說你們今天所傳的是別的福音
