
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹,聖誕無恩
[00:00:02.000 --> 00:00:06.000]  大家都會留意到
[00:00:06.000 --> 00:00:08.000]  週六上午唐崇拜
[00:00:08.000 --> 00:00:10.000]  是這麼多唐崇拜當中
[00:00:10.000 --> 00:00:12.000]  最早可以慶祝聖誕的
[00:00:12.000 --> 00:00:14.000]  亦都是弟兄姊妹
[00:00:14.000 --> 00:00:16.000]  我們可以在這個時刻
[00:00:16.000 --> 00:00:18.000]  帶著一份很感謝的心
[00:00:18.000 --> 00:00:20.000]  臣賜給我們主耶穌
[00:00:20.000 --> 00:00:22.000]  我們要上上去感謝
[00:00:22.000 --> 00:00:24.000]  上上去讚美
[00:00:24.000 --> 00:00:26.000]  你都和你旁邊的弟兄姊妹說
[00:00:28.000 --> 00:00:30.000]  我本來想請大家
[00:00:30.000 --> 00:00:32.000]  想想自己想要說的
[00:00:32.000 --> 00:00:34.000]  不過不好了,大家可能不知道怎麼辦
[00:00:34.000 --> 00:00:36.000]  你就很真誠地跟他們說
[00:00:36.000 --> 00:00:38.000]  聖誕無恩
[00:00:38.000 --> 00:00:48.000]  我們很願意
[00:00:48.000 --> 00:00:50.000]  弟兄姊妹都無恩
[00:00:50.000 --> 00:00:52.000]  因為的確是神很樂意
[00:00:52.000 --> 00:00:54.000]  將恩典賜給他的兒女
[00:00:54.000 --> 00:00:56.000]  我們都是這樣帶著一份信心
[00:00:56.000 --> 00:00:58.000]  在這幾天雖然是假期
[00:00:58.000 --> 00:01:00.000]  活動的時間
[00:01:00.000 --> 00:01:02.000]  但我們渴望神在這段時間
[00:01:02.000 --> 00:01:04.000]  讓我們更加體會到神的恩
[00:01:04.000 --> 00:01:06.000]  也領受祂給我們的祝福
[00:01:06.000 --> 00:01:08.000]  我們一起思想聖誕節的信息
[00:01:08.000 --> 00:01:10.000]  大家在一起我們再同心祈禱
[00:01:10.000 --> 00:01:18.000]  主我們知道
[00:01:18.000 --> 00:01:20.000]  我們真是不配
[00:01:20.000 --> 00:01:22.000]  我們是塵土所造
[00:01:22.000 --> 00:01:24.000]  但祢卻看我們
[00:01:24.000 --> 00:01:26.000]  為寶貴
[00:01:26.000 --> 00:01:28.000]  主我們想到
[00:01:28.000 --> 00:01:30.000]  祢為什麼來為我們
[00:01:30.000 --> 00:01:32.000]  降生在地上
[00:01:32.000 --> 00:01:34.000]  榮耀的上帝
[00:01:34.000 --> 00:01:36.000]  天地的創造主
[00:01:36.000 --> 00:01:38.000]  竟然樂意成為了人的樣式
[00:01:38.000 --> 00:01:40.000]  主說要將
[00:01:40.000 --> 00:01:42.000]  祢自己生命的恩惠賜給我們
[00:01:42.000 --> 00:01:46.000]  主我們今天在地上生活
[00:01:46.000 --> 00:01:48.000]  雖然有不同的體驗
[00:01:48.000 --> 00:01:50.000]  但主我們更加深刻體會的
[00:01:50.000 --> 00:01:52.000]  是祢與我們同在
[00:01:52.000 --> 00:01:54.000]  無論我們感覺到
[00:01:54.000 --> 00:01:56.000]  或不感覺到
[00:01:56.000 --> 00:01:58.000]  主我們知道祢真實的應許
[00:01:58.000 --> 00:02:00.000]  凡是信靠祢的
[00:02:00.000 --> 00:02:02.000]  主祢是以馬來尼的上帝
[00:02:02.000 --> 00:02:04.000]  祢與我們同在
[00:02:04.000 --> 00:02:06.000]  主整個天地
[00:02:06.000 --> 00:02:08.000]  都不足以祢居住
[00:02:08.000 --> 00:02:10.000]  但祢樂意居住在我們生命當中
[00:02:10.000 --> 00:02:14.000]  因此我們感謝祢
[00:02:14.000 --> 00:02:16.000]  我們讚美祢
[00:02:16.000 --> 00:02:18.000]  特別在聖誕主日的時候
[00:02:18.000 --> 00:02:20.000]  主我們同心在祢面前
[00:02:20.000 --> 00:02:22.000]  再次向祢獻上感謝
[00:02:22.000 --> 00:02:26.000]  也仰望恩主
[00:02:26.000 --> 00:02:28.000]  祢自己兼顧我們的信心
[00:02:28.000 --> 00:02:30.000]  讓我們知道祢的慈愛不改變
[00:02:30.000 --> 00:02:34.000]  讓我們知道祢的同在
[00:02:34.000 --> 00:02:36.000]  不因為環境會改變
[00:02:36.000 --> 00:02:38.000]  讓我們的心可以向上的快樂
[00:02:38.000 --> 00:02:42.000]  也知道向祢不斷尋求恩惠
[00:02:42.000 --> 00:02:44.000]  因為祢是那位恩上加恩
[00:02:44.000 --> 00:02:48.000]  願意不斷將豐富賜給的上帝
[00:02:50.000 --> 00:02:52.000]  我們再次讀祢的說話
[00:02:52.000 --> 00:02:54.000]  我們很渴望在讀說話的過程
[00:02:54.000 --> 00:02:58.000]  主祢的靈也給我們
[00:02:58.000 --> 00:03:00.000]  心靈裡面再深刻的體會
[00:03:00.000 --> 00:03:02.000]  祢的恩惠
[00:03:02.000 --> 00:03:04.000]  是何等的豐厚
[00:03:04.000 --> 00:03:06.000]  求主帶領我們
[00:03:06.000 --> 00:03:08.000]  奉耶穌的聖名祈禱
[00:03:08.000 --> 00:03:12.000]  我想先提
[00:03:12.000 --> 00:03:14.000]  我記得
[00:03:14.000 --> 00:03:16.000]  在過去一次的聚會裡面
[00:03:16.000 --> 00:03:18.000]  參加靈實的
[00:03:18.000 --> 00:03:20.000]  靈養院
[00:03:20.000 --> 00:03:22.000]  他們十週年的一個慶祝聚會
[00:03:22.000 --> 00:03:24.000]  在聚會裡面
[00:03:24.000 --> 00:03:26.000]  我們提起
[00:03:26.000 --> 00:03:28.000]  靈實醫院的創辦人斯慕道教士
[00:03:28.000 --> 00:03:30.000]  有一個經歷
[00:03:30.000 --> 00:03:32.000]  一位臨終的婆婆
[00:03:32.000 --> 00:03:34.000]  突然間告訴斯慕道教士
[00:03:34.000 --> 00:03:36.000]  知道
[00:03:36.000 --> 00:03:38.000]  主耶穌告訴我
[00:03:38.000 --> 00:03:40.000]  12月25日祂來接我
[00:03:40.000 --> 00:03:44.000]  當時大家都有點擔心
[00:03:44.000 --> 00:03:46.000]  是不是祂身體很不舒服
[00:03:46.000 --> 00:03:48.000]  所以就想著耶穌來接她
[00:03:48.000 --> 00:03:50.000]  25日當天
[00:03:50.000 --> 00:03:52.000]  他們很留心這位太太
[00:03:52.000 --> 00:03:54.000]  留意她的身體狀況
[00:03:54.000 --> 00:03:56.000]  發覺她都很穩定
[00:03:56.000 --> 00:03:58.000]  沒什麼事情
[00:03:58.000 --> 00:04:00.000]  應該不會這麼快離開
[00:04:00.000 --> 00:04:02.000]  但去到傍晚的時候
[00:04:02.000 --> 00:04:04.000]  這位婆婆就跟斯慕道
[00:04:04.000 --> 00:04:06.000]  當時是護士
[00:04:06.000 --> 00:04:08.000]  也是宣教士
[00:04:08.000 --> 00:04:10.000]  你不如過來唱歌給我聽
[00:04:10.000 --> 00:04:12.000]  然後請斯慕道教士
[00:04:12.000 --> 00:04:14.000]  抱著她
[00:04:16.000 --> 00:04:18.000]  教士很樂意這樣做
[00:04:18.000 --> 00:04:20.000]  然後就在她的
[00:04:20.000 --> 00:04:22.000]  唱歌過程裡面
[00:04:22.000 --> 00:04:24.000]  突然間這位婆婆就說
[00:04:24.000 --> 00:04:26.000]  我看到耶穌來接我
[00:04:26.000 --> 00:04:28.000]  然後想不到
[00:04:28.000 --> 00:04:30.000]  就在斯慕道教士的懷中
[00:04:30.000 --> 00:04:32.000]  她很安然的
[00:04:32.000 --> 00:04:34.000]  就離開世界
[00:04:34.000 --> 00:04:38.000]  我們說回這件事的時候
[00:04:38.000 --> 00:04:40.000]  想起很多弟兄姊妹
[00:04:40.000 --> 00:04:42.000]  其實他們都經歷到類似的情形
[00:04:42.000 --> 00:04:44.000]  而好像相對特別
[00:04:44.000 --> 00:04:46.000]  他們都被人知道
[00:04:46.000 --> 00:04:48.000]  這個世界的死亡
[00:04:48.000 --> 00:04:50.000]  不是真正的終極
[00:04:50.000 --> 00:04:52.000]  這位上帝
[00:04:52.000 --> 00:04:54.000]  樂意將永恆
[00:04:54.000 --> 00:04:56.000]  將生命真正的家鄉
