
[00:00:00.000 --> 00:00:03.600]  我上一次已經和大家開始了《已忽所書》
[00:00:03.600 --> 00:00:06.300]  講了《已忽所書》的介紹
[00:00:06.300 --> 00:00:08.400]  我說《已忽所書》告訴我們
[00:00:08.400 --> 00:00:13.000]  我們基督徒都是有天上各樣屬靈的福氣
[00:00:13.000 --> 00:00:15.600]  非常之是福氣
[00:00:15.600 --> 00:00:20.400]  但是很多基督徒都不知道原來我們是這麼有福氣
[00:00:20.400 --> 00:00:23.900]  我講了一個故事就是垃圾Mary
[00:00:23.900 --> 00:00:26.400]  她是億萬的富婆
[00:00:26.400 --> 00:00:29.800]  但是她不知道原來自己是這麼有福份
[00:00:29.800 --> 00:00:31.200]  這麼有錢
[00:00:31.200 --> 00:00:35.200]  她還是去垃圾堆來找垃圾
[00:00:35.200 --> 00:00:36.800]  來找東西吃
[00:00:36.800 --> 00:00:38.700]  這個真的很可惜
[00:00:38.700 --> 00:00:41.500]  其實很多基督徒都是一樣
[00:00:41.500 --> 00:00:45.600]  我們是有充充滿滿從神而來的福份
[00:00:45.600 --> 00:00:47.900]  但是我們都不知道
[00:00:47.900 --> 00:00:49.300]  有一個人
[00:00:49.300 --> 00:00:51.500]  他是住了在他自己的房子裡面
[00:00:51.500 --> 00:00:53.000]  住了很久
[00:00:53.000 --> 00:00:56.500]  他是很厭煩自己這間房子很厭倦
[00:00:56.500 --> 00:00:58.900]  所以他想賣掉這間房子
[00:00:58.900 --> 00:01:01.800]  然後買了一間新的房子
[00:01:01.800 --> 00:01:03.800]  是他自己喜歡的房子
[00:01:03.800 --> 00:01:07.900]  所以他請了一個經紀來幫他賣這間房子
[00:01:07.900 --> 00:01:10.000]  這個經紀說無所謂
[00:01:10.000 --> 00:01:12.600]  我可以幫你做一個廣告
[00:01:12.600 --> 00:01:15.300]  寫了描述了你的房子之後
[00:01:15.300 --> 00:01:19.300]  放上網上自然就有人來幫你買了
[00:01:19.300 --> 00:01:21.000]  這個屋主說好啊
[00:01:21.000 --> 00:01:25.200]  於是這個人過了幾天真的做了一個廣告
[00:01:25.200 --> 00:01:28.200]  他走來讀給這個屋主聽
[00:01:28.200 --> 00:01:29.600]  他讀完了之後
[00:01:29.600 --> 00:01:33.000]  這個屋主說你讀多一次給我聽
[00:01:33.000 --> 00:01:34.600]  他又讀多一次
[00:01:34.600 --> 00:01:37.600]  接著他說如果你沒有更改的話
[00:01:37.600 --> 00:01:41.800]  我就將這個廣告放上網上了
[00:01:41.800 --> 00:01:43.800]  這個屋主說不要
[00:01:43.800 --> 00:01:46.500]  他說我不賣了
[00:01:46.500 --> 00:01:48.600]  原來我的房子這麼好
[00:01:48.600 --> 00:01:50.200]  我也不知道我的房子這麼好
[00:01:50.200 --> 00:01:52.700]  你做了一個廣告告訴我我才知道
[00:01:52.700 --> 00:01:55.600]  這間房子就是我夢寐以求
[00:01:55.600 --> 00:01:58.100]  我想得到這間房子很久了
[00:01:58.100 --> 00:02:01.400]  我都不知道原來我自己就已經擁有
[00:02:01.400 --> 00:02:04.900]  我已經住了在這間屋子裡面
[00:02:04.900 --> 00:02:08.500]  這個人真是身在福中不知福
[00:02:08.500 --> 00:02:12.800]  我本來想叫這篇稿子做身在福中不知福
[00:02:12.800 --> 00:02:14.500]  但是我後來又想一下
[00:02:14.500 --> 00:02:16.200]  太廣泛了
[00:02:16.200 --> 00:02:18.200]  可以是任何的東西
[00:02:18.200 --> 00:02:20.000]  你可能有個好老公
[00:02:20.000 --> 00:02:22.700]  你不知道身在福中不知福
[00:02:22.700 --> 00:02:25.300]  你可能有個好老婆
[00:02:25.300 --> 00:02:31.700]  我見到有些丈夫去作一作太太
[00:02:31.700 --> 00:02:33.200]  你可能有個好太太
[00:02:33.200 --> 00:02:35.600]  你不知道身在福中不知福
[00:02:35.600 --> 00:02:38.800]  你可以作你的老公
[00:02:38.800 --> 00:02:41.500]  你可能有份很好的工作
[00:02:41.500 --> 00:02:43.100]  你不知道
[00:02:43.100 --> 00:02:46.900]  所以我覺得比較好的題目
[00:02:46.900 --> 00:02:51.000]  就是主內蒙福不知福氣
[00:02:51.000 --> 00:02:53.100]  主內蒙福不知福氣
[00:02:53.100 --> 00:02:54.300]  我們每一個基督徒
[00:02:54.300 --> 00:02:56.600]  我們都需要有一個經紀
[00:02:56.600 --> 00:02:59.900]  走來告訴我們我們究竟是多有福氣
[00:02:59.900 --> 00:03:01.900]  這位經紀是誰?
[00:03:01.900 --> 00:03:03.900]  是保羅自己
[00:03:03.900 --> 00:03:05.900]  保羅是透過已忽所書
[00:03:05.900 --> 00:03:11.900]  告訴我們我們是多有福氣
[00:03:11.900 --> 00:03:14.800]  我們見到今天的經文
[00:03:14.800 --> 00:03:19.400]  在這裡已忽所書的一章三至十四節
[00:03:19.400 --> 00:03:23.700]  這一節的經文是聖經裡面最長的一個句子
[00:03:23.700 --> 00:03:27.600]  一共有202個希臘文字
[00:03:27.600 --> 00:03:30.000]  完全是沒有逗號的
[00:03:30.000 --> 00:03:32.700]  一次過這樣過
[00:03:32.700 --> 00:03:35.200]  你作文你千萬不要這樣作
[00:03:35.200 --> 00:03:38.700]  你這樣作一定會被你的文法老師罵你什麼
[00:03:38.700 --> 00:03:41.400]  但是保羅被聖靈來感動
[00:03:41.400 --> 00:03:44.800]  他講到神的榮耀的救贖的計劃
[00:03:44.800 --> 00:03:46.200]  他講到神的恩典
[00:03:46.200 --> 00:03:49.400]  他講到神賜的福氣的祝福
[00:03:49.400 --> 00:03:52.300]  他欲罷不能他滔滔不絕
[00:03:52.300 --> 00:03:54.900]  到最後去到十四節的時候
[00:03:54.900 --> 00:03:57.700]  他終於把句號寫上去了
[00:03:57.700 --> 00:04:00.500]  但是相信他已經是筋疲力倦
[00:04:00.500 --> 00:04:03.700]  已經是上氣不接下氣
[00:04:03.700 --> 00:04:05.400]  這一段的經文
[00:04:05.400 --> 00:04:08.100]  是由過去宇宙的開始
