
[00:00:00.000 --> 00:00:02.680]  今天我們分享的題目是
[00:00:02.680 --> 00:00:06.920]  看見和跟隨耶穌的道路
[00:00:06.920 --> 00:00:11.300]  我們會繼續《路加福音》十八章裡面的經文
[00:00:11.300 --> 00:00:16.300]  我不知道如果大家去一個你沒去過的地方旅行
[00:00:16.300 --> 00:00:19.140]  你會怎麼去預備這個旅程呢?
[00:00:19.140 --> 00:00:22.000]  面對一個你沒去過的地方
[00:00:22.000 --> 00:00:23.660]  可能你會想一下
[00:00:23.660 --> 00:00:25.480]  咦?我坐飛機去啊
[00:00:25.480 --> 00:00:26.480]  怎麼坐?
[00:00:26.480 --> 00:00:27.920]  或者是坐火車
[00:00:27.920 --> 00:00:29.640]  坐哪一班去呢?
[00:00:29.640 --> 00:00:31.680]  到了那個地方你可能會想
[00:00:31.680 --> 00:00:33.660]  那我坐什麼交通工具
[00:00:33.660 --> 00:00:34.820]  去到酒店
[00:00:34.820 --> 00:00:36.800]  或者去到我的目的地呢?
[00:00:36.800 --> 00:00:37.740]  你可能會想
[00:00:37.740 --> 00:00:39.580]  那裡的天氣是怎麼樣的呢?
[00:00:39.580 --> 00:00:41.920]  我要預備什麼衣服呢?
[00:00:41.920 --> 00:00:44.560]  或者要預備什麼物資
[00:00:44.560 --> 00:00:46.680]  或者那裡的氣候
[00:00:46.680 --> 00:00:49.320]  或者那裡的水土是怎麼樣的呢?
[00:00:49.320 --> 00:00:52.540]  我們需不需要預備一些藥物呢?
[00:00:52.540 --> 00:00:54.160]  在四月初的時候
[00:00:54.160 --> 00:00:55.040]  我就很感恩
[00:00:55.040 --> 00:00:56.340]  因為我和太太
[00:00:56.340 --> 00:00:59.960]  和一群弟兄姊妹有機會去雲南旅行
[00:00:59.960 --> 00:01:01.200]  我很感謝主
[00:01:01.200 --> 00:01:05.700]  因為其實是弟兄姊妹為我預備和計劃這個旅程的
[00:01:05.700 --> 00:01:07.000]  所以我什麼都不用想的
[00:01:07.000 --> 00:01:09.720]  無論我們是坐什麼飛機去
[00:01:09.720 --> 00:01:12.740]  到了的時候坐什麼交通工具
[00:01:12.740 --> 00:01:14.160]  去到酒店
[00:01:14.160 --> 00:01:16.280]  住什麼酒店
[00:01:16.280 --> 00:01:18.860]  每一天的行程是怎麼樣
[00:01:18.860 --> 00:01:20.080]  去哪裡吃
[00:01:20.080 --> 00:01:21.420]  以及吃什麼
[00:01:21.420 --> 00:01:25.240]  我也多謝弟兄姊妹為我預備周詳的
[00:01:25.240 --> 00:01:28.540]  但是我發現當我快要出發的時候
[00:01:28.540 --> 00:01:30.500]  我發現有一些東西
[00:01:30.500 --> 00:01:33.020]  是我自己需要去預備
[00:01:33.020 --> 00:01:35.040]  但是我還沒預備
[00:01:35.040 --> 00:01:37.860]  我記得和我的中學同學吃飯
[00:01:37.860 --> 00:01:39.840]  我就說很開心啊
[00:01:39.840 --> 00:01:42.240]  接下來我去雲南了
