
[00:00:00.000 --> 00:00:01.400]  大家再一起祈禱
[00:00:01.400 --> 00:00:08.100]  主我們心裏感謝讚美祢
[00:00:08.100 --> 00:00:10.440]  因為祢是施恩的上帝
[00:00:10.440 --> 00:00:12.760]  每一早晨都是新的
[00:00:12.760 --> 00:00:15.320]  祢的信實的確廣大
[00:00:15.320 --> 00:00:18.420]  主當我們在生活上有不同的體驗
[00:00:18.420 --> 00:00:19.800]  不同的經歷
[00:00:19.800 --> 00:00:21.400]  但主我們仍然知道
[00:00:21.400 --> 00:00:23.800]  祢的慈愛永不改變
[00:00:23.800 --> 00:00:27.000]  祢的信實仍然是如此的真實
[00:00:27.000 --> 00:00:29.000]  臨到我們身上
[00:00:29.440 --> 00:00:31.940]  主我們渴望祢幫助我們
[00:00:31.940 --> 00:00:33.700]  更加知道愛祢
[00:00:33.700 --> 00:00:36.360]  祢也不斷領受祢的慈愛
[00:00:36.360 --> 00:00:39.560]  以致我們可以愛我們身邊的弟兄姊妹
[00:00:39.560 --> 00:00:41.760]  不是我們比別人強
[00:00:41.760 --> 00:00:43.260]  比別人好
[00:00:43.260 --> 00:00:46.360]  只是祢自己的恩惠在我們身上
[00:00:46.360 --> 00:00:48.360]  不僅我們蒙恩得救
[00:00:48.360 --> 00:00:51.660]  也讓我們能成為施恩的管道
[00:00:51.660 --> 00:00:53.660]  將祢的愛帶進
[00:00:53.660 --> 00:00:56.160]  被我們所接觸的生命當中
[00:00:56.660 --> 00:00:59.660]  主今天當我們再次思想祢的話的時候
[00:00:59.660 --> 00:01:03.160]  求主的聖靈開啟我們的心竅
[00:01:03.160 --> 00:01:05.460]  好像在二萬五師爐上
[00:01:05.460 --> 00:01:07.460]  兩個門徒在低沉當中
[00:01:07.460 --> 00:01:09.960]  因為祢開了他們的心竅
[00:01:09.960 --> 00:01:11.260]  他們就明白
[00:01:11.260 --> 00:01:13.960]  主是祢元氣復活了的主
[00:01:13.960 --> 00:01:15.960]  就叫我們在祢面前
[00:01:15.960 --> 00:01:17.960]  帶著祢所賜的膽量
[00:01:17.960 --> 00:01:18.960]  平安
[00:01:18.960 --> 00:01:20.960]  來到每一天跟隨祢
[00:01:20.960 --> 00:01:22.960]  求主賜福這段時間
[00:01:22.960 --> 00:01:24.260]  引領我們
[00:01:24.260 --> 00:01:25.760]  我們同心祈禱
[00:01:25.760 --> 00:01:27.760]  奉耶穌聖名求
[00:01:27.760 --> 00:01:28.760]  阿們
[00:01:28.760 --> 00:01:30.760]  我們遣返聖經
[00:01:30.760 --> 00:01:32.760]  接受羅尼加前書
[00:01:32.760 --> 00:01:34.760]  我們接續上個星期一齊
[00:01:34.760 --> 00:01:37.260]  再思想第二章十三節
[00:01:37.260 --> 00:01:39.760]  到第二十節的經文
[00:01:39.760 --> 00:01:42.760]  我們今天思想的題目就是
[00:01:42.760 --> 00:01:45.760]  渴望去堅固我的弟兄
[00:01:45.760 --> 00:01:48.260]  大家或許都會留意到
[00:01:48.260 --> 00:01:50.760]  在香港有很多不同的調查
[00:01:50.760 --> 00:01:53.260]  關於教徒的人數的比例
[00:01:54.260 --> 00:01:55.760]  在教會內部的統計
[00:01:55.760 --> 00:01:56.760]  一般指出
[00:01:56.760 --> 00:01:59.260]  有大概全香港人口的
[00:01:59.260 --> 00:02:03.260]  4%至5%的一個比例
[00:02:03.260 --> 00:02:05.760]  在崇拜人數
[00:02:05.760 --> 00:02:07.260]  比起整體香港人數
[00:02:07.260 --> 00:02:08.260]  當然是少
[00:02:08.260 --> 00:02:10.260]  但有些外間的調查
[00:02:10.260 --> 00:02:11.760]  一些社會性的調查
[00:02:11.760 --> 00:02:12.760]  常常發覺
[00:02:12.760 --> 00:02:13.760]  教徒的數目
[00:02:13.760 --> 00:02:15.760]  是比這個數字高的
[00:02:15.760 --> 00:02:17.260]  可能是7%
[00:02:17.260 --> 00:02:19.260]  甚至8、9%
[00:02:19.260 --> 00:02:20.760]  有人就問
[00:02:20.760 --> 00:02:22.760]  為什麼有這樣的差距呢
[00:02:22.760 --> 00:02:24.760]  分別在哪裡呢
[00:02:24.760 --> 00:02:27.760]  一個很簡單的理解就是
[00:02:27.760 --> 00:02:29.760]  香港有不少的教徒
[00:02:29.760 --> 00:02:32.260]  他們仍然承認自己是教徒
[00:02:32.260 --> 00:02:34.260]  但是沒有回教會
[00:02:34.260 --> 00:02:38.260]  之前說的一個比例
[00:02:38.260 --> 00:02:40.260]  是在崇拜參加者
[00:02:40.260 --> 00:02:41.760]  但是其他的
[00:02:41.760 --> 00:02:44.260]  相信很多是沒有回教會的
[00:02:44.260 --> 00:02:45.760]  一些弟兄姊妹
[00:02:45.760 --> 00:02:47.760]  我們有些時候會說到
[00:02:47.760 --> 00:02:48.760]  在教會裡面
[00:02:48.760 --> 00:02:51.260]  有一些所謂邊緣性的信徒
[00:02:51.760 --> 00:02:53.260]  他們有些時候會回來
[00:02:53.260 --> 00:02:55.260]  有些時候會離開
[00:02:55.260 --> 00:02:56.760]  而好像星星所說
[00:02:56.760 --> 00:02:58.260]  就是撒種的比喻
[00:02:58.260 --> 00:03:01.260]  稻種落在一些土淺石頭上面
[00:03:01.260 --> 00:03:03.260]  他們因為土淺
[00:03:03.260 --> 00:03:05.260]  所以發苗得很快
[00:03:05.260 --> 00:03:06.760]  但是遇到有太陽
[00:03:06.760 --> 00:03:07.760]  有迫不及待
[00:03:07.760 --> 00:03:08.760]  有困難的時候
[00:03:08.760 --> 00:03:10.260]  就會枯乾
[00:03:10.260 --> 00:03:11.760]  就會放棄
[00:03:11.760 --> 00:03:14.760]  在香港其實當你小心留意
[00:03:14.760 --> 00:03:17.260]  你旁邊有很多的同事朋友
