
[00:00:00.000 --> 00:00:02.000]  尊姐妹平安
[00:00:02.000 --> 00:00:05.000]  今天我們就講一個陸家福音的一個信息
[00:00:05.000 --> 00:00:09.000]  首先我想問一下大家
[00:00:09.000 --> 00:00:12.000]  每年十月份太古城堂是一個什麼月
[00:00:12.000 --> 00:00:15.000]  猜拳月 非常好
[00:00:15.000 --> 00:00:17.000]  我們聽到有人回答非常好
[00:00:17.000 --> 00:00:18.000]  十月份是猜拳月
[00:00:18.000 --> 00:00:21.000]  那我們會安排不同的活動聚會
[00:00:21.000 --> 00:00:23.000]  讓大家更了解猜拳的一些信息
[00:00:23.000 --> 00:00:26.000]  那講到猜拳大家會想到些什麼呢
[00:00:26.000 --> 00:00:27.000]  猜拳
[00:00:27.000 --> 00:00:29.000]  什麼是跟猜拳有關係的
[00:00:29.000 --> 00:00:33.000]  酸教士 還有呢
[00:00:33.000 --> 00:00:35.000]  還有沒有其他的
[00:00:35.000 --> 00:00:37.000]  短酸是不是 也是
[00:00:37.000 --> 00:00:39.000]  我們為酸教士禱告等等
[00:00:39.000 --> 00:00:41.000]  很多事情都是跟酸教有關係的
[00:00:41.000 --> 00:00:43.000]  這些都是一些酸教的事工
[00:00:43.000 --> 00:00:45.000]  那我們講到猜拳
[00:00:45.000 --> 00:00:47.000]  我們就馬上想到這些
[00:00:47.000 --> 00:00:49.000]  因為實在在我們是在做這些事情
[00:00:49.000 --> 00:00:51.000]  我們在這個事工當中
[00:00:51.000 --> 00:00:53.000]  行動我們去履行
[00:00:53.000 --> 00:00:55.000]  上帝給我們的這個使命
[00:00:55.000 --> 00:00:58.000]  但是回到一個聖經的裡邊
[00:00:58.000 --> 00:01:00.000]  聖經或者神學的基礎
[00:01:00.000 --> 00:01:04.000]  在猜拳的裡邊是到底是怎麼樣子呢
[00:01:04.000 --> 00:01:06.000]  聖經是怎麼講猜拳的
[00:01:06.000 --> 00:01:08.000]  猜拳是從誰開始的
[00:01:08.000 --> 00:01:11.000]  那我想問幾個的問題
[00:01:11.000 --> 00:01:12.000]  幾個問題挑戰一下
[00:01:12.000 --> 00:01:14.000]  大家不用馬上回答我
[00:01:14.000 --> 00:01:16.000]  然後就是想一想
[00:01:16.000 --> 00:01:18.000]  一邊想一邊讀神的話
[00:01:18.000 --> 00:01:21.000]  聽神的話的一個解釋
[00:01:21.000 --> 00:01:23.000]  比如說一個基督徒到一個很貧窮的地方
[00:01:23.000 --> 00:01:25.000]  建立了一個孤兒院
[00:01:25.000 --> 00:01:27.000]  但是礙於很多很多不同的原因
[00:01:27.000 --> 00:01:30.000]  沒有辦法在當中傳福音
[00:01:30.000 --> 00:01:32.000]  讓人認識耶穌
[00:01:32.000 --> 00:01:34.000]  那這個學校辦的
[00:01:34.000 --> 00:01:36.000]  雖然越來越好
[00:01:36.000 --> 00:01:37.000]  也很有規模
[00:01:37.000 --> 00:01:39.000]  但是問這樣的工作
[00:01:39.000 --> 00:01:42.000]  算不算是一個宣教的工作呢
[00:01:42.000 --> 00:01:43.000]  想一想
[00:01:43.000 --> 00:01:46.000]  另外第二個問題是比較簡單一點的
[00:01:46.000 --> 00:01:47.000]  或者比較困難一點
[00:01:47.000 --> 00:01:51.000]  新約裡邊哪一位是第一位
[00:01:51.000 --> 00:01:53.000]  誰是第一位宣教士
[00:01:53.000 --> 00:01:55.000]  在新約裡邊誰是第一位宣教士
[00:01:55.000 --> 00:01:57.000]  有沒有馬上的回答
[00:01:57.000 --> 00:01:58.000]  約翰
[00:01:58.000 --> 00:01:59.000]  你說是約翰
[00:01:59.000 --> 00:02:00.000]  哪個約翰
[00:02:00.000 --> 00:02:02.000]  施洗約翰
[00:02:02.000 --> 00:02:04.000]  你的答案是施洗約翰
[00:02:04.000 --> 00:02:06.000]  那我們先hold住
[00:02:06.000 --> 00:02:07.000]  然後接著第三個是
[00:02:07.000 --> 00:02:11.000]  傳福音是以福音對象為本的
[00:02:11.000 --> 00:02:14.000]  避免說一些讓他感受不好的話
[00:02:14.000 --> 00:02:16.000]  這是一個表達
[00:02:16.000 --> 00:02:18.000]  一個態度
[00:02:18.000 --> 00:02:20.000]  那我問這樣的說法是不是很對呢
[00:02:20.000 --> 00:02:22.000]  是對還是有些問題呢
[00:02:22.000 --> 00:02:26.000]  那我們應該以福音對象為本
[00:02:26.000 --> 00:02:28.000]  不要說一些他感覺不好的話
[00:02:28.000 --> 00:02:30.000]  那看看我們接著
[00:02:30.000 --> 00:02:32.000]  經文裡面告訴我一些什麼內容
[00:02:32.000 --> 00:02:35.000]  那首先我們先讀前幾節的經文
[00:02:35.000 --> 00:02:36.000]  不用再讀了
[00:02:36.000 --> 00:02:38.000]  就是一邊聽一邊
[00:02:38.000 --> 00:02:40.000]  聽裡面的解釋
[00:02:40.000 --> 00:02:42.000]  這裡講到耶穌回到他自己的老家
[00:02:42.000 --> 00:02:45.000]  拿撒勒那邊去幹嘛
[00:02:45.000 --> 00:02:47.000]  去到會堂裡面
[00:02:47.000 --> 00:02:51.000]  去讀聖經跟講聖經對不對
[00:02:51.000 --> 00:02:53.000]  那這段時間其實是
[00:02:53.000 --> 00:02:57.000]  耶穌開始服侍的一個初期的時間
[00:02:57.000 --> 00:02:59.000]  那十四節十五節前面兩節
[00:02:59.000 --> 00:03:02.000]  講到他帶著聖靈的能力回到加利利
[00:03:02.000 --> 00:03:05.000]  那他的名聲傳遍了周圍各地
[00:03:05.000 --> 00:03:07.000]  他在各會堂教導人
[00:03:07.000 --> 00:03:10.000]  很受眾人的崇敬這樣子
[00:03:10.000 --> 00:03:12.000]  所以我們知道其實
[00:03:12.000 --> 00:03:15.000]  兩句話就很濃縮的很概括的
[00:03:15.000 --> 00:03:17.000]  表達了耶穌在加利利這個地區
[00:03:17.000 --> 00:03:21.000]  他用神蹟騎士來服侍那邊的百姓
[00:03:21.000 --> 00:03:25.000]  而且之外還在會堂裡面教導人
[00:03:25.000 --> 00:03:27.000]  那甚至於我們記得約翰福音裡面講了
[00:03:27.000 --> 00:03:30.000]  他第一個神蹟是什麼
[00:03:30.000 --> 00:03:31.000]  對 非常好
[00:03:31.000 --> 00:03:33.000]  水變酒的一個神蹟
[00:03:33.000 --> 00:03:34.000]  記住第一個神蹟
[00:03:34.000 --> 00:03:36.000]  約翰福音是說水變酒
[00:03:36.000 --> 00:03:39.000]  就是在加利利的一個地方叫加拿
[00:03:39.000 --> 00:03:41.000]  他跟他媽媽去困宴
[00:03:41.000 --> 00:03:43.000]  然後就發生一些事情
[00:03:43.000 --> 00:03:44.000]  沒有酒了
[00:03:44.000 --> 00:03:48.000]  後來用六口水缸的水變成酒
[00:03:48.000 --> 00:03:52.000]  來給賀人來喝這樣的事情
[00:03:52.000 --> 00:03:54.000]  所以這些事情都代表他
[00:03:54.000 --> 00:03:57.000]  顯示他是帶著聖靈的能力的
[00:03:57.000 --> 00:03:59.000]  當然聖靈的能力還體現他在
[00:03:59.000 --> 00:04:02.000]  教導神的話上面的一個權柄
[00:04:02.000 --> 00:04:04.000]  所以這段經文也會講到他
[00:04:04.000 --> 00:04:06.000]  他這段經文沒有講他行神蹟
[00:04:06.000 --> 00:04:11.000]  但是講到他教導神的話語那種的權柄
[00:04:11.000 --> 00:04:13.000]  可是大的不得了
[00:04:13.000 --> 00:04:15.000]  所以這次耶穌回到自己老家的時候
[00:04:15.000 --> 00:04:18.000]  就按照安息日的習慣
[00:04:18.000 --> 00:04:20.000]  習慣按照安息日要進會堂
[00:04:20.000 --> 00:04:22.000]  那回到老家了
[00:04:22.000 --> 00:04:25.000]  當然是進會堂去敬拜上帝
[00:04:25.000 --> 00:04:29.000]  我們丘圖是在教會裡面敬拜上帝
[00:04:29.000 --> 00:04:32.000]  猶太人是在會堂
[00:04:32.000 --> 00:04:34.000]  問一下大家
[00:04:34.000 --> 00:04:36.000]  會堂是一個怎麼樣的地方
[00:04:36.000 --> 00:04:38.000]  誰去過會堂
[00:04:38.000 --> 00:04:41.000]  或者類似會堂的一些建築物
[00:04:41.000 --> 00:04:43.000]  有沒有見過
[00:04:43.000 --> 00:04:44.000]  你去過對不對
[00:04:44.000 --> 00:04:45.000]  你去歐洲那些地方對不對
[00:04:45.000 --> 00:04:48.000]  猶太一些會堂
[00:04:48.000 --> 00:04:50.000]  甚至是以色列 非常好
[00:04:50.000 --> 00:04:51.000]  所以見過會堂
[00:04:51.000 --> 00:04:54.000]  那我想給兩個圖片給你看一下
[00:04:54.000 --> 00:04:55.000]  這兩個圖片
[00:04:55.000 --> 00:04:59.000]  就是在香港的兩個會堂的建築物
[00:04:59.000 --> 00:05:00.000]  那猜一下兩個建築物
[00:05:00.000 --> 00:05:04.000]  哪一個比較像耶穌時代的會堂
[00:05:04.000 --> 00:05:05.000]  那兩個
[00:05:05.000 --> 00:05:07.000]  一個是左上角
[00:05:07.000 --> 00:05:09.000]  一個是右下角
[00:05:09.000 --> 00:05:11.000]  然後都是新型的建築
[00:05:11.000 --> 00:05:13.000]  因為在香港沒有舊的建築
[00:05:13.000 --> 00:05:15.000]  沒有舊的一些會堂建築
[00:05:15.000 --> 00:05:16.000]  都是新的
[00:05:16.000 --> 00:05:17.000]  那你看一下
[00:05:17.000 --> 00:05:18.000]  如果是耶穌時代的
[00:05:18.000 --> 00:05:19.000]  兩千多年前的
[00:05:19.000 --> 00:05:22.000]  你覺得是哪個比較像一點
[00:05:22.000 --> 00:05:24.000]  在拉薩勒的話
[00:05:24.000 --> 00:05:25.000]  右下角那個對不對
[00:05:25.000 --> 00:05:26.000]  的確很好
[00:05:26.000 --> 00:05:27.000]  那其實呢
[00:05:27.000 --> 00:05:29.000]  左上角那個呢
[00:05:29.000 --> 00:05:33.000]  其實真的是香港現在猶太人聚集
[00:05:33.000 --> 00:05:35.000]  來敬拜神的一個地方
[00:05:35.000 --> 00:05:36.000]  他在半山上面
[00:05:36.000 --> 00:05:37.000]  那我讀神學的時候
[00:05:37.000 --> 00:05:39.000]  神學院帶我們去參觀
[00:05:39.000 --> 00:05:41.000]  然後我們也跟那邊的拉比來聊過天
[00:05:41.000 --> 00:05:42.000]  我們進去的時候
[00:05:42.000 --> 00:05:45.000]  安檢非常的就是嚴格
[00:05:45.000 --> 00:05:46.000]  他們全部要放下來
[00:05:46.000 --> 00:05:48.000]  就好像禁止撕裂一樣
[00:05:48.000 --> 00:05:52.000]  因為他們生怕別人去破壞他們的東西
[00:05:52.000 --> 00:05:54.000]  所以他們裝潢很漂亮
[00:05:54.000 --> 00:05:55.000]  在半山上面
[00:05:55.000 --> 00:05:58.000]  他們猶太人的一個敬拜的神的地方
[00:05:58.000 --> 00:05:59.000]  那下面那個呢
[00:05:59.000 --> 00:06:01.000]  其實不是猶太人敬拜的地方
[00:06:01.000 --> 00:06:03.000]  而是一個揪圖
[00:06:03.000 --> 00:06:08.000]  建了一個耶穌時代的一個會堂的樣子的一個地方
[00:06:08.000 --> 00:06:10.000]  讓我們這些揪圖呢
[00:06:10.000 --> 00:06:13.000]  在當中感受一下
[00:06:13.000 --> 00:06:17.000]  當時猶太人是怎麼樣去敬拜上帝了
[00:06:17.000 --> 00:06:20.000]  這個地方叫夏華德聖經博物館
[00:06:20.000 --> 00:06:23.000]  有機會我建議大家也可以一起去
[00:06:23.000 --> 00:06:24.000]  去看看
[00:06:24.000 --> 00:06:26.000]  除了這個會堂的地方之外
[00:06:26.000 --> 00:06:27.000]  旁邊還有兩個地方
[00:06:27.000 --> 00:06:29.000]  小的博物館的展覽
[00:06:29.000 --> 00:06:31.000]  一個是展覽一些舊約的東西
[00:06:31.000 --> 00:06:33.000]  舊約的考古
