
[00:00:00.000 --> 00:00:02.000]  願至聖聖三一保佑...
[00:00:02.000 --> 00:00:05.800]  我非常高興可以與各位分享神的訊息
[00:00:05.800 --> 00:00:11.000]  讓我們低頭祈禱,預備心來領受訊息
[00:00:11.000 --> 00:00:16.500]  七天護神帝,我們來到祢面前
[00:00:16.500 --> 00:00:19.000]  我們要敬拜祢,我們要讚美祢
[00:00:19.000 --> 00:00:23.000]  大主,我們也要聽祢親自對我們說話
[00:00:23.000 --> 00:00:26.000]  因此求祢帶領我們以下時間
[00:00:26.000 --> 00:00:31.000]  祢高沒祢的僕人,祢也高沒祂所準備的訊息
[00:00:31.000 --> 00:00:38.000]  讓我們可以在祢裡面,是同德一靈一起去領受
[00:00:38.000 --> 00:00:41.000]  主求祢也預備我們的心,謙卑我們的心
[00:00:41.000 --> 00:00:43.000]  讓我們低頭在祢面前
[00:00:43.000 --> 00:00:47.000]  我們也準備去領受主祢自己的教導
[00:00:47.000 --> 00:00:52.000]  求主祢聽我們禱告,奉主耶穌基督成名,Amen
[00:00:54.000 --> 00:00:58.000]  人的一生,我們可以用四個字來形容
[00:00:58.000 --> 00:01:00.000]  是哪四個字?
[00:01:00.000 --> 00:01:03.000]  生、老、病、死
[00:01:03.000 --> 00:01:10.000]  遺憾的是這四個字裡面,我們只喜歡一個
[00:01:10.000 --> 00:01:13.000]  其他三個我們也不太喜歡
[00:01:13.000 --> 00:01:17.000]  或者說我們也不太想去面對其他三個字
[00:01:17.000 --> 00:01:20.000]  就是老、病和死
[00:01:20.000 --> 00:01:24.000]  有人說,一個人正常出生的時候
[00:01:24.000 --> 00:01:28.000]  必然會帶來很多歡喜快樂
[00:01:28.000 --> 00:01:31.000]  我相信各位公公婆婆
[00:01:31.000 --> 00:01:35.000]  你們在家裡有孫子出生的時候
[00:01:35.000 --> 00:01:37.000]  是一件很開心的事
[00:01:37.000 --> 00:01:40.000]  看到嬰兒健健康康出生
[00:01:40.000 --> 00:01:43.000]  母子平安或者母女平安的時候
[00:01:43.000 --> 00:01:46.000]  心裡面的那種喜悅是很大的
[00:01:46.000 --> 00:01:49.000]  但是陰公的是誰呢?
[00:01:49.000 --> 00:01:52.000]  不是媽媽,是嬰兒在哭
[00:01:52.000 --> 00:01:54.000]  他不想出來
[00:01:54.000 --> 00:01:58.000]  他在媽媽的福中是很安全的
[00:01:58.000 --> 00:02:00.000]  很溫暖的
[00:02:00.000 --> 00:02:05.000]  要出來面對這個未知什麼的世界
[00:02:05.000 --> 00:02:07.000]  冷酷的世界
[00:02:07.000 --> 00:02:09.000]  他哭得很厲害
[00:02:09.000 --> 00:02:13.000]  身邊的人全部都很歡喜、歡笑
[00:02:13.000 --> 00:02:17.000]  有人說,我們人出生的時候
[00:02:17.000 --> 00:02:20.000]  引來很多的歡喜,我們就在哭
[00:02:20.000 --> 00:02:23.000]  但是有一天我們離開的時候
[00:02:23.000 --> 00:02:26.000]  我們開心的離開,或者很安詳的離開
[00:02:26.000 --> 00:02:28.000]  但是身邊的人就哭到死
[00:02:28.000 --> 00:02:31.000]  所以人生的對比真的大
[00:02:31.000 --> 00:02:36.000]  一出生就哭的嬰兒是正常的
[00:02:36.000 --> 00:02:38.000]  如果一出生就笑的嬰兒
[00:02:38.000 --> 00:02:40.000]  你就會很害怕
[00:02:40.000 --> 00:02:42.000]  我們中國人也說
[00:02:42.000 --> 00:02:45.000]  要看到嬰兒出生是哭的
[00:02:45.000 --> 00:02:48.000]  不要不出聲,不出聲更害怕
[00:02:48.000 --> 00:02:51.000]  他要出聲就哭,不要笑
[00:02:51.000 --> 00:02:55.000]  笑是不吉利的
[00:02:55.000 --> 00:03:00.000]  所以希望一出生才哭才合理
[00:03:00.000 --> 00:03:02.000]  說到老了
[00:03:02.000 --> 00:03:05.000]  老很多人都很不想去面對
[00:03:05.000 --> 00:03:09.000]  有誰說我很想老?
[00:03:09.000 --> 00:03:13.000]  我們小時候可能都說我想長大
[00:03:13.000 --> 00:03:16.000]  也沒有人說我想長老
[00:03:16.000 --> 00:03:19.000]  做長老就不要緊,但是不想長老
[00:03:19.000 --> 00:03:22.000]  因為在一般人的觀念當中
[00:03:22.000 --> 00:03:26.000]  老可以用另外四個字來形容
[00:03:26.000 --> 00:03:29.000]  就是大不如前
[00:03:29.000 --> 00:03:31.000]  是什麼大不如前呢?
[00:03:31.000 --> 00:03:34.000]  老一般在人們的心目當中
[00:03:34.000 --> 00:03:37.000]  就是有哪些退化了?
[00:03:37.000 --> 00:03:41.000]  健康退化了,面容退化了
[00:03:41.000 --> 00:03:43.000]  以前很漂亮很光滑的
[00:03:43.000 --> 00:03:46.000]  現在就有皺紋了
[00:03:46.000 --> 00:03:49.000]  不是那麼漂亮了
[00:03:49.000 --> 00:03:52.000]  還有什麼衰退了?
[00:03:52.000 --> 00:03:55.000]  記憶力衰退了
[00:03:55.000 --> 00:03:57.000]  很多時候忘記這件事
[00:03:57.000 --> 00:03:58.000]  忘記那件事
[00:03:58.000 --> 00:04:00.000]  出門又回來再檢查一下
[00:04:00.000 --> 00:04:02.000]  剛才有沒有關窗有沒有關門
[00:04:02.000 --> 00:04:04.000]  記憶力又退化了
[00:04:04.000 --> 00:04:08.000]  同時靈活性又退化了
[00:04:08.000 --> 00:04:11.000]  我們走路,剛才我走上台也有一點害怕
[00:04:11.000 --> 00:04:14.000]  不知道會不會掉下去
[00:04:14.000 --> 00:04:17.000]  以前是蹦蹦跳跳的上來
[00:04:17.000 --> 00:04:22.000]  但是慢慢就覺得要小心一點了
[00:04:22.000 --> 00:04:25.000]  人越怕變老
[00:04:25.000 --> 00:04:28.000]  或者越怕面對老的時候
[00:04:28.000 --> 00:04:31.000]  就會越歧視老
[00:04:31.000 --> 00:04:33.000]  變低老
[00:04:33.000 --> 00:04:35.000]  很多時候都會說你老了
[00:04:35.000 --> 00:04:39.000]  好像把腦子扁低了
[00:04:39.000 --> 00:04:42.000]  香港曾經有一個宣傳片
[00:04:42.000 --> 00:04:44.000]  我忘記了是什麼宣傳片
[00:04:44.000 --> 00:04:47.000]  可見這個宣傳片也不是很成功
[00:04:47.000 --> 00:04:49.000]  忘記了它是賣什麼廣告
[00:04:49.000 --> 00:04:51.000]  或者是什麼宣傳片
[00:04:51.000 --> 00:04:54.000]  總之在整個片子裡
[00:04:54.000 --> 00:04:57.000]  拍了很多老人家
[00:04:57.000 --> 00:05:00.000]  但是那個畫面很慘
[00:05:00.000 --> 00:05:04.000]  那個畫面就是兩個老人家都在
[00:05:04.000 --> 00:05:06.000]  很神氣
[00:05:06.000 --> 00:05:09.000]  同時那個環境拍得很黑暗
[00:05:09.000 --> 00:05:11.000]  很灰暗
[00:05:11.000 --> 00:05:14.000]  令到你一看那個電視片的時候
[00:05:14.000 --> 00:05:16.000]  心裡很不安
[00:05:16.000 --> 00:05:18.000]  很不舒服
[00:05:18.000 --> 00:05:20.000]  給你那種感覺
[00:05:20.000 --> 00:05:22.000]  很灰
[00:05:22.000 --> 00:05:24.000]  那個感覺很灰
[00:05:24.000 --> 00:05:26.000]  這個宣傳片要說什麼呢
[00:05:26.000 --> 00:05:29.000]  很多老人家到老的時候
[00:05:29.000 --> 00:05:32.000]  就沒有達到什麼心願了
[00:05:32.000 --> 00:05:34.000]  沒有達到什麼心願
[00:05:34.000 --> 00:05:37.000]  所以老人家就很消沉了
[00:05:37.000 --> 00:05:41.000]  我記得那些話大概是這樣說的
[00:05:41.000 --> 00:05:43.000]  但是至於說它宣傳什麼呢
[00:05:43.000 --> 00:05:44.000]  我就忘記了
[00:05:44.000 --> 00:05:46.000]  因為每次看完就心裡很不舒服
[00:05:46.000 --> 00:05:47.000]  就走開了
[00:05:47.000 --> 00:05:49.000]  或者是關了電視
[00:05:49.000 --> 00:05:52.000]  可能這個就是拍這個片子的人
[00:05:52.000 --> 00:05:55.000]  想帶出的那個後果
[00:05:55.000 --> 00:05:56.000]  但是無論如何
[00:05:56.000 --> 00:05:58.000]  我就覺得很灰
[00:05:58.000 --> 00:06:00.000]  老原來是很灰的
[00:06:00.000 --> 00:06:03.000]  反而後來有一個廣告
[00:06:03.000 --> 00:06:05.000]  但是我也不記得是什麼廣告
[00:06:05.000 --> 00:06:08.000]  只不過覺得那個畫面是很開心的
[00:06:08.000 --> 00:06:12.000]  就是我不知道大家那時候是否在香港
[00:06:12.000 --> 00:06:17.000]  就是兩個人衝進地鐵裡面
[00:06:17.000 --> 00:06:21.000]  然後就看著有一個位置
[00:06:21.000 --> 00:06:22.000]  一個是老人家
[00:06:22.000 --> 00:06:23.000]  一個是年輕人
[00:06:23.000 --> 00:06:26.000]  說誰可以爭到那個位置
[00:06:26.000 --> 00:06:28.000]  兩個人就在那裡等
[00:06:28.000 --> 00:06:31.000]  兩個人就一箭衝過去的時候
[00:06:31.000 --> 00:06:33.000]  老人家贏了
[00:06:33.000 --> 00:06:34.000]  他坐下了
[00:06:34.000 --> 00:06:35.000]  坐下之後
