
[00:00:00.000 --> 00:00:02.440]  大概在二十年前
[00:00:02.440 --> 00:00:04.600]  有一本很暢銷的屬靈書籍
[00:00:04.600 --> 00:00:05.800]  不知道大家有沒有聽過
[00:00:05.800 --> 00:00:07.920]  叫做《標竿人生》
[00:00:07.920 --> 00:00:11.360]  可能也有人看過
[00:00:11.360 --> 00:00:14.880]  在這本書中作者是華里克牧師
[00:00:14.880 --> 00:00:17.480]  牧師在書中寫了一句話
[00:00:17.480 --> 00:00:19.280]  對我來說是很深印象的
[00:00:19.280 --> 00:00:20.760]  也許你未必同意
[00:00:20.760 --> 00:00:25.160]  但是我覺得很總結了整本聖經一個很重要的真理
[00:00:25.160 --> 00:00:28.560]  就是生命並不關於你
[00:00:28.560 --> 00:00:29.680]  或者關於我
[00:00:30.160 --> 00:00:31.320]  對基督徒來說
[00:00:31.320 --> 00:00:33.320]  我們大家都知道
[00:00:33.320 --> 00:00:37.840]  信耶穌就是在神的手中領受一個新的生命
[00:00:37.840 --> 00:00:42.400]  我們也是要這個新的生命
[00:00:42.400 --> 00:00:45.600]  華里克牧師就說
[00:00:45.600 --> 00:00:49.000]  這個新的生命的意義就是
[00:00:49.000 --> 00:00:53.640]  其實遠超過我們個人的成就
[00:00:53.640 --> 00:00:54.400]  我們的喜樂
[00:00:54.400 --> 00:00:55.000]  我們家庭
[00:00:55.000 --> 00:00:55.760]  我們的事業
[00:00:55.760 --> 00:00:58.120]  甚至我們的理想或者抱負
[00:00:58.120 --> 00:00:59.640]  都超越過
[00:01:00.200 --> 00:01:01.360]  如果我們想知道
[00:01:01.360 --> 00:01:05.080]  為什麼今天我們會活在這個世界上的時候
[00:01:05.080 --> 00:01:09.520]  我們需要從神作為開始
[00:01:09.520 --> 00:01:10.120]  為什麼呢?
[00:01:10.120 --> 00:01:13.360]  因為神是按著祂的旨意
[00:01:13.360 --> 00:01:17.320]  也是為了祂的旨意而創造我們每一個人
[00:01:17.320 --> 00:01:18.720]  簡單來說
[00:01:18.720 --> 00:01:20.840]  用回華里克這句話
[00:01:20.840 --> 00:01:23.000]  生命並不在乎我們
[00:01:23.000 --> 00:01:24.160]  而是在乎神
[00:01:24.160 --> 00:01:26.720]  如果我們真的想知道
[00:01:26.720 --> 00:01:29.440]  真的從神領受了這個新的生命
[00:01:29.440 --> 00:01:31.120]  我們也想理解
[00:01:31.120 --> 00:01:35.120]  以及接受這個生命的事實的時候
[00:01:35.120 --> 00:01:40.680]  我們必定會經驗到一個很重要的改變
[00:01:40.680 --> 00:01:41.600]  這是什麼改變?
[00:01:41.600 --> 00:01:45.080]  這就是我們看事物方式的改變
[00:01:45.080 --> 00:01:48.400]  如果大家看整個《菲律賓書》
[00:01:48.400 --> 00:01:51.200]  我們雖然還是停留在第一章
[00:01:51.200 --> 00:01:52.640]  不過我們一路看下去的時候
[00:01:52.640 --> 00:01:55.360]  我們不難發現整個《菲律賓書》
[00:01:55.360 --> 00:02:00.320]  我們所看到保羅彰顯的那種生命
[00:02:00.320 --> 00:02:03.840]  是一個超越環境的生命
[00:02:03.840 --> 00:02:05.040]  是不是?
[00:02:05.040 --> 00:02:06.240]  很明顯的
[00:02:06.240 --> 00:02:08.880]  明明正在坐牢
[00:02:08.880 --> 00:02:10.800]  毫無喜樂的時候
[00:02:10.800 --> 00:02:13.240]  他竟然充滿喜樂
[00:02:13.240 --> 00:02:18.360]  在他沒有任何地方值得感恩的時候
[00:02:18.360 --> 00:02:21.080]  他竟然滿有感恩
[00:02:21.080 --> 00:02:24.160]  你說保羅為什麼可以做到這樣的?
[00:02:24.160 --> 00:02:25.280]  很簡單
[00:02:25.280 --> 00:02:29.240]  保羅知道生命並不在乎他
[00:02:29.240 --> 00:02:30.240]  是不是?
[00:02:30.240 --> 00:02:32.200]  他看事物的方式
[00:02:32.200 --> 00:02:36.560]  他整個生命的視野改變了
[00:02:36.560 --> 00:02:38.160]  雖然他活在世上
[00:02:38.160 --> 00:02:39.640]  行走在這個世上
[00:02:39.640 --> 00:02:44.480]  不過他卻好像活在天上
[00:02:44.480 --> 00:02:47.560]  來到是生活在地上一樣
[00:02:47.560 --> 00:02:50.160]  一個新的視野
[00:02:50.160 --> 00:02:51.440]  這個新的視野
[00:02:51.440 --> 00:02:55.720]  其實也是今天我和你應該擁有的生命視野
[00:02:55.720 --> 00:02:58.640]  今天就讓我們通過剛才我們所讀過的經文
[00:02:58.640 --> 00:03:00.400]  一起看看
[00:03:00.400 --> 00:03:03.120]  這個新的生命視野
[00:03:03.120 --> 00:03:06.360]  如何可以讓我們走在人生路上
[00:03:06.360 --> 00:03:10.440]  可以得到一個輕散和豐盛的人生
[00:03:10.440 --> 00:03:11.600]  如果我問大家
[00:03:11.600 --> 00:03:17.000]  對你來說生命中最重要的東西是什麼?
[00:03:17.000 --> 00:03:18.760]  你覺得生命裡面對你來說
[00:03:18.760 --> 00:03:20.760]  最重要的是什麼?
[00:03:20.760 --> 00:03:24.760]  我相信大部分人都離不開
[00:03:24.760 --> 00:03:26.440]  家庭
[00:03:26.440 --> 00:03:27.480]  戀愛
[00:03:27.480 --> 00:03:28.520]  兒女
[00:03:28.520 --> 00:03:29.240]  事業
[00:03:29.240 --> 00:03:30.040]  健康
[00:03:30.040 --> 00:03:30.760]  自由
[00:03:30.760 --> 00:03:31.440]  權力
[00:03:31.440 --> 00:03:32.480]  財富
[00:03:32.480 --> 00:03:35.080]  或者喜歡讀書的
[00:03:35.080 --> 00:03:36.280]  學術成就
[00:03:36.280 --> 00:03:37.280]  一些高尚的
[00:03:37.280 --> 00:03:40.680]  對社會有貢獻等等等等
[00:03:40.680 --> 00:03:43.480]  不過我想大家這樣想一想
[00:03:43.480 --> 00:03:46.160]  如果今天你
[00:03:46.160 --> 00:03:47.480]  外面好像有些人來了
[00:03:47.480 --> 00:03:52.920]  如果今天
[00:03:52.920 --> 00:03:55.960]  你是被關進監獄裡面
[00:03:55.960 --> 00:03:59.280]  如果你今天被關進監獄裡面的時候
[00:03:59.280 --> 00:04:03.320]  你猜你剛才所說的所有的價值
[00:04:03.320 --> 00:04:06.720]  會有什麼樣的改變?
[00:04:06.720 --> 00:04:11.560]  我相信我們不能夠否認一個事實就是
[00:04:11.560 --> 00:04:13.760]  如果我們今天被關進監獄裡面的時候
[00:04:13.760 --> 00:04:16.160]  剛才我們所說的所有的價值
[00:04:16.160 --> 00:04:18.960]  對人生一些所體重的東西
[00:04:18.960 --> 00:04:21.680]  都會受到很嚴重的限制
[00:04:21.680 --> 00:04:22.880]  甚至什麼?
[00:04:22.880 --> 00:04:23.760]  甚至沒了
[00:04:23.760 --> 00:04:25.080]  被破壞了
[00:04:25.080 --> 00:04:26.560]  換言之
[00:04:26.560 --> 00:04:27.480]  很簡單
[00:04:27.480 --> 00:04:28.880]  我們今天的處境
[00:04:28.880 --> 00:04:31.880]  其實是一個決定性的因素
[00:04:31.880 --> 00:04:35.680]  去決定是否我們所寶貴的東西
[00:04:35.680 --> 00:04:38.880]  是否能夠繼續維持在我們的生命裡面
[00:04:38.880 --> 00:04:40.680]  是不是?
[00:04:40.680 --> 00:04:43.480]  很顯然的道理
[00:04:43.480 --> 00:04:45.880]  我們今天在戰亂的國家裡面
[00:04:45.880 --> 00:04:48.480]  都看得到生命的實況
[00:04:48.480 --> 00:04:50.480]  大家看看今天戰亂在哪個地方
[00:04:50.480 --> 00:04:53.280]  加沙、敘利亞、烏克蘭
[00:04:53.280 --> 00:04:55.480]  你試試問問那裡的人
[00:04:55.480 --> 00:04:57.680]  看看他們還會不會有一個奢侈
[00:04:57.680 --> 00:04:59.280]  去討論、去嚮往
[00:04:59.280 --> 00:05:04.680]  或者去追求戀愛、事業、健康、財富
[00:05:04.680 --> 00:05:06.080]  沒有了這些東西
[00:05:06.080 --> 00:05:06.680]  為什麼?
[00:05:06.680 --> 00:05:08.880]  因為對他們這幫人來說
[00:05:08.880 --> 00:05:11.080]  他們所關注的
[00:05:11.080 --> 00:05:12.680]  他們所擔心的
[00:05:12.680 --> 00:05:14.880]  就是明天睜大眼睛
[00:05:14.880 --> 00:05:17.680]  還是否仍在世上
[00:05:17.680 --> 00:05:20.080]  對他們來說生存才是最重要的
[00:05:20.080 --> 00:05:23.480]  今天我們江Sir所看的故事
[00:05:23.480 --> 00:05:26.880]  確實給我們看到一個完全不一樣的圖畫
[00:05:26.880 --> 00:05:31.280]  雖然保羅當時是身處在監獄當中
[00:05:31.280 --> 00:05:33.680]  等待被判刑
[00:05:33.680 --> 00:05:36.080]  很有可能會隨時被處決
[00:05:36.080 --> 00:05:38.880]  這麼淒慘、這麼無助的境況
[00:05:38.880 --> 00:05:40.080]  不過大家要留意
[00:05:40.080 --> 00:05:44.680]  沒有影響到他所追求的寶貴的東西
[00:05:44.680 --> 00:05:45.680]  為什麼?
[00:05:45.680 --> 00:05:47.480]  因為他所追求的
[00:05:47.480 --> 00:05:49.880]  並不是江Sir我們所說的
[00:05:49.880 --> 00:05:52.880]  愛情、工作、事業、健康、財富等等
[00:05:52.880 --> 00:05:53.880]  而是什麼?
[00:05:53.880 --> 00:05:58.680]  他所追求的是福音是否被傳開
[00:05:58.680 --> 00:06:00.680]  江Sir我所問大家一個問題
[00:06:00.680 --> 00:06:01.680]  在你的生命裡面
[00:06:01.680 --> 00:06:04.480]  你覺得生命最重要的東西是什麼?
[00:06:04.480 --> 00:06:08.480]  有沒有人在你的清單裡面有福音這件事?
[00:06:08.480 --> 00:06:10.080]  有沒有?
[00:06:10.080 --> 00:06:11.680]  如果你的答案是沒有的時候
[00:06:11.680 --> 00:06:14.280]  我想大家認真想清楚
[00:06:14.280 --> 00:06:20.880]  你對喜樂、平安、滿足的感覺
[00:06:20.880 --> 00:06:25.680]  是完全建築在環境上
[00:06:25.680 --> 00:06:27.080]  而環境大家都明白
[00:06:27.080 --> 00:06:28.680]  也是接受的
[00:06:28.680 --> 00:06:31.680]  我們不能夠完全控制環境,對不對?
[00:06:31.680 --> 00:06:32.880]  大家想一想
[00:06:32.880 --> 00:06:34.680]  如果我們是很寶貴追求
[00:06:34.680 --> 00:06:37.480]  今天我要健康
[00:06:37.480 --> 00:06:41.480]  一個壞的醫療報告
[00:06:41.480 --> 00:06:44.280]  就可以讓我們完全崩潰
[00:06:44.280 --> 00:06:47.280]  如果我們今天所擔心、所著重的是財富
[00:06:47.280 --> 00:06:48.880]  有沒有錢?
[00:06:48.880 --> 00:06:52.080]  一個金融危機
[00:06:52.080 --> 00:06:55.480]  就可以奪走我們那種安全感
[00:06:55.480 --> 00:06:59.080]  如果我們追求的是愛情
[00:06:59.080 --> 00:07:01.080]  一個遇人不淑
[00:07:01.080 --> 00:07:03.680]  一個網上的晴遍
[00:07:03.680 --> 00:07:06.680]  可以叫你一鋪清袋,對不對?
[00:07:06.680 --> 00:07:09.680]  陷入無比的痛苦當中
[00:07:09.680 --> 00:07:12.280]  竟然任何類型的追求
[00:07:12.280 --> 00:07:14.880]  都可以帶來如此嚴重的傷害的時候
[00:07:14.880 --> 00:07:17.080]  很簡單,如佛家所說
[00:07:17.080 --> 00:07:20.080]  破除一切的七情六慾的執著
[00:07:20.080 --> 00:07:23.080]  無慾無求就搞定了,對不對?
[00:07:23.080 --> 00:07:25.480]  沒有追求就沒有痛苦
[00:07:25.480 --> 00:07:26.880]  很簡單的道理
[00:07:26.880 --> 00:07:28.080]  我相信也可以,對不對?
[00:07:28.080 --> 00:07:30.280]  你不追求任何東西的時候
[00:07:30.280 --> 00:07:32.280]  一切對你來說都不重要的時候
[00:07:32.280 --> 00:07:34.480]  你就不會受到傷害
[00:07:34.480 --> 00:07:37.080]  不過對基督徒來說
[00:07:37.080 --> 00:07:42.680]  保羅這裡所顯示的是另外一種層次的生命力
[00:07:42.680 --> 00:07:45.680]  保羅相信神的能力是可以扭轉
[00:07:45.680 --> 00:07:49.680]  將一個很惡劣的環境扭轉過來
[00:07:49.680 --> 00:07:52.680]  腐朽變為神奇
[00:07:52.680 --> 00:07:53.480]  大家想一想
[00:07:53.480 --> 00:07:56.080]  如果神能夠去行一個神蹟
[00:07:56.080 --> 00:07:58.280]  讓祂的兒子死在十字架上
[00:07:58.280 --> 00:08:00.480]  一個悲慘的死亡
[00:08:00.480 --> 00:08:05.680]  卻是將他成為一個拯救罪人的救恩
[00:08:05.680 --> 00:08:09.080]  上帝如果能夠行這個神蹟的時候
[00:08:09.080 --> 00:08:17.280]  神也可以在你和我的身上行同樣的神蹟
[00:08:17.280 --> 00:08:19.480]  要明白祂的作為
[00:08:19.480 --> 00:08:23.080]  我們需要明白神的心意
[00:08:23.080 --> 00:08:25.280]  要明白神的心意
[00:08:25.280 --> 00:08:28.080]  我們需要從神的角度
[00:08:28.080 --> 00:08:31.280]  神的視野來看待這個世界
[00:08:31.280 --> 00:08:33.080]  換言之
[00:08:33.080 --> 00:08:37.280]  要決定這件事情的發生究竟是好是不好
