
[00:00:00.000 --> 00:00:02.440]  不知道大家有沒有敵人
[00:00:02.440 --> 00:00:06.060]  或者最低限度有些不喜歡你的人
[00:00:06.060 --> 00:00:09.280]  又或者一些你知道他當你是敵人的人
[00:00:09.280 --> 00:00:10.500]  有嗎?
[00:00:10.500 --> 00:00:12.860]  如果有的話
[00:00:12.860 --> 00:00:16.740]  希望你的腦海裡面不會出現太多明智
[00:00:16.740 --> 00:00:19.680]  不過如果這些明智
[00:00:19.680 --> 00:00:24.120]  你突然收到這些明智的死訊
[00:00:24.120 --> 00:00:26.840]  你的感覺會是怎樣的?
[00:00:27.360 --> 00:00:30.080]  你可能會開心得咳不攏嘴
[00:00:30.080 --> 00:00:33.700]  還是你驚愕得嘔了嘴
[00:00:33.700 --> 00:00:37.440]  還是你會傷心到扁了嘴
[00:00:37.440 --> 00:00:39.940]  無論你的反應是如何
[00:00:39.940 --> 00:00:44.040]  當你認識的人離世的時候
[00:00:44.040 --> 00:00:47.000]  總是會帶來一些衝擊的
[00:00:47.000 --> 00:00:53.440]  這些人和你的關係越親密
[00:00:53.440 --> 00:00:56.120]  無論這些人是好還是不好
[00:00:56.120 --> 00:00:59.620]  總是會帶來更大的衝擊
[00:00:59.620 --> 00:01:02.160]  在十八世紀的時候
[00:01:02.160 --> 00:01:04.500]  美國有一個宣教士
[00:01:04.500 --> 00:01:07.920]  他的名字叫做Adonium Jackson
[00:01:07.920 --> 00:01:11.920]  這個宣教士花了四十年的時間
[00:01:11.920 --> 00:01:13.920]  在緬甸來做宣教士
[00:01:13.920 --> 00:01:17.120]  你可以說這個宣教士的生命的改變
[00:01:17.120 --> 00:01:23.200]  他對神的偉生和朋友的死亡很有關係
[00:01:23.920 --> 00:01:26.700]  這個Jackson在他年輕的時候
[00:01:26.700 --> 00:01:29.560]  是在一個基督教的家庭裡長大的
[00:01:29.560 --> 00:01:33.200]  不過當他讀大學的時候
[00:01:33.200 --> 00:01:34.560]  他認識了一個朋友
[00:01:34.560 --> 00:01:35.620]  很好的朋友
[00:01:35.620 --> 00:01:38.000]  這個朋友叫做Jacob Eames
[00:01:38.000 --> 00:01:42.200]  不過這個朋友是反基督教的無神論者
[00:01:42.200 --> 00:01:45.000]  受到朋友的影響
[00:01:45.000 --> 00:01:47.320]  這個Jackson原本是基督徒
[00:01:47.320 --> 00:01:48.420]  一直成長的
[00:01:48.420 --> 00:01:50.620]  不過他到了讀大學
[00:01:50.620 --> 00:01:52.600]  認識了這個無神論者之後
[00:01:52.600 --> 00:01:55.720]  他就放棄了他的基督教信仰
[00:01:55.720 --> 00:02:01.860]  畢業之後他決心去紐約一闖天下
[00:02:01.860 --> 00:02:04.960]  去一個花花世界那裡
[00:02:04.960 --> 00:02:07.160]  不過到了紐約的時候
[00:02:07.160 --> 00:02:09.860]  他就在一間旅館暫住
[00:02:09.860 --> 00:02:12.820]  那天晚上睡到半夜的時候
[00:02:12.820 --> 00:02:15.560]  隔壁房間有一個男人
[00:02:15.560 --> 00:02:19.800]  很痛苦地整晚病患的裏面
[00:02:19.800 --> 00:02:21.600]  痛苦的裏面伸進來
[00:02:22.200 --> 00:02:23.960]  一直叫的時候
[00:02:23.960 --> 00:02:29.600]  這個Jackson就在思考死亡
[00:02:29.600 --> 00:02:32.820]  究竟這個人在痛苦的身陰裏面
[00:02:32.820 --> 00:02:35.160]  預備好死亡沒有呢
[00:02:35.160 --> 00:02:36.800]  他記得他在大學的時候
[00:02:36.800 --> 00:02:39.160]  跟這個無神論者的朋友
[00:02:39.160 --> 00:02:40.620]  在討論死亡的時候
[00:02:40.620 --> 00:02:42.160]  你們基督徒
[00:02:42.160 --> 00:02:45.120]  幻想死後的世界
[00:02:45.120 --> 00:02:47.500]  死後的福樂
[00:02:48.400 --> 00:02:52.700]  哪裡重要得過現在今生的快樂
[00:02:52.700 --> 00:02:55.560]  所以這個無神論者又跟Jackson
[00:02:55.560 --> 00:02:57.060]  不斷地辯論
[00:02:57.060 --> 00:03:02.960]  講到基督徒那種對人生的迷信
[00:03:02.960 --> 00:03:03.960]  虛幻
[00:03:03.960 --> 00:03:06.400]  一直這樣想起
[00:03:06.400 --> 00:03:10.260]  以前跟他朋友對死亡的討論的時候
[00:03:10.260 --> 00:03:14.360]  一直思考生命死亡的事情
[00:03:14.360 --> 00:03:15.160]  好了
[00:03:15.160 --> 00:03:20.420]  最後這個日出到了
[00:03:20.420 --> 00:03:25.660]  很難才捱到過了一晚
[00:03:25.660 --> 00:03:27.660]  到了天亮的時候
[00:03:27.660 --> 00:03:31.100]  隔壁房的痛苦的聲音就停了
[00:03:31.100 --> 00:03:34.200]  他就想著趕快走人
[00:03:34.200 --> 00:03:38.560]  看到那個旅館的老闆就跟他說
[00:03:38.560 --> 00:03:41.820]  昨晚住在我隔壁房的那個男人怎麼樣
[00:03:41.820 --> 00:03:45.200]  死了 那個年輕人真是慘
[00:03:45.200 --> 00:03:47.160]  他來了這裡沒多久
[00:03:47.160 --> 00:03:47.900]  Jackson就問
[00:03:47.900 --> 00:03:49.020]  你認識他嗎
[00:03:49.020 --> 00:03:50.620]  他說我認識他
[00:03:50.620 --> 00:03:54.000]  他在隔壁讀完大學沒多久就過來這裡
[00:03:54.000 --> 00:03:56.120]  他的名字叫做Jacob Eames
[00:03:56.120 --> 00:03:58.460]  這個Jackson聽到
[00:03:58.460 --> 00:04:00.560]  那就是我的朋友
[00:04:00.560 --> 00:04:03.320]  很震驚
[00:04:03.320 --> 00:04:05.500]  這個朋友突然之間離世
[00:04:05.500 --> 00:04:08.320]  他離世之前那種痛苦的聲音
[00:04:08.320 --> 00:04:11.360]  讓他進入一個很沉重的沉思裡面
[00:04:11.360 --> 00:04:12.500]  究竟生命是什麼
[00:04:12.500 --> 00:04:13.700]  究竟死亡是什麼
[00:04:13.700 --> 00:04:15.320]  人死後是怎麼樣的呢
[00:04:15.320 --> 00:04:18.900]  好 以前我跟他那個不信的朋友
[00:04:18.900 --> 00:04:20.900]  在討論人生的時候
[00:04:20.900 --> 00:04:22.320]  種種的討論
[00:04:22.320 --> 00:04:23.960]  種種的辯論
[00:04:23.960 --> 00:04:27.000]  就是一次令他很深入的重新反省
[00:04:27.000 --> 00:04:29.120]  究竟人生是什麼
[00:04:29.120 --> 00:04:31.720]  就在那次的反省裡面
[00:04:31.720 --> 00:04:34.860]  將他整個生命扭轉過來
[00:04:34.860 --> 00:04:38.300]  重新畏生給這個天父上帝
[00:04:38.300 --> 00:04:42.400]  最後成為一個很偉大的美國宣教士
[00:04:42.400 --> 00:04:47.060]  我相信今天我們所讀的經文的大衛
[00:04:47.060 --> 00:04:51.020]  也是經歷他一個死亡的訊息
[00:04:51.020 --> 00:04:52.960]  而將他整個人生改變
[00:04:52.960 --> 00:04:57.600]  他從一個要逃避數來追殺的大能勇士
[00:04:57.600 --> 00:05:01.300]  最後成為了以色列的君王
[00:05:01.300 --> 00:05:03.360]  一個神所高立
[00:05:03.360 --> 00:05:06.600]  神所應許的皇帝
[00:05:06.600 --> 00:05:10.060]  這個大衛將會建立的王國
[00:05:10.060 --> 00:05:12.000]  你可以說是預施著
[00:05:12.000 --> 00:05:15.960]  將來耶穌基督要建立的永恆的王國
[00:05:15.960 --> 00:05:19.000]  就讓我們今天在這個故事裡面
[00:05:19.000 --> 00:05:21.420]  來學習一下有什麼屬靈的功課
[00:05:21.420 --> 00:05:23.460]  我們可以學習
[00:05:23.460 --> 00:05:25.360]  好了
[00:05:25.360 --> 00:05:30.600]  我們都知道蘇羅是以色列的君王
[00:05:30.600 --> 00:05:32.460]  不過他的所言所行
[00:05:32.460 --> 00:05:35.800]  他所做的並不得到神的月立
[00:05:35.800 --> 00:05:39.160]  故此神就跟當時的先知薩姆爾說
[00:05:39.160 --> 00:05:43.320]  我厭棄這個蘇羅成為以色列的王
[00:05:43.320 --> 00:05:45.760]  所以我現在差派你薩姆爾
[00:05:45.760 --> 00:05:48.920]  去到百里行人耶西那裡
[00:05:48.920 --> 00:05:52.100]  因為我在他的頌旨當中
[00:05:52.100 --> 00:05:59.160]  已經預定了一個接任成為我的百姓的王
[00:05:59.160 --> 00:06:01.860]  這個預定的王
[00:06:01.860 --> 00:06:05.020]  當然我們今天知道就是大衛
[00:06:05.020 --> 00:06:10.520]  不過我相信當時蘇羅並不知道
[00:06:10.520 --> 00:06:17.260]  這個年輕人將來要接任的皇帝
[00:06:17.260 --> 00:06:20.820]  不過這個大衛卻是相當的處事精明
