
[00:00:00.000 --> 00:00:02.000]  帝文自媒主日平安
[00:00:02.000 --> 00:00:07.000]  謝謝高牧師為我們剛才讀了這段的經文
[00:00:07.000 --> 00:00:09.000]  雖然經文很長
[00:00:09.000 --> 00:00:11.000]  我中間的一段沒有讀
[00:00:11.000 --> 00:00:12.000]  我讀了頭和尾
[00:00:12.000 --> 00:00:15.000]  但是我想這段經文的大概
[00:00:15.000 --> 00:00:17.000]  我們都能夠有所瞭解
[00:00:17.000 --> 00:00:23.000]  在這段經文的第四節和第三十四節
[00:00:23.000 --> 00:00:24.000]  就是一頭一尾
[00:00:24.000 --> 00:00:26.000]  出現了一個同樣的字
[00:00:26.000 --> 00:00:29.000]  叫做貪欲之人或者貪欲的人
[00:00:30.000 --> 00:00:33.000]  很明顯這段經文是講到一個主題
[00:00:33.000 --> 00:00:35.000]  就是人的貪
[00:00:35.000 --> 00:00:37.000]  人的貪心
[00:00:37.000 --> 00:00:38.000]  人的貪婪
[00:00:38.000 --> 00:00:41.000]  曾經聽過一個故事
[00:00:41.000 --> 00:00:43.000]  在印度你知道嗎
[00:00:43.000 --> 00:00:44.000]  印度的農民
[00:00:44.000 --> 00:00:46.000]  他們為了保護他們的農作物
[00:00:46.000 --> 00:00:48.000]  而且為了其他的收益
[00:00:48.000 --> 00:00:50.000]  他們要抓這些野猴子
[00:00:50.000 --> 00:00:53.000]  他們抓猴子的方法有一種很特別的方法
[00:00:53.000 --> 00:00:55.000]  就是他們製作一個木籠
[00:00:55.000 --> 00:00:59.000]  這個木籠裡邊放著猴子愛吃的食物
[00:00:59.000 --> 00:01:00.000]  香蕉
[00:01:00.000 --> 00:01:01.000]  可能是香蕉吧
[00:01:01.000 --> 00:01:02.000]  水果
[00:01:02.000 --> 00:01:07.000]  但是這只木籠只夠猴子伸進去一隻手的空間
[00:01:07.000 --> 00:01:09.000]  當他們抓住香蕉
[00:01:09.000 --> 00:01:12.000]  在想要我把手退回來的時候
[00:01:12.000 --> 00:01:13.000]  完了就卡在那了
[00:01:13.000 --> 00:01:14.000]  就縮不回來
[00:01:14.000 --> 00:01:17.000]  然後獵人就趁這個機會去抓他們
[00:01:17.000 --> 00:01:20.000]  猴子想要伸出手來
[00:01:20.000 --> 00:01:23.000]  就必須放下手中的食物
[00:01:23.000 --> 00:01:26.000]  但是這些猴子絕不肯放下手中的食物
[00:01:26.000 --> 00:01:28.000]  所以每次就都被捉住了
[00:01:28.000 --> 00:01:29.000]  各位
[00:01:29.000 --> 00:01:31.000]  你有沒有聽到這個故事之後
[00:01:31.000 --> 00:01:33.000]  有一點像我們吶
[00:01:33.000 --> 00:01:35.000]  我們就像這只猴子的話
[00:01:35.000 --> 00:01:36.000]  各位
[00:01:36.000 --> 00:01:40.000]  魔鬼撒旦就好像抓猴子的獵人
[00:01:40.000 --> 00:01:42.000]  我們怎麼死的你知道嗎
[00:01:42.000 --> 00:01:44.000]  我們都是因著我們的貪婪死的
[00:01:44.000 --> 00:01:47.000]  當我們面對誘惑的時候我們放不下
[00:01:47.000 --> 00:01:50.000]  當我們陷在裡邊的時候我們出不來
[00:01:50.000 --> 00:01:52.000]  我不知道你有沒有這樣的感覺
[00:01:52.000 --> 00:01:54.000]  我有的時候常常會有一種感覺
[00:01:54.000 --> 00:01:57.000]  巴不得把這只手砍了
[00:01:57.000 --> 00:02:00.000]  因為它總是想去做不該做的事
[00:02:00.000 --> 00:02:02.000]  巴不得把我的腳砍了
[00:02:02.000 --> 00:02:06.000]  因為它總是不由自主地就邁向這個世界
[00:02:06.000 --> 00:02:08.000]  巴不得把我的眼睛挖了
[00:02:08.000 --> 00:02:11.000]  因為它總愛看一些不可以看的
[00:02:11.000 --> 00:02:13.000]  巴不得把我的嘴巴給封了
[00:02:13.000 --> 00:02:16.000]  因為它總是說些不該說的
[00:02:16.000 --> 00:02:20.000]  這也是主耶穌在登山寶訓上說的對不對
[00:02:20.000 --> 00:02:21.000]  砍掉你的一隻手
[00:02:21.000 --> 00:02:23.000]  挖掉你的一隻眼
[00:02:23.000 --> 00:02:26.000]  免得你全身都下到地獄里去
[00:02:26.000 --> 00:02:29.000]  你有過這樣的痛苦嗎
[00:02:29.000 --> 00:02:34.000]  你有過對自己這樣一種恨鐵不成鋼的一種掙扎嗎
