
[00:00:00.000 --> 00:00:02.000]  讓我們低頭禱告
[00:00:02.000 --> 00:00:06.000]  敬愛天父主耶穌聖女保佑
[00:00:06.000 --> 00:00:08.000]  祝我們用感恩的心來到禰面前
[00:00:08.000 --> 00:00:11.000]  今天是主禰的日子
[00:00:11.000 --> 00:00:13.000]  祝禰的兒女來到禰面前
[00:00:13.000 --> 00:00:16.000]  主啊 我們一起來敬拜讚美禰
[00:00:16.000 --> 00:00:18.000]  主啊 我們用我們的心
[00:00:18.000 --> 00:00:21.000]  心靈和誠實來敬拜讚美禰
[00:00:21.000 --> 00:00:23.000]  主啊 真的是當我們再一次
[00:00:23.000 --> 00:00:25.000]  浮浮在禰面前的時候
[00:00:25.000 --> 00:00:28.000]  主啊 願禰向我們施恩 向我們養靈
[00:00:28.000 --> 00:00:30.000]  帶領我們
[00:00:30.000 --> 00:00:32.000]  開我們心中的耳朵
[00:00:32.000 --> 00:00:35.000]  讓我們能夠聽到父禰的聲音
[00:00:35.000 --> 00:00:38.000]  讓我們能夠明白父禰的心腸
[00:00:38.000 --> 00:00:40.000]  所以說我們再一次的
[00:00:40.000 --> 00:00:43.000]  爲我們今天的聚集向主禰感恩
[00:00:43.000 --> 00:00:45.000]  求主禰現在就在我們中間
[00:00:45.000 --> 00:00:49.000]  謝謝主 禱告奉耶穌的名 阿們
[00:00:49.000 --> 00:00:52.000]  同心合一 心望福音
[00:00:52.000 --> 00:00:55.000]  這就是我們2019年的意象
[00:00:55.000 --> 00:00:57.000]  我們2019年的意象
[00:00:57.000 --> 00:01:00.000]  讓我們來講一下 檢討一下
[00:01:00.000 --> 00:01:03.000]  那這個意象我們達到了嗎
[00:01:03.000 --> 00:01:07.000]  我們有沒有reach到我們的goal
[00:01:07.000 --> 00:01:11.000]  真的很感謝弟兄姐妹同心的努力
[00:01:11.000 --> 00:01:13.000]  真的很感謝弟兄姐妹同心努力
[00:01:13.000 --> 00:01:17.000]  七月底我們貝利跟雷頓
[00:01:17.000 --> 00:01:19.000]  我們就分開來了
[00:01:19.000 --> 00:01:21.000]  兩個小組分開
[00:01:21.000 --> 00:01:24.000]  之後貝利小組他們很會邀請
[00:01:24.000 --> 00:01:27.000]  木道友 很多還沒有信主的人
[00:01:27.000 --> 00:01:28.000]  很多新朋友
[00:01:28.000 --> 00:01:31.000]  所以接二連三的就很多人決志
[00:01:31.000 --> 00:01:34.000]  所以再加上一些客觀的因素
[00:01:34.000 --> 00:01:38.000]  所以我們就到了十月底的時候
[00:01:38.000 --> 00:01:41.000]  我們就成立了一個
[00:01:41.000 --> 00:01:42.000]  剋剋倫的福音小組
[00:01:42.000 --> 00:01:44.000]  在剋剋倫成立一個福音小組
[00:01:44.000 --> 00:01:48.000]  當時就有人說
[00:01:48.000 --> 00:01:49.000]  太快了啦
[00:01:49.000 --> 00:01:51.000]  你們這樣跑太快了啦
[00:01:51.000 --> 00:01:54.000]  那在這裏我想要特別解釋一下
[00:01:54.000 --> 00:01:58.000]  一下什麼叫做同心合一
[00:01:58.000 --> 00:02:01.000]  你想想看
[00:02:01.000 --> 00:02:03.000]  我們是一羣罪人
[00:02:03.000 --> 00:02:05.000]  我們都是一羣罪人
[00:02:05.000 --> 00:02:07.000]  那這個罪人自己
[00:02:07.000 --> 00:02:09.000]  我們都有我們自己的性格
[00:02:09.000 --> 00:02:12.000]  我們有我們自己的想法
[00:02:12.000 --> 00:02:13.000]  還有我們的習慣
[00:02:13.000 --> 00:02:18.000]  那我們怎麼能夠同心呢
[00:02:18.000 --> 00:02:21.000]  但是呢 因着我們彼此相愛
[00:02:21.000 --> 00:02:23.000]  因爲我們都非常的彼此相愛
[00:02:23.000 --> 00:02:25.000]  所以我們就願意
[00:02:25.000 --> 00:02:27.000]  以耶穌基督的心爲心
[00:02:27.000 --> 00:02:31.000]  那這個耶穌基督的心爲心
[00:02:31.000 --> 00:02:33.000]  使我們就能夠帶出
[00:02:33.000 --> 00:02:35.000]  大使命的果效來
[00:02:35.000 --> 00:02:36.000]  Hallelujah
[00:02:36.000 --> 00:02:40.000]  所以2019年在信望愛
[00:02:40.000 --> 00:02:43.000]  就成就了很多的大事
[00:02:43.000 --> 00:02:45.000]  在我們教會里面
[00:02:45.000 --> 00:02:48.000]  當然不能說
[00:02:48.000 --> 00:02:51.000]  我要說是我們弟兄姊妹的努力
[00:02:51.000 --> 00:02:54.000]  但是我們以前也很努力啊
[00:02:54.000 --> 00:02:56.000]  但是現在我們就看到
[00:02:56.000 --> 00:02:58.000]  神的時間到了
[00:02:58.000 --> 00:02:59.000]  神就開始
[00:02:59.000 --> 00:03:02.000]  聖靈就一直在做工
[00:03:02.000 --> 00:03:06.000]  所以事情一樣一樣的就發生了
[00:03:06.000 --> 00:03:08.000]  而且所以我們
[00:03:08.000 --> 00:03:10.000]  神在做工的時候呢
[00:03:10.000 --> 00:03:11.000]  弟兄姊妹
[00:03:11.000 --> 00:03:14.000]  我們要配合
[00:03:14.000 --> 00:03:19.000]  因爲神的腳步是非常快的
[00:03:19.000 --> 00:03:22.000]  那接下來2020
[00:03:22.000 --> 00:03:25.000]  當你聽到2020的時候
[00:03:25.000 --> 00:03:27.000]  你會想到什麼
[00:03:27.000 --> 00:03:29.000]  會想到我們的哀哉
[00:03:29.000 --> 00:03:30.000]  2020是什麼
[00:03:30.000 --> 00:03:32.000]  是最標準的
[00:03:32.000 --> 00:03:34.000]  最標準的哀哉 對不對
[00:03:34.000 --> 00:03:37.000]  所以明年是什麼 2020
[00:03:37.000 --> 00:03:38.000]  2020年
[00:03:38.000 --> 00:03:40.000]  所以我要鼓勵弟兄姊妹
[00:03:40.000 --> 00:03:42.000]  在這個2020年要來之前
[00:03:42.000 --> 00:03:44.000]  我們要預備好我們自己
[00:03:44.000 --> 00:03:47.000]  因爲神的速度是非常快的
[00:03:47.000 --> 00:03:50.000]  所以我們要跟得上祂的腳步
[00:03:50.000 --> 00:03:52.000]  阿雷魯亞 感謝讚美主
[00:03:52.000 --> 00:03:54.000]  那今天呢
[00:03:54.000 --> 00:03:57.000]  剛纔我們讀了
[00:03:57.000 --> 00:04:01.000]  馬太福音20章的宣昭的經文
[00:04:01.000 --> 00:04:04.000]  那孟孟有沒有可能把它打出來
[00:04:04.000 --> 00:04:07.000]  那我們有機會來參考一下
[00:04:07.000 --> 00:04:08.000]  那剛纔呢
[00:04:08.000 --> 00:04:12.000]  剛纔這個馬太福音
[00:04:12.000 --> 00:04:13.000]  這個很多
[00:04:13.000 --> 00:04:14.000]  就參考一下
[00:04:14.000 --> 00:04:17.000]  那我們宣昭的這一段經文
[00:04:17.000 --> 00:04:21.000]  說天國好像家族清早起來
[00:04:21.000 --> 00:04:23.000]  就出去僱人
[00:04:23.000 --> 00:04:25.000]  要進葡萄園做工
[00:04:25.000 --> 00:04:27.000]  那這裏講的天國
[00:04:27.000 --> 00:04:29.000]  其實就是神的國
[00:04:29.000 --> 00:04:30.000]  跟神的家
[00:04:30.000 --> 00:04:32.000]  我們信耶穌
[00:04:32.000 --> 00:04:34.000]  我們可以得永生
[00:04:34.000 --> 00:04:36.000]  那不是說我們信了耶穌以後
[00:04:36.000 --> 00:04:38.000]  就等着啥事不幹
[00:04:38.000 --> 00:04:40.000]  等着上天堂
[00:04:40.000 --> 00:04:43.000]  也不是說我們信了耶穌以後
[00:04:43.000 --> 00:04:45.000]  我們就會成爲一個好人
[00:04:45.000 --> 00:04:47.000]  a better person
[00:04:47.000 --> 00:04:50.000]  這個其實
[00:04:50.000 --> 00:04:52.000]  而且你知道天堂
[00:04:52.000 --> 00:04:55.000]  並不是一個無所事事
[00:04:55.000 --> 00:04:56.000]  你啥事不幹
[00:04:56.000 --> 00:04:58.000]  而且你愛幹什麼
[00:04:58.000 --> 00:04:59.000]  就去做什麼的地方
[00:04:59.000 --> 00:05:01.000]  天堂不是這樣的地方
[00:05:01.000 --> 00:05:04.000]  而且天國是神
[00:05:04.000 --> 00:05:08.000]  要向我們發出工作的邀請
[00:05:08.000 --> 00:05:10.000]  天國是神要向我們
[00:05:10.000 --> 00:05:12.000]  發出工作的邀請
[00:05:12.000 --> 00:05:15.000]  我們每一個都要被邀請
[00:05:15.000 --> 00:05:17.000]  進入葡萄園來做工
[00:05:17.000 --> 00:05:20.000]  那你看剛纔我們看這個經文
[00:05:20.000 --> 00:05:22.000]  他其實跟我們講
[00:05:22.000 --> 00:05:23.000]  這位家族
[00:05:23.000 --> 00:05:26.000]  他一天五次
[00:05:26.000 --> 00:05:29.000]  他從清晨六點
[00:05:29.000 --> 00:05:30.000]  九點
[00:05:30.000 --> 00:05:31.000]  十二點
[00:05:31.000 --> 00:05:32.000]  三點
[00:05:32.000 --> 00:05:34.000]  到下午五點
[00:05:34.000 --> 00:05:36.000]  他一而再再而三的
[00:05:36.000 --> 00:05:39.000]  他出來邀請呼喊人
[00:05:39.000 --> 00:05:41.000]  進葡萄園做工
[00:05:41.000 --> 00:05:43.000]  進葡萄園做工
[00:05:43.000 --> 00:05:45.000]  但是你有沒有看到
[00:05:45.000 --> 00:05:46.000]  他也一再的說
[00:05:46.000 --> 00:05:49.000]  門口一直還有什麼
[00:05:49.000 --> 00:05:51.000]  閒站在那裏的人
[00:05:51.000 --> 00:05:53.000]  閒站在那裏的人
[00:05:53.000 --> 00:05:54.000]  感謝主
[00:05:54.000 --> 00:05:56.000]  我們的弟兄姊妹都很體貼
[00:05:56.000 --> 00:05:59.000]  都很愛我
[00:05:59.000 --> 00:06:02.000]  常常擔心牧師跟我
[00:06:02.000 --> 00:06:05.000]  年紀太老邁
[00:06:05.000 --> 00:06:06.000]  有一個人跟我說
[00:06:06.000 --> 00:06:08.000]  牧師你們年紀老邁
[00:06:08.000 --> 00:06:10.000]  然後就說
[00:06:10.000 --> 00:06:11.000]  太辛苦
[00:06:11.000 --> 00:06:12.000]  你們太辛苦了
[00:06:12.000 --> 00:06:13.000]  所以弟兄姊妹都很願意
[00:06:13.000 --> 00:06:15.000]  要來幫忙
[00:06:15.000 --> 00:06:17.000]  但是親愛的弟兄姊妹
[00:06:17.000 --> 00:06:20.000]  我相信牧師跟我的心裏面
[00:06:20.000 --> 00:06:22.000]  我們都是希望
[00:06:22.000 --> 00:06:25.000]  寧可大家來服侍
[00:06:25.000 --> 00:06:27.000]  因爲服侍是蒙福的
[00:06:27.000 --> 00:06:30.000]  能夠服侍是上帝的恩典
[00:06:30.000 --> 00:06:33.000]  上帝的恩典
