
[00:00:00.000 --> 00:00:02.000]  我是伍安
[00:00:02.000 --> 00:00:04.000]  很久沒見了
[00:00:04.000 --> 00:00:09.000]  很開心這個題目是在暑假說的
[00:00:09.000 --> 00:00:12.000]  福音主日我沒試過在暑假說的
[00:00:12.000 --> 00:00:14.000]  第一次穿天熱衣
[00:00:14.000 --> 00:00:18.000]  但是我選這段聖經
[00:00:18.000 --> 00:00:22.000]  比較好過以前在舊歷年用的聖經
[00:00:22.000 --> 00:00:26.000]  因為聖經是在哥倫多前書
[00:00:26.000 --> 00:00:30.000]  十五章55至57節
[00:00:30.000 --> 00:00:34.000]  死下你的德性的權勢在哪裡
[00:00:34.000 --> 00:00:38.000]  死下你的獨勾在哪裡
[00:00:38.000 --> 00:00:42.000]  死的獨勾就是罪
[00:00:42.000 --> 00:00:45.000]  罪的權勢就是律法
[00:00:45.000 --> 00:00:53.000]  感謝神使我們直著我們的主耶穌基督德性
[00:00:53.000 --> 00:00:56.000]  死死死講三個
[00:00:56.000 --> 00:00:59.000]  所以以前在抗福堂的福音主日
[00:00:59.000 --> 00:01:01.000]  每次在舊歷年找我講
[00:01:01.000 --> 00:01:03.000]  我不敢用這段經文
[00:01:03.000 --> 00:01:05.000]  因為人家覺得都不好
[00:01:05.000 --> 00:01:09.000]  舊歷年講完死又死再死
[00:01:09.000 --> 00:01:11.000]  但都不怕講
[00:01:11.000 --> 00:01:15.000]  因為最後那兩個字是德性
[00:01:15.000 --> 00:01:19.000]  廣東話你每天講多少個死字
[00:01:19.000 --> 00:01:21.000]  開始就死了
[00:01:21.000 --> 00:01:24.000]  我想你講了很多次都忘記了
[00:01:24.000 --> 00:01:26.000]  有講多少次
[00:01:26.000 --> 00:01:27.000]  得了
[00:01:27.000 --> 00:01:31.000]  我想不是很多
[00:01:31.000 --> 00:01:33.000]  死為什麼這麼可怕
[00:01:33.000 --> 00:01:35.000]  今天我回答五個問題
[00:01:35.000 --> 00:01:39.000]  昨晚不是福音主日
[00:01:39.000 --> 00:01:41.000]  都用這個題目
[00:01:41.000 --> 00:01:43.000]  如果你覺得內容好
[00:01:43.000 --> 00:01:46.000]  你帶朋友今天再來12點鐘
[00:01:46.000 --> 00:01:48.000]  昨晚回答了五個問題
[00:01:48.000 --> 00:01:52.000]  第一個問題是為什麼人怕死
[00:01:52.000 --> 00:01:55.000]  為什麼你怕死
[00:01:55.000 --> 00:02:01.000]  第二個問題是為什麼人要死
[00:02:01.000 --> 00:02:05.000]  第三個問題是犯罪
[00:02:05.000 --> 00:02:08.000]  其實最大的失去是什麼
[00:02:08.000 --> 00:02:10.000]  第四個問題是
[00:02:10.000 --> 00:02:13.000]  為什麼證明耶穌是愛人
[00:02:13.000 --> 00:02:15.000]  為什麼證明
[00:02:15.000 --> 00:02:19.000]  第五個問題是死是否打敗了
[00:02:19.000 --> 00:02:21.000]  希望這半小時
[00:02:21.000 --> 00:02:25.000]  我們試想這五個問題的答案
[00:02:25.000 --> 00:02:29.000]  當然是聖經回答這五個問題
[00:02:29.000 --> 00:02:31.000]  我想跟你分享的時候
[00:02:31.000 --> 00:02:35.000]  可能你說你講中了我最近經常問的問題
[00:02:35.000 --> 00:02:41.000]  希望今天你轉為回答這五個問題的人
[00:02:41.000 --> 00:02:44.000]  而不是問這五個問題的人
[00:02:44.000 --> 00:02:48.000]  我記得回想答案的時候
[00:02:48.000 --> 00:02:52.000]  死其實最令人害怕的是什麼
[00:02:52.000 --> 00:02:55.000]  我在二十年前我教理工大學
[00:02:55.000 --> 00:02:56.000]  我教社工
[00:02:56.000 --> 00:03:00.000]  當講到死這一堂書的時候
[00:03:00.000 --> 00:03:03.000]  我們看很多心理學
[00:03:03.000 --> 00:03:05.000]  輔導學
[00:03:05.000 --> 00:03:07.000]  宗教
[00:03:07.000 --> 00:03:10.000]  歸一排第一的原因
[00:03:10.000 --> 00:03:11.000]  講第一個
[00:03:11.000 --> 00:03:17.000]  死是令人停止了你打算的東西
[00:03:17.000 --> 00:03:19.000]  你打算就停止了
[00:03:19.000 --> 00:03:22.000]  譬如你打算度蜜月
[00:03:22.000 --> 00:03:26.000]  你打算過結婚週年紀念
[00:03:26.000 --> 00:03:31.000]  你最喜歡的打算
[00:03:31.000 --> 00:03:34.000]  死就馬上停止了你
[00:03:34.000 --> 00:03:36.000]  聖經的答案一樣
[00:03:36.000 --> 00:03:41.000]  詩篇146篇第四節
[00:03:41.000 --> 00:03:45.000]  他所打算的當日就消滅了
[00:03:45.000 --> 00:03:47.000]  當日就消滅了
[00:03:47.000 --> 00:03:49.000]  其實最令人害怕的是這件事
[00:03:49.000 --> 00:03:51.000]  因為你沒有東西想為止
[00:03:51.000 --> 00:03:54.000]  你一有東西想就想最想什麼
[00:03:54.000 --> 00:03:55.000]  你還想什麼
[00:03:55.000 --> 00:03:58.000]  你想久一點就很喜歡這個最想的出現
[00:03:58.000 --> 00:04:00.000]  誰知道
[00:04:00.000 --> 00:04:03.000]  死你就完了
[00:04:03.000 --> 00:04:05.000]  我太太胰臟癌的時候
[00:04:05.000 --> 00:04:08.000]  她說如果我們去一次近距離旅行也好
[00:04:08.000 --> 00:04:10.000]  一看護照
[00:04:10.000 --> 00:04:11.000]  到期
[00:04:11.000 --> 00:04:19.000]  於是就申請了一個十年的護照
[00:04:19.000 --> 00:04:23.000]  不過收到這本護照的時候
[00:04:23.000 --> 00:04:25.000]  接著她就死了
[00:04:25.000 --> 00:04:27.000]  這本護照沒用
[00:04:27.000 --> 00:04:31.000]  打算的就消滅了
[00:04:31.000 --> 00:04:35.000]  打算來港福堂2008年10月
[00:04:35.000 --> 00:04:37.000]  港福堂的夫婦營
[00:04:37.000 --> 00:04:39.000]  我們收拾了行李
[00:04:39.000 --> 00:04:41.000]  打算我太太打完最後一次化療針
[00:04:41.000 --> 00:04:44.000]  接著那兩天就去港福堂
[00:04:44.000 --> 00:04:46.000]  去沙田麗豪酒店
[00:04:46.000 --> 00:04:48.000]  那個夫婦營
[00:04:48.000 --> 00:04:51.000]  我想當時你們都很多人在
[00:04:51.000 --> 00:04:53.000]  但是在9月27日
[00:04:53.000 --> 00:04:54.000]  我太太就死了
[00:04:54.000 --> 00:04:57.000]  她來不到這個營
[00:04:57.000 --> 00:04:59.000]  在竊婚30週年紀念的時候
[00:04:59.000 --> 00:05:00.000]  我太太問
[00:05:00.000 --> 00:05:03.000]  會不會我們又可以想一下
[00:05:03.000 --> 00:05:05.000]  21週年怎樣慶祝呢
[00:05:05.000 --> 00:05:07.000]  想了一點
[00:05:07.000 --> 00:05:09.000]  接著就死了
[00:05:09.000 --> 00:05:12.000]  死是停止了你打算的
[00:05:12.000 --> 00:05:14.000]  所以我現在問你
[00:05:14.000 --> 00:05:16.000]  你有什麼打算
[00:05:16.000 --> 00:05:17.000]  想出現的東西呢
[00:05:17.000 --> 00:05:19.000]  你要過這一關
