
[00:00:00.000 --> 00:00:06.200]  相信大家都知道目前這一個很嚴峻的疫情
[00:00:06.200 --> 00:00:13.120]  其中一個受到很大衝擊的國家就是美國
[00:00:13.120 --> 00:00:17.000]  但是正正就是在這些處境裏面
[00:00:17.000 --> 00:00:22.880]  讓我們能夠可以見到很多美麗的故事
[00:00:22.880 --> 00:00:28.080]  沒多久之前我就讀到一段這樣的新聞
[00:00:28.080 --> 00:00:32.640]  有一位叫做曾華的醫生
[00:00:32.640 --> 00:00:38.520]  他在明尼蘇達州的高速公路上
[00:00:38.520 --> 00:00:41.320]  因為超速駕駛
[00:00:41.320 --> 00:00:45.640]  所以就被巡警制停了
[00:00:45.640 --> 00:00:51.560]  當巡警制停了問他你要去哪裏
[00:00:51.560 --> 00:00:53.480]  拿個車牌出來
[00:00:53.480 --> 00:00:56.080]  他就和警察解釋
[00:00:56.080 --> 00:00:59.880]  他說其實自己是個醫生
[00:00:59.880 --> 00:01:07.720]  每一個月我都會由波士頓飛去明尼蘇達州
[00:01:07.720 --> 00:01:09.520]  我是個心臟科醫生
[00:01:09.520 --> 00:01:15.640]  我就會去那裏的醫院幫病人看診
[00:01:15.640 --> 00:01:18.640]  那個警察就拿著他的車牌
[00:01:18.640 --> 00:01:22.280]  跟著就回到自己的警車那裏
[00:01:22.280 --> 00:01:25.320]  要去核對一些資料
[00:01:25.320 --> 00:01:28.400]  沒多久警察回來了
[00:01:28.400 --> 00:01:31.640]  警察就跟他說
[00:01:31.640 --> 00:01:36.680]  你這樣駕駛真的很不負責任
[00:01:36.680 --> 00:01:39.920]  如果你發生了意外
[00:01:39.920 --> 00:01:46.640]  你不單止不能夠救到你要去救的病人
[00:01:46.640 --> 00:01:49.400]  現在疫情這麼嚴峻
[00:01:49.400 --> 00:01:57.400]  你還令到這些醫院承受的壓力更加大
[00:01:57.400 --> 00:02:01.640]  佔用了這些資源
[00:02:01.640 --> 00:02:08.240]  曾華醫生以為這個警察一定會給他一張告票
[00:02:08.240 --> 00:02:10.960]  誰知警察說
[00:02:10.960 --> 00:02:14.160]  這次我就放過你
[00:02:14.160 --> 00:02:18.320]  我只會給你一個口頭警告
[00:02:18.320 --> 00:02:21.640]  這個曾華醫生多謝都來不及
[00:02:21.640 --> 00:02:26.520]  就準備接回自己那張駕駛執照
[00:02:26.520 --> 00:02:34.040]  誰知警察除了給他那張駕駛執照之外
[00:02:34.040 --> 00:02:36.800]  另外還一併遞上了
[00:02:36.800 --> 00:02:45.240]  五個州政府派給巡警執勤時用的N95口罩
[00:02:45.240 --> 00:02:50.480]  然後就跟他說再見
[00:02:50.480 --> 00:02:53.800]  曾華醫生非常之感動
[00:02:53.800 --> 00:02:58.360]  他眼泛淚光地說
[00:02:58.360 --> 00:03:03.080]  我好像世界各地很多的醫護人員一樣
[00:03:03.080 --> 00:03:06.920]  我們很怕不夠防護裝備
[00:03:06.920 --> 00:03:10.880]  萬一我離開了家這麼遠
[00:03:10.880 --> 00:03:15.840]  然後病倒了怎麼辦?
[00:03:15.840 --> 00:03:23.040]  他繼續在他的臉書裏補充
[00:03:23.040 --> 00:03:27.520]  這個完全陌生的人沒有欠我任何東西
[00:03:27.520 --> 00:03:31.440]  甚至比我站得更加前線
[00:03:31.440 --> 00:03:35.520]  每天去接觸一些他們完全不認識的人
[00:03:35.520 --> 00:03:45.000]  但是他仍然願意在我沒有提出任何要求的情況下
[00:03:45.000 --> 00:03:51.400]  跟我分享他很珍貴的防疫裝備
[00:03:51.400 --> 00:03:58.840]  他說今天我們的文明面紗可能已經變得很薄
[00:03:58.840 --> 00:04:04.240]  但是我們應該過得了這一關
[00:04:04.240 --> 00:04:10.920]  後來就有人找到這個公路巡警是誰
[00:04:10.920 --> 00:04:14.680]  原來他就是施瓦茲
[00:04:14.680 --> 00:04:19.520]  他說其實他只不過是很想支持一些
[00:04:19.520 --> 00:04:26.560]  很努力在前線去對抗疫情的醫護人員
[00:04:26.560 --> 00:04:33.240]  他就在明尼蘇達州巡邏隊的臉書上
[00:04:33.240 --> 00:04:35.480]  回覆他這樣說
[00:04:35.480 --> 00:04:40.080]  他說整個巡邏隊在疫情當中
[00:04:40.080 --> 00:04:46.640]  都是一樣記掛著那些在前線上很關鍵的時刻
[00:04:46.640 --> 00:04:53.280]  仍然很努力去照顧著明尼蘇達州的人民
[00:04:53.280 --> 00:04:56.680]  這些前線工作者
[00:04:56.680 --> 00:05:01.360]  回到我們一直在說的三個月以上
[00:05:01.360 --> 00:05:05.880]  兩個星期前我們就在說第27章
[00:05:05.880 --> 00:05:08.800]  大衛因為要逃避蘇羅
[00:05:08.800 --> 00:05:15.200]  所以他就走了去菲律士地去投靠阿吉王
[00:05:15.200 --> 00:05:17.760]  雖然得到阿吉王的信任
[00:05:17.760 --> 00:05:23.880]  不過後來因為其他的菲律士人信不過大衛
[00:05:23.880 --> 00:05:27.200]  不要大衛跟他們一起出戰
[00:05:27.200 --> 00:05:28.840]  叫他走
[00:05:28.840 --> 00:05:34.960]  所以大衛就唯有回到洗格拉
[00:05:34.960 --> 00:05:37.600]  大衛好像脫難似的
[00:05:37.600 --> 00:05:41.840]  避過了要跟自己的民族打仗
[00:05:41.840 --> 00:05:46.200]  互相殘殺這樣的場面
[00:05:46.200 --> 00:05:53.280]  對他來說危機就好像悄悄地過去
[00:05:53.280 --> 00:05:58.760]  危機這個字英文是Crisis
[00:05:58.760 --> 00:06:05.320]  我們看這個字其實總是會得出一個負面的意思
[00:06:05.320 --> 00:06:08.320]  但如果我們細心了解一下
[00:06:08.320 --> 00:06:15.160]  原來危機這個字本身其實意思很豐富
[00:06:15.160 --> 00:06:17.920]  我們先看看危字
[00:06:17.920 --> 00:06:22.920]  危字是一個會議字在中文來說
[00:06:22.920 --> 00:06:28.760]  小篆的寫法是這樣的
[00:06:28.760 --> 00:06:32.440]  字形的最上面是一個人
[00:06:32.440 --> 00:06:35.120]  中間有個山崖
[00:06:35.120 --> 00:06:41.000]  然後下半截就好像有隻腳的形狀
[00:06:41.000 --> 00:06:46.920]  表示一個人站在一個很高的懸崖邊
[00:06:46.920 --> 00:06:53.040]  站得高好像很危險
[00:06:53.040 --> 00:06:57.920]  但你站得高也不一定會跌下來
[00:06:57.920 --> 00:07:05.160]  所以危字本身如果用負面的角度去看
[00:07:05.160 --> 00:07:07.480]  就是很危險
[00:07:07.480 --> 00:07:13.520]  但其實它也有正面的意思,是高的意思
[00:07:13.520 --> 00:07:20.320]  所謂危機,危機,有危就有機
[00:07:20.320 --> 00:07:26.160]  今天我要和大家分享的三會議記上的第三十章
[00:07:26.160 --> 00:07:32.920]  到底大衛正在面對的是危還是機呢?
[00:07:32.920 --> 00:07:38.760]  我們先看第一至第六節經文怎樣說
[00:07:38.760 --> 00:07:41.640]  第三十章第一節
[00:07:41.640 --> 00:07:45.720]  第三日大衛和跟隨他的人到了洗格拉
[00:07:45.720 --> 00:07:48.800]  阿瑪力人已經侵奪南地
[00:07:48.800 --> 00:07:52.840]  攻破洗格拉,用火焚燒
[00:07:52.840 --> 00:07:57.160]  擄了城內的婦女和其中的大小人口
[00:07:57.160 --> 00:08:01.520]  卻沒有殺一個,都帶著走了
[00:08:01.520 --> 00:08:04.960]  大衛和跟隨他的人到了那城
[00:08:04.960 --> 00:08:07.160]  不料城已燒毀
[00:08:07.160 --> 00:08:11.360]  他們的妻子兒女都被擄去了
[00:08:11.360 --> 00:08:15.120]  大衛和跟隨他的人就放聲大哭
[00:08:15.120 --> 00:08:18.240]  直哭得沒有氣力
[00:08:18.240 --> 00:08:20.200]  大衛的兩個妻子
[00:08:20.200 --> 00:08:25.920]  耶穌列人阿希倫和作過那八妻的加密人阿比蓋
[00:08:25.920 --> 00:08:28.480]  也被擄去了
[00:08:28.480 --> 00:08:30.760]  大衛甚是焦急
[00:08:30.760 --> 00:08:33.520]  因眾人為自己的兒女俘虜
[00:08:33.520 --> 00:08:37.880]  說要用石頭打死他
[00:08:37.880 --> 00:08:41.880]  為了應付阿吉王的要求
[00:08:41.880 --> 00:08:44.640]  大衛和跟隨他的人
[00:08:44.640 --> 00:08:50.720]  唯有放下他們的妻兒子女
[00:08:50.720 --> 00:08:56.960]  然後跟隨阿吉王,打算出戰
[00:08:56.960 --> 00:09:03.920]  誰知,剛才說的這班菲律賜人不要他們
[00:09:03.920 --> 00:09:10.760]  於是大衛說,不用做二五仔,不就脫難了
[00:09:10.760 --> 00:09:16.400]  誰知,原來不是危中有機
[00:09:16.400 --> 00:09:21.080]  反過來,是機中有危
[00:09:21.080 --> 00:09:26.280]  大衛面對著大難臨頭
[00:09:26.280 --> 00:09:28.520]  剛才讀到的經文
[00:09:28.520 --> 00:09:37.160]  說所有的將士都跟隨大衛出戰
[00:09:37.160 --> 00:09:40.720]  亞馬利人趁著這個空檔
[00:09:40.720 --> 00:09:45.680]  不但將洗格拉城一把火燒了
[00:09:45.680 --> 00:09:51.560]  還將他們的妻子兒女全部擄走
[00:09:51.560 --> 00:09:55.280]  從人的角度來看
[00:09:55.280 --> 00:09:59.240]  亞馬利人沒有殺死他們
[00:09:59.240 --> 00:10:03.400]  可能因為他們有價值
[00:10:03.400 --> 00:10:07.440]  成為奴隸也好,賣了他們也好
[00:10:07.440 --> 00:10:09.400]  不過想深一層
[00:10:09.400 --> 00:10:11.760]  究竟我們有沒有察覺到
[00:10:11.760 --> 00:10:18.160]  原來是神的手在其中做事
[00:10:18.160 --> 00:10:21.440]  神除了憐憫大衛
[00:10:21.440 --> 00:10:24.160]  不需要做二五仔之外
[00:10:24.160 --> 00:10:28.560]  你想想,如果大衛不是三天
[00:10:28.560 --> 00:10:33.840]  是再遲些才能回到洗格拉
[00:10:33.840 --> 00:10:39.920]  很簡單,很可能人們都不知去哪了
[00:10:39.920 --> 00:10:45.360]  沒有辦法去救自己的家眷
[00:10:45.360 --> 00:10:48.880]  那你說,不如早些回來
[00:10:48.880 --> 00:10:51.680]  如果他可以早些回來
[00:10:51.680 --> 00:10:55.720]  那就可以截住那些亞馬利人
[00:10:55.720 --> 00:11:00.480]  然後不讓他們有機可乘
[00:11:00.480 --> 00:11:04.040]  不過神的計劃不是這樣
[00:11:04.040 --> 00:11:07.760]  如果這件事沒有發生
[00:11:07.760 --> 00:11:10.280]  大衛沒有穿無欄
[00:11:10.280 --> 00:11:13.720]  回到洗格拉的話
[00:11:13.720 --> 00:11:17.800]  他就繼續十六個月又十六個月
[00:11:17.800 --> 00:11:22.760]  留在那裏,完全不懂得迴轉
[00:11:22.760 --> 00:11:27.680]  所以神安排這三天的空檔
[00:11:27.680 --> 00:11:29.360]  其實是有目的的
[00:11:29.360 --> 00:11:35.680]  要狠狠地讓大衛學到他需要學的功課
[00:11:35.680 --> 00:11:41.440]  如果神讓這班菲律師人
[00:11:41.440 --> 00:11:46.120]  早些打發大衛回到洗格拉的話
[00:11:46.120 --> 00:11:50.120]  大衛就不至於衰到鐵底
[00:11:50.120 --> 00:11:56.680]  這樣我相信大衛是不懂得迴轉的
[00:11:56.680 --> 00:12:01.920]  當大衛和跟隨他的人回到洗格拉的時候
[00:12:01.920 --> 00:12:03.400]  你想像一下
[00:12:03.400 --> 00:12:07.080]  他會見到整個洗格拉城
[00:12:07.080 --> 00:12:10.680]  都是充滿了煙火
[00:12:10.680 --> 00:12:16.240]  不過一條屍體都沒有,沒有人
[00:12:16.240 --> 00:12:17.200]  為什麼?
[00:12:17.200 --> 00:12:22.920]  剛才經文說沒有殺到一個人
[00:12:22.920 --> 00:12:27.400]  有些靈學者甚至推敲這樣說
[00:12:27.400 --> 00:12:33.680]  可能大衛和他的跟隨者回到洗格拉城
[00:12:33.680 --> 00:12:38.800]  連這件事是誰做的都不知道
[00:12:38.800 --> 00:12:45.720]  這一刻他們就好像英文裡面有一句諺語這樣說
[00:12:45.720 --> 00:12:50.200]  "The last straw that breaks the camel's back"
[00:12:50.200 --> 00:12:58.440]  就是壓垮駱駝背上最後的一根稻草
[00:12:58.440 --> 00:13:03.200]  當我們認真坐下來去想想
[00:13:03.200 --> 00:13:09.760]  真的,沒有事情比家人更重要
[00:13:09.760 --> 00:13:15.200]  所以即使今天疫情這麼嚴峻
[00:13:15.200 --> 00:13:21.920]  可能令大家少了跟身邊的朋友
[00:13:21.920 --> 00:13:26.720]  或者教會的弟兄姊妹坐下來相聚
[00:13:26.720 --> 00:13:34.320]  不過我猜你們仍然會去探望你們的家人
[00:13:34.320 --> 00:13:40.880]  所以對於大衛和跟隨他的人來說
[00:13:40.880 --> 00:13:47.000]  這次就真真正正失去了一切
[00:13:47.000 --> 00:13:51.080]  經文在第四至第五節說
[00:13:51.080 --> 00:13:58.160]  "大衛和跟隨他的人就放聲大哭,直哭得沒有氣力
[00:13:58.160 --> 00:14:01.880]  大衛的兩個妻,耶穌的人阿希倫
[00:14:01.880 --> 00:14:08.840]  和作過那八妻的加密人阿比蓋也被擄去了"
[00:14:08.840 --> 00:14:12.480]  不過對於大衛來說
[00:14:12.480 --> 00:14:17.120]  我想告訴大家,低處未算低
[00:14:17.120 --> 00:14:21.280]  為什麼?到了第六至上半節
[00:14:21.280 --> 00:14:22.680]  經文接著說
[00:14:22.680 --> 00:14:25.080]  "大衛甚是焦急
[00:14:25.080 --> 00:14:32.360]  因眾人為自己的兒女苦惱,說要用石頭打死他"
[00:14:32.360 --> 00:14:38.240]  跟隨大衛的人原先哭哭啼啼,非常悲傷
[00:14:38.240 --> 00:14:44.360]  不過到了這一刻,就轉變成極大的憤怒
[00:14:44.360 --> 00:14:46.960]  目標當然是大衛
