
[00:00:00.000 --> 00:00:04.880]  相信大家都聽過一個寓言故事
[00:00:04.880 --> 00:00:07.520]  非常熟悉的大家
[00:00:07.520 --> 00:00:12.880]  這個寓言故事叫做「父子騎驢」
[00:00:12.880 --> 00:00:14.080]  聽過了
[00:00:14.080 --> 00:00:16.760]  「父子騎驢」的故事
[00:00:16.760 --> 00:00:18.880]  大概內容是甚麼呢
[00:00:18.880 --> 00:00:21.080]  話說有一天
[00:00:21.080 --> 00:00:26.400]  有一對父子牽著一隻小驢去到市場
[00:00:26.400 --> 00:00:29.760]  準備去買了這隻小驢
[00:00:29.760 --> 00:00:32.520]  他們走著走著牽著小驢走
[00:00:32.520 --> 00:00:36.280]  遇到一群小姑娘
[00:00:36.280 --> 00:00:39.680]  他們見到時便會說
[00:00:39.680 --> 00:00:42.400]  「這個人這麼笨」
[00:00:42.400 --> 00:00:44.520]  「有小驢也不騎」
[00:00:44.520 --> 00:00:46.840]  「寧願這樣走路」
[00:00:46.840 --> 00:00:50.440]  父子的父親聽到後
[00:00:50.440 --> 00:00:53.240]  於是讓兒子騎上小驢
[00:00:53.240 --> 00:00:56.480]  然後繼續向著市場走
[00:00:56.480 --> 00:00:58.760]  走著走著沒多久
[00:00:58.760 --> 00:01:01.840]  又有些老人家見到
[00:01:01.840 --> 00:01:04.280]  老人家見到時便會說
[00:01:04.280 --> 00:01:07.720]  「這個兒子真是不孝」
[00:01:07.720 --> 00:01:09.280]  「竟然自己坐上小驢」
[00:01:09.280 --> 00:01:13.440]  「但他的老父親卻在地上行走」
[00:01:13.440 --> 00:01:15.320]  「這樣不行的」
[00:01:15.320 --> 00:01:17.520]  於是他父親聽到後
[00:01:17.520 --> 00:01:20.040]  又叫兒子下來
[00:01:20.040 --> 00:01:23.840]  然後自己騎上小驢
[00:01:23.840 --> 00:01:25.320]  繼續走
[00:01:25.320 --> 00:01:27.080]  走著走著
[00:01:27.080 --> 00:01:32.760]  誰知又見到一群女人和小孩子
[00:01:32.760 --> 00:01:34.720]  他們見到這情景又說
[00:01:34.720 --> 00:01:37.960]  「這個老人家這麼殘忍」
[00:01:37.960 --> 00:01:40.160]  「竟然讓小孩在地上行走」
[00:01:40.160 --> 00:01:42.480]  「自己就騎在小驢上」
[00:01:42.480 --> 00:01:45.760]  於是這個父親又覺得不好意思
[00:01:45.760 --> 00:01:50.560]  於是叫兒子騎在小驢上
[00:01:50.560 --> 00:01:52.400]  然後繼續走
[00:01:52.400 --> 00:01:54.640]  快到市場的時候
[00:01:54.640 --> 00:01:56.560]  又見到一位先生
[00:01:56.560 --> 00:01:58.360]  這位先生就說
[00:01:58.360 --> 00:02:00.440]  「嘩!怎麼會這樣」
[00:02:00.440 --> 00:02:03.960]  「這對父子竟然這樣欺負小驢」
[00:02:03.960 --> 00:02:05.600]  「真是很殘忍」
[00:02:05.600 --> 00:02:07.680]  「你們不應該這樣做」
[00:02:07.680 --> 00:02:11.760]  「最好要抬著小驢才行」
[00:02:11.760 --> 00:02:14.680]  結果他們真的扎著小驢
[00:02:14.680 --> 00:02:17.280]  用木雕把他抬進去
[00:02:17.280 --> 00:02:19.280]  但你知道這種情況之下
[00:02:19.280 --> 00:02:20.520]  人們覺得很稀奇
[00:02:20.520 --> 00:02:22.280]  很多人圍著的時候
[00:02:22.280 --> 00:02:24.600]  小驢就掙扎
[00:02:24.600 --> 00:02:26.800]  掙扎了,走著走著
[00:02:26.800 --> 00:02:30.920]  結果就掉進河裡死了
[00:02:30.920 --> 00:02:33.520]  這個故事我相信大家都很熟悉
[00:02:33.520 --> 00:02:36.440]  「寓言」的故事
[00:02:36.440 --> 00:02:38.920]  通常一般社會的人士
[00:02:38.920 --> 00:02:41.520]  做老師、做長輩、父母親
[00:02:41.520 --> 00:02:44.320]  我們怎樣在這個比喻裏面
[00:02:44.320 --> 00:02:47.320]  「寓言」裏面去學習功課呢?
[00:02:47.320 --> 00:02:49.880]  這個「寓言」講些甚麼呢?
[00:02:49.880 --> 00:02:52.000]  通常照我所了解的
[00:02:52.000 --> 00:02:55.520]  通常所帶出來的訊息就是
[00:02:55.520 --> 00:03:01.240]  我們應該有個人的主見
[00:03:01.240 --> 00:03:05.400]  我們不要被周圍的人的意見左右左
[00:03:05.400 --> 00:03:08.600]  我們應該用自己的思想去想
[00:03:08.600 --> 00:03:10.560]  然後去走出來
[00:03:10.560 --> 00:03:13.720]  這個就是一般外面的人
[00:03:13.720 --> 00:03:15.480]  老師、長輩
[00:03:15.480 --> 00:03:18.800]  很多時候是透過這個「寓言」去教導我們
[00:03:18.800 --> 00:03:22.440]  有些事我們需要自己用我們的思考
[00:03:22.440 --> 00:03:26.240]  用我們的想法去肯定的
[00:03:26.240 --> 00:03:28.320]  這個都是很值得我們去想的
[00:03:28.320 --> 00:03:31.040]  我也覺得作為一個「寓言」故事
[00:03:31.040 --> 00:03:33.480]  對於我們每一個弟兄姊妹
[00:03:33.480 --> 00:03:35.800]  都需要學習這個功課
[00:03:35.800 --> 00:03:41.720]  我們不應該太容易受人的影響
[00:03:41.720 --> 00:03:44.040]  不過除此之外
[00:03:44.040 --> 00:03:46.040]  我覺得我們作為熟神的人
[00:03:46.040 --> 00:03:50.040]  我們作為一個認識主耶穌的人
[00:03:50.040 --> 00:03:53.960]  我們應該還要有多一些的想法
[00:03:53.960 --> 00:03:55.200]  意思是甚麼呢?
[00:03:55.200 --> 00:03:58.960]  意思是不單止我們需要有主見
[00:03:58.960 --> 00:04:02.560]  不要隨意被其他人去干擾、影響
[00:04:02.560 --> 00:04:05.520]  更加重要作為基督徒
[00:04:05.520 --> 00:04:11.880]  我們需要去尋求神的心意
[00:04:11.880 --> 00:04:14.200]  祂的意見是最好的
[00:04:14.200 --> 00:04:17.960]  我們需要不單止不受人的影響
[00:04:17.960 --> 00:04:23.200]  更加要專心去聆聽主的聲音
[00:04:23.200 --> 00:04:24.000]  祂的心意
[00:04:24.000 --> 00:04:29.160]  然後讓祂的心意成就在地上
[00:04:29.160 --> 00:04:31.720]  好像成就在天上
[00:04:31.720 --> 00:04:38.040]  這個更加是我們基督徒需要努力的地方
[00:04:38.040 --> 00:04:41.120]  而這正是耶穌基督的教導
[00:04:41.120 --> 00:04:43.480]  剛才我們所讀的經文
[00:04:43.480 --> 00:04:46.320]  《馬太福音》第六章
[00:04:46.320 --> 00:04:47.040]  所讀的經文
[00:04:47.040 --> 00:04:50.400]  耶穌教我們屬主的人應該怎樣做
[00:04:50.400 --> 00:04:52.120]  其中一樣東西
[00:04:52.120 --> 00:04:56.360]  就是我們要讓神的旨意
[00:04:56.360 --> 00:05:00.080]  行在地上好像行在天上
[00:05:00.080 --> 00:05:02.080]  所以我們不單止
[00:05:02.080 --> 00:05:05.040]  不會受左右其他意見的干擾
[00:05:05.040 --> 00:05:07.320]  更加重要我們屬主的人
[00:05:07.320 --> 00:05:10.920]  去看看神的心意是怎樣
[00:05:10.920 --> 00:05:15.200]  然後讓神的心意落實在地上
[00:05:15.200 --> 00:05:18.240]  這個就是主的教導
[00:05:18.240 --> 00:05:21.080]  頂尖的我相信大家都會留意到
[00:05:21.080 --> 00:05:23.960]  今天是第三講
[00:05:23.960 --> 00:05:26.480]  尊崇我的主的第三講
[00:05:26.480 --> 00:05:28.800]  每一次的主餐崇拜
[00:05:28.800 --> 00:05:31.360]  我都有講到這方面
[00:05:31.360 --> 00:05:34.040]  第三講亦都是最後幾天講
[00:05:34.040 --> 00:05:36.720]  而我們怎樣在當中去學習這個功課呢
[00:05:36.720 --> 00:05:38.480]  就是由主禱文裏面
[00:05:38.480 --> 00:05:42.200]  所以我們不斷的去讀主禱文的經文
[00:05:42.200 --> 00:05:45.000]  不過當我們講到去尊崇我的神的時候
[00:05:45.000 --> 00:05:50.600]  我們更加的集中在第九節和第十節
[00:05:50.600 --> 00:05:52.960]  一祈禱開始
[00:05:52.960 --> 00:05:55.640]  我們的心意是在神的裏面
[00:05:55.640 --> 00:05:56.760]  不是一祈禱開始
[00:05:56.760 --> 00:05:57.840]  好像我們過去很習慣
[00:05:57.840 --> 00:05:59.200]  就是求這樣求那樣
[00:05:59.200 --> 00:06:00.800]  我們留意一下自己
[00:06:00.800 --> 00:06:01.800]  一開聲就求
[00:06:01.800 --> 00:06:03.360]  但是頂尖會在主禱文裏面
[00:06:03.360 --> 00:06:05.720]  求是放在後面的
[00:06:05.720 --> 00:06:09.800]  人的需要是不及得神的旨意那種的重要
[00:06:09.800 --> 00:06:10.600]  所以一開始的時候
[00:06:10.600 --> 00:06:11.800]  第九、第十節是
[00:06:11.800 --> 00:06:15.360]  「願人都尊祢的名為聖」
[00:06:15.360 --> 00:06:17.640]  我們第一個要學習尊崇神
[00:06:17.640 --> 00:06:20.840]  然後我們上一次的主餐崇拜就學到
[00:06:20.840 --> 00:06:22.960]  「願祢的國降臨」
[00:06:22.960 --> 00:06:25.280]  是神的國降臨
[00:06:25.280 --> 00:06:27.080]  我們要學這個功課
