
[00:00:00.000 --> 00:00:03.140]  今天是一個新的系列
[00:00:03.140 --> 00:00:07.200]  講男講女
[00:00:07.200 --> 00:00:11.200]  總共會有三堂,連續三個星期,我們會講男講女
[00:00:11.200 --> 00:00:14.800]  今天第一個星期會講男,下個星期會講女
[00:00:14.800 --> 00:00:19.300]  第三個星期會講男女,甚至家庭裏面究竟是怎樣的關係
[00:00:19.300 --> 00:00:22.600]  首先呢,請大家原諒我
[00:00:22.600 --> 00:00:26.200]  因爲呢,我有點敏感,所以可能你們的聲音會聽到
[00:00:26.200 --> 00:00:29.200]  突然間很磁性,我特意要扮男人
[00:00:29.200 --> 00:00:32.200]  因爲,因爲有點敏感,是的
[00:00:32.200 --> 00:00:34.700]  那我們講男人
[00:00:34.700 --> 00:00:40.200]  請在座的男人舉一舉手,認爲自己是男人的,請舉一舉手
[00:00:40.200 --> 00:00:44.200]  誒,有些沒有舉手,有些沒有舉手,好
[00:00:44.200 --> 00:00:47.700]  好,好,舉手了
[00:00:47.700 --> 00:00:51.700]  那大家見到周圍都,什麼款式的男人都有的
[00:00:51.700 --> 00:00:55.700]  有很多不同款式,高高矮矮,皮皮瘦瘦,什麼款式都有
[00:00:55.700 --> 00:00:58.700]  我這些都自稱爲是男人
[00:00:59.200 --> 00:01:03.200]  男人,大家覺得我這些就是男人,或者覺得我是個男人
[00:01:03.200 --> 00:01:07.700]  那世界有很多男人的,有不同款式的男人
[00:01:07.700 --> 00:01:14.700]  那,有自衛型的,自衛型,自衛型的男人
[00:01:14.700 --> 00:01:18.700]  有這些很有創作性,企業家型的男人
[00:01:18.700 --> 00:01:20.700]  有這些球王級的男人
[00:01:20.700 --> 00:01:22.700]  這個是女人中的男人
[00:01:23.700 --> 00:01:30.700]  有這些男人,我真的見過,我真的見過,在Berkeley住的,有機會大家會見到他
[00:01:30.700 --> 00:01:32.700]  很大隻,真的挺帥的
[00:01:32.700 --> 00:01:37.700]  還有一種叫宇宙最強,一個打十個,都是男人
[00:01:37.700 --> 00:01:41.700]  近排這個,這個都是男人
[00:01:41.700 --> 00:01:45.700]  高色格的人打,不同形式的男人
[00:01:45.700 --> 00:01:51.700]  究竟這些人,剛纔那些舉手都說是男人的
[00:01:52.700 --> 00:01:57.700]  大家有沒有想過,有沒有想過,這個有一個過程的
[00:01:57.700 --> 00:01:59.700]  你本身是一個男孩
[00:01:59.700 --> 00:02:03.700]  有一天,你就舉手說,我是一個男人
[00:02:03.700 --> 00:02:07.700]  怎樣發生的呢?
[00:02:07.700 --> 00:02:10.700]  爲何這個男孩會變成一個男人
[00:02:10.700 --> 00:02:12.700]  是不是突然間就變成男人了呢?
[00:02:12.700 --> 00:02:14.700]  舉手就是一個男人呢?
[00:02:14.700 --> 00:02:16.700]  中間發生了什麼事,自己有沒有想過呢?
[00:02:16.700 --> 00:02:20.700]  我想大部分剛纔舉手的男人都沒有想過
[00:02:20.700 --> 00:02:22.700]  你怎樣變成男人
[00:02:22.700 --> 00:02:24.700]  或者有一天,我覺得自己是男人了
[00:02:24.700 --> 00:02:26.700]  因爲我有心了
[00:02:26.700 --> 00:02:28.700]  我發愁了,我是男人
[00:02:28.700 --> 00:02:29.700]  或者我娶了個老婆,是男人
[00:02:29.700 --> 00:02:32.700]  有沒有想過,究竟在哪一刻,你再不是一個男孩,是一個男人呢?
[00:02:32.700 --> 00:02:37.700]  是不是很自然地,只要高過幾多尺,那不是男人呢?
[00:02:37.700 --> 00:02:39.700]  很自然地就發生了呢?
[00:02:39.700 --> 00:02:41.700]  我們大家想一下
[00:02:41.700 --> 00:02:44.700]  成爲一個男人究竟是一個什麼樣的過程
[00:02:44.700 --> 00:02:46.700]  究竟中間發生了什麼事?
[00:02:46.700 --> 00:02:48.700]  爲何一個男孩會突然間變成一個男人
[00:02:48.700 --> 00:02:50.700]  是不是純屬自然的呢?
[00:02:50.700 --> 00:02:52.700]  好像種植物一樣
[00:02:52.700 --> 00:02:54.700]  有一棵幼苗放一放
[00:02:54.700 --> 00:02:56.700]  就會自己長大,最後變成一棵樹
[00:02:56.700 --> 00:03:00.700]  是不是很自然地會發生的事情呢?
[00:03:00.700 --> 00:03:03.700]  我想在座的這裏,大家都有種過東西
[00:03:03.700 --> 00:03:04.700]  在家裏
[00:03:04.700 --> 00:03:06.700]  我不管你是否有婚姻
[00:03:06.700 --> 00:03:08.700]  或者家裏的露臺,或者窗口裏種植物
[00:03:08.700 --> 00:03:12.700]  我家裏,久不久都會有人給我們盆栽
[00:03:12.700 --> 00:03:14.700]  不知爲何經常都有人給我們盆栽
[00:03:14.700 --> 00:03:16.700]  爲何經常給我們呢?
[00:03:16.700 --> 00:03:18.700]  因爲我們種植都死了
[00:03:18.700 --> 00:03:20.700]  死了就給你
[00:03:20.700 --> 00:03:22.700]  拿回家就放在這裏
[00:03:22.700 --> 00:03:24.700]  自己生長的
[00:03:24.700 --> 00:03:26.700]  過幾天會發黴
[00:03:26.700 --> 00:03:28.700]  死了
[00:03:28.700 --> 00:03:30.700]  發黴
[00:03:30.700 --> 00:03:32.700]  原來你連種一棵植物
[00:03:32.700 --> 00:03:34.700]  其實
[00:03:34.700 --> 00:03:36.700]  爲何可以由這麼小變成這麼大呢?
[00:03:36.700 --> 00:03:38.700]  其實要放多心機
[00:03:38.700 --> 00:03:40.700]  要淋水,要剪草,要曬
[00:03:40.700 --> 00:03:42.700]  甚至要了解這個植物是怎樣種的
[00:03:42.700 --> 00:03:44.700]  但是呢
[00:03:44.700 --> 00:03:46.700]  你不理會它
[00:03:46.700 --> 00:03:48.700]  自然地放在這裏
[00:03:48.700 --> 00:03:50.700]  九成九的機會
[00:03:50.700 --> 00:03:52.700]  你會變成這樣
[00:03:52.700 --> 00:03:54.700]  這些叫殘花敗柳
[00:03:54.700 --> 00:03:56.700]  不是形容女人的
[00:03:56.700 --> 00:03:58.700]  是形容男人的
[00:03:58.700 --> 00:04:00.700]  哇
[00:04:00.700 --> 00:04:02.700]  這些都凝結了,很噁心
[00:04:02.700 --> 00:04:04.700]  一個男孩變成一個男人
[00:04:04.700 --> 00:04:06.700]  是一個過程
[00:04:06.700 --> 00:04:08.700]  大家沒有理會過
[00:04:08.700 --> 00:04:10.700]  相信自然的,有一天就會變成男人
[00:04:10.700 --> 00:04:12.700]  大家沒有理會過
[00:04:12.700 --> 00:04:14.700]  沒有想過怎樣培養
[00:04:14.700 --> 00:04:16.700]  怎樣學習這個過程
[00:04:16.700 --> 00:04:18.700]  所以大部份今天的男人呢
[00:04:18.700 --> 00:04:20.700]  男人呢
[00:04:20.700 --> 00:04:22.700]  都是可能是這個狀態
[00:04:22.700 --> 00:04:24.700]  可能是男人
[00:04:24.700 --> 00:04:28.700]  我也是
[00:04:28.700 --> 00:04:30.700]  不是嗎
[00:04:30.700 --> 00:04:32.700]  原來都是
[00:04:32.700 --> 00:04:34.700]  奇形怪狀
[00:04:34.700 --> 00:04:36.700]  硬硬的
[00:04:36.700 --> 00:04:38.700]  旁邊那些用家
[00:04:38.700 --> 00:04:40.700]  那些太太在笑
[00:04:40.700 --> 00:04:42.700]  不要這麼笑,你老公生氣
[00:04:42.700 --> 00:04:44.700]  都是奇奇怪怪的
[00:04:44.700 --> 00:04:46.700]  好像不太像樣
[00:04:46.700 --> 00:04:48.700]  無論如何
[00:04:48.700 --> 00:04:50.700]  自然就會變成男人
[00:04:50.700 --> 00:04:52.700]  自然會變成男人,沒有想過這件事
[00:04:52.700 --> 00:04:54.700]  所以其實
[00:04:54.700 --> 00:04:56.700]  一個男性
[00:04:56.700 --> 00:04:58.700]  男性我們應該
[00:04:58.700 --> 00:05:00.700]  想想如何學習
[00:05:00.700 --> 00:05:02.700]  成爲一個男人
[00:05:02.700 --> 00:05:04.700]  不是放任政策
[00:05:04.700 --> 00:05:06.700]  睡醒就會變成男人
[00:05:06.700 --> 00:05:08.700]  要學習
[00:05:08.700 --> 00:05:10.700]  如何成爲一個男人
[00:05:10.700 --> 00:05:12.700]  不是說你有七尺高
[00:05:12.700 --> 00:05:14.700]  生了孩子,有房子,有車
[00:05:14.700 --> 00:05:16.700]  有工作,你就真的是一個男人
[00:05:16.700 --> 00:05:18.700]  大家見到很多
[00:05:18.700 --> 00:05:20.700]  形容男人,你很幼稚
[00:05:20.700 --> 00:05:22.700]  好像小孩不長大
[00:05:22.700 --> 00:05:24.700]  你有個殼,好像一個男人
[00:05:24.700 --> 00:05:26.700]  但裏面究竟是什麼呢
[00:05:26.700 --> 00:05:28.700]  你仍然是一個小朋友,是一個男孩
[00:05:28.700 --> 00:05:30.700]  甚至是一棵野草
[00:05:30.700 --> 00:05:32.700]  亂來的
[00:05:32.700 --> 00:05:34.700]  那
[00:05:34.700 --> 00:05:36.700]  怎樣學呢
[00:05:36.700 --> 00:05:38.700]  我想做聰明人,就找愛因斯坦學校
[00:05:38.700 --> 00:05:40.700]  要出位就找他
[00:05:40.700 --> 00:05:42.700]  要成爲
[00:05:42.700 --> 00:05:44.700]  女人中的男人,就找他
[00:05:44.700 --> 00:05:46.700]  其實你們有沒有想過
[00:05:46.700 --> 00:05:48.700]  究竟如何成長呢
[00:05:48.700 --> 00:05:50.700]  還是隨便去成長呢
[00:05:50.700 --> 00:05:52.700]  我們值得去想想如何
[00:05:52.700 --> 00:05:54.700]  成爲一個男人
[00:05:54.700 --> 00:05:56.700]  最喜歡猜迷
[00:05:56.700 --> 00:05:58.700]  這是什麼
[00:05:58.700 --> 00:06:00.700]  火箭,你猜這是什麼
[00:06:00.700 --> 00:06:02.700]  這個情景好像
[00:06:02.700 --> 00:06:04.700]  一個studio,你猜這是什麼
[00:06:04.700 --> 00:06:06.700]  整個
[00:06:06.700 --> 00:06:08.700]  炸彈,火箭
[00:06:08.700 --> 00:06:10.700]  像什麼,整個彈頭
[00:06:10.700 --> 00:06:12.700]  還是純粹是一個
[00:06:12.700 --> 00:06:14.700]  沒意思的藝術品
[00:06:14.700 --> 00:06:16.700]  就在這,不好意思
[00:06:16.700 --> 00:06:18.700]  這是什麼呢
[00:06:18.700 --> 00:06:20.700]  大家繼續想想
[00:06:20.700 --> 00:06:22.700]  咦
[00:06:22.700 --> 00:06:24.700]  整個人這麼高,有些人可以拆開
