
[00:00:00.000 --> 00:00:02.600]  請主播好 請宗祺你好
[00:00:02.600 --> 00:00:08.000]  預備我們的新心來到一起去聆聽主的道理
[00:00:08.000 --> 00:00:13.000]  預備我們的心來聽神的報應 同心禱告
[00:00:13.000 --> 00:00:17.000]  同心禱告 慈悲的天父多謝你
[00:00:17.000 --> 00:00:21.000]  讓我們能夠再次回來在你的說話當中
[00:00:21.000 --> 00:00:26.000]  同心的去思想 讓我們去認識你是怎樣的一位神
[00:00:26.000 --> 00:00:29.000]  讓我們認識你 我們應當怎樣去侍奉
[00:00:29.000 --> 00:00:36.000]  讓我們認識你 怎樣去相信與你同行
[00:00:36.000 --> 00:00:40.000]  求你的靈再次誘導我們明白當中
[00:00:40.000 --> 00:00:43.000]  在聖經的介紹
[00:00:43.000 --> 00:00:47.000]  親愛的父神 感謝你
[00:00:47.000 --> 00:00:50.000]  再次容讓我們有這個機會
[00:00:50.000 --> 00:00:52.000]  能夠打開你的說話
[00:00:52.000 --> 00:00:57.000]  知道我們曉得怎樣來到認識你是怎樣一位神
[00:00:57.000 --> 00:01:00.000]  也讓我們實習到
[00:01:00.000 --> 00:01:04.000]  應當怎樣的態度來到主的跟前來侍奉你
[00:01:04.000 --> 00:01:07.000]  也讓我們懂得怎樣
[00:01:07.000 --> 00:01:13.000]  靠著怎樣一份相信來相信與你同行
[00:01:13.000 --> 00:01:15.000]  求你的幫助
[00:01:15.000 --> 00:01:21.000]  直到我們今天一同聆聽主理說話的時候
[00:01:21.000 --> 00:01:22.000]  所聽進去的
[00:01:22.000 --> 00:01:27.000]  就是你要我們更加明白你是怎樣一位神
[00:01:27.000 --> 00:01:28.000]  怎樣一位主
[00:01:28.000 --> 00:01:31.000]  我們禱告奉主耶穌的名稱
[00:01:31.000 --> 00:01:33.000]  Amen
[00:01:52.000 --> 00:02:06.000]  上一堂已經談到在神的生物中非常喜愛的一位僕人摩西
[00:02:06.000 --> 00:02:10.000]  我們看見他心中那種自私和自我中心
[00:02:10.000 --> 00:02:12.000]  所帶來那種可怕的遭遇
[00:02:12.000 --> 00:02:21.000]  他能夠得到上帝的呼召去傳主的訊息
[00:02:21.000 --> 00:02:29.000]  帶領以色列民出埃及
[00:02:29.000 --> 00:02:32.000]  但是當他遇見一些問題困難
[00:02:32.000 --> 00:02:46.000]  甚至有些所謂閒雜人去挑起以色列民的罪惡的時候
[00:02:46.000 --> 00:02:48.000]  他就非常憤怒
[00:02:48.000 --> 00:02:50.000]  他生氣的對象是耶和華神
[00:02:50.000 --> 00:02:54.000]  但是因為對方是耶和華神
[00:02:54.000 --> 00:02:55.000]  他無話可說
[00:02:55.000 --> 00:03:00.000]  所以於是乎
[00:03:00.000 --> 00:03:05.000]  唯一的方法就是
[00:03:05.000 --> 00:03:07.000]  不如上帝你整死我吧
[00:03:07.000 --> 00:03:11.000]  自我死亡
[00:03:11.000 --> 00:03:13.000]  使我無眼看
[00:03:13.000 --> 00:03:15.000]  看下去我眼淵
[00:03:15.000 --> 00:03:22.000]  透露一點心聲給大家知道
[00:03:22.000 --> 00:03:28.000]  我們做傳道人其實都有這樣的經驗
[00:03:28.000 --> 00:03:33.000]  有時候教會有很多的問題
[00:03:33.000 --> 00:03:37.000]  有一個弟兄或者姐妹有什麼困難
[00:03:37.000 --> 00:03:39.000]  他犯了罪
[00:03:39.000 --> 00:03:42.000]  我正正要處理的時候
[00:03:42.000 --> 00:03:45.000]  第二件又來了
[00:03:45.000 --> 00:03:48.000]  正所謂一單未平一單又起
[00:03:48.000 --> 00:03:51.000]  正所謂一波未平一波又起了
[00:03:51.000 --> 00:03:53.000]  多過不是紅相起
[00:03:53.000 --> 00:03:55.000]  不是紅相起
[00:03:55.000 --> 00:03:57.000]  壞的事情是接續而來
[00:03:57.000 --> 00:03:59.000]  不好的事情就是接續而來
[00:03:59.000 --> 00:04:02.000]  有時真是說眼火爆
[00:04:02.000 --> 00:04:05.000]  有時候就覺得真是沒眼看
[00:04:05.000 --> 00:04:07.000]  但是你怎樣處理這樣的光景
[00:04:07.000 --> 00:04:09.000]  但你怎樣處理這些的光景呢
[00:04:09.000 --> 00:04:11.000]  摩西選擇了去埋怨上帝
[00:04:11.000 --> 00:04:14.000]  摩西他選擇埋怨上帝
[00:04:14.000 --> 00:04:16.000]  摩西錯了
[00:04:16.000 --> 00:04:17.000]  摩西錯了
[00:04:17.000 --> 00:04:19.000]  上個禮拜我們看完
[00:04:19.000 --> 00:04:21.000]  上個星期我們看過了
[00:04:21.000 --> 00:04:23.000]  我們做傳道人是不是應該都這樣
[00:04:23.000 --> 00:04:24.000]  好像摩西那樣
[00:04:24.000 --> 00:04:27.000]  我們做傳道人是否要像摩西一樣
[00:04:27.000 --> 00:04:29.000]  有沒有另一條出路呢
[00:04:29.000 --> 00:04:31.000]  還有沒有另外一條出路呢
[00:04:31.000 --> 00:04:33.000]  當然有
[00:04:33.000 --> 00:04:34.000]  不過我們怎樣做
[00:04:34.000 --> 00:04:35.000]  上個禮拜講完了
[00:04:35.000 --> 00:04:36.000]  當然有
[00:04:36.000 --> 00:04:37.000]  我們該怎樣行
[00:04:37.000 --> 00:04:39.000]  上個星期已經講完了
[00:04:39.000 --> 00:04:42.000]  但是這種性情
[00:04:42.000 --> 00:04:44.000]  其實你和我都很容易跌進去
[00:04:44.000 --> 00:04:46.000]  其實你和我都很容易陷入其中
[00:04:46.000 --> 00:04:48.000]  終於見到一些不理想的情況
[00:04:48.000 --> 00:04:50.000]  當我們看見不理想的情況
[00:04:50.000 --> 00:04:51.000]  我就不幹了
[00:04:51.000 --> 00:04:55.000]  我就把它扔上來不幹
[00:04:55.000 --> 00:04:56.000]  我說多餘了
[00:04:56.000 --> 00:04:57.000]  做都多餘了
[00:04:57.000 --> 00:05:00.000]  就是說我做了也白做
[00:05:00.000 --> 00:05:02.000]  有些更壞的
[00:05:02.000 --> 00:05:03.000]  有更不好的
[00:05:03.000 --> 00:05:06.000]  就說我不做又怎樣
[00:05:06.000 --> 00:05:07.000]  我不幹又如何
[00:05:07.000 --> 00:05:08.000]  不過我又坐在這裡
[00:05:08.000 --> 00:05:09.000]  但是我坐在這裡
[00:05:09.000 --> 00:05:10.000]  看看你何時死
[00:05:10.000 --> 00:05:12.000]  看你怎樣的結果
[00:05:12.000 --> 00:05:15.000]  很多這種複雜奇怪
[00:05:15.000 --> 00:05:17.000]  而上帝不喜悅的心情
[00:05:17.000 --> 00:05:21.000]  其實你和我都會不斷去騷擾我們的靈敏
[00:05:21.000 --> 00:05:23.000]  其實這種奇怪的性情
[00:05:23.000 --> 00:05:25.000]  是上帝不喜悅的
[00:05:25.000 --> 00:05:26.000]  這種現況
[00:05:26.000 --> 00:05:30.000]  其實都會騷擾了我們的靈敏
[00:05:30.000 --> 00:05:31.000]  但是在舊約聖經裏面
[00:05:31.000 --> 00:05:33.000]  我們看見很多時候
[00:05:33.000 --> 00:05:36.000]  上帝的僕人就唯有求死
[00:05:36.000 --> 00:05:38.000]  在舊約裏面我們常常看到
[00:05:38.000 --> 00:05:40.000]  上帝的僕人常常求死
[00:05:40.000 --> 00:05:42.000]  今天我們又看另一個
[00:05:42.000 --> 00:05:43.000]  今天我們又看另外一位
[00:05:43.000 --> 00:05:45.000]  又是一個要求死的人
[00:05:45.000 --> 00:05:47.000]  又是另外一位要求死的人
[00:05:47.000 --> 00:05:48.000]  這個人物
[00:05:48.000 --> 00:05:51.000]  他的名字叫做先知以利亞
[00:05:51.000 --> 00:05:54.000]  他的名字叫先知以利亞
[00:05:54.000 --> 00:05:56.000]  以利亞很多基督徒模仿的對象
[00:05:56.000 --> 00:05:58.000]  學習的對象
[00:05:58.000 --> 00:06:00.000]  以利亞是很多基督徒模仿的對象
[00:06:00.000 --> 00:06:02.000]  知道為什麼嗎
