
[00:00:00.000 --> 00:00:02.540]  各位弟兄姐妹早上好
[00:00:02.540 --> 00:00:05.280]  還有網絡的弟兄姐妹們
[00:00:05.280 --> 00:00:07.500]  很高興再次能夠進到你的家中
[00:00:07.500 --> 00:00:09.380]  和你一同敬拜大面目的主
[00:00:09.380 --> 00:00:13.180]  和你一同來分享神寶貴的話語
[00:00:13.180 --> 00:00:15.300]  你可不知道再過兩天
[00:00:15.300 --> 00:00:17.740]  我們在加州系谷的人
[00:00:17.740 --> 00:00:22.080]  已經進入了居家隔離八個月了
[00:00:22.080 --> 00:00:24.000]  35個主日啊
[00:00:24.000 --> 00:00:25.640]  很難想象
[00:00:25.640 --> 00:00:29.980]  許多人都已經習慣了在家上班上課
[00:00:29.980 --> 00:00:32.900]  可以穿着睡衣上班上課
[00:00:32.900 --> 00:00:34.040]  參加禱告會
[00:00:34.040 --> 00:00:37.340]  甚至逐日崇拜的直播
[00:00:37.340 --> 00:00:42.980]  而漸漸地大家對實體上班的態度都已經冷淡了
[00:00:42.980 --> 00:00:45.340]  許多弟兄姐妹
[00:00:45.340 --> 00:00:49.740]  願意回到教會的實體的崇拜
[00:00:49.740 --> 00:00:53.460]  還有參與的服飾也受到影響
[00:00:53.460 --> 00:00:56.780]  所以保羅在《羅馬書》第十二章第十一節告訴我們說
[00:00:56.780 --> 00:00:59.020]  殷勤不可懶惰
[00:00:59.020 --> 00:01:01.620]  要常常火熱
[00:01:01.620 --> 00:01:03.900]  不斷地侍奉我們的主
[00:01:03.900 --> 00:01:05.140]  要常常火熱
[00:01:05.140 --> 00:01:07.500]  不斷地侍奉我們的主
[00:01:07.500 --> 00:01:13.260]  最近收到老張寄來一個對工作態度的建議
[00:01:13.260 --> 00:01:18.700]  他說如果我們有用打麻將的精神
[00:01:18.700 --> 00:01:20.580]  來工作的話
[00:01:20.580 --> 00:01:22.780]  在這世上
[00:01:22.780 --> 00:01:27.180]  再也沒有幹不了的工作了
[00:01:27.180 --> 00:01:29.820]  那到底什麼是打麻將的精神呢
[00:01:29.820 --> 00:01:31.820]  一共有七點
[00:01:31.820 --> 00:01:32.860]  第一
[00:01:32.860 --> 00:01:34.420]  隨叫隨到
[00:01:34.420 --> 00:01:36.740]  從來不拖拖拉拉
[00:01:36.740 --> 00:01:37.380]  第二
[00:01:37.380 --> 00:01:39.540]  不在乎打牌的環境
[00:01:39.540 --> 00:01:41.700]  總是專心一致
[00:01:41.700 --> 00:01:42.780]  第三
[00:01:42.780 --> 00:01:45.380]  從不抱怨
[00:01:45.380 --> 00:01:47.780]  經常反省自己
[00:01:47.780 --> 00:01:50.220]  說又錯了
[00:01:50.220 --> 00:01:51.260]  第四
[00:01:51.260 --> 00:01:53.300]  永遠不說失敗
[00:01:53.300 --> 00:01:56.100]  推倒後再來過
[00:01:56.100 --> 00:01:57.340]  第五
[00:01:57.340 --> 00:01:58.940]  排好排壞
[00:01:58.940 --> 00:02:02.740]  都努力地往更好的方向來看
[00:02:02.740 --> 00:02:03.860]  第六
[00:02:03.860 --> 00:02:05.620]  不論是跟誰搭檔
[00:02:05.620 --> 00:02:08.060]  照樣努力
[00:02:08.060 --> 00:02:09.220]  第七
[00:02:09.220 --> 00:02:10.660]  最主要的是
[00:02:10.660 --> 00:02:15.420]  從來不嫌打牌的時間太長
[00:02:15.420 --> 00:02:19.020]  我想不但我們的工作需要有這種打麻將的精神
[00:02:19.020 --> 00:02:21.380]  我想我們來教會參加崇拜來服侍
[00:02:21.380 --> 00:02:23.420]  也需要打麻將的精神
[00:02:23.420 --> 00:02:27.060]  剛纔旁邊說需要有打麻將的精神
[00:02:27.060 --> 00:02:29.540]  特別是我們作爲神的兒女
[00:02:29.540 --> 00:02:31.380]  大能的勇士
[00:02:31.380 --> 00:02:33.500]  神要使用我們在這個世代
[00:02:33.500 --> 00:02:36.740]  成爲他翻轉世代的器皿
[00:02:36.740 --> 00:02:38.660]  我們就是神所揀選
[00:02:38.660 --> 00:02:40.980]  來翻轉這個世代的器皿
[00:02:40.980 --> 00:02:43.020]  因此今天早上我們一起來思想
[00:02:43.020 --> 00:02:46.900]  翻轉神世代的四個非常重要的條件
[00:02:46.900 --> 00:02:51.380]  我們先來看歷代之下第七章第十四節和第十五節
[00:02:51.380 --> 00:02:54.380]  這裏歷代之下第七章十四節十五節告訴我們說
[00:02:54.380 --> 00:02:56.620]  這稱爲我名下的子民
[00:02:56.620 --> 00:02:58.940]  若是自卑禱告尋求我的面
[00:02:58.940 --> 00:03:00.300]  轉移他們的惡行
[00:03:00.300 --> 00:03:02.300]  我必從天上垂聽
[00:03:02.300 --> 00:03:03.500]  赦免他們的罪
[00:03:03.500 --> 00:03:04.980]  醫治他們的地
[00:03:04.980 --> 00:03:06.340]  我必睜眼看
[00:03:06.340 --> 00:03:10.180]  側聽在子處所獻的禱告
[00:03:10.180 --> 00:03:13.220]  這兩件聖經是我們非常熟悉的聖經
[00:03:13.220 --> 00:03:15.060]  特別是第十四節
[00:03:15.060 --> 00:03:18.060]  這稱爲我名下的子民
[00:03:18.060 --> 00:03:21.140]  若是自卑禱告尋求我的面
[00:03:21.140 --> 00:03:22.860]  轉移他們的惡行
[00:03:22.860 --> 00:03:25.420]  我必從天上垂聽
[00:03:25.420 --> 00:03:26.860]  赦免他們的罪
[00:03:26.860 --> 00:03:29.100]  醫治他們的地
[00:03:29.100 --> 00:03:31.140]  今天做三個非常重要的觀察
[00:03:31.140 --> 00:03:32.780]  首先這裏所說的是
[00:03:32.780 --> 00:03:36.980]  這稱爲我名下的子民
[00:03:36.980 --> 00:03:40.100]  換句話說凡是認識耶穌基督的人
[00:03:40.100 --> 00:03:41.860]  凡是神的兒女的人
[00:03:41.860 --> 00:03:46.340]  我們都有資格成爲翻轉世代的勇士
[00:03:46.340 --> 00:03:47.660]  阿們
[00:03:47.660 --> 00:03:48.700]  換句話說就是你了
[00:03:48.700 --> 00:03:50.820]  告訴他們就是你
[00:03:50.820 --> 00:03:53.020]  就是你就是我
[00:03:53.020 --> 00:03:54.900]  這稱爲我名下的子民
[00:03:54.900 --> 00:03:57.420]  凡是呼求耶穌基督是主的人
[00:03:57.420 --> 00:04:02.700]  我們都有資格成爲神手中翻轉世代的器民
[00:04:02.700 --> 00:04:04.020]  然後第二個觀察
[00:04:04.020 --> 00:04:07.780]  這乃是一個帶有條件的應許
[00:04:07.780 --> 00:04:09.020]  這稱爲我名下的子民
[00:04:09.020 --> 00:04:10.940]  若是自卑禱告
[00:04:10.940 --> 00:04:12.300]  請求我的面撰內他們的惡行
[00:04:12.300 --> 00:04:13.460]  當我們看到這個"若"的時候
[00:04:13.460 --> 00:04:15.380]  是告訴我們有條件
[00:04:15.380 --> 00:04:18.980]  換句話說當我們立行神所定下來的條件之後
[00:04:18.980 --> 00:04:23.060]  神會按照祂的心意來成就祂所應許的
[00:04:23.060 --> 00:04:26.420]  我必從天上垂聽
[00:04:26.420 --> 00:04:28.460]  必要赦免他們的罪
[00:04:28.460 --> 00:04:30.460]  醫治他們的地
[00:04:30.460 --> 00:04:31.540]  然後第三個觀察
[00:04:31.540 --> 00:04:34.180]  到底這四個條件是什麼條件呢
[00:04:34.180 --> 00:04:36.380]  首先說若是自卑
[00:04:36.380 --> 00:04:37.540]  我們要成爲什麼
[00:04:37.540 --> 00:04:38.820]  謙卑的人
[00:04:38.820 --> 00:04:39.820]  若是禱告
[00:04:39.820 --> 00:04:41.580]  我們要成爲禱告的人
[00:04:41.580 --> 00:04:43.380]  若是尋求主的面
[00:04:43.380 --> 00:04:45.260]  會來到神面前尋求主的人
[00:04:45.260 --> 00:04:47.180]  必定是一個敬拜的人
[00:04:47.180 --> 00:04:49.380]  然後呢轉離他們的惡行
[00:04:49.380 --> 00:04:52.820]  在神面前成爲一個清心的人
[00:04:52.820 --> 00:04:54.540]  我們先來看看第一個條件
[00:04:54.540 --> 00:04:57.940]  翻轉世代的勇士的第一個條件是要怎麼樣
