
[00:00:00.000 --> 00:00:02.000]  弟兄姐妹好
[00:00:02.000 --> 00:00:04.000]  我們今天很感恩
[00:00:04.000 --> 00:00:06.000]  我們在
[00:00:06.000 --> 00:00:08.000]  大家在家裏
[00:00:08.000 --> 00:00:10.000]  我們在網上一齊敬拜
[00:00:10.000 --> 00:00:12.000]  我們敬拜主的心
[00:00:12.000 --> 00:00:14.000]  不會減退
[00:00:14.000 --> 00:00:16.000]  求主帶領我們這一段一段
[00:00:16.000 --> 00:00:18.000]  時間去學習神的話語
[00:00:18.000 --> 00:00:20.000]  我們一起低頭禱告
[00:00:20.000 --> 00:00:22.000]  賜給天父
[00:00:22.000 --> 00:00:24.000]  我們求主你開我們的眼睛
[00:00:24.000 --> 00:00:26.000]  看到你律法的奇妙
[00:00:26.000 --> 00:00:28.000]  知道
[00:00:28.000 --> 00:00:30.000]  今天的經文
[00:00:30.000 --> 00:00:32.000]  你幫助我們去教對我們
[00:00:32.000 --> 00:00:34.000]  怎樣走我們的人生
[00:00:34.000 --> 00:00:36.000]  求聖靈去幫助
[00:00:36.000 --> 00:00:38.000]  讓我們去學習你的話語
[00:00:38.000 --> 00:00:40.000]  一同的成長
[00:00:40.000 --> 00:00:42.000]  我們這樣祈禱奉主耶穌基督的名
[00:00:42.000 --> 00:00:44.000]  阿們
[00:00:44.000 --> 00:00:46.000]  神給我們很多的福氣
[00:00:46.000 --> 00:00:48.000]  成為一個基督徒其實
[00:00:48.000 --> 00:00:50.000]  我們很多數算著的因典
[00:00:50.000 --> 00:00:52.000]  但是
[00:00:52.000 --> 00:00:54.000]  我們有時
[00:00:54.000 --> 00:00:56.000]  這個福氣不是我們
[00:00:56.000 --> 00:00:58.000]  所想的福氣
[00:00:58.000 --> 00:01:00.000]  事實上有很多人在我們的信仰裏
[00:01:00.000 --> 00:01:02.000]  我們都會走錯了路
[00:01:02.000 --> 00:01:04.000]  辭掉真正的福氣
[00:01:04.000 --> 00:01:06.000]  而不是我們
[00:01:06.000 --> 00:01:08.000]  堅持我們要有的福氣
[00:01:08.000 --> 00:01:10.000]  在神的裏面
[00:01:10.000 --> 00:01:12.000]  這是很大的分別
[00:01:12.000 --> 00:01:14.000]  在2018年
[00:01:14.000 --> 00:01:16.000]  有一套紀錄片
[00:01:16.000 --> 00:01:18.000]  這套片叫
[00:01:18.000 --> 00:01:20.000]  美國人的福音
[00:01:20.000 --> 00:01:22.000]  American Gospel
[00:01:22.000 --> 00:01:24.000]  裏面提到
[00:01:24.000 --> 00:01:26.000]  在美國教會臨立
[00:01:26.000 --> 00:01:28.000]  但是很多人
[00:01:28.000 --> 00:01:30.000]  是否真的知道福音呢?
[00:01:30.000 --> 00:01:32.000]  是否真的有純正的信仰呢?
[00:01:32.000 --> 00:01:34.000]  發覺紀錄片裏面講到不是
[00:01:34.000 --> 00:01:36.000]  反而很多人走了一個
[00:01:36.000 --> 00:01:38.000]  是自己認為
[00:01:38.000 --> 00:01:40.000]  福音的裏面
[00:01:40.000 --> 00:01:42.000]  是否真正在主的裏面得救呢?
[00:01:42.000 --> 00:01:44.000]  這個尚未可知
[00:01:44.000 --> 00:01:46.000]  片裏面提了很多
[00:01:46.000 --> 00:01:48.000]  一些
[00:01:48.000 --> 00:01:50.000]  成功神學的傳道人
[00:01:50.000 --> 00:01:52.000]  錄了他們的講道
[00:01:52.000 --> 00:01:54.000]  也有一些聖經的論證
[00:01:54.000 --> 00:01:56.000]  去講述
[00:01:56.000 --> 00:01:58.000]  其實這些事情
[00:01:58.000 --> 00:02:00.000]  這些教導是很錯謀的
[00:02:00.000 --> 00:02:02.000]  也訪問了很多受害者
[00:02:02.000 --> 00:02:04.000]  他們一個一個講出
