
[00:00:00.000 --> 00:00:07.000]  今日會繼續同大家講馬拉基書
[00:00:07.000 --> 00:00:12.000]  上個星期日我們講了馬拉基書的第一章
[00:00:12.000 --> 00:00:16.000]  是講到昔日的猶太人
[00:00:16.000 --> 00:00:19.000]  他在那個時代裏面
[00:00:19.000 --> 00:00:23.000]  他們在敬拜侍奉裏面
[00:00:23.000 --> 00:00:27.000]  是所謂任意妄為
[00:00:27.000 --> 00:00:31.000]  是問心無愧地任意妄為
[00:00:31.000 --> 00:00:34.000]  他們不理聖經講什麼
[00:00:34.000 --> 00:00:39.000]  他們想自己想到怎樣做就怎樣做
[00:00:39.000 --> 00:00:41.000]  他們這樣做犯罪得罪神
[00:00:41.000 --> 00:00:43.000]  但是他們不理
[00:00:43.000 --> 00:00:51.000]  還和神搏嘴頂頸
[00:00:51.000 --> 00:01:01.000]  今日就同大家講他們任第二種罪
[00:01:01.000 --> 00:01:04.000]  他們亦都是問心無愧地
[00:01:04.000 --> 00:01:16.000]  在婚姻這件事上互作非為
[00:01:16.000 --> 00:01:18.000]  當我們講到婚姻的時候
[00:01:18.000 --> 00:01:21.000]  我們看到現代人在婚姻上
[00:01:21.000 --> 00:01:27.000]  亦可以說是問心無愧地互作妄為
[00:01:27.000 --> 00:01:31.000]  根據一些統計數字顯示
[00:01:31.000 --> 00:01:34.000]  美國的離婚率
[00:01:34.000 --> 00:01:37.000]  在上一個世紀
[00:01:37.000 --> 00:01:42.000]  1900年初的時候
[00:01:42.000 --> 00:01:48.000]  每二十對夫婦有一對離婚
[00:01:48.000 --> 00:01:50.000]  到了中期的時候
[00:01:50.000 --> 00:01:55.000]  大約是六對夫婦有一對離婚
[00:01:55.000 --> 00:01:58.000]  到了現代最近的統計
[00:01:58.000 --> 00:02:04.000]  是每兩對夫婦有一對離婚
[00:02:04.000 --> 00:02:08.000]  這些還不算同居之後分手
[00:02:08.000 --> 00:02:17.000]  沒有註冊所以不能統計
[00:02:17.000 --> 00:02:21.000]  最近在Facebook臉書上
[00:02:21.000 --> 00:02:25.000]  看到有人刊登一些消息
[00:02:25.000 --> 00:02:27.000]  說我們同居了
[00:02:27.000 --> 00:02:29.000]  很多人很開心
[00:02:29.000 --> 00:02:34.000]  恭喜恭喜恭喜他們
[00:02:34.000 --> 00:02:39.000]  剛剛又看到有新聞說有人和iPhone結婚
[00:02:39.000 --> 00:02:43.000]  不知道會不會有很多人恭喜他們
[00:02:43.000 --> 00:02:45.000]  不知道將來會不會說
[00:02:45.000 --> 00:02:46.000]  舒保離婚了
[00:02:46.000 --> 00:02:50.000]  有人說恭喜恭喜
[00:02:50.000 --> 00:02:55.000]  不過有一件事一定會發生的
[00:02:55.000 --> 00:03:01.000]  我認為離婚一定不會是一件很快樂的事
[00:03:01.000 --> 00:03:05.000]  有一個拉比(猶太人)的老師這樣說
[00:03:05.000 --> 00:03:12.000]  一個人離世總算是一個完結
[00:03:12.000 --> 00:03:15.000]  但是一個人離婚
[00:03:15.000 --> 00:03:19.000]  所帶來的問題是一生都不會完結
[00:03:19.000 --> 00:03:25.000]  我相信大家都會同意這樣說
[00:03:25.000 --> 00:03:32.000]  時下的人同居和離婚都是很普遍
[00:03:32.000 --> 00:03:34.000]  大家都會見怪不怪
[00:03:34.000 --> 00:03:38.000]  也都開始會接納他們
[00:03:38.000 --> 00:03:40.000]  教會包括我們教會
[00:03:40.000 --> 00:03:42.000]  我們是很歡迎所有人來敬拜
[00:03:42.000 --> 00:03:45.000]  我們會歡迎他們來一起敬拜
[00:03:45.000 --> 00:03:49.000]  一起去尋求神認識神
[00:03:49.000 --> 00:03:51.000]  但是作為信徒
[00:03:51.000 --> 00:03:53.000]  我們必須要清楚知道
[00:03:53.000 --> 00:03:56.000]  神怎樣看婚姻
[00:03:56.000 --> 00:04:00.000]  聖經怎樣教導我們
[00:04:00.000 --> 00:04:04.000]  怎樣做才能得到一個蒙福的婚姻
[00:04:04.000 --> 00:04:06.000]  今天我和大家一起
[00:04:06.000 --> 00:04:09.000]  從《馬拉雞書》二章裡
[00:04:09.000 --> 00:04:13.000]  去學習這個功課
[00:04:13.000 --> 00:04:16.000]  這個功課就是
[00:04:16.000 --> 00:04:22.000]  如果按照聖經教導來做我們的婚姻
[00:04:22.000 --> 00:04:25.000]  這個婚姻必定蒙福
[00:04:25.000 --> 00:04:27.000]  但是如果我們不理會聖經的教導
[00:04:27.000 --> 00:04:29.000]  任意而行
[00:04:29.000 --> 00:04:37.000]  我們會自食苦果
[00:04:37.000 --> 00:04:41.000]  當日的猶太人
[00:04:41.000 --> 00:04:44.000]  他們在婚姻上所犯的罪
[00:04:44.000 --> 00:04:47.000]  可以分為兩方面
[00:04:47.000 --> 00:04:54.000]  一方面他們任意娶外邦女子為妻
[00:04:54.000 --> 00:05:02.000]  另一方面他們任意將原配的妻子拋棄
[00:05:02.000 --> 00:05:07.000]  我們首先看看他們怎樣任意娶妻的事
[00:05:07.000 --> 00:05:12.000]  我們看《馬拉雞書》二章十一節
[00:05:12.000 --> 00:05:15.000]  猶太人行事詭詐
[00:05:15.000 --> 00:05:19.000]  而且在以色列和耶路撒冷中行一件可憎的事
[00:05:19.000 --> 00:05:23.000]  因為猶太人褻瀆耶和華所喜愛的聖潔
[00:05:23.000 --> 00:05:29.000]  娶侍奉外邦神的女子為妻
[00:05:29.000 --> 00:05:32.000]  男大當婚女大當嫁
[00:05:32.000 --> 00:05:35.000]  嫁娶的事本來就是很自然的事
[00:05:35.000 --> 00:05:39.000]  何罪之有呢?
[00:05:39.000 --> 00:05:44.000]  是因為神不喜悅他們娶侍奉外邦神
[00:05:44.000 --> 00:05:47.000]  拜偶像的女子為妻
[00:05:47.000 --> 00:05:51.000]  神不是種族歧視
[00:05:51.000 --> 00:06:04.000]  也不是因為種族或語言的問題
[00:06:04.000 --> 00:06:07.000]  而是因為信仰的問題
[00:06:07.000 --> 00:06:12.000]  神這樣做是為了祂的子民能夠保存純正的信仰
[00:06:12.000 --> 00:06:18.000]  免得他們跟從拜外邦神的妻子去拜偶像
[00:06:18.000 --> 00:06:22.000]  這樣會失去神的恩典
[00:06:22.000 --> 00:06:28.000]  我們在聖經裡知道神不會歧視外邦女子
[00:06:28.000 --> 00:06:31.000]  在神的聖約裡
[00:06:31.000 --> 00:06:37.000]  在耶穌基督的血統裡
[00:06:37.000 --> 00:06:41.000]  我們看到有兩個外邦女子
[00:06:41.000 --> 00:06:47.000]  一個是耶利哥人拉合
[00:06:47.000 --> 00:06:53.000]  另一個是摩訶女子路德
[00:06:53.000 --> 00:06:55.000]  為什麼他們可以呢?
[00:06:55.000 --> 00:06:57.000]  因為他們不是拜外邦神
[00:06:57.000 --> 00:07:00.000]  他們是歸順耶和華
[00:07:00.000 --> 00:07:03.000]  所以問題不是歧視外邦女子
[00:07:03.000 --> 00:07:06.000]  而是他們堅持要拜外邦神
[00:07:06.000 --> 00:07:14.000]  而且我們看到從經文裡他們還要求猶太人的夫家跟他們拜偶像
[00:07:14.000 --> 00:07:16.000]  這才是問題所在
[00:07:16.000 --> 00:07:20.000]  因為這樣做他們會失去神的救恩
[00:07:20.000 --> 00:07:27.000]  這個經拜耶和華的信仰就不能夠承接下去
[00:07:27.000 --> 00:07:30.000]  聖經很清楚地已經吩咐了他們
[00:07:30.000 --> 00:07:36.000]  我們看新命記七章三節
[00:07:36.000 --> 00:07:39.000]  神吩咐說:不可與他們結親
[00:07:39.000 --> 00:07:42.000]  不可將你的兒女嫁他們的兒子
[00:07:42.000 --> 00:07:45.000]  也不可叫你的兒子娶他們的女兒
[00:07:45.000 --> 00:07:46.000]  為什麼呢?
[00:07:46.000 --> 00:07:49.000]  第四節
[00:07:49.000 --> 00:07:54.000]  因為他必使你兒子轉彌不跟從主去侍奉別臣
[00:07:54.000 --> 00:07:57.000]  以至耶和華的怒氣向你們發作
[00:07:57.000 --> 00:08:01.000]  就速速地將你們滅絕
[00:08:01.000 --> 00:08:06.000]  其實不是神親自出手要滅絕他們
[00:08:06.000 --> 00:08:09.000]  只不過如果他們離棄神
[00:08:09.000 --> 00:08:15.000]  神就將特別的保護拿開
[00:08:15.000 --> 00:08:19.000]  任由他們的敵人將他們消滅
[00:08:19.000 --> 00:08:24.000]  在歷史上在世界上有很多的民族
[00:08:24.000 --> 00:08:28.000]  他們都是這樣被敵人侵略
[00:08:28.000 --> 00:08:29.000]  然後屠殺
[00:08:29.000 --> 00:08:33.000]  然後就在歷史之中消失了
[00:08:33.000 --> 00:08:38.000]  以色列人這個民族只是一個非常細小的民族
[00:08:38.000 --> 00:08:42.000]  但是他們卻是能夠經歷到現在四千多年
[00:08:42.000 --> 00:08:45.000]  仍然存在
[00:08:45.000 --> 00:08:50.000]  這是因為神特別施恩看顧他們
[00:08:50.000 --> 00:08:55.000]  讓他們能夠存留到現在
[00:08:55.000 --> 00:08:58.000]  如果不是他們都好像其他民族一樣
[00:08:58.000 --> 00:09:04.000]  會消失在歷史之中
[00:09:04.000 --> 00:09:07.000]  在當時的宗教領袖
[00:09:07.000 --> 00:09:10.000]  他們帶頭去犯罪
[00:09:10.000 --> 00:09:15.000]  帶頭去做壞榜樣
[00:09:15.000 --> 00:09:20.000]  他們跟外族人通婚
[00:09:20.000 --> 00:09:26.000]  我們可以看看當時馬拉基先知時代同期的人物
[00:09:26.000 --> 00:09:28.000]  尼希米
[00:09:28.000 --> 00:09:31.000]  我們看尼希米記十三章四節
[00:09:31.000 --> 00:09:39.000]  我們看尼希米怎樣記載當時他們所做的事
[00:09:39.000 --> 00:09:48.000]  先是蒙派管理我們神殿中庫房的祭司尼亞瑟與多比亞結親
[00:09:48.000 --> 00:09:51.000]  這個多比亞是甚麼人呢
[00:09:51.000 --> 00:09:55.000]  這個多比亞是阿滿人的一個族長
[00:09:55.000 --> 00:09:58.000]  還有第五節
[00:09:58.000 --> 00:10:02.000]  便為他預備一間大屋子
[00:10:02.000 --> 00:10:10.000]  就是從前修全掃祭並歸祭司舉祭的屋子
[00:10:10.000 --> 00:10:13.000]  拿了甚麼地方呢
[00:10:13.000 --> 00:10:18.000]  拿了聖殿裏面一個儲存供物的地方
[00:10:18.000 --> 00:10:20.000]  一間很大的屋
[00:10:20.000 --> 00:10:22.000]  這是甚麼意思呢
[00:10:22.000 --> 00:10:32.000]  即是說他為了一個親家或可能是女婿
[00:10:32.000 --> 00:10:35.000]  佔用了禮拜堂的一間很大的房間
[00:10:35.000 --> 00:10:38.000]  來作私人住宅用
[00:10:38.000 --> 00:10:43.000]  你說這樣做你可不可以接受呢
[00:10:43.000 --> 00:10:49.000]  今天如果有個牧師在禮拜堂拿了兩千呎的房間
[00:10:49.000 --> 00:10:57.000]  來作私人住宅你認為可不可以呢
[00:10:57.000 --> 00:10:59.000]  當然不可以
[00:10:59.000 --> 00:11:02.000]  除了用地的問題
[00:11:02.000 --> 00:11:06.000]  其實是分別為聖的問題
[00:11:06.000 --> 00:11:09.000]  在他們那個時代
[00:11:09.000 --> 00:11:12.000]  聖殿任何一個地方都是分別為聖
[00:11:12.000 --> 00:11:17.000]  而且是嚴禁微信主的外邦人進入
[00:11:17.000 --> 00:11:20.000]  他現在竟然可以讓一個外邦的親戚
[00:11:20.000 --> 00:11:28.000]  住在聖殿旁邊的庫房裏面
[00:11:28.000 --> 00:11:33.000]  我們再看二十八節
[00:11:33.000 --> 00:11:37.000]  大祭司以利亞實的孫子
[00:11:37.000 --> 00:11:42.000]  是和倫人參不拉的女婿
[00:11:42.000 --> 00:11:47.000]  又和另外一個外族人通婚
[00:11:47.000 --> 00:11:52.000]  這個參不拉也是當地外族人的一個族長
[00:11:52.000 --> 00:12:00.000]  參不拉和多比亞曾經是聯手要謀害尼西米
[00:12:00.000 --> 00:12:02.000]  但是這個大祭司
[00:12:02.000 --> 00:12:04.000]  他為了私人的利益
[00:12:04.000 --> 00:12:06.000]  為了鞏固自己的勢力
[00:12:06.000 --> 00:12:13.000]  竟然和這兩個外族人的族長來通婚
[00:12:13.000 --> 00:12:19.000]  還有我們回頭看二十三節
[00:12:19.000 --> 00:12:22.000]  那些日子我也見猶大人娶了
[00:12:22.000 --> 00:12:26.000]  阿什特阿曼摩亞的女子為妻
[00:12:26.000 --> 00:12:27.000]  二十四節
[00:12:27.000 --> 00:12:31.000]  他們的兒女說話一半是阿什特的話
[00:12:31.000 --> 00:12:34.000]  不會說猶大的話
[00:12:34.000 --> 00:12:43.000]  說的是照著各族的謊言
[00:12:43.000 --> 00:12:47.000]  他們的下一代不會說猶大話
[00:12:47.000 --> 00:12:53.000]  也就是說他們不會承接敬拜耶和華的信仰
[00:12:53.000 --> 00:12:58.000]  這個才是問題的所在
[00:12:58.000 --> 00:13:05.000]  下一代將會失去救恩
[00:13:05.000 --> 00:13:09.000]  如果我們想起現今的社會
[00:13:09.000 --> 00:13:14.000]  如果我們有子女或孫子孫女和外國人結婚又如何呢?
[00:13:14.000 --> 00:13:23.000]  他們的子女多數不會說我們中國話
[00:13:23.000 --> 00:13:27.000]  那會有什麼問題呢?
[00:13:27.000 --> 00:13:31.000]  現今的情況我們覺得不重要
[00:13:31.000 --> 00:13:36.000]  最重要的是他們要信耶穌
[00:13:36.000 --> 00:13:40.000]  得到救恩
[00:13:40.000 --> 00:13:42.000]  從前的以色列人
[00:13:42.000 --> 00:13:49.000]  他們是靠保存純正的血統來保證純正的信仰
[00:13:49.000 --> 00:13:54.000]  傳遞他們的信仰
[00:13:54.000 --> 00:13:59.000]  所以他們不會或不准跟外族人結婚
[00:13:59.000 --> 00:14:02.000]  但是今天我們是因信清義
[00:14:02.000 --> 00:14:05.000]  我們是靠信耶穌來得救
[00:14:05.000 --> 00:14:07.000]  因此跟什麼人
[00:14:07.000 --> 00:14:08.000]  跟什麼種族
[00:14:08.000 --> 00:14:12.000]  跟什麼語言的人結婚都可以
[00:14:12.000 --> 00:14:15.000]  最重要的是要跟一個基督徒結婚
[00:14:15.000 --> 00:14:24.000]  以致能夠保存信仰
[00:14:24.000 --> 00:14:30.000]  我們看回馬拉記書2章12節
[00:14:30.000 --> 00:14:34.000]  凡行者事的無論何人
[00:14:34.000 --> 00:14:37.000]  就是獻供物給萬君子耶和華
[00:14:37.000 --> 00:14:43.000]  耶和華也必從雅各的帳篷中剪除他
[00:14:43.000 --> 00:14:46.000]  我們留意這節聖經裏面有個括號
[00:14:46.000 --> 00:14:48.000]  括著何人這個字
[00:14:48.000 --> 00:14:53.000]  何人這個字原文是叫醒的
[00:14:53.000 --> 00:14:55.000]  答應的這個意思
[00:14:55.000 --> 00:15:04.000]  叫醒的答應的是什麼意思呢?
[00:15:04.000 --> 00:15:09.000]  這個叫醒的意思是主動的
[00:15:09.000 --> 00:15:11.000]  在離婚這件事上
[00:15:11.000 --> 00:15:14.000]  主動提出要離婚
[00:15:14.000 --> 00:15:23.000]  答應的可以說是跟從的附和的意思
[00:15:23.000 --> 00:15:27.000]  這裡很清楚告訴大家
[00:15:27.000 --> 00:15:30.000]  無論你是主動的
[00:15:30.000 --> 00:15:32.000]  或者是附從的
[00:15:32.000 --> 00:15:39.000]  神都是不起願
[00:15:39.000 --> 00:15:44.000]  所以我們都要知道
[00:15:44.000 --> 00:15:46.000]  無論在現在這個潮流
[00:15:46.000 --> 00:15:52.000]  我們知道時下有很多不合道德的各樣的
[00:15:52.000 --> 00:15:55.000]  包括婚姻裏面的事很流行
[00:15:55.000 --> 00:15:57.000]  但我們千萬不要跟從
