
[00:00:00.000 --> 00:00:01.460]  今天是復活節
[00:00:01.460 --> 00:00:06.480]  大家都知道復活節是紀念、慶祝耶穌的復活
[00:00:06.480 --> 00:00:09.000]  我相信如果大家是基督徒的話
[00:00:09.000 --> 00:00:13.640]  每年最少聽一次耶穌復活的故事
[00:00:13.640 --> 00:00:15.440]  我們有時候做講員
[00:00:15.440 --> 00:00:18.000]  真的不知道從什麼新的角度來說
[00:00:18.000 --> 00:00:19.920]  同一段經文、同一個故事
[00:00:19.920 --> 00:00:21.400]  不過我想問大家一個問題
[00:00:21.400 --> 00:00:24.400]  究竟我們都熟悉耶穌基督復活的故事
[00:00:24.400 --> 00:00:27.680]  但是究竟這個復活的故事
[00:00:27.680 --> 00:00:30.960]  如何影響我們今天的生活呢?
[00:00:30.960 --> 00:00:32.760]  上個星期大家都知道
[00:00:32.760 --> 00:00:38.640]  我去了中國度假、在中國旅遊
[00:00:38.640 --> 00:00:40.440]  在我旅遊的時候
[00:00:40.440 --> 00:00:43.360]  我聽到新聞的風聲
[00:00:43.360 --> 00:00:49.160]  美伊打算襲擊伊朗的基礎設施
[00:00:49.160 --> 00:00:50.440]  大家有沒有聽到?
[00:00:50.440 --> 00:00:53.720]  我馬上跟師母說
[00:00:53.720 --> 00:00:56.240]  週末一定開火
[00:00:56.240 --> 00:00:58.280]  為什麼呢?如果大家有留意的話
[00:00:58.280 --> 00:01:03.280]  特朗普最喜歡在週末開始軍事行動
[00:01:03.280 --> 00:01:09.840]  大概是想週末不會太過影響股市或者燃油市場
[00:01:09.840 --> 00:01:11.200]  正如我所說
[00:01:11.200 --> 00:01:12.920]  趁在週末的時候
[00:01:12.920 --> 00:01:14.880]  大家看新聞都應該知道
[00:01:14.880 --> 00:01:17.200]  在週末的時候
[00:01:17.200 --> 00:01:20.240]  伊朗兩個的大鋼鐵廠
[00:01:20.240 --> 00:01:21.560]  一座的發電廠
[00:01:21.560 --> 00:01:23.560]  民用的核設施等等
[00:01:23.560 --> 00:01:26.000]  就受到攻擊
[00:01:26.000 --> 00:01:28.360]  亦如我們所期望
[00:01:28.360 --> 00:01:31.800]  伊朗亦採取報復的行動
[00:01:31.800 --> 00:01:33.440]  一連串的軍事行動
[00:01:33.440 --> 00:01:35.560]  你打我,我打你
[00:01:35.560 --> 00:01:37.200]  我們發覺
[00:01:37.200 --> 00:01:43.040]  我們今天不單是活在第三次世界大戰的可能性裡面
[00:01:43.040 --> 00:01:49.960]  更加是活在一個隨時一觸即發的核子戰爭的危機裡面
[00:01:49.960 --> 00:01:51.360]  用聖經的語言來說
[00:01:51.360 --> 00:01:57.280]  我們今天全世界都是活在一個末世的時代
[00:01:57.280 --> 00:01:59.080]  正如聖經所提醒我們
[00:01:59.080 --> 00:02:02.680]  在末世的時候會有什麼情況發生
[00:02:02.680 --> 00:02:05.760]  國家與國家之間有戰爭
[00:02:05.760 --> 00:02:08.360]  民族與民族之間有仇恨
[00:02:08.360 --> 00:02:11.000]  天災人禍多到不得了
[00:02:11.000 --> 00:02:12.160]  如果我們想這些的時候
[00:02:12.160 --> 00:02:14.520]  真的情緒立刻低落
[00:02:14.520 --> 00:02:16.040]  我們要問的就是
[00:02:16.040 --> 00:02:20.240]  究竟耶穌基督如果真是復活的話
[00:02:20.240 --> 00:02:23.960]  祂所復活的能力如何
[00:02:23.960 --> 00:02:27.760]  讓我們可以在一個沒有平安的世界裡面
[00:02:27.760 --> 00:02:29.880]  可以得到平安呢
[00:02:29.880 --> 00:02:37.000]  而耶穌基督復活的能力如何
[00:02:37.000 --> 00:02:40.880]  讓我們在一個應該沒有恐懼的世界裡面
[00:02:40.880 --> 00:02:44.040]  如何在恐懼裡面走出來呢
[00:02:44.040 --> 00:02:48.440]  今天我們從一個比較實踐式的角度
[00:02:48.440 --> 00:02:51.160]  來看一看復活的故事
[00:03:18.440 --> 00:03:22.960]  在十字架上為我們犧牲
[00:03:22.960 --> 00:03:24.480]  聖經告訴我們
[00:03:24.480 --> 00:03:25.240]  在星期五
[00:03:25.240 --> 00:03:28.760]  就是他斷氣的那一天的晚上
[00:03:28.760 --> 00:03:32.360]  聖經說有一個阿彌馬太的浴室
[00:03:32.360 --> 00:03:36.440]  去到比拉多當時的羅馬巡撫那裡
[00:03:36.440 --> 00:03:41.320]  來要求比拉多去領取耶穌基督的身體
[00:03:41.320 --> 00:03:44.280]  我們要問這個浴室是誰來的
[00:03:44.280 --> 00:03:45.880]  馬海就告訴我們
[00:03:45.880 --> 00:03:47.960]  他是一個尊貴的義士
[00:03:47.960 --> 00:03:53.960]  這個尊貴的義士一直等候神的國的來臨
[00:03:53.960 --> 00:03:57.040]  而另外一個福音講座就告訴我們
[00:03:57.040 --> 00:04:00.800]  這個不單止是這個公會裡面的義士
[00:04:00.800 --> 00:04:03.200]  也是一個耶穌的門徒
[00:04:03.200 --> 00:04:06.440]  不過他家具是暗暗地做門徒
[00:04:06.440 --> 00:04:10.040]  為什麼要偷偷摸摸地做門徒呢
[00:04:10.040 --> 00:04:14.720]  聖經就說因為他懼怕猶太人
[00:04:14.720 --> 00:04:15.760]  大家有沒有覺得奇怪
[00:04:15.760 --> 00:04:17.200]  這樣就怪了
[00:04:17.200 --> 00:04:20.560]  是不是這個浴室所隸屬的公會
[00:04:20.560 --> 00:04:22.640]  當日去審判耶穌
[00:04:22.640 --> 00:04:25.120]  定耶穌死罪的呢
[00:04:25.120 --> 00:04:27.560]  原來在一個這樣的公會裡面
[00:04:27.560 --> 00:04:31.600]  竟然有一個耶穌的跟隨者
[00:04:31.600 --> 00:04:32.400]  我們就問
[00:04:32.400 --> 00:04:34.120]  你既然在公會裡面
[00:04:34.120 --> 00:04:35.720]  你既然是這個義士
[00:04:35.720 --> 00:04:40.080]  為什麼當日判耶穌死罪的時候
[00:04:40.080 --> 00:04:43.160]  這個浴室不出聲
[00:04:43.160 --> 00:04:43.920]  或者他有
[00:04:43.920 --> 00:04:45.160]  不過聖經沒有說
[00:04:45.160 --> 00:04:47.600]  又或者他當時嚇到不得了
[00:04:47.600 --> 00:04:49.800]  已經完全沒有了
[00:04:49.800 --> 00:04:54.480]  打算去為耶穌說話的可能了
[00:04:54.480 --> 00:04:55.920]  我們不知道為什麼
[00:04:55.920 --> 00:04:57.040]  因為聖經沒有說
[00:04:57.040 --> 00:05:00.320]  不過有一樣東西我們可以很肯定的
[00:05:00.320 --> 00:05:02.840]  就是當門徒因為耶穌的死
[00:05:02.840 --> 00:05:04.560]  而恐怕到不得了
[00:05:04.560 --> 00:05:07.920]  而四圍逃走的時候
[00:05:07.920 --> 00:05:09.960]  這個浴室是唯一一個
[00:05:09.960 --> 00:05:12.800]  可以夠勇氣走到比拉多面前
[00:05:12.800 --> 00:05:15.880]  要求取回耶穌的身體
[00:05:15.880 --> 00:05:17.800]  無論是什麼原因
[00:05:17.800 --> 00:05:20.680]  這個舉動是需要很大的勇氣的
[00:05:20.680 --> 00:05:21.480]  同意嗎?
