
[00:00:00.000 --> 00:00:02.000]  丁鳳姐妹早安、平安
[00:00:02.000 --> 00:00:08.000]  我們中國人見面問候的話
[00:00:08.000 --> 00:00:12.000]  就是說你吃飯了沒有?吃飽了沒有?
[00:00:12.000 --> 00:00:15.000]  我們台灣人說你吃飽了沒有?
[00:00:15.000 --> 00:00:19.000]  這是問候的話,一句很平常的問候語
[00:00:19.000 --> 00:00:23.000]  那吃是我們生活中很重要的一件事情
[00:00:23.000 --> 00:00:28.000]  所以呢,這也是一句很普遍的問候的話
[00:00:28.000 --> 00:00:33.000]  我們屬靈的生活上呢,你吃飽了沒有?
[00:00:33.000 --> 00:00:39.000]  可不可以說你今天靈修了沒有?
[00:00:39.000 --> 00:00:47.000]  基督徒的生活很基本的就是一個每日靈修
[00:00:47.000 --> 00:00:50.000]  還有讓我們生命的成長
[00:00:50.000 --> 00:00:55.000]  但是呢,我們往往忙得暈頭轉向
[00:00:55.000 --> 00:01:03.000]  早上起來,一起來就跑,不停的在跑
[00:01:03.000 --> 00:01:06.000]  你不吃,你肚子會餓喔
[00:01:06.000 --> 00:01:11.000]  可是如果你不靈修的話,好像也沒有什麼感覺嘛
[00:01:11.000 --> 00:01:21.000]  所以呢,但是靈修重不重要呢?
[00:01:21.000 --> 00:01:27.000]  靈修其實是非常重要的,我們都知道
[00:01:27.000 --> 00:01:30.000]  我們有時候在想這個靈修
[00:01:30.000 --> 00:01:35.000]  可不可以把靈修當作是你在做功課,do homework
[00:01:35.000 --> 00:01:39.000]  上禮拜天,方組長說小時候玩瘋了
[00:01:39.000 --> 00:01:42.000]  忘了做功課,早上不敢去學校
[00:01:42.000 --> 00:01:48.000]  但是我們的教會其實是一個沒有約束力的地方
[00:01:48.000 --> 00:01:52.000]  不管你主日來不來,你參不參加小組
[00:01:52.000 --> 00:01:57.000]  你參不參加禱告會,這個完全是volunteer的
[00:01:57.000 --> 00:02:04.000]  所以呢,靈修生命成長,這些都是出於自願的
[00:02:04.000 --> 00:02:07.000]  沒有,不能勉強的
[00:02:07.000 --> 00:02:19.000]  所以有的人很認真,他一信主以後,他讀經禱告
[00:02:19.000 --> 00:02:23.000]  參加小組,參加禱告會,我們說那是好種子
[00:02:23.000 --> 00:02:26.000]  我們說那種人是好種子
[00:02:26.000 --> 00:02:33.000]  但是大部分的人,大部分的人,平常連吃飯的習慣都不好了
[00:02:33.000 --> 00:02:40.000]  你還要教他去靈修追求,那實在是非常的不容易
[00:02:40.000 --> 00:02:44.000]  但是靈修重不重要?就是很重要對不對
[00:02:44.000 --> 00:02:47.000]  所以呢,我們有時候就要看
[00:02:47.000 --> 00:02:51.000]  就要看人家從靈修上面有得到什麼好處
[00:02:51.000 --> 00:02:54.000]  有經歷到什麼特殊的恩典
[00:02:54.000 --> 00:03:00.000]  這樣子我們才肯開始靈修,我們才會有動力
[00:03:00.000 --> 00:03:08.000]  但是呢,到底我們每天要花多少時間來靈修
[00:03:08.000 --> 00:03:13.000]  那用什麼方法呢?才能夠達到靈修的效果
[00:03:13.000 --> 00:03:17.000]  那這是我今天要來跟弟兄姊妹分享的
[00:03:17.000 --> 00:03:20.000]  讓我們低頭禱告
[00:03:20.000 --> 00:03:23.000]  親愛的天父主耶穌聖女,不好意思,我們感謝讚美你
[00:03:23.000 --> 00:03:27.000]  說我們弟兄姊妹同心合一的來到主面前
[00:03:27.000 --> 00:03:30.000]  主啊,你是那造我們的主
[00:03:30.000 --> 00:03:35.000]  主啊,真的是在你創世之前
[00:03:35.000 --> 00:03:40.000]  主啊,你就已經在我們的母腹中簡選了我們
[00:03:40.000 --> 00:03:45.000]  主啊,你又讓你的愛子獨生耶穌基督
[00:03:45.000 --> 00:03:49.000]  為我們的罪定死在十字架上
[00:03:49.000 --> 00:03:53.000]  使我們的罪得赦免,生命得救贖
[00:03:53.000 --> 00:04:00.000]  主啊,真的是還把那寶貝的聖靈放在我們裡面為印記
[00:04:00.000 --> 00:04:04.000]  主啊,我們就要再一次的感謝讚美你
[00:04:04.000 --> 00:04:10.000]  因為這一切在主裡的豐盛都是我們不配的
[00:04:10.000 --> 00:04:16.000]  都因為是你的私恩憐憫的手
[00:04:16.000 --> 00:04:18.000]  哈勒路亞,主耶穌
[00:04:18.000 --> 00:04:25.000]  你愛我們,你造我們,你更樂意要我們來親近你
[00:04:25.000 --> 00:04:27.000]  進而過蒙福的人生
[00:04:27.000 --> 00:04:34.000]  主啊,真是幫助我們時刻知道如何的來尋求你的心意
[00:04:34.000 --> 00:04:38.000]  求主你的智慧,開通我們心中的眼睛
[00:04:38.000 --> 00:04:41.000]  好讓我們能夠更多的來認識你
[00:04:41.000 --> 00:04:46.000]  願意明白主你的恩兆有何等的指望
[00:04:46.000 --> 00:04:52.000]  主啊,今天我們在短短的時間裡面
[00:04:52.000 --> 00:04:55.000]  求主你更新我們的心思
[00:04:55.000 --> 00:05:00.000]  讓我們能夠得著你為我們所預備的美好人生
[00:05:00.000 --> 00:05:05.000]  主我們再一次的感謝讚美你,是奉耶穌基督的名求
[00:05:05.000 --> 00:05:07.000]  阿門,阿門
[00:05:07.000 --> 00:05:11.000]  我們為什麼要領修
[00:05:11.000 --> 00:05:15.000]  我們常常因為一時的感動,我們信了耶穌
[00:05:15.000 --> 00:05:22.000]  但是你認識主跟知道祂的程度
[00:05:22.000 --> 00:05:25.000]  其實還有很大的距離
[00:05:25.000 --> 00:05:30.000]  所以我們要去了解發現
[00:05:30.000 --> 00:05:36.000]  那個當初把感動放在我們裡面的是怎麼回事
[00:05:36.000 --> 00:05:40.000]  那我們敬拜的神,我們所信的這個神
[00:05:40.000 --> 00:05:42.000]  祂到底是誰
[00:05:42.000 --> 00:05:45.000]  那祂有什麼樣的屬性
[00:05:45.000 --> 00:05:48.000]  祂有什麼樣的權能
[00:05:48.000 --> 00:05:52.000]  那這些呢,其實這些,單單就是這些
[00:05:52.000 --> 00:05:57.000]  都是我們需要花時間去探討,去尋求的
[00:05:57.000 --> 00:06:04.000]  那我其實很喜歡去看別人靈修的經歷
[00:06:04.000 --> 00:06:09.000]  看到別人在靈修中有什麼得著,是我可以學的
[00:06:09.000 --> 00:06:15.000]  那而且,因為這些經歷
[00:06:15.000 --> 00:06:21.000]  無非都是他們去經歷神那永無止境的愛
[00:06:21.000 --> 00:06:26.000]  而且也是要認識神,追求神
[00:06:26.000 --> 00:06:29.000]  其實都是需要下功夫的
[00:06:29.000 --> 00:06:36.000]  所以神通常都是藉著靈修禱告
[00:06:36.000 --> 00:06:41.000]  把祂的能力智慧來向我們顯明
[00:06:41.000 --> 00:06:45.000]  也是我們需要花時間來追求的
[00:06:45.000 --> 00:06:49.000]  那我們說經歷和得著
[00:06:49.000 --> 00:06:53.000]  經歷和得著,大部分的人一開始的時候
[00:06:53.000 --> 00:06:58.000]  都是向神求得醫治啊,得祝福啊
[00:06:58.000 --> 00:07:03.000]  我的事業啊,我的婚姻啊,我的家庭啊
[00:07:03.000 --> 00:07:06.000]  我的感情啊,等等等等
[00:07:06.000 --> 00:07:09.000]  那是的,神是樂意要祝福我們
[00:07:09.000 --> 00:07:14.000]  神是樂意要祝福我們,讓我們福悲滿意的
[00:07:14.000 --> 00:07:19.000]  那神祝福,但是當你的生命
[00:07:19.000 --> 00:07:22.000]  經歷到一個程度的時候
[00:07:22.000 --> 00:07:27.000]  那你會用,你會有什麼樣的心態
[00:07:27.000 --> 00:07:31.000]  你會不會想說,神這麼愛我
[00:07:31.000 --> 00:07:34.000]  我是不是也要去愛祂
[00:07:34.000 --> 00:07:40.000]  那這個月的14號,N.365的時候
[00:07:40.000 --> 00:07:42.000]  Coles Alamos就講了,他說
[00:07:42.000 --> 00:07:49.000]  當我們愛上神之後,愛上一個人的時候
[00:07:49.000 --> 00:07:51.000]  我們的心就會變得很靈敏
[00:07:51.000 --> 00:07:54.000]  也會變得很細心,要想要知道
[00:07:54.000 --> 00:07:57.000]  他想要什麼,他要做什麼
[00:07:57.000 --> 00:08:00.000]  我能夠為他做什麼
[00:08:00.000 --> 00:08:03.000]  所以這也是我們信主的人
[00:08:03.000 --> 00:08:07.000]  我們應該,當我們享受到
[00:08:07.000 --> 00:08:12.000]  神那麼大的恩典和保守的時候
[00:08:12.000 --> 00:08:17.000]  我們就要知道如何的來回應祂的愛
[00:08:17.000 --> 00:08:23.000]  那,來,藉著我們的追求
[00:08:23.000 --> 00:08:25.000]  你知道,追求這兩個字
[00:08:25.000 --> 00:08:27.000]  是我跟方主掌學的
