
[00:00:00.000 --> 00:00:03.640]  當我們在生活中有自己的家庭
[00:00:03.640 --> 00:00:06.280]  每個人都應該有自己的家庭
[00:00:06.280 --> 00:00:12.040]  家庭一般由父母、子女所組成
[00:00:12.040 --> 00:00:17.280]  在家庭當我們能夠做到彼此尊重的時間
[00:00:17.280 --> 00:00:22.680]  就成為一個穩固家庭很重要的基石
[00:00:22.680 --> 00:00:26.800]  當我們說孝敬父母的時候
[00:00:26.800 --> 00:00:31.240]  去表達的是一個甚麼訊息呢
[00:00:31.240 --> 00:00:36.640]  我們這個年紀的人五十多歲
[00:00:36.640 --> 00:00:40.520]  不是每個人都仍然有父母在堂
[00:00:40.520 --> 00:00:43.520]  我現在有母親
[00:00:43.520 --> 00:00:45.320]  父親在二十年前
[00:00:45.320 --> 00:00:48.520]  二十四年前已經過世了
[00:00:48.520 --> 00:00:51.120]  二十四年前過世了
[00:00:51.120 --> 00:00:56.000]  師母的母親八十八歲
[00:00:56.000 --> 00:00:58.160]  我母親也是八十八歲
[00:00:58.160 --> 00:01:03.880]  所以有時候和父母一起吃飯的時候
[00:01:03.880 --> 00:01:05.840]  如果可以就一起
[00:01:05.840 --> 00:01:11.240]  又或者分別去家裡探望他們
[00:01:11.240 --> 00:01:13.240]  當我們看十誡的時候
[00:01:13.240 --> 00:01:16.960]  我們一定要知道背景是甚麼原因有十誡
[00:01:16.960 --> 00:01:21.920]  以色列人他們在埃及地
[00:01:21.920 --> 00:01:27.800]  被迫要避老、做苦工、圍爐
[00:01:27.800 --> 00:01:33.520]  然後在一個處境他們完全沒有自由
[00:01:33.520 --> 00:01:40.240]  他們在工作裡做到殘、做到很苦
[00:01:40.240 --> 00:01:46.160]  然後摩西就帶領一班以色列人出埃及去抗爺
[00:01:46.160 --> 00:01:49.200]  摩西就直接給他們十誡
[00:01:49.200 --> 00:01:54.560]  頭四誡就是我們怎樣和神有一個合宜的關係
[00:01:54.560 --> 00:01:56.320]  來到第五誡
[00:01:56.320 --> 00:01:57.640]  這節經文
[00:01:57.640 --> 00:02:03.640]  它說你要照耶和華神的吩咐孝敬父母
[00:02:03.640 --> 00:02:06.160]  當我們看十誡的時候
[00:02:06.160 --> 00:02:07.920]  我們要知道他們在那個處境
[00:02:07.920 --> 00:02:13.960]  他們整天在一個被束縛的環境裡生活
[00:02:13.960 --> 00:02:17.640]  他們不知道甚麼是自由
[00:02:17.640 --> 00:02:21.160]  當他們釋放了
[00:02:21.160 --> 00:02:23.200]  進入抗爺了
[00:02:23.200 --> 00:02:25.160]  要進入迦南了
[00:02:25.160 --> 00:02:27.920]  在生活裡面他們有自由
[00:02:27.920 --> 00:02:31.960]  但是自由人都糟糕了
[00:02:31.960 --> 00:02:34.280]  因為人那種自由他很自我
[00:02:34.280 --> 00:02:37.480]  他不懂得去管束自己的行為的時候
[00:02:37.480 --> 00:02:40.000]  有很多事情不應該做的他都做了
[00:02:40.000 --> 00:02:43.320]  在這裡在第五誡
[00:02:43.320 --> 00:02:48.640]  神就告訴他們這是神的吩咐
[00:02:48.640 --> 00:02:51.840]  要孝敬父母
[00:02:51.840 --> 00:02:53.720]  孝敬父母
[00:02:53.720 --> 00:02:57.080]  當我們看孝敬父母究竟發生了甚麼事的時候
[00:02:57.080 --> 00:02:59.320]  我們就覺得很特別
[00:02:59.320 --> 00:03:01.800]  神去提點我們
[00:03:01.800 --> 00:03:04.720]  你要愛神
[00:03:04.720 --> 00:03:06.760]  這個是神你要愛他
[00:03:06.760 --> 00:03:09.760]  你又要愛人如己
[00:03:09.760 --> 00:03:15.600]  但是聖經這裡不是說你要愛父母
[00:03:15.600 --> 00:03:18.160]  是不是有些父母不應該愛的呢
[00:03:18.160 --> 00:03:20.200]  其實都是的
[00:03:20.200 --> 00:03:22.080]  但是它就用一個語調就是
[00:03:22.080 --> 00:03:23.960]  你要孝敬父母
[00:03:23.960 --> 00:03:25.960]  意思就是說你要honor
[00:03:25.960 --> 00:03:29.600]  你要去尊敬父母
[00:03:29.600 --> 00:03:31.960]  當我們看第一至四誡是對神
[00:03:31.960 --> 00:03:36.200]  第五誡就由家庭開始
[00:03:36.200 --> 00:03:37.880]  去到六至十誡
[00:03:37.880 --> 00:03:40.400]  所謂我們跟人之間應該有的關係
[00:03:40.400 --> 00:03:44.040]  我們怎樣去愛別人的時候
[00:03:44.040 --> 00:03:48.760]  在家裡我們首先要建立一個合宜的人際關係
[00:03:48.760 --> 00:03:53.520]  父母教導子女當然我們需要以身作則
[00:03:53.520 --> 00:03:55.320]  但是做子女的
[00:03:55.320 --> 00:03:57.320]  我們就要透過在孝敬的裡面
[00:03:57.320 --> 00:03:58.720]  尊重父母的裡面
[00:03:58.720 --> 00:04:01.320]  我們要懂得怎樣去跟人建立
[00:04:01.320 --> 00:04:05.480]  應該有的那份人際關係
[00:04:05.480 --> 00:04:08.320]  其實愛一般的情況
[00:04:08.320 --> 00:04:11.360]  人都會認識認知
[00:04:11.360 --> 00:04:14.320]  一般我們就在家庭裡面
[00:04:14.320 --> 00:04:16.560]  由母親愛他的子女
[00:04:16.560 --> 00:04:20.000]  父母親愛他的子女開始
[00:04:20.000 --> 00:04:23.520]  但是在這裡就成為一個誡命
[00:04:23.520 --> 00:04:26.160]  要吩咐我們去做的時候
[00:04:26.160 --> 00:04:29.480]  其實我們作為神的兒女
[00:04:29.480 --> 00:04:31.280]  是沒有選擇的
[00:04:31.280 --> 00:04:33.880]  因為這是一個吩咐
[00:04:33.880 --> 00:04:36.240]  在這個誡命裡面我們沒有什麼自由
[00:04:36.240 --> 00:04:37.840]  雖然他們進入迦南地
[00:04:37.840 --> 00:04:42.840]  將會有很多自由不同在埃及的日子
[00:04:42.840 --> 00:04:46.360]  但是這裡似乎就是我們作為神的兒女
[00:04:46.360 --> 00:04:50.240]  我們必須要做我們當然要做的事
[00:04:50.240 --> 00:04:52.680]  這個就成為我們在地上
[00:04:52.680 --> 00:04:54.840]  如果這是一個誡命的時候
[00:04:54.840 --> 00:04:57.200]  我們作為人子人女
[00:04:57.200 --> 00:05:02.200]  我們就需要去明白我們當進的一個義務
[00:05:02.200 --> 00:05:06.080]  我們在家裡面當進的責任
[00:05:06.080 --> 00:05:08.360]  所以這是一個吩咐
[00:05:08.360 --> 00:05:13.320]  這個吩咐對我們今天做子女的
[00:05:13.320 --> 00:05:16.200]  就成為一個很重要的一環
[00:05:16.200 --> 00:05:17.960]  因為這個是家庭的基石
[00:05:17.960 --> 00:05:20.040]  這個基石裡面成為一個
[00:05:20.040 --> 00:05:22.720]  在社會裡面人與人之間
[00:05:22.720 --> 00:05:27.240]  繼續要再講第六屆到第十屆的時候
[00:05:27.240 --> 00:05:30.040]  我們就知道我們透過父母
[00:05:30.040 --> 00:05:33.080]  我們怎樣去孝敬的時候
[00:05:33.080 --> 00:05:35.080]  我們要有一個含義的關係
[00:05:35.080 --> 00:05:38.640]  等於說原來無論是我們的父母
[00:05:38.640 --> 00:05:40.960]  我們的子女
[00:05:40.960 --> 00:05:43.920]  都有神的形象
[00:05:43.920 --> 00:05:48.160]  如果我們看《創世紀》第五章一至三節
[00:05:48.160 --> 00:05:50.040]  《創世紀》第五章一至三節的時候
[00:05:50.040 --> 00:05:52.680]  當阿當生他的兒子瑟特
[00:05:52.680 --> 00:05:54.240]  就有一句話他說
[00:05:54.240 --> 00:05:56.400]  他是像他
[00:05:56.400 --> 00:05:58.960]  很像他
[00:05:58.960 --> 00:06:03.080]  在座當中有沒有父女、父子、母女坐在那裡
[00:06:03.080 --> 00:06:06.160]  一看就有兩個一個餅印
[00:06:06.160 --> 00:06:08.320]  有一個我和兒子
[00:06:08.320 --> 00:06:10.320]  有時候出街就被人看到
[00:06:10.320 --> 00:06:15.560]  很像啊兩個
[00:06:15.560 --> 00:06:19.400]  父親、兒子或者母親和女兒
[00:06:19.400 --> 00:06:20.600]  很像的時候
[00:06:20.600 --> 00:06:22.440]  在這一節當神做人
[00:06:22.440 --> 00:06:24.160]  做了阿當
[00:06:24.160 --> 00:06:26.000]  他有神的形象
[00:06:26.000 --> 00:06:29.280]  然後瑟特又很像阿當
[00:06:29.280 --> 00:06:31.040]  他有神的形象
[00:06:31.040 --> 00:06:32.600]  所以在這個吩咐裏面
[00:06:32.600 --> 00:06:34.200]  如果作一個誡命
[00:06:34.200 --> 00:06:35.400]  我們就沒有選擇
[00:06:35.400 --> 00:06:38.520]  我們一定要在這個情況裏面
[00:06:38.520 --> 00:06:43.760]  因著無論是父母還是子女
[00:06:43.760 --> 00:06:45.600]  我們都有神的形象的時候
[00:06:45.600 --> 00:06:48.480]  作為神的兒女我們就只有進場
[00:06:48.480 --> 00:06:53.080]  所以這個吩咐是無條件的
[00:06:53.080 --> 00:06:55.080]  不設條件的
[00:06:55.080 --> 00:06:57.720]  當我感受到父母尊重我
[00:06:57.720 --> 00:07:01.160]  我就尊重他
[00:07:01.160 --> 00:07:06.600]  當兒子、女兒或者父母在這件事上知錯
[00:07:06.600 --> 00:07:10.000]  我才孝敬他
[00:07:10.000 --> 00:07:12.360]  只要我高興的時候
[00:07:12.360 --> 00:07:15.960]  我才尊重他
[00:07:15.960 --> 00:07:17.280]  只要他怎樣怎樣
[00:07:17.280 --> 00:07:19.720]  我就怎樣怎樣
[00:07:19.720 --> 00:07:21.960]  但在這裏沒有說到
[00:07:21.960 --> 00:07:26.640]  我們需要一個所謂交換的條件
[00:07:26.640 --> 00:07:28.640]  如果孝敬父母
[00:07:28.640 --> 00:07:31.840]  是在各種人際關係裏面
[00:07:31.840 --> 00:07:33.960]  只有這個親子的規定
[00:07:33.960 --> 00:07:38.080]  親子的關係裏面
[00:07:38.080 --> 00:07:39.440]  我們可以看到
[00:07:39.440 --> 00:07:42.240]  是唯一帶著英許的
[00:07:42.240 --> 00:07:45.960]  是唯一有報償的
[00:07:45.960 --> 00:07:46.960]  在聖經裏面
[00:07:46.960 --> 00:07:48.080]  如果我們熟讀
[00:07:48.080 --> 00:07:54.200]  《出埃及記》或者《利未記》的21章的15、17節
[00:07:54.200 --> 00:07:56.840]  又或者《利未記》的20章9節
[00:07:56.840 --> 00:07:58.680]  或者《生命記》都是
[00:07:58.680 --> 00:08:01.160]  子女虐待父母
[00:08:01.160 --> 00:08:03.280]  要怎樣?
