
[00:00:00.000 --> 00:00:02.440]  勇者妹 你很高興在這裡敬拜神嗎
[00:00:02.440 --> 00:00:07.600]  我們這次trip出去
[00:00:07.600 --> 00:00:12.320]  最主要很多的地方是在土耳其
[00:00:12.320 --> 00:00:17.760]  土耳其是一個可以說是伊斯蘭教的國家
[00:00:17.760 --> 00:00:22.480]  當然它的算是比較世俗化的
[00:00:22.480 --> 00:00:26.400]  可是他們很強的這個伊斯蘭教在裡面
[00:00:26.400 --> 00:00:29.000]  所以你在那個地方
[00:00:29.000 --> 00:00:31.320]  你很難 我有個T恤
[00:00:31.320 --> 00:00:33.720]  是喜樂團體給我的
[00:00:33.720 --> 00:00:36.040]  前面叫做耶穌愛你
[00:00:36.040 --> 00:00:37.760]  後面叫做
[00:00:37.760 --> 00:00:40.840]  英網子 對不起 對不起
[00:00:40.840 --> 00:00:44.080]  那表示喜樂你們也該給我一件了
[00:00:44.080 --> 00:00:47.840]  OK 我很喜歡那件衣服
[00:00:47.840 --> 00:00:50.600]  所以前面叫做耶穌愛你 後面叫什麼
[00:00:50.600 --> 00:00:54.120]  Don't follow me, follow Jesus
[00:00:54.120 --> 00:00:58.080]  所以我這次出去 我就帶著
[00:00:59.080 --> 00:01:00.160]  那在土耳其呢
[00:01:00.160 --> 00:01:03.960]  我就想我還是不要遭遙過世
[00:01:03.960 --> 00:01:05.440]  所以我就沒有來穿一件
[00:01:05.440 --> 00:01:07.560]  到了希臘的時候我就穿出來了
[00:01:07.560 --> 00:01:10.520]  那個很鮮明一走出來
[00:01:10.520 --> 00:01:11.800]  大家眼睛就看你了
[00:01:11.800 --> 00:01:14.240]  你是不是一個基督徒
[00:01:14.240 --> 00:01:16.000]  你敢不敢穿這一件
[00:01:16.000 --> 00:01:18.320]  你在那個地方穿出來
[00:01:18.320 --> 00:01:20.240]  你就要見證你是一個基督徒
[00:01:20.240 --> 00:01:22.360]  這個T恤上面很清楚的
[00:01:22.360 --> 00:01:24.160]  就表明你是一個基督徒
[00:01:24.160 --> 00:01:25.600]  親愛的同學們
[00:01:25.600 --> 00:01:28.080]  我講這句話是因為這一次的
[00:01:28.520 --> 00:01:31.800]  Trip 其實我已經是第二次去了
[00:01:31.800 --> 00:01:35.240]  但是對我來說還是一個很深的感動
[00:01:35.240 --> 00:01:38.560]  所以我在禱告今天要跟大家
[00:01:38.560 --> 00:01:39.560]  雖然也要分享
[00:01:39.560 --> 00:01:41.000]  等一下會分享一些
[00:01:41.000 --> 00:01:45.160]  我們在土耳其希臘的這一次的保羅行蹤
[00:01:45.160 --> 00:01:50.200]  但是我想更多的要從這一次的當中
[00:01:50.200 --> 00:01:51.280]  讓我們來思想
[00:01:51.280 --> 00:01:53.880]  是什麼樣子的原因
[00:01:53.880 --> 00:01:58.320]  讓保羅這樣子為主他擺上他自己一切
[00:01:59.400 --> 00:02:00.640]  格林多後書第五章
[00:02:00.640 --> 00:02:03.000]  十四節到十八節這裡面
[00:02:03.000 --> 00:02:05.720]  我們看剛才這段生機裡面
[00:02:05.720 --> 00:02:06.760]  如果你再回去看
[00:02:06.760 --> 00:02:09.520]  這段生機裡面講了幾次生
[00:02:09.520 --> 00:02:11.120]  講了幾次死
[00:02:11.120 --> 00:02:12.760]  來算算看好不好
[00:02:12.760 --> 00:02:14.080]  這很簡單的題目
[00:02:14.080 --> 00:02:16.560]  幾次
[00:02:16.560 --> 00:02:19.800]  有沒有人算一下
[00:02:19.800 --> 00:02:22.320]  格林多後書第五章
[00:02:22.320 --> 00:02:25.080]  十四節到十八節這段生機裡面
[00:02:25.080 --> 00:02:27.800]  我們一起來算算看好不好
[00:02:28.560 --> 00:02:30.720]  他說原來基督的愛激勵我們
[00:02:30.720 --> 00:02:32.960]  因為我們想一人繼替眾人
[00:02:32.960 --> 00:02:34.480]  死
[00:02:34.480 --> 00:02:36.320]  眾人就都
[00:02:36.320 --> 00:02:37.840]  死了
[00:02:37.840 --> 00:02:41.120]  怎麼大家都看我
[00:02:41.120 --> 00:02:44.240]  有聖經嗎
[00:02:44.240 --> 00:02:47.360]  再一次提醒兄弟們
[00:02:47.360 --> 00:02:49.240]  你不要依靠教會
[00:02:49.240 --> 00:02:50.680]  provide這個power point
[00:02:50.680 --> 00:02:53.280]  一定帶你自己的聖經
[00:02:53.280 --> 00:02:57.200]  不管是紙本聖經或者電子版聖經
[00:02:57.600 --> 00:02:59.080]  最好是紙本聖經
[00:02:59.080 --> 00:03:01.600]  因為這個其實
[00:03:01.600 --> 00:03:05.200]  電子版聖經還是不能夠代替紙本聖經
[00:03:05.200 --> 00:03:06.680]  這段生機裡面
[00:03:06.680 --> 00:03:08.760]  我們剛才已經練了兩個死了
[00:03:08.760 --> 00:03:09.280]  對不對
[00:03:09.280 --> 00:03:11.840]  並且他替眾人怎麼樣
[00:03:11.840 --> 00:03:12.960]  死
[00:03:12.960 --> 00:03:14.240]  第三次了
[00:03:14.240 --> 00:03:16.280]  是叫那些活著的人
[00:03:16.280 --> 00:03:18.360]  也不再為自己
[00:03:18.360 --> 00:03:19.320]  活
[00:03:19.320 --> 00:03:21.880]  所以這邊講了幾次活
[00:03:21.880 --> 00:03:24.160]  兩次對不對
[00:03:24.160 --> 00:03:25.920]  來為替他們
[00:03:26.320 --> 00:03:28.400]  死而復活的主活
[00:03:28.400 --> 00:03:29.680]  這邊講了幾次死
[00:03:29.680 --> 00:03:31.000]  一次
[00:03:31.000 --> 00:03:32.480]  還有幾次的活
[00:03:32.480 --> 00:03:36.280]  兩次
[00:03:36.280 --> 00:03:40.120]  復活的主活
[00:03:40.120 --> 00:03:40.640]  是不是
[00:03:40.640 --> 00:03:41.000]  好
[00:03:41.000 --> 00:03:43.840]  所以這段生機裡面講了幾次生
[00:03:43.840 --> 00:03:44.760]  活
[00:03:44.760 --> 00:03:48.440]  幾次
[00:03:48.440 --> 00:03:50.920]  四次
[00:03:50.920 --> 00:03:52.320]  講了幾次死
[00:03:52.320 --> 00:03:54.080]  四次
[00:03:54.080 --> 00:03:54.640]  是不是
[00:03:55.040 --> 00:03:56.600]  所以這段機位裡面
[00:03:56.600 --> 00:03:58.520]  講了生跟死
[00:03:58.520 --> 00:04:02.640]  生跟死是我們人生當中最重要的兩個問題
[00:04:02.640 --> 00:04:03.160]  是嗎
[00:04:03.160 --> 00:04:06.640]  所以有一個三福運動
[00:04:06.640 --> 00:04:09.160]  這個叫做三元福音背禁法
[00:04:09.160 --> 00:04:10.960]  這是一個傳福音的方法
[00:04:10.960 --> 00:04:14.120]  那麼在三元福音背禁法裡面呢
[00:04:14.120 --> 00:04:15.120]  他就
[00:04:15.120 --> 00:04:17.160]  問了這一個問題
[00:04:17.160 --> 00:04:19.120]  問了這三個問題
[00:04:19.120 --> 00:04:20.160]  這個創辦人
[00:04:20.160 --> 00:04:22.160]  他每一次在跟別人傳福音的時候
[00:04:22.160 --> 00:04:23.640]  他就問這三個問題
[00:04:23.720 --> 00:04:25.400]  第一個問題就是你是誰
[00:04:25.400 --> 00:04:27.960]  第二個問題就是人活著為什麼
[00:04:27.960 --> 00:04:29.320]  第三個問題是什麼
[00:04:29.320 --> 00:04:32.200]  人死後會到哪裡去
[00:04:32.200 --> 00:04:37.840]  就是說這三個問題
[00:04:37.840 --> 00:04:39.200]  很簡單
[00:04:39.200 --> 00:04:41.000]  但是卻也很深
[00:04:41.000 --> 00:04:43.720]  人活著到底為什麼
[00:04:43.720 --> 00:04:46.080]  保留在這邊讓我們看見
[00:04:46.080 --> 00:04:47.000]  我們活
[00:04:47.000 --> 00:04:47.760]  是不是
[00:04:47.760 --> 00:04:48.640]  我們生
[00:04:48.640 --> 00:04:51.600]  當我們從母腹生出來的時候
[00:04:52.160 --> 00:04:54.440]  其實我們就開始了我們的人生
[00:04:54.440 --> 00:04:58.440]  但是我們這一生
[00:04:58.440 --> 00:05:01.000]  當我們離開了這個世界之後
[00:05:01.000 --> 00:05:02.120]  你去哪裡呢
[00:05:02.120 --> 00:05:05.480]  這就要談到死的問題了
[00:05:05.480 --> 00:05:09.440]  生跟死是人生的兩大事情
[00:05:09.440 --> 00:05:12.160]  可是孔子說什麼
[00:05:12.160 --> 00:05:14.480]  不知生
[00:05:14.480 --> 00:05:16.160]  焉知死
[00:05:16.160 --> 00:05:19.240]  所以孔子明不明白生跟死
[00:05:19.240 --> 00:05:19.760]  他說
[00:05:20.920 --> 00:05:22.520]  不明白他很誠實
[00:05:22.520 --> 00:05:24.480]  他說我不知道生
[00:05:24.480 --> 00:05:27.080]  我怎麼知道死呢
[00:05:27.080 --> 00:05:29.400]  現在就準備
[00:05:29.400 --> 00:05:32.080]  連我們孔老夫子
[00:05:32.080 --> 00:05:33.880]  這麼樣子偉大的人
[00:05:33.880 --> 00:05:36.200]  他都必須謙卑的承認
[00:05:36.200 --> 00:05:37.840]  他不知生也不知死
[00:05:37.840 --> 00:05:42.240]  但是聖經裡面讓我們看見
[00:05:42.240 --> 00:05:46.920]  我們人生我們人從哪裡來呢
[00:05:46.920 --> 00:05:48.400]  請告訴我
[00:05:48.400 --> 00:05:50.640]  人從哪裡來
[00:05:50.920 --> 00:05:54.960]  人從哪裡來
[00:05:54.960 --> 00:05:57.640]  這邊不是
[00:05:57.640 --> 00:05:58.880]  這邊不是
[00:05:58.880 --> 00:06:02.280]  這邊不是伊斯蘭教國家
[00:06:02.280 --> 00:06:05.320]  這邊不是這個restricted country
[00:06:05.320 --> 00:06:07.600]  這邊不是你回答問題的
[00:06:07.600 --> 00:06:09.440]  這個秘密警察會通報
[00:06:09.440 --> 00:06:11.160]  怎麼樣
[00:06:11.160 --> 00:06:12.960]  人從哪裡來
[00:06:12.960 --> 00:06:17.160]  什麼
[00:06:21.840 --> 00:06:23.280]  需要幫我翻譯一下
[00:06:23.280 --> 00:06:30.840]  很好
[00:06:30.840 --> 00:06:32.840]  今天你就要知道了
[00:06:32.840 --> 00:06:36.160]  全世界的科學家
[00:06:36.160 --> 00:06:38.080]  全世界的哲學家都在探討
[00:06:38.080 --> 00:06:39.200]  人從哪裡來這個問題
[00:06:39.200 --> 00:06:39.600]  對不對
[00:06:39.600 --> 00:06:42.840]  但是我們中國人最清楚的一點是
[00:06:42.840 --> 00:06:44.000]  我們從小被教導是吧
[00:06:44.000 --> 00:06:44.640]  人從哪裡來
[00:06:44.640 --> 00:06:47.040]  猴子變來
[00:06:49.800 --> 00:06:52.200]  這個說法已經真的是沒有人在相信
[00:06:52.200 --> 00:06:53.360]  不能說沒有人
[00:06:53.360 --> 00:06:54.680]  還是很多人去接受他
[00:06:54.680 --> 00:06:57.280]  但是這個說法已經存在很多的問題了
[00:06:57.280 --> 00:06:58.960]  今天沒有時間專門講這個問題
[00:06:58.960 --> 00:07:02.720]  但是如果你相信人是從猴子來的
[00:07:02.720 --> 00:07:04.840]  請問猴子從哪裡來的
[00:07:04.840 --> 00:07:07.320]  猴子的猴子從哪裡來的
[00:07:07.320 --> 00:07:11.960]  你退到最後你一定會要有一個來源
[00:07:11.960 --> 00:07:15.000]  而這個來源的那一個怎麼來他
[00:07:15.000 --> 00:07:16.280]  使他有這個來源呢
[00:07:16.280 --> 00:07:18.640]  我稱他叫無變有
[00:07:18.640 --> 00:07:19.200]  有沒有
[00:07:19.800 --> 00:07:23.600]  從無變為有
[00:07:23.600 --> 00:07:26.040]  這一個一定要有一個創造
[00:07:26.040 --> 00:07:29.520]  所以人從哪裡來呢
[00:07:29.520 --> 00:07:32.480]  聖經在創世紀一開始就清楚講
[00:07:32.480 --> 00:07:33.560]  人從哪裡來
[00:07:33.560 --> 00:07:35.440]  上帝造的
[00:07:35.440 --> 00:07:38.680]  上帝造了天地萬物
[00:07:38.680 --> 00:07:39.600]  上帝造了人
[00:07:39.600 --> 00:07:41.480]  人是從他而來的
[00:07:41.480 --> 00:07:44.600]  所以因為人是從他而來的
[00:07:44.600 --> 00:07:47.320]  如果你不知生你就不會知死
[00:07:47.320 --> 00:07:48.720]  你不知道這一位
[00:07:48.880 --> 00:07:50.400]  你如果要明白生
[00:07:50.400 --> 00:07:51.920]  你一定要認識這位上帝
[00:07:51.920 --> 00:07:55.960]  你不認識這位上帝
[00:07:55.960 --> 00:07:58.040]  你就會認賊作父
[00:07:58.040 --> 00:08:01.120]  懂我意思嗎
[00:08:01.120 --> 00:08:05.200]  今天很多人不知道自己從哪裡來
[00:08:05.200 --> 00:08:07.680]  也不知道自己往哪裡去
[00:08:07.680 --> 00:08:10.640]  更不要談活著是為什麼
[00:08:10.640 --> 00:08:13.360]  你不知生不知死
[00:08:13.360 --> 00:08:16.760]  你也不知道你活著到底是為什麼
[00:08:18.600 --> 00:08:19.760]  所以保羅在這邊講
[00:08:19.760 --> 00:08:20.520]  他說
[00:08:20.520 --> 00:08:22.960]  他說我們如今活著
[00:08:22.960 --> 00:08:26.920]  不再為自己活
[00:08:26.920 --> 00:08:31.360]  來為替他們死而復活的主而活
[00:08:31.360 --> 00:08:35.400]  保羅講這句話
[00:08:35.400 --> 00:08:37.840]  為什麼他為主而活呢
[00:08:37.840 --> 00:08:42.960]  他說原來基督的愛激勵我們
[00:08:42.960 --> 00:08:45.920]  基督的愛激勵我們
[00:08:45.920 --> 00:08:48.120]  我們起來用這一節聖經好不好
[00:08:48.160 --> 00:08:49.120]  來 預備 請
[00:08:49.120 --> 00:08:53.120]  唯有基督在我們還做罪人的時候
[00:08:53.120 --> 00:08:54.520]  為我們死
[00:08:54.520 --> 00:08:58.560]  神的愛就在此向我們顯明
[00:08:58.560 --> 00:09:02.440]  基督的愛
[00:09:02.440 --> 00:09:08.120]  保羅說基督的愛激勵了他
[00:09:08.120 --> 00:09:12.400]  這是他為主活的一個根本的原因
[00:09:12.400 --> 00:09:15.720]  但是親愛的兄弟們
[00:09:15.720 --> 00:09:17.480]  今天講愛啊
[00:09:18.320 --> 00:09:19.840]  大家都在講愛 是不是
[00:09:19.840 --> 00:09:21.800]  請問
[00:09:21.800 --> 00:09:24.240]  回想一下
[00:09:24.240 --> 00:09:26.560]  當初結婚的時候
[00:09:26.560 --> 00:09:28.840]  是不是愛對方
[00:09:28.840 --> 00:09:31.200]  是不是
[00:09:31.200 --> 00:09:33.560]  現在還愛嗎
[00:09:33.560 --> 00:09:38.280]  我愛你
[00:09:38.280 --> 00:09:40.440]  有幾分
[00:09:40.440 --> 00:09:42.480]  是不是
[00:09:42.480 --> 00:09:45.320]  當初對他唱情歌
[00:09:45.320 --> 00:09:47.240]  歐薩拉蜜勒
[00:09:49.160 --> 00:09:49.760]  現在呢
[00:09:49.760 --> 00:09:56.000]  現在看他都看得討厭
[00:09:56.000 --> 00:10:00.840]  今天很多的夫妻婚前愛的死去活來
[00:10:00.840 --> 00:10:02.720]  婚後呢
[00:10:02.720 --> 00:10:04.680]  打的死去活來
[00:10:04.680 --> 00:10:10.760]  其實這是一個很悲哀的現象 是嗎
[00:10:10.760 --> 00:10:13.160]  沒有一個人結了婚之後
[00:10:13.160 --> 00:10:15.120]  喜歡說我就接著要離婚的
[00:10:15.120 --> 00:10:15.680]  沒有人
[00:10:16.640 --> 00:10:18.360]  如果有這樣子的人他一定是瘋了
[00:10:18.360 --> 00:10:24.040]  但是我們看見今天整個世界都是如此
[00:10:24.040 --> 00:10:25.720]  美國的離婚率
[00:10:25.720 --> 00:10:30.920]  在80年代
[00:10:30.920 --> 00:10:33.400]  美國的離婚率
[00:10:33.400 --> 00:10:37.240]  曾經達到50%
[00:10:37.240 --> 00:10:42.440]  到了90年代之後開始下降了
[00:10:42.440 --> 00:10:45.000]  這是什麼好現象
[00:10:47.600 --> 00:10:48.120]  唉
[00:10:48.120 --> 00:10:49.720]  你說對了
[00:10:49.720 --> 00:10:54.280]  不是因為結婚而這離婚率減少了
[00:10:54.280 --> 00:10:57.400]  是因為他將越來越覺得
[00:10:57.400 --> 00:10:58.920]  幹嘛要結婚呢
[00:10:58.920 --> 00:11:00.360]  乾脆不結婚了
[00:11:00.360 --> 00:11:02.440]  現在年輕一代
[00:11:02.440 --> 00:11:04.080]  其實你看見我們現在下一代
[00:11:04.080 --> 00:11:05.200]  很多都是這樣觀念
[00:11:05.200 --> 00:11:07.800]  不婚不育
[00:11:07.800 --> 00:11:09.240]  或者晚婚晚育
[00:11:09.240 --> 00:11:13.760]  他覺得我看到我們這上一代
[00:11:13.760 --> 00:11:15.440]  看到我們的父母親這一代
[00:11:15.440 --> 00:11:16.520]  這麼多離婚的
[00:11:16.760 --> 00:11:18.600]  我乾脆不要結婚
[00:11:18.600 --> 00:11:20.640]  反正兩個人在一起
[00:11:20.640 --> 00:11:21.880]  有愛就在一起嘛
[00:11:21.880 --> 00:11:22.720]  是不是
[00:11:22.720 --> 00:11:23.560]  如果沒愛呢
[00:11:23.560 --> 00:11:25.560]  sayonara
[00:11:25.560 --> 00:11:29.320]  也不要受那張紙的約束
[00:11:29.320 --> 00:11:32.120]  那張紙能夠做什麼呢
[00:11:32.120 --> 00:11:36.080]  今天的人對這種東西沒有commitment
[00:11:36.080 --> 00:11:37.200]  對婚姻沒有commitment
[00:11:37.200 --> 00:11:40.680]  對任何人際關係都缺乏commitment
[00:11:40.680 --> 00:11:46.000]  這不是上帝本來創造的意思
[00:11:47.640 --> 00:11:51.360]  這世界上的愛都很短暫
[00:11:51.360 --> 00:11:54.000]  人的愛都很有限
[00:11:54.000 --> 00:11:55.600]  但是保羅說
[00:11:55.600 --> 00:11:58.080]  原來基督的愛激勵我
[00:11:58.080 --> 00:12:01.440]  是什麼使得一個
[00:12:01.440 --> 00:12:04.440]  本來是逼迫基督徒的一個保羅
[00:12:04.440 --> 00:12:08.800]  拿著逮捕令要去追殺基督徒的一個人
