
[00:00:00.000 --> 00:00:06.160]  今日我去到希伯來書最後一講
[00:00:06.160 --> 00:00:08.380]  和大家分享的時候
[00:00:08.380 --> 00:00:14.000]  幫助大家做一個簡單的總結
[00:00:14.000 --> 00:00:17.680]  希伯來書的一章到十二章
[00:00:17.680 --> 00:00:22.040]  是帶出兩樣非常重要的主題
[00:00:22.040 --> 00:00:25.240]  來給那些猶太人
[00:00:25.240 --> 00:00:26.840]  但是他信了主
[00:00:26.840 --> 00:00:28.840]  信了一段時間
[00:00:28.840 --> 00:00:30.680]  他想回頭
[00:00:30.680 --> 00:00:33.240]  離開基督的信仰
[00:00:33.240 --> 00:00:35.640]  回到猶太教當中
[00:00:35.640 --> 00:00:40.320]  而作者藉著兩個非常重要的主題
[00:00:40.320 --> 00:00:42.320]  來提醒他們
[00:00:42.320 --> 00:00:46.320]  第一個主題是基督論
[00:00:46.320 --> 00:00:50.640]  我們的主耶穌基督是無可比擬的主基督
[00:00:50.640 --> 00:00:53.000]  他遠勝過天使
[00:00:53.000 --> 00:00:54.800]  遠勝過祭司
[00:00:54.800 --> 00:00:56.800]  遠勝過先知
[00:00:56.800 --> 00:00:58.400]  遠勝過君王
[00:00:58.400 --> 00:01:00.400]  是無可比擬的
[00:01:00.400 --> 00:01:04.480]  當他們要考慮離開基督的信仰
[00:01:04.480 --> 00:01:06.480]  走回猶太教的時候
[00:01:06.480 --> 00:01:08.480]  他們要謹謹記得
[00:01:08.480 --> 00:01:12.640]  我們的主基督是高過諸天之上
[00:01:12.640 --> 00:01:18.920]  是和耶和華神和聖靈三二一、一二三的真神
[00:01:18.920 --> 00:01:22.560]  離開祂其實就是離開真神
[00:01:22.560 --> 00:01:24.880]  第二部分
[00:01:24.880 --> 00:01:26.880]  希伯來書的作者也講到
[00:01:26.880 --> 00:01:28.880]  我們今天承受的救恩
[00:01:28.880 --> 00:01:30.880]  是一個完備的救恩
[00:01:30.880 --> 00:01:34.880]  一個真正重生得救的人
[00:01:34.880 --> 00:01:36.880]  他的救恩永不失落
[00:01:36.880 --> 00:01:39.880]  但是如果他離棄這個真道的時間
[00:01:39.880 --> 00:01:41.880]  神會有管教
[00:01:41.880 --> 00:01:43.880]  臨到他的身上
[00:01:43.880 --> 00:01:45.880]  但是當他自己本身
[00:01:45.880 --> 00:01:47.880]  由頭到尾對我們的主基督
[00:01:47.880 --> 00:01:49.880]  這種認同
[00:01:49.880 --> 00:01:51.880]  還未建立的時候
[00:01:51.880 --> 00:01:53.880]  他是由頭到尾
[00:01:53.880 --> 00:01:57.880]  還未經歷過什麼叫做救恩
[00:01:57.880 --> 00:02:00.880]  另一方面
[00:02:00.880 --> 00:02:02.880]  希伯來書的作者也告訴我們
[00:02:02.880 --> 00:02:05.880]  當管教臨到我們身上的時候
[00:02:05.880 --> 00:02:07.880]  管教本身
[00:02:07.880 --> 00:02:09.880]  其實是出於神的愛
[00:02:09.880 --> 00:02:12.880]  證明我們是親生子
[00:02:12.880 --> 00:02:14.880]  不是修養的
[00:02:14.880 --> 00:02:18.880]  就是因為他看我們是親生子女
[00:02:18.880 --> 00:02:21.880]  以致當我們行差踏錯的時候
[00:02:21.880 --> 00:02:23.880]  給我們有管教
[00:02:23.880 --> 00:02:25.880]  就證明他愛我們
[00:02:25.880 --> 00:02:27.880]  他想我們回頭
[00:02:27.880 --> 00:02:29.880]  在我們教會裏面
[00:02:29.880 --> 00:02:31.880]  有任何弟兄姊妹跌倒
[00:02:31.880 --> 00:02:33.880]  我們都會勸他們
[00:02:33.880 --> 00:02:36.880]  就著做錯的事告訴他
[00:02:36.880 --> 00:02:38.880]  他怎樣可以和他得罪的人
[00:02:38.880 --> 00:02:41.880]  傷害的人一一去認錯
[00:02:41.880 --> 00:02:42.880]  道歉
[00:02:42.880 --> 00:02:45.880]  以致到神能夠再一次
[00:02:45.880 --> 00:02:49.880]  將各樣豐富的恩典帶給他
[00:02:49.880 --> 00:02:51.880]  也讓我們的心裏
[00:02:51.880 --> 00:02:54.880]  不再需要為那件事更加愉快
[00:02:54.880 --> 00:02:56.880]  各位弟兄姊妹
[00:02:56.880 --> 00:02:59.880]  當我們去到希伯來書最後一講
[00:02:59.880 --> 00:03:03.880]  十三章的十五到二十五節的時候
[00:03:03.880 --> 00:03:05.880]  聖經就告訴我們
[00:03:05.880 --> 00:03:08.880]  原來聖經講一切的真理
[00:03:08.880 --> 00:03:11.880]  目的不是叫我們知道這麼簡單
[00:03:11.880 --> 00:03:13.880]  目的是叫我們
[00:03:13.880 --> 00:03:15.880]  信仰去生活化
[00:03:15.880 --> 00:03:17.880]  生活去信仰化
[00:03:17.880 --> 00:03:20.880]  這是應用在每一個人的身上
[00:03:20.880 --> 00:03:22.880]  無論你是牧師也好
[00:03:22.880 --> 00:03:23.880]  傳道人也好
[00:03:23.880 --> 00:03:24.880]  掌執也好
[00:03:24.880 --> 00:03:25.880]  信徒也好
[00:03:25.880 --> 00:03:26.880]  個個一樣
[00:03:26.880 --> 00:03:28.880]  如果我們不聽他的話
[00:03:28.880 --> 00:03:30.880]  聖靈有責備
[00:03:30.880 --> 00:03:33.880]  而他也會有管教
[00:03:33.880 --> 00:03:35.880]  現在請大家一起
[00:03:35.880 --> 00:03:37.880]  我們打開今天的經文
[00:03:37.880 --> 00:03:39.880]  希伯來書的十三章
[00:03:39.880 --> 00:03:42.880]  十五到二十五節
[00:03:42.880 --> 00:03:45.880]  這一段的經文
[00:03:45.880 --> 00:03:52.880]  我們可以把它分成四個大段
[00:03:52.880 --> 00:03:55.880]  第一個大段
[00:03:55.880 --> 00:04:00.880]  是以猶太人經常
[00:04:00.880 --> 00:04:02.880]  他們來說
[00:04:02.880 --> 00:04:04.880]  說什麼呢?
[00:04:04.880 --> 00:04:08.880]  基督教都沒有祭禮
[00:04:08.880 --> 00:04:10.880]  都沒有憲制
[00:04:10.880 --> 00:04:14.880]  這個怎麼算是宗教呢?
[00:04:14.880 --> 00:04:16.880]  當時的猶太人
[00:04:16.880 --> 00:04:18.880]  為什麼他們離開了基督教的信仰
[00:04:18.880 --> 00:04:20.880]  而回到猶太教呢?
[00:04:20.880 --> 00:04:22.880]  就是因為當我們信主的時候
[00:04:22.880 --> 00:04:24.880]  他們發覺到原來基督徒
[00:04:24.880 --> 00:04:26.880]  我們的崇拜各方面的東西
[00:04:26.880 --> 00:04:27.880]  是沒有憲制的
[00:04:27.880 --> 00:04:31.880]  而猶太人是非常重視那個憲制的
[00:04:31.880 --> 00:04:33.880]  這種的憲制
[00:04:33.880 --> 00:04:35.880]  對他們來說
[00:04:35.880 --> 00:04:37.880]  重要是因為什麼呢?
[00:04:37.880 --> 00:04:39.880]  因為憲制
[00:04:39.880 --> 00:04:44.880]  是代表著他們的平安制
[00:04:44.880 --> 00:04:46.880]  代表著他們的贖罪
[00:04:46.880 --> 00:04:48.880]  有贖罪制
[00:04:48.880 --> 00:04:50.880]  代表著他們的贖衍
[00:04:50.880 --> 00:04:51.880]  贖衍的意思就是說
[00:04:51.880 --> 00:04:54.880]  有一些不自覺的
[00:04:54.880 --> 00:04:56.880]  行差踏錯
[00:04:56.880 --> 00:05:00.880]  憲制是將這些罪都可以除去
[00:05:00.880 --> 00:05:02.880]  平安制就是說
