
[00:00:00.000 --> 00:00:01.760]  今天是成年主日
[00:00:01.760 --> 00:00:03.800]  成年報今年的主題是
[00:00:03.800 --> 00:00:06.680]  「全程投入 共享豐收」
[00:00:06.680 --> 00:00:10.280]  這幅是我們的展板
[00:00:10.280 --> 00:00:12.800]  如果大家剛才在外面經過時
[00:00:12.800 --> 00:00:15.880]  都看到我們同工 部員一起拍照
[00:00:15.880 --> 00:00:17.080]  我們用十秒的時間
[00:00:17.080 --> 00:00:19.280]  去欣賞一下這幅展板 好嗎
[00:00:19.280 --> 00:00:22.320]  我們觀望一下裏面有甚麼元素
[00:00:22.320 --> 00:00:26.280]  這幅畫呈現了
[00:00:26.280 --> 00:00:29.000]  一個我們對於事工的展望和遠景
[00:00:29.000 --> 00:00:31.400]  是一個結果累累的場景
[00:00:31.400 --> 00:00:33.400]  大家都忙於收割
[00:00:33.400 --> 00:00:35.800]  共享原子裏面的豐收
[00:00:35.800 --> 00:00:38.880]  不知道大家在人生的經歷裏
[00:00:38.880 --> 00:00:41.280]  我們縱使知道豐收是來自上帝
[00:00:41.280 --> 00:00:43.280]  有沒有曾經有一個疑問
[00:00:43.280 --> 00:00:46.000]  究竟人的努力和神的供應
[00:00:46.000 --> 00:00:49.680]  到底誰才是真正的根基
[00:00:49.680 --> 00:00:51.680]  真正我們結局的來源呢
[00:00:51.680 --> 00:00:53.960]  相信標準答案
[00:00:53.960 --> 00:00:57.280]  一定我們都知道次福是來自神的
[00:00:58.120 --> 00:00:59.400]  但既然如此
[00:00:59.400 --> 00:01:03.200]  我們是否停留著等神去供應這個狀態
[00:01:03.200 --> 00:01:06.600]  我們怎樣才可以推動自己或信徒
[00:01:06.600 --> 00:01:09.600]  能夠甘心擺上 竭力而為
[00:01:09.600 --> 00:01:12.600]  在風雨裏面我們不言放棄
[00:01:12.600 --> 00:01:15.400]  知道賞賜是來自上帝的
[00:01:15.400 --> 00:01:17.600]  但同時我們明白建造的人
[00:01:17.600 --> 00:01:19.800]  不枉然努力的真理
[00:01:19.800 --> 00:01:23.200]  今天要分享一個經文
[00:01:23.200 --> 00:01:25.600]  就是詩篇127篇
[00:01:25.600 --> 00:01:29.600]  詩人正正反思和回應這個問題
[00:01:29.600 --> 00:01:33.600]  他用三個很具體的生活場景去切入
[00:01:33.600 --> 00:01:36.200]  思考著在神的主權底下
[00:01:36.200 --> 00:01:39.800]  怎樣去理解人努力的成果
[00:01:39.800 --> 00:01:41.200]  我們開始分享之前
[00:01:41.200 --> 00:01:43.200]  我們先一起低頭祈禱
[00:01:43.200 --> 00:01:47.600]  神啊!你是賞賜人的主
[00:01:47.600 --> 00:01:51.600]  求主你用著今天我們要分享的說話
[00:01:51.600 --> 00:01:53.600]  來激勵著我們
[00:01:53.600 --> 00:01:56.000]  當我們每一天努力建造的時候
[00:01:56.000 --> 00:01:58.000]  我們學習以你為根基
[00:01:58.000 --> 00:02:00.000]  享受你所給我們的豐盛
[00:02:00.000 --> 00:02:02.800]  以上的祈禱是奉教主耶穌基督的命求
[00:02:02.800 --> 00:02:03.800]  阿們
[00:02:03.800 --> 00:02:06.200]  我們一起讀出今天的經文
[00:02:06.200 --> 00:02:08.600]  127篇的一到五節
[00:02:23.600 --> 00:02:27.600]  詩篇120篇
[00:02:27.600 --> 00:02:30.600]  至到這一個詩篇的最後一節
[00:02:30.600 --> 00:02:31.600]  我們就來看看
[00:02:31.600 --> 00:02:33.600]  這首詩篇的結局
[00:02:33.600 --> 00:02:34.600]  我們就來看看
[00:02:34.600 --> 00:02:35.600]  這首詩篇的結局
[00:02:35.600 --> 00:02:36.600]  我們就來看看
[00:02:36.600 --> 00:02:37.600]  這首詩篇的結局
[00:02:37.600 --> 00:02:38.600]  我們就來看看
[00:02:38.600 --> 00:02:39.600]  這首詩篇的結局
[00:02:39.600 --> 00:02:40.600]  我們就來看看
[00:02:40.600 --> 00:02:41.600]  這首詩篇的結局
[00:02:41.600 --> 00:02:42.600]  我們就來看看
[00:02:42.600 --> 00:02:43.600]  這首詩篇的結局
[00:02:43.600 --> 00:02:44.600]  我們就來看看
[00:02:44.600 --> 00:02:45.600]  這首詩篇的結局
[00:02:45.600 --> 00:02:46.600]  我們就來看看
[00:02:46.600 --> 00:02:47.600]  這首詩篇的結局
[00:02:47.600 --> 00:02:48.600]  我們就來看看
[00:02:48.600 --> 00:02:49.600]  這首詩篇的結局
[00:02:49.600 --> 00:02:50.600]  我們就來看看
[00:02:50.600 --> 00:02:51.600]  這首詩篇的結局
[00:02:51.600 --> 00:02:52.600]  我們就來看看
[00:02:52.600 --> 00:02:53.600]  這首詩篇的結局
[00:02:53.600 --> 00:02:54.600]  我們就來看看
[00:02:54.600 --> 00:02:55.600]  這首詩篇的結局
[00:02:55.600 --> 00:02:56.600]  我們就來看看
[00:02:56.600 --> 00:02:57.600]  這首詩篇的結局
[00:02:57.600 --> 00:02:58.600]  我們就來看看
[00:02:58.600 --> 00:02:59.600]  這首詩篇的結局
[00:02:59.600 --> 00:03:00.600]  我們就來看看
[00:03:00.600 --> 00:03:01.600]  這首詩篇的結局
[00:03:01.600 --> 00:03:02.600]  我們就來看看
[00:03:02.600 --> 00:03:03.600]  這首詩篇的結局
[00:03:03.600 --> 00:03:04.600]  我們就來看看
[00:03:04.600 --> 00:03:05.600]  這首詩篇的結局
[00:03:05.600 --> 00:03:06.600]  我們就來看看
[00:03:06.600 --> 00:03:07.600]  這首詩篇的結局
[00:03:07.600 --> 00:03:08.600]  我們就來看看
[00:03:08.600 --> 00:03:09.600]  這首詩篇的結局
[00:03:09.600 --> 00:03:10.600]  我們就來看看
[00:03:10.600 --> 00:03:11.600]  這首詩篇的結局
[00:03:11.600 --> 00:03:12.600]  我們就來看看
[00:03:12.600 --> 00:03:13.600]  這首詩篇的結局
[00:03:13.600 --> 00:03:14.600]  我們就來看看
[00:03:14.600 --> 00:03:15.600]  這首詩篇的結局
[00:03:15.600 --> 00:03:16.600]  我們就來看看
[00:03:16.600 --> 00:03:17.600]  這首詩篇的結局
[00:03:17.600 --> 00:03:22.600]  這首詩篇的結局
[00:03:22.600 --> 00:03:23.600]  我們就來看看
[00:03:23.600 --> 00:03:24.600]  這首詩篇的結局
[00:03:24.600 --> 00:03:25.600]  我們就來看看
[00:03:25.600 --> 00:03:26.600]  這首詩篇的結局
[00:03:26.600 --> 00:03:27.600]  我們就來看看
[00:03:27.600 --> 00:03:28.600]  這首詩篇的結局
[00:03:28.600 --> 00:03:29.600]  我們就來看看
[00:03:29.600 --> 00:03:30.600]  這首詩篇的結局
[00:03:30.600 --> 00:03:31.600]  我們就來看看
[00:03:31.600 --> 00:03:32.600]  這首詩篇的結局
[00:03:32.600 --> 00:03:33.600]  我們就來看看
[00:03:33.600 --> 00:03:34.600]  這首詩篇的結局
[00:03:34.600 --> 00:03:35.600]  我們就來看看
[00:03:35.600 --> 00:03:36.600]  這首詩篇的結局
[00:03:36.600 --> 00:03:37.600]  我們就來看看
[00:03:37.600 --> 00:03:38.600]  這首詩篇的結局
[00:03:38.600 --> 00:03:39.600]  我們就來看看
[00:03:39.600 --> 00:03:40.600]  這首詩篇的結局
[00:03:40.600 --> 00:03:41.600]  我們就來看看
[00:03:41.600 --> 00:03:42.600]  這首詩篇的結局
[00:03:42.600 --> 00:03:43.600]  我們就來看看
[00:03:43.600 --> 00:03:44.600]  這首詩篇的結局
[00:03:44.600 --> 00:03:45.600]  我們就來看看
[00:03:45.600 --> 00:03:46.600]  這首詩篇的結局
[00:03:46.600 --> 00:03:47.600]  我們就來看看
[00:03:47.600 --> 00:03:48.600]  這首詩篇的結局
[00:03:48.600 --> 00:03:49.600]  我們就來看看
[00:03:49.600 --> 00:03:50.600]  這首詩篇的結局
[00:03:50.600 --> 00:03:51.600]  我們就來看看
[00:03:51.600 --> 00:03:52.600]  這首詩篇的結局
[00:03:52.600 --> 00:03:53.600]  我們就來看看
[00:03:53.600 --> 00:03:54.600]  這首詩篇的結局
[00:03:54.600 --> 00:03:55.600]  我們就來看看
[00:03:55.600 --> 00:03:56.600]  這首詩篇的結局
[00:03:56.600 --> 00:03:57.600]  我們就來看看
[00:03:57.600 --> 00:03:58.600]  這首詩篇的結局
[00:03:58.600 --> 00:03:59.600]  我們就來看看
[00:03:59.600 --> 00:04:00.600]  這首詩篇的結局
[00:04:00.600 --> 00:04:01.600]  我們就來看看
[00:04:01.600 --> 00:04:02.600]  這首詩篇的結局
[00:04:02.600 --> 00:04:03.600]  我們就來看看
[00:04:03.600 --> 00:04:04.600]  這首詩篇的結局
[00:04:04.600 --> 00:04:05.600]  我們就來看看
[00:04:05.600 --> 00:04:06.600]  這首詩篇的結局
[00:04:06.600 --> 00:04:07.600]  我們就來看看
[00:04:07.600 --> 00:04:08.600]  這首詩篇的結局
[00:04:08.600 --> 00:04:09.600]  我們就來看看
[00:04:09.600 --> 00:04:10.600]  這首詩篇的結局
[00:04:10.600 --> 00:04:11.600]  我們就來看看
[00:04:11.600 --> 00:04:17.600]  這首詩篇的結局
[00:04:17.600 --> 00:04:18.600]  我們就來看看
[00:04:18.600 --> 00:04:19.600]  這首詩篇的結局
[00:04:19.600 --> 00:04:20.600]  我們就來看看
[00:04:20.600 --> 00:04:21.600]  這首詩篇的結局
[00:04:21.600 --> 00:04:22.600]  我們就來看看
[00:04:22.600 --> 00:04:23.600]  這首詩篇的結局
[00:04:23.600 --> 00:04:24.600]  我們就來看看
[00:04:24.600 --> 00:04:25.600]  這首詩篇的結局
[00:04:25.600 --> 00:04:26.600]  我們就來看看
[00:04:26.600 --> 00:04:27.600]  這首詩篇的結局
[00:04:27.600 --> 00:04:28.600]  我們就來看看
[00:04:28.600 --> 00:04:29.600]  這首詩篇的結局
[00:04:29.600 --> 00:04:30.600]  我們就來看看
[00:04:30.600 --> 00:04:31.600]  這首詩篇的結局
[00:04:31.600 --> 00:04:32.600]  我們就來看看
[00:04:32.600 --> 00:04:33.600]  這首詩篇的結局
[00:04:33.600 --> 00:04:34.600]  我們就來看看
[00:04:34.600 --> 00:04:35.600]  這首詩篇的結局
[00:04:35.600 --> 00:04:36.600]  我們就來看看
[00:04:36.600 --> 00:04:37.600]  這首詩篇的結局
[00:04:37.600 --> 00:04:38.600]  我們就來看看
[00:04:38.600 --> 00:04:39.600]  這首詩篇的結局
[00:04:39.600 --> 00:04:40.600]  我們就來看看
[00:04:40.600 --> 00:04:41.600]  這首詩篇的結局
[00:04:41.600 --> 00:04:42.600]  我們就來看看
[00:04:42.600 --> 00:04:43.600]  這首詩篇的結局
[00:04:43.600 --> 00:04:44.600]  我們就來看看
[00:04:44.600 --> 00:04:45.600]  這首詩篇的結局
[00:04:45.600 --> 00:04:46.600]  我們就來看看
[00:04:46.600 --> 00:04:47.600]  這首詩篇的結局
[00:04:47.600 --> 00:04:48.600]  我們就來看看
[00:04:48.600 --> 00:04:49.600]  這首詩篇的結局
[00:04:49.600 --> 00:04:50.600]  我們就來看看
[00:04:50.600 --> 00:04:51.600]  這首詩篇的結局
[00:04:51.600 --> 00:04:52.600]  我們就來看看
[00:04:52.600 --> 00:04:53.600]  這首詩篇的結局
[00:04:53.600 --> 00:04:54.600]  我們就來看看
[00:04:54.600 --> 00:04:55.600]  這首詩篇的結局
[00:04:55.600 --> 00:04:56.600]  我們就來看看
[00:04:56.600 --> 00:04:57.600]  這首詩篇的結局
[00:04:57.600 --> 00:04:58.600]  我們就來看看
[00:04:58.600 --> 00:04:59.600]  這首詩篇的結局
[00:04:59.600 --> 00:05:00.600]  我們就來看看
[00:05:00.600 --> 00:05:01.600]  這首詩篇的結局
[00:05:01.600 --> 00:05:02.600]  我們就來看看
[00:05:02.600 --> 00:05:03.600]  這首詩篇的結局
[00:05:03.600 --> 00:05:04.600]  我們就來看看
