
[00:00:00.000 --> 00:00:03.160]  我們今天繼續要查考
[00:00:03.160 --> 00:00:08.300]  在聖經裏面我們會提及「使徒行傳」
[00:00:08.300 --> 00:00:12.660]  「使徒行傳」是一本很重要的書卷
[00:00:12.660 --> 00:00:18.380]  讓我們看見初期教會發展的歷史脈絡
[00:00:18.380 --> 00:00:20.600]  但這正是讓我們看見
[00:00:20.600 --> 00:00:24.000]  不只是說彼得和保羅
[00:00:24.000 --> 00:00:27.320]  這兩位很著名的使徒的足跡
[00:00:27.320 --> 00:00:29.440]  其實背後就要告訴我們
[00:00:29.440 --> 00:00:33.820]  神作事的方式和聖靈真正的工作
[00:00:33.820 --> 00:00:36.000]  所以當我們今天要看見
[00:00:36.000 --> 00:00:41.560]  在我們這個講論裏面
[00:00:41.560 --> 00:00:47.920]  我們會看到保羅由十七章去到雅典這個地方
[00:00:47.920 --> 00:00:52.920]  他在阿勒巴古和一群拜很多神明的希臘人
[00:00:52.920 --> 00:00:55.440]  這些希臘人一方面拜多神
[00:00:55.440 --> 00:00:58.960]  但另一方面他們很崇尚他們的希臘哲學
[00:00:58.960 --> 00:01:04.120]  所以保羅是用一種他們能夠熟悉的
[00:01:04.120 --> 00:01:06.100]  他們文化的語言
[00:01:06.100 --> 00:01:07.860]  甚至說「你們未識之神」
[00:01:07.860 --> 00:01:09.460]  我都要告訴你們
[00:01:09.460 --> 00:01:11.260]  你要認識我們真正
[00:01:11.260 --> 00:01:14.120]  叫我們能夠有生命氣息
[00:01:14.120 --> 00:01:19.280]  我們在這個地上任何疆界存留的地方
[00:01:19.280 --> 00:01:23.660]  一切其實都是在乎我們這位上帝
[00:01:23.660 --> 00:01:25.860]  所以他要那群人
[00:01:25.860 --> 00:01:31.240]  他們能夠將他們的眼目重新從這個創造的世界秩序去看
[00:01:31.240 --> 00:01:35.900]  真正治理整個世界的那個真正的王
[00:01:35.900 --> 00:01:39.680]  其實我們今天都要不斷被提醒
[00:01:39.680 --> 00:01:41.540]  你的人生
[00:01:41.540 --> 00:01:43.780]  無論你有多少規劃
[00:01:43.780 --> 00:01:45.260]  原來很多時候
[00:01:45.260 --> 00:01:46.520]  去到最後
[00:01:46.520 --> 00:01:48.700]  若果不是神容許
[00:01:48.700 --> 00:01:50.940]  沒有一件事可以發生
[00:01:50.940 --> 00:01:52.860]  你由年初所定的
[00:01:52.860 --> 00:01:55.740]  你的時間表或者你今年的日程
[00:01:55.740 --> 00:01:57.860]  可能你很多現在的旅程
[00:01:57.860 --> 00:02:00.660]  可能你要去作出改變
[00:02:00.660 --> 00:02:03.040]  但我們深信不疑一件事就是
[00:02:03.040 --> 00:02:05.620]  在神的話語真理裏面
[00:02:05.620 --> 00:02:07.240]  給我們有亮光
[00:02:07.240 --> 00:02:09.620]  這正是我今天很想和大家
[00:02:09.620 --> 00:02:12.980]  要看到第十八章的時候
[00:02:12.980 --> 00:02:18.000]  神讓保羅去遇見一群他以前不認識的人
[00:02:18.000 --> 00:02:22.220]  但是這群人正是要幫助他的宣教
[00:02:22.220 --> 00:02:25.120]  帶出聖靈的那個恩典和能力
[00:02:25.120 --> 00:02:27.680]  叫更多未知未信的人
[00:02:27.680 --> 00:02:30.800]  可以去領受這個福音
[00:02:30.800 --> 00:02:32.880]  救恩的寶貴
[00:02:32.880 --> 00:02:35.160]  所以今天我們會看到
[00:02:35.160 --> 00:02:37.060]  在這段經文一開始
[00:02:37.060 --> 00:02:41.080]  他會介紹保羅遇上一對夫婦
[00:02:41.080 --> 00:02:43.420]  這對夫婦都很出名的
[00:02:43.420 --> 00:02:46.380]  叫阿居拉和伯記拉
[00:02:46.380 --> 00:02:49.200]  我們一起讀一讀這四節聖經
[00:02:49.200 --> 00:02:50.640]  「這些時以後
[00:02:50.640 --> 00:02:54.300]  保羅離開雅典來到哥林多
[00:02:54.300 --> 00:02:59.480]  他遇見一個身在本都的猶太人名叫阿居拉
[00:02:59.480 --> 00:03:03.920]  不久前他帶著妻子伯記拉從意大利來
[00:03:03.920 --> 00:03:08.980]  因為克勞迪命令所有猶太人都離開羅馬
[00:03:08.980 --> 00:03:11.620]  羅馬去投靠他們
[00:03:11.620 --> 00:03:15.160]  他們本是製造帳篷為業
[00:03:15.160 --> 00:03:17.360]  保羅因與他們同業
[00:03:17.360 --> 00:03:20.400]  就和他們同住 一同做工
[00:03:20.400 --> 00:03:21.500]  每逢安息日
[00:03:21.500 --> 00:03:23.740]  保羅在會堂裏辯論
[00:03:23.740 --> 00:03:26.520]  勸導猶太人和希臘人」
[00:03:26.520 --> 00:03:29.240]  在第一個段落裏面我們看到
[00:03:29.240 --> 00:03:31.020]  保羅遇到這對夫婦
[00:03:31.020 --> 00:03:34.580]  這對夫婦不是他自己選擇
[00:03:34.580 --> 00:03:38.480]  要來到哥林多的地方
[00:03:38.480 --> 00:03:40.020]  是他們被迫
[00:03:40.020 --> 00:03:41.240]  他們無奈
[00:03:41.240 --> 00:03:43.820]  是因為一個政治上的因素
[00:03:43.820 --> 00:03:46.320]  當時這個克勞迪
[00:03:46.320 --> 00:03:49.220]  我們的和合本的翻譯就是格魯迪爾
[00:03:49.220 --> 00:03:56.760]  克勞迪爾是當時羅馬的皇帝的御靈
[00:03:56.760 --> 00:03:59.640]  他要驅逐猶太人離開羅馬城
[00:03:59.640 --> 00:04:02.960]  發生在公元後49年的時候
[00:04:02.960 --> 00:04:07.680]  這對夫婦被迫遷徙離開羅馬
[00:04:07.680 --> 00:04:10.520]  他們又剛好來到哥林多這個地方
[00:04:10.520 --> 00:04:13.220]  又遇上由雅典來到的保羅
[00:04:13.220 --> 00:04:15.800]  又剛好他們都是同行
[00:04:15.800 --> 00:04:18.520]  就是做皮革業
[00:04:18.520 --> 00:04:21.680]  他們要做皮革業是專業人士
[00:04:21.680 --> 00:04:24.340]  他們的收入比一般農民為高
[00:04:24.340 --> 00:04:25.940]  但在當時的社會
[00:04:25.940 --> 00:04:31.560]  他們都屬於並非最高端的職業
[00:04:31.560 --> 00:04:34.560]  但保羅遇上這對夫婦
[00:04:34.560 --> 00:04:38.560]  成為他宣教的一個好同工
[00:04:38.560 --> 00:04:40.340]  一個好夥伴
[00:04:40.340 --> 00:04:43.560]  我們從這段歷史可以學習這件事
[00:04:43.560 --> 00:04:47.220]  其實今天猶太人和中國人的歷史
[00:04:47.220 --> 00:04:49.100]  都有些相近之處
[00:04:49.100 --> 00:04:52.800]  我們都是一個充滿著很多苦難的民族
[00:04:52.800 --> 00:04:55.340]  我們看到過去的歷史
[00:04:55.340 --> 00:04:58.560]  猶太人曾經被人排斥
[00:04:58.560 --> 00:05:00.180]  中國人也一樣
[00:05:00.180 --> 00:05:01.980]  排華的歷史
[00:05:01.980 --> 00:05:04.380]  久不久就會在某些地方出現
[00:05:04.380 --> 00:05:08.060]  但若然是因為一些政治或者經濟的因素
[00:05:08.060 --> 00:05:09.520]  我們中國人選擇
[00:05:09.520 --> 00:05:10.720]  我們要遷移
[00:05:10.720 --> 00:05:13.720]  離開另外一些地方去生活的時候
[00:05:13.720 --> 00:05:15.640]  請你不要忘記
[00:05:15.640 --> 00:05:16.980]  正如這兩年來
[00:05:16.980 --> 00:05:18.340]  我接觸有些家庭
[00:05:18.340 --> 00:05:20.720]  他們選擇移民去了英國
[00:05:20.720 --> 00:05:22.600]  有些移民去了澳洲
[00:05:22.600 --> 00:05:24.680]  但我要鼓勵他們
[00:05:24.680 --> 00:05:28.440]  你們去到不同的這些新的地方
[00:05:28.440 --> 00:05:29.760]  去定居
[00:05:29.760 --> 00:05:33.100]  和你們的兒女在那裏來長大成長
[00:05:33.100 --> 00:05:36.220]  不要忘記繼續參與在當地的教會
[00:05:36.220 --> 00:05:38.560]  不要忘記你們繼續在那裏
[00:05:38.560 --> 00:05:41.220]  是為一個不變的福音的使命
[00:05:41.220 --> 00:05:43.260]  這是我們一生人
[00:05:43.260 --> 00:05:45.260]  我們都需要堅持的
[00:05:45.260 --> 00:05:48.600]  原來亞居拉和伯記拉就是這樣的一個夫婦
[00:05:48.600 --> 00:05:51.800]  他們愛神愛人這種心智
[00:05:51.800 --> 00:05:54.900]  從他們的生活表現我們可以看見
[00:05:54.900 --> 00:05:57.520]  他們成為保羅的得力助手
[00:05:57.520 --> 00:06:00.100]  在當中他們願意一起
[00:06:00.100 --> 00:06:01.600]  同工同勞
[00:06:01.600 --> 00:06:05.020]  他們一起做皮革業的生意
[00:06:05.020 --> 00:06:06.140]  維生
[00:06:06.140 --> 00:06:09.020]  但同樣他們很熱心
[00:06:09.020 --> 00:06:10.640]  去到會堂當中
[00:06:10.640 --> 00:06:12.940]  看到保羅日以繼夜地
[00:06:12.940 --> 00:06:15.940]  去教導猶太人和希臘人
[00:06:15.940 --> 00:06:17.760]  希臘人就是一些
[00:06:17.760 --> 00:06:21.680]  他們羨慕這些猶太人他們的宗教
[00:06:21.680 --> 00:06:23.640]  他們雖然原本不認識神
[00:06:23.640 --> 00:06:25.560]  但他們願意去尋求
[00:06:25.560 --> 00:06:28.060]  所以他們在當中會有這些外邦人
[00:06:28.060 --> 00:06:30.340]  和他們一起聚集
[00:06:30.340 --> 00:06:32.340]  我們看第二個段落的時候
[00:06:32.340 --> 00:06:34.140]  你會看到
[00:06:34.140 --> 00:06:37.480]  保羅他也要面對猶太人的逼迫
[00:06:37.480 --> 00:06:38.760]  在第五第六節
[00:06:38.760 --> 00:06:40.020]  我們一起讀
[00:06:40.020 --> 00:06:43.420]  「西拉和提摩泰從馬其頓來的時候
[00:06:43.420 --> 00:06:45.640]  保羅正專心傳道
[00:06:45.640 --> 00:06:48.880]  向猶太人證明耶穌是基督
