
[00:00:00.000 --> 00:00:05.160]  我們先回到9章30節開始
[00:00:05.160 --> 00:00:06.720]  講回一點背景
[00:00:06.720 --> 00:00:08.720]  應該跟大家提過很多次了
[00:00:08.720 --> 00:00:10.360]  羅馬書
[00:00:10.360 --> 00:00:12.360]  就是寶羅寫給羅馬的教會
[00:00:12.360 --> 00:00:14.200]  因為他不熟悉這間教會
[00:00:14.200 --> 00:00:17.640]  所以這個福音由頭到尾講一次
[00:00:17.640 --> 00:00:21.840]  作為對羅馬教會介紹自己
[00:00:21.840 --> 00:00:24.920]  我們講過福音主要的內容
[00:00:24.920 --> 00:00:27.680]  其實第一到第八章已經講過了
[00:00:27.680 --> 00:00:30.200]  就是這個恩訊稱議的道理
[00:00:30.200 --> 00:00:33.080]  第一到第四章就是一個負面的
[00:00:33.080 --> 00:00:36.720]  就是說這個世界上沒有人能夠因為他自己的行為
[00:00:36.720 --> 00:00:40.720]  或者他擁有律法或者任何的東西來誇口
[00:00:40.720 --> 00:00:42.560]  這個是不行的
[00:00:42.560 --> 00:00:43.920]  那是一條死路
[00:00:43.920 --> 00:00:47.280]  第五到第八章就是講出生命之道
[00:00:47.280 --> 00:00:48.400]  就是說OK
[00:00:48.400 --> 00:00:50.040]  但是我們現在信了耶穌
[00:00:50.040 --> 00:00:52.160]  聖靈就在我們的心裡面了
[00:00:52.160 --> 00:00:54.680]  於是乎我們在苦難之中
[00:00:54.680 --> 00:00:57.480]  我們都可以誇口我們的盼望
[00:00:57.480 --> 00:00:59.480]  於是乎第八章去到結尾
[00:00:59.480 --> 00:01:01.560]  其實就是一首讚美的詩歌
[00:01:01.560 --> 00:01:03.040]  那裡就提到
[00:01:03.040 --> 00:01:07.160]  沒有一件事能夠叫我們與基督的愛隔絕
[00:01:07.160 --> 00:01:11.360]  無論是天上的事、地下的事、將來的事
[00:01:11.360 --> 00:01:12.800]  過去的事
[00:01:12.800 --> 00:01:17.560]  一切的事物都不能夠叫我們與基督的愛隔絕
[00:01:17.560 --> 00:01:18.360]  好了
[00:01:18.360 --> 00:01:21.000]  寶羅講到這裡一個高潮之後
[00:01:21.000 --> 00:01:22.920]  寶羅就想象了
[00:01:22.920 --> 00:01:25.040]  有個人就會走來質問他
[00:01:25.040 --> 00:01:28.240]  特別是一個猶太人可能會來質問他
[00:01:28.240 --> 00:01:31.600]  就是說你講到神的愛這麼偉大
[00:01:31.600 --> 00:01:34.000]  神的信實這麼真確
[00:01:34.000 --> 00:01:39.040]  為什麼猶太人自己沒有接受耶穌尼塞亞呢?
[00:01:39.040 --> 00:01:40.680]  尼塞亞已經來了
[00:01:40.680 --> 00:01:42.240]  為什麼你傳福音
[00:01:42.240 --> 00:01:44.000]  寶羅你傳福音的時候
[00:01:44.000 --> 00:01:46.760]  猶太人不接受這個福音呢?
[00:01:46.760 --> 00:01:50.680]  是不是你所講神的信實其實是假的呢?
[00:01:50.680 --> 00:01:56.440]  因為神沒有叫猶太人回轉到神那裡
[00:01:56.440 --> 00:01:58.840]  是不是神放棄了猶太人
[00:01:58.840 --> 00:02:01.960]  所以其實神的信實是假的呢?
[00:02:01.960 --> 00:02:06.200]  第九到第十一章基本上回答這個問題
[00:02:06.200 --> 00:02:10.200]  說的是猶太人為何沒有信耶穌
[00:02:10.200 --> 00:02:13.040]  我們上次講了第九章
[00:02:13.040 --> 00:02:14.360]  今天講第十章
[00:02:14.360 --> 00:02:16.560]  第九、第十章基本上
[00:02:16.560 --> 00:02:18.520]  如果很籠統地講
[00:02:18.520 --> 00:02:22.120]  第九章可以說是集中點在神那裡
[00:02:22.120 --> 00:02:27.400]  第十章的集中點就是在以色列人那裡
[00:02:27.400 --> 00:02:31.560]  第九章的總結就是上次跟你們講過了
[00:02:31.560 --> 00:02:37.480]  就是說神要因待誰就因待誰
[00:02:37.480 --> 00:02:45.520]  所以如果神要選擇去憐憫外邦人
[00:02:45.520 --> 00:02:47.600]  神有主權的
[00:02:47.600 --> 00:02:52.480]  保羅其實某程度上可以說是
[00:02:52.480 --> 00:02:54.640]  暗喻耶穌一個比喻
[00:02:54.640 --> 00:02:57.240]  大家記得浪子的故事
[00:02:57.240 --> 00:03:00.400]  當浪子回頭之後
[00:03:00.400 --> 00:03:05.480]  爸爸殺羊宰牛去慶祝浪子回來的時候
[00:03:05.480 --> 00:03:07.760]  那些長子就很生氣了
[00:03:07.760 --> 00:03:11.240]  為什麼你沒有為我擺設筵席
[00:03:11.240 --> 00:03:14.680]  為什麼你要為我的弟弟浪子擺設筵席
[00:03:14.680 --> 00:03:17.000]  爸爸就說為什麼你生氣呢?
[00:03:17.000 --> 00:03:21.080]  其實你一直都在享受我的恩典和好處
[00:03:21.080 --> 00:03:24.680]  第九章基本上保羅把天父
[00:03:24.680 --> 00:03:28.560]  說得好像故事中的爸爸一樣
[00:03:28.560 --> 00:03:32.040]  他要選擇去恩待外邦人
[00:03:32.040 --> 00:03:34.720]  為什麼你的以色列人要眼紅呢?
[00:03:34.720 --> 00:03:36.240]  為什麼你要投訴呢?
[00:03:36.240 --> 00:03:38.440]  其實一切出於恩典的話
[00:03:38.440 --> 00:03:42.440]  神就是要救這些本來不認識祂的人
[00:03:42.440 --> 00:03:46.080]  以色列人沒有資格去投訴
[00:03:46.080 --> 00:03:50.160]  反而你應該更加因為愛邦人信主
[00:03:50.160 --> 00:03:52.360]  去明白什麼叫做恩典
[00:03:52.360 --> 00:03:53.560]  恩典的偉大
[00:03:53.560 --> 00:03:58.280]  剛才讀那九章三十節到十章一節
[00:03:58.280 --> 00:04:00.880]  目光就轉去以色列人了
[00:04:00.880 --> 00:04:05.120]  為什麼以色列人沒有接受福音呢?
[00:04:05.120 --> 00:04:07.880]  因為以色列人有一些問題
[00:04:07.880 --> 00:04:10.120]  接著他就說以色列人有什麼問題
[00:04:10.120 --> 00:04:11.720]  所以他們沒有接受福音
[00:04:11.720 --> 00:04:15.400]  當我們繼續講這節經文的時候
[00:04:15.400 --> 00:04:19.080]  首先要補充一件事
[00:04:19.080 --> 00:04:23.200]  其實我們今天活在後現代的社會
[00:04:23.200 --> 00:04:28.080]  後現代的社會我們常說有很多身份的政治
[00:04:28.080 --> 00:04:29.680]  身份政治的意思就是說
[00:04:29.680 --> 00:04:31.800]  我是什麼身份的人
[00:04:31.800 --> 00:04:34.400]  你是不可以批評我的
[00:04:34.400 --> 00:04:36.000]  不可以攻擊我的
[00:04:36.000 --> 00:04:37.600]  所以舉個例子
[00:04:37.600 --> 00:04:38.760]  你在美國的話
[00:04:38.760 --> 00:04:42.000]  如果你寫一句批評黑人的話
[00:04:42.000 --> 00:04:43.600]  在你的臉書上才算
[00:04:43.600 --> 00:04:47.600]  在社交媒體上你可能馬上就被人罵爆了
[00:04:47.600 --> 00:04:50.000]  如果你罵一句姓小仲的人
[00:04:50.000 --> 00:04:52.000]  變性的人很奇怪的話
[00:04:52.000 --> 00:04:55.600]  你又會被人在社交媒體上罵爆了
[00:04:55.600 --> 00:05:00.800]  所以這裡保羅有些批評以色列人的說話
[00:05:00.800 --> 00:05:06.600]  所以也有人說保羅是不是有所謂Anti-Semitism
[00:05:06.600 --> 00:05:09.000]  就是雖然他是猶太人
[00:05:09.000 --> 00:05:11.680]  但是他自己是歧視猶太人的
[00:05:11.680 --> 00:05:13.480]  說得誇張一點
[00:05:13.480 --> 00:05:16.800]  他是不是希特勒的老祖宗呢?
[00:05:16.800 --> 00:05:19.400]  這個世代其實到了什麼人
[00:05:19.400 --> 00:05:21.200]  差不多你都不可以批評的
[00:05:21.200 --> 00:05:23.800]  唯一你可以罵的就是林鄭
[00:05:23.800 --> 00:05:25.800]  她就可以大罵
[00:05:25.800 --> 00:05:26.400]  OK
[00:05:26.400 --> 00:05:29.200]  但是我們要明白一件事情
[00:05:29.200 --> 00:05:32.400]  保羅對一些以色列人的批評
[00:05:32.400 --> 00:05:35.000]  不是因為他不喜歡一些以色列人
[00:05:35.000 --> 00:05:37.800]  不是因為他看不起一些以色列人
[00:05:37.800 --> 00:05:40.000]  保羅在第九章講得很清楚
[00:05:40.000 --> 00:05:45.400]  他說如果我的滅亡可以救到一些以色列人的話
[00:05:45.400 --> 00:05:48.800]  他說我寧願自己去了地獄
[00:05:48.800 --> 00:05:51.600]  讓一些以色列人可以上天堂
[00:05:51.600 --> 00:05:53.800]  不過這件事情不可以這麼做
[00:05:53.800 --> 00:05:56.000]  神不是這麼做的
[00:05:56.000 --> 00:06:00.400]  所以這裡講到保羅對一些以色列人的批評
[00:06:00.400 --> 00:06:01.800]  是出於他的愛
[00:06:01.800 --> 00:06:03.600]  出於他的關心
[00:06:03.600 --> 00:06:05.800]  其實也提醒我們
[00:06:05.800 --> 00:06:10.800]  後現代常常講到如果你無條件地愛一個人
[00:06:10.800 --> 00:06:15.000]  就表示你對那個人是不能夠作任何的批評
[00:06:15.000 --> 00:06:17.600]  你要認同他的所有行為
[00:06:17.600 --> 00:06:20.200]  這些才叫做無條件的愛
[00:06:20.200 --> 00:06:23.400]  這個明顯不是保羅所講的信息
[00:06:23.400 --> 00:06:29.200]  我也相信這個也不是神自己講的那種無條件的愛
[00:06:29.200 --> 00:06:32.200]  你愛的話就不喜歡不義
[00:06:32.200 --> 00:06:33.600]  只喜歡真理
[00:06:33.600 --> 00:06:35.600]  真理和愛是分不開的
[00:06:35.600 --> 00:06:37.400]  不過這個也是一個註腳
[00:06:37.400 --> 00:06:40.800]  回到保羅在這裡對一些以色列人有什麼批評
[00:06:40.800 --> 00:06:43.000]  不過又要再補充一句
[00:06:43.000 --> 00:06:46.800]  當然保羅這裡主要是在批評一些以色列人
[00:06:46.800 --> 00:06:51.200]  不過我們也可以跟他對以色列人的批評
[00:06:51.200 --> 00:06:55.000]  在想我們其實有沒有有些時候
[00:06:55.000 --> 00:06:57.600]  都好像以色列人這樣的心態
[00:06:57.600 --> 00:07:01.400]  以致我們都沒有領受到神的恩典
[00:07:01.400 --> 00:07:07.200]  以致我們都走上一條可以說是與神遠離的道路
[00:07:07.200 --> 00:07:08.800]  也值得我們反省
[00:07:08.800 --> 00:07:10.400]  回到這段經文
[00:07:10.400 --> 00:07:14.000]  這段經文明顯分開三個部分
[00:07:14.000 --> 00:07:17.000]  九章三十節到十章四節是一個部分
[00:07:17.000 --> 00:07:20.200]  十章五節到十三節是第二個部分
[00:07:20.200 --> 00:07:23.400]  十章十四到耶一是第三個部分
[00:07:23.400 --> 00:07:27.600]  我們就按著這三個部分去看這一段經文
[00:07:27.600 --> 00:07:31.600]  第一段九章三十到十章四節
[00:07:31.600 --> 00:07:36.600]  基本上保羅要開宗明義說有兩種義
[00:07:36.600 --> 00:07:38.600]  兩種Righteousness
[00:07:38.600 --> 00:07:41.400]  這個公義在這裡了解的意思
[00:07:41.400 --> 00:07:45.400]  可以了解為與神有一個好的關係
[00:07:45.400 --> 00:07:49.000]  之前也說過這個義的意思
[00:07:49.000 --> 00:07:51.800]  不是單單指你守了多少條律法
[00:07:51.800 --> 00:07:55.800]  也是指與神之間有一個好的關係
[00:07:55.800 --> 00:07:57.800]  這是一個義
[00:07:57.800 --> 00:07:59.800]  Righteousness 包括這一點
[00:07:59.800 --> 00:08:03.400]  於是保羅在這裡開宗明義說有兩種義
[00:08:03.400 --> 00:08:06.400]  一個是因信而得的義
[00:08:06.400 --> 00:08:10.400]  另一個是律法的義
[00:08:10.400 --> 00:08:15.400]  保羅強調猶太人不是不追求義
[00:08:15.400 --> 00:08:17.200]  他們其實很有熱心
[00:08:17.200 --> 00:08:19.000]  十章二節說
[00:08:19.000 --> 00:08:22.000]  我可以證明他們向神有熱心
[00:08:22.000 --> 00:08:24.400]  他們有熱心追求公義
[00:08:24.400 --> 00:08:27.000]  不過不是按著真理
[00:08:27.000 --> 00:08:31.000]  這個可能是保羅說回自己的故事
[00:08:31.000 --> 00:08:32.000]  一些反省
[00:08:32.000 --> 00:08:36.800]  你知道保羅也曾經很熱心追求公義
[00:08:36.800 --> 00:08:39.600]  所以他就去逼迫基督徒
[00:08:39.600 --> 00:08:43.600]  他認為這樣就是追求公義應該有的行為
[00:08:43.600 --> 00:08:46.200]  所以他也曾經是有熱心
[00:08:46.200 --> 00:08:48.600]  但是沒有按著真知識
[00:08:48.600 --> 00:08:51.200]  所以保羅就說其實很多猶太人
[00:08:51.200 --> 00:08:54.000]  都可能好像他過去一樣
[00:08:54.000 --> 00:08:55.400]  我們又回去看
[00:08:55.400 --> 00:08:57.800]  什麼叫做律法的義
[00:08:57.800 --> 00:09:01.600]  什麼叫做因信而得的義
[00:09:01.600 --> 00:09:02.600]  簡而言之
[00:09:02.600 --> 00:09:05.600]  律法的義保羅形容是什麼呢?
[00:09:05.600 --> 00:09:09.200]  第32節
[00:09:09.200 --> 00:09:11.800]  他們是憑著行為求
[00:09:11.800 --> 00:09:16.600]  他們正跌在那半腳石上
[00:09:16.600 --> 00:09:19.400]  這個行為這個字
[00:09:19.400 --> 00:09:21.800]  其實原文就是Work
[00:09:21.800 --> 00:09:23.000]  英文翻譯做Work
