
[00:00:00.000 --> 00:00:02.520]  今天我們的經文就來自這裏
[00:00:02.520 --> 00:00:05.080]  在約翰福音九章一至十一節
[00:00:05.080 --> 00:00:06.720]  耶穌走路的時候
[00:00:06.720 --> 00:00:09.640]  看見一個生泥皺 瞎了眼的人
[00:00:09.640 --> 00:00:11.680]  祂的門徒問祂拉鼻
[00:00:11.680 --> 00:00:13.200]  這個人生泥
[00:00:13.200 --> 00:00:15.880]  核眼是誰犯了罪
[00:00:15.880 --> 00:00:16.960]  是祂呢
[00:00:16.960 --> 00:00:18.760]  還是祂的父母呢
[00:00:18.760 --> 00:00:20.240]  耶穌回答說
[00:00:20.240 --> 00:00:21.560]  不是祂犯了罪
[00:00:21.560 --> 00:00:23.320]  也不是祂的父母
[00:00:23.320 --> 00:00:27.080]  而是要在祂身上彰顯神的作為
[00:00:27.080 --> 00:00:28.240]  趁著白日
[00:00:28.240 --> 00:00:31.120]  我們必須作那差我來者的功
[00:00:31.120 --> 00:00:32.040]  黑夜一到
[00:00:32.040 --> 00:00:34.000]  就沒有人能夠做功了
[00:00:34.000 --> 00:00:35.480]  我在世上的時候
[00:00:35.480 --> 00:00:37.080]  是世界的光
[00:00:37.080 --> 00:00:38.440]  說完這句話
[00:00:38.440 --> 00:00:42.280]  祂就吐口水抹在地上
[00:00:42.280 --> 00:00:44.480]  然後用水抹
[00:00:44.480 --> 00:00:46.960]  和一些泥沾在一起
[00:00:46.960 --> 00:00:48.040]  就將這些泥
[00:00:48.040 --> 00:00:52.080]  抹在這個核子的眼睛上面
[00:00:52.080 --> 00:00:52.960]  OK
[00:00:52.960 --> 00:00:54.680]  那抹完之後呢
[00:00:54.680 --> 00:00:55.800]  就對祂說
[00:00:55.800 --> 00:00:58.280]  你去西羅亞祠洗一洗
[00:00:58.280 --> 00:01:00.400]  於是祂就去了
[00:01:00.400 --> 00:01:02.720]  當祂去完洗的時候
[00:01:02.720 --> 00:01:05.120]  聖經說什麼
[00:01:05.120 --> 00:01:06.720]  走的時候
[00:01:06.720 --> 00:01:07.960]  就看到了
[00:01:07.960 --> 00:01:08.680]  那時
[00:01:08.680 --> 00:01:10.360]  祂的鄰居和以前
[00:01:10.360 --> 00:01:13.360]  經常看到祂黑飯的人說
[00:01:13.360 --> 00:01:17.880]  這個人不是以前在那裡黑飯的人
[00:01:17.880 --> 00:01:19.040]  有些說是祂
[00:01:19.040 --> 00:01:20.400]  有些說不是祂
[00:01:20.400 --> 00:01:21.560]  很像祂
[00:01:21.560 --> 00:01:23.080]  祂自己說是我
[00:01:23.080 --> 00:01:23.960]  他們就問祂
[00:01:23.960 --> 00:01:25.640]  祢的眼睛是怎麼開的
[00:01:25.640 --> 00:01:26.800]  祂回答說
[00:01:26.800 --> 00:01:28.720]  那個叫耶穌的人
[00:01:28.720 --> 00:01:30.040]  和了一點泥
[00:01:30.040 --> 00:01:31.200]  抹在我的眼上
[00:01:31.200 --> 00:01:32.160]  對我說
[00:01:32.160 --> 00:01:34.680]  你去西羅亞祠洗一洗吧
[00:01:34.680 --> 00:01:35.960]  我去一洗
[00:01:35.960 --> 00:01:37.560]  就看見了
[00:01:37.560 --> 00:01:40.640]  今天這個事情的發生
[00:01:40.640 --> 00:01:43.520]  是在一個好像很特別的時刻
[00:01:43.520 --> 00:01:45.960]  耶穌和祂的門徒一起走
[00:01:45.960 --> 00:01:47.280]  然後經文說
[00:01:47.280 --> 00:01:48.200]  他們走著走著
[00:01:48.200 --> 00:01:49.800]  就看到一個生泥
[00:01:49.800 --> 00:01:51.240]  盲眼的人
[00:01:51.240 --> 00:01:53.800]  那些門徒就問拉比
[00:01:53.800 --> 00:01:54.800]  誰犯了罪
[00:01:54.800 --> 00:01:56.480]  令到祂生泥就盲眼
[00:01:56.480 --> 00:01:57.880]  是祂自己
[00:01:57.880 --> 00:01:59.600]  還是祂爸爸媽媽
[00:01:59.600 --> 00:02:02.040]  我首先要強調一下
[00:02:02.040 --> 00:02:05.240]  這些門徒和耶穌已經有一段時間了
[00:02:05.240 --> 00:02:08.640]  他們已經看過耶穌行很多的神蹟
[00:02:08.640 --> 00:02:12.000]  耶穌一次又一次地證明了自己
[00:02:12.000 --> 00:02:14.680]  所以當他們看到這個盲人的時候
[00:02:14.680 --> 00:02:15.760]  他們也注意到
[00:02:15.760 --> 00:02:18.280]  耶穌也看到這個盲人
[00:02:18.280 --> 00:02:20.880]  於是就引發這個對話
[00:02:20.880 --> 00:02:25.000]  這個是一個天生盲眼的人
[00:02:25.000 --> 00:02:28.440]  所以這些門徒就想利用這個機會
[00:02:28.440 --> 00:02:31.440]  進行一些比較哲學性的對話
[00:02:31.440 --> 00:02:33.760]  他們決定現在我們要想一想
[00:02:33.760 --> 00:02:36.800]  到底這個人所受的痛苦
[00:02:36.800 --> 00:02:38.440]  是什麼原因
[00:02:38.440 --> 00:02:41.640]  他盲眼是因為他自己犯了罪
[00:02:41.640 --> 00:02:44.640]  還是他爸爸媽媽犯了罪
[00:02:44.640 --> 00:02:46.280]  我順便說一句
[00:02:46.280 --> 00:02:50.240]  你記得這個人是盲的
[00:02:50.240 --> 00:02:52.480]  是不是聾的
[00:02:52.480 --> 00:02:54.080]  他不是聾的
[00:02:54.080 --> 00:02:57.680]  所以他聽到你們的對話
[00:02:57.680 --> 00:03:00.080]  現在我盲的來到你們面前
[00:03:00.080 --> 00:03:03.240]  你們就拿著我來做哲學性的討論
[00:03:03.240 --> 00:03:06.960]  到底是我爸爸媽媽犯了罪
[00:03:06.960 --> 00:03:09.080]  還是我犯了罪
[00:03:09.080 --> 00:03:11.440]  所以在這裡
[00:03:11.440 --> 00:03:13.720]  這些人他們想知道的是什麼
[00:03:13.720 --> 00:03:19.000]  他們想知道門徒到底我們應該怪責誰
[00:03:19.000 --> 00:03:22.000]  這個人的痛苦我們應該怪責誰
[00:03:22.000 --> 00:03:24.000]  今天我認為我們很多人
[00:03:24.000 --> 00:03:26.480]  我們生活主要的困境
[00:03:26.480 --> 00:03:30.440]  是我們從來沒有真正經歷過神的豐富
[00:03:30.440 --> 00:03:32.560]  我們經常在生活裡面
[00:03:32.560 --> 00:03:36.360]  找一些我們應該怪責的人
[00:03:36.360 --> 00:03:38.800]  這些事情發生我應該怪責誰
[00:03:38.800 --> 00:03:41.400]  這件事情發生我應該怪責誰
[00:03:41.400 --> 00:03:45.360]  如果今天我們能夠從怪責裡面出來
[00:03:45.360 --> 00:03:48.160]  在困境裡面來找一些機會
[00:03:48.160 --> 00:03:52.120]  我保證你這個人生完全會不同
[00:03:52.120 --> 00:03:55.440]  每一件不好的事情發生在你身上
[00:03:55.440 --> 00:03:57.840]  而不是去想我應該怪責誰
[00:03:57.840 --> 00:03:58.880]  我的弟弟
[00:03:58.880 --> 00:04:00.160]  我老公
[00:04:00.160 --> 00:04:01.960]  還是我爸爸媽媽
[00:04:01.960 --> 00:04:03.600]  還是我老闆
[00:04:03.600 --> 00:04:05.200]  你轉一轉想想
[00:04:05.200 --> 00:04:08.840]  這件事情發生會帶來什麼機會
[00:04:08.840 --> 00:04:11.560]  所以他們想給耶穌兩個選擇
[00:04:11.560 --> 00:04:13.080]  到底他盲眼
[00:04:13.080 --> 00:04:15.800]  是他爸爸媽媽的罪還是他的罪
[00:04:15.800 --> 00:04:18.280]  但是耶穌從來不讓自己
[00:04:18.280 --> 00:04:20.840]  被人困在一個有限的
[00:04:20.840 --> 00:04:23.640]  固定的思維的模式裡面
[00:04:23.640 --> 00:04:25.040]  所以耶穌說
[00:04:25.040 --> 00:04:26.800]  這個人
[00:04:26.800 --> 00:04:28.400]  和他爸爸
[00:04:28.400 --> 00:04:30.880]  都不是因為他們犯罪
[00:04:30.880 --> 00:04:33.440]  耶穌說這件事情發生
[00:04:33.440 --> 00:04:39.040]  是要讓一個機會顯出上帝的作為來
[00:04:39.040 --> 00:04:41.880]  所以耶穌今天跟我們說
[00:04:41.880 --> 00:04:43.480]  當問題困難發生
[00:04:43.480 --> 00:04:47.800]  我們有另外一種方式來看問題
[00:04:47.800 --> 00:04:48.560]  你看
[00:04:48.560 --> 00:04:52.560]  不要問是應該責備哪個人
[00:04:52.560 --> 00:04:54.600]  而你需要問的問題是
[00:04:54.600 --> 00:04:56.960]  機會是什麼
[00:04:56.960 --> 00:04:58.760]  所以當耶穌說
[00:04:58.760 --> 00:05:02.880]  事情發生是為了彰顯上帝的榮耀
[00:05:02.880 --> 00:05:04.120]  他沒有說
[00:05:04.120 --> 00:05:06.880]  是上帝令到這件事情
[00:05:06.880 --> 00:05:09.160]  他只不過說這件事情發生
[00:05:09.160 --> 00:05:12.920]  能夠給機會給他們彰顯上帝的榮耀
[00:05:12.920 --> 00:05:14.800]  所以耶穌的意思是
[00:05:14.800 --> 00:05:17.040]  你認為一切的障礙
[00:05:17.040 --> 00:05:19.800]  你認為一切的骨頭露
[00:05:19.800 --> 00:05:22.240]  你認為悲劇的一切
[00:05:22.240 --> 00:05:24.760]  只有當你擺脫
[00:05:24.760 --> 00:05:26.080]  責備
[00:05:26.080 --> 00:05:28.600]  而看到機會的時候
[00:05:28.600 --> 00:05:31.080]  一切都可以是
[00:05:31.080 --> 00:05:34.560]  上帝創造出你擁有的
[00:05:34.560 --> 00:05:37.200]  一個非凡最美麗
[00:05:37.200 --> 00:05:40.680]  改變你人生的一些東西的材料
[00:05:40.680 --> 00:05:43.360]  是你的生命
[00:05:43.360 --> 00:05:46.840]  今天我們很多人感覺我們的生命裏面
[00:05:46.840 --> 00:05:50.240]  或者我們生活裏面有些缺憾
[00:05:50.240 --> 00:05:53.080]  我們不知道我們中間有多少人感到
[00:05:53.080 --> 00:05:57.760]  上帝為何要讓這些事情發生在我身上
[00:05:57.760 --> 00:05:59.840]  為何會這樣
[00:05:59.840 --> 00:06:02.040]  為何要這樣創造我
[00:06:02.040 --> 00:06:04.160]  為何要讓我經歷這些
[00:06:04.160 --> 00:06:06.960]  為何要讓我這樣掙扎
[00:06:06.960 --> 00:06:09.560]  我們人類非常需要解釋
[00:06:09.560 --> 00:06:11.760]  尤其是我們受苦的時候
[00:06:11.760 --> 00:06:14.160]  在我做了很多牧師幾十年
[00:06:14.160 --> 00:06:15.880]  跟很多會友聊天
[00:06:15.880 --> 00:06:17.160]  我問他們
[00:06:17.160 --> 00:06:20.480]  如果你可以向上帝提出一個問題
[00:06:20.480 --> 00:06:22.520]  你會提出甚麼問題
[00:06:22.520 --> 00:06:25.280]  大部份人的答案都是甚麼
[00:06:25.280 --> 00:06:29.400]  我要問上帝為何這件事情發生
[00:06:29.400 --> 00:06:32.760]  我們會問上帝
[00:06:32.760 --> 00:06:35.360]  為何這件事情一定要發生
[00:06:35.360 --> 00:06:39.960]  上帝為何不可以阻止這件事情發生
[00:06:39.960 --> 00:06:44.200]  但你從來有沒有問另外一個問題
[00:06:44.200 --> 00:06:51.040]  為何知道為何對你這麼重要
[00:06:51.040 --> 00:06:52.480]  你有沒有問過
[00:06:52.480 --> 00:06:55.080]  為何知道要怎樣
[00:06:55.080 --> 00:06:57.080]  為何這麼重要
[00:06:57.080 --> 00:07:01.560]  你知不知道為何我們想知道為何
[00:07:01.560 --> 00:07:03.520]  為何對我們這麼重要
[00:07:03.520 --> 00:07:08.080]  原因是因為我們知道為何這件事情發生
[00:07:08.080 --> 00:07:11.120]  我們有了一種控制感
[00:07:11.120 --> 00:07:15.320]  我們或許控制下一次這件事情不會發生
[00:07:15.320 --> 00:07:17.800]  如果我們不知道的原因
[00:07:17.800 --> 00:07:20.520]  我們好像失去了控制一樣
[00:07:20.520 --> 00:07:23.720]  所以我們想知道為何背後的原因
[00:07:23.720 --> 00:07:28.640]  是因為我們內心裡渴望一種安全感
[00:07:28.640 --> 00:07:30.520]  一種補償
[00:07:30.520 --> 00:07:33.880]  我們認為如果我們知道這件事情為何發生
[00:07:33.880 --> 00:07:36.040]  我們就可以保護我們自己
[00:07:36.040 --> 00:07:39.440]  免受下一次這件事情發生
[00:07:39.440 --> 00:07:42.000]  臨到我們身上的傷害
[00:07:42.000 --> 00:07:44.520]  所以當我們處於痛苦的時候
[00:07:44.520 --> 00:07:48.440]  我們想知道為何這種渴望
[00:07:48.440 --> 00:07:55.880]  是一種對安全感和自我保護的一種扭曲渴望
[00:07:55.880 --> 00:08:00.080]  我們嘗試了解為何
[00:08:00.080 --> 00:08:01.880]  就是我們的控制
[00:08:01.880 --> 00:08:04.640]  而不是相信上帝
[00:08:04.640 --> 00:08:06.200]  因為我們沒有法控制
[00:08:06.200 --> 00:08:10.240]  而是靠相信上帝
[00:08:10.240 --> 00:08:12.280]  我們希望知道為何
[00:08:12.280 --> 00:08:14.880]  讓我們得到控制帶來的安全感
[00:08:14.880 --> 00:08:19.880]  你要記得人類的原罪來自夏娃
[00:08:19.880 --> 00:08:22.400]  因為他們要吃一個甚麼樹
[00:08:22.400 --> 00:08:25.760]  分辨善惡樹
[00:08:25.760 --> 00:08:29.760]  他要知道為何的渴望
[00:08:29.760 --> 00:08:32.840]  所以帶來死亡的那棵樹是
[00:08:32.840 --> 00:08:34.400]  The Tree of Knowledge
[00:08:34.400 --> 00:08:37.320]  我們英文叫知識的樹
[00:08:37.320 --> 00:08:40.080]  當亞當和夏娃吃了之後
[00:08:40.080 --> 00:08:43.360]  他們想選擇將自己的未來
[00:08:43.360 --> 00:08:47.640]  抵押在他們自己可以控制的事情上
[00:08:47.640 --> 00:08:51.840]  而不是相信上帝的善良
[00:08:51.840 --> 00:08:54.920]  每當我們像亞當和夏娃那樣
[00:08:54.920 --> 00:08:58.840]  將我們的願望集中在這個世界上
[00:08:58.840 --> 00:09:00.760]  一個物體或者一個人
[00:09:00.760 --> 00:09:03.400]  一個結果上的時候
[00:09:03.400 --> 00:09:06.880]  他就會變成上帝的代替品
[00:09:06.880 --> 00:09:10.280]  所以上帝很少回答為甚麼
[00:09:10.280 --> 00:09:13.160]  因為他不想用一些廉價的代替品
[00:09:13.160 --> 00:09:16.960]  來代替我們對他的絕對信心
[00:09:16.960 --> 00:09:18.720]  那種良善的信心
[00:09:18.720 --> 00:09:20.520]  因為這些代替品
[00:09:20.520 --> 00:09:24.240]  最後會摧毀我們
[00:09:24.240 --> 00:09:26.160]  幾個世紀以來
[00:09:26.160 --> 00:09:28.320]  人類一直努力解決
[00:09:28.320 --> 00:09:30.720]  為甚麼我們受苦的問題
[00:09:30.720 --> 00:09:33.000]  但我們從未想過要問
[00:09:33.000 --> 00:09:35.680]  為甚麼我們一直在問上帝
[00:09:35.680 --> 00:09:38.440]  一個他不回答的問題
[00:09:38.440 --> 00:09:44.000]  神聽了約伯內心的呼求三十章聖經
[00:09:44.000 --> 00:09:47.240]  然後神在順風中向約伯顯然
[00:09:47.240 --> 00:09:52.200]  卻從來沒有解釋為甚麼這些會發生
[00:09:52.200 --> 00:09:54.480]  OK 取而代之的
[00:09:54.480 --> 00:09:57.080]  上帝一直跟約伯講到
[00:09:57.080 --> 00:10:00.360]  關於他自己上帝是誰
[00:10:00.360 --> 00:10:02.400]  他做了甚麼事
[00:10:02.400 --> 00:10:04.760]  所以上帝的策略是怎樣
[00:10:04.760 --> 00:10:07.640]  對約伯的策略是怎樣
[00:10:07.640 --> 00:10:13.400]  相信你天上的爸爸是一位好的爸爸
[00:10:13.400 --> 00:10:16.920]  相信你天上的爸爸是一位好的爸爸
[00:10:16.920 --> 00:10:19.720]  所以上帝不會用廉價品來代替
[00:10:19.720 --> 00:10:23.280]  他不會讓我們那種轉身回來咬我們的東西
[00:10:23.280 --> 00:10:26.240]  因為解決苦難問題的答案
[00:10:26.240 --> 00:10:28.720]  不是去知道為甚麼
[00:10:28.720 --> 00:10:32.400]  從而感覺到能夠在你的掌控之中
[00:10:32.400 --> 00:10:34.640]  而是要相信上帝
[00:10:34.640 --> 00:10:36.520]  你不需要知道為甚麼
[00:10:36.520 --> 00:10:38.480]  所以那些經歷過苦難的人
[00:10:38.480 --> 00:10:41.560]  我相信你們很多人都經歷過苦難
[00:10:41.560 --> 00:10:45.080]  總是更加了解和信任上帝
[00:10:45.080 --> 00:10:49.920]  雖然我們很少能夠對為甚麼找到答案
[00:10:49.920 --> 00:10:51.800]  但我們更加相信上帝
[00:10:51.800 --> 00:10:54.880]  更加了解上帝
[00:10:54.880 --> 00:10:59.680]  是甚麼原因導致你遇到的困境不重要
[00:10:59.680 --> 00:11:02.800]  因為無論他來自哪裡
[00:11:02.800 --> 00:11:05.400]  我們的神能夠利用他
[00:11:05.400 --> 00:11:07.680]  為你的好處
[00:11:07.680 --> 00:11:11.000]  你們經常都讀《聖經萬事互相效力》
[00:11:11.000 --> 00:11:13.400]  叫愛神的人得益處
[00:11:13.400 --> 00:11:15.040]  你相信嗎
[00:11:15.040 --> 00:11:18.840]  我不需要知道他為甚麼發生
[00:11:18.840 --> 00:11:22.760]  我只需要知道上帝是為了我
[00:11:22.760 --> 00:11:24.840]  上帝是為了你好
[00:11:24.840 --> 00:11:29.800]  他會接受我們生命中任何的事情
[00:11:29.800 --> 00:11:33.040]  而在其中創造出美麗出來
[00:11:33.040 --> 00:11:37.520]  不理這個逆境是因為別人對我們不好
[00:11:37.520 --> 00:11:39.840]  或者是我們自己做錯
[00:11:39.840 --> 00:11:43.840]  或者是因為生活在墮落世界的結果
[00:11:43.840 --> 00:11:47.360]  不論是甚麼原因都沒有關係
[00:11:47.360 --> 00:11:50.200]  因為我們的神是一個救贖主
[00:11:50.200 --> 00:11:54.440]  今天很多時候我們將救贖的定義太縮窄
[00:11:54.440 --> 00:11:56.320]  以為只是將來上天堂
[00:11:56.320 --> 00:11:57.360]  不是
[00:11:57.360 --> 00:11:58.680]  每一件事
[00:11:58.680 --> 00:12:01.040]  你們記得在天堂沒有失敗
[00:12:01.040 --> 00:12:02.440]  你們同不同意嗎
[00:12:02.440 --> 00:12:04.960]  所以你在地上的每一個失敗
[00:12:04.960 --> 00:12:08.680]  未到天堂之前上帝已經救贖了
[00:12:08.680 --> 00:12:11.720]  將它變為好的東西
[00:12:11.720 --> 00:12:14.240]  不論是你的失敗還是別人的失敗
[00:12:14.240 --> 00:12:18.640]  甚至耶穌不容許他的門徒討論雜利的問題
[00:12:18.640 --> 00:12:24.000]  因為這不是推動我們生活向前進的方法
[00:12:24.000 --> 00:12:25.400]  如果我們經常想
[00:12:25.400 --> 00:12:26.680]  哪個怪責哪個
[00:12:26.680 --> 00:12:29.560]  你只會停留在昨日裏面
[00:12:29.560 --> 00:12:31.520]  你不會向前走
[00:12:31.520 --> 00:12:34.360]  我有時跟一些已經四十多歲的男人
[00:12:34.360 --> 00:12:36.200]  很成熟的男人聊天
[00:12:36.200 --> 00:12:39.960]  他們仍然不夠怪責他現在自己四十多歲
[00:12:39.960 --> 00:12:41.760]  面臨生活的困境
[00:12:41.760 --> 00:12:42.920]  面臨的痛苦
[00:12:42.920 --> 00:12:46.960]  是因為四十年前他父母做錯了的事
[00:12:46.960 --> 00:12:55.680]  你還要活到什麼時候才能夠停止怪責你父母
[00:12:55.680 --> 00:12:57.960]  所以今天我們需要
[00:12:57.960 --> 00:13:00.400]  不是活在一個怪責裏面
[00:13:00.400 --> 00:13:01.640]  好像這些門徒經常說
[00:13:01.640 --> 00:13:04.280]  我們要怪誰怪誰
[00:13:04.280 --> 00:13:09.560]  甚至我希望你不要將你的責任
[00:13:09.560 --> 00:13:14.480]  從你父母轉移到你老闆身上
[00:13:14.480 --> 00:13:17.280]  不要怪責我
[00:13:17.280 --> 00:13:19.120]  我是他老闆
[00:13:19.120 --> 00:13:21.120]  所以不要怪責
[00:13:21.120 --> 00:13:22.880]  轉移到
[00:13:22.880 --> 00:13:26.560]  甚至我們有些人怪責完
[00:13:26.560 --> 00:13:30.160]  最後你會怪責誰
[00:13:30.160 --> 00:13:32.600]  你會怪責上帝
[00:13:32.600 --> 00:13:35.080]  你會怪責上帝
[00:13:35.080 --> 00:13:37.720]  所以我不單止要你停止怪責
[00:13:37.720 --> 00:13:43.120]  而且在這裏我們要從中間找到有什麼機會
[00:13:43.120 --> 00:13:46.120]  有什麼機會在當中
[00:13:46.120 --> 00:13:48.640]  這個和你現在是什麼樣子無關的
[00:13:48.640 --> 00:13:50.680]  你現在面對什麼無關的
[00:13:50.680 --> 00:13:52.720]  這是你思想裏面
[00:13:52.720 --> 00:13:56.760]  如何能夠相信上帝是一個善良的上帝
[00:13:56.760 --> 00:13:58.440]  所以這些事情發生
[00:13:58.440 --> 00:14:01.880]  一定帶來一些美好的機會裏面
[00:14:01.880 --> 00:14:03.960]  所以耶穌說只要在白日
[00:14:03.960 --> 00:14:06.920]  我們就作那差我來者的功
[00:14:06.920 --> 00:14:09.520]  所以上帝的工作
[00:14:09.520 --> 00:14:12.640]  是通過我們會怪責的事情
[00:14:12.640 --> 00:14:17.880]  來創造一些非凡的東西出來
[00:14:17.880 --> 00:14:20.120]  很特別的
[00:14:20.120 --> 00:14:24.760]  所以上帝的工作是走進你和我生命的黑暗裏面
[00:14:24.760 --> 00:14:28.320]  給我們的痛苦帶來光明
[00:14:28.320 --> 00:14:30.920]  在這裏耶穌說世界的光明
[00:14:30.920 --> 00:14:33.720]  給我們的絕望帶來意志
[00:14:33.720 --> 00:14:36.440]  給我們的生存帶來希望
[00:14:36.440 --> 00:14:38.200]  給我們帶來生命
[00:14:38.200 --> 00:14:40.000]  只要是白晝
[00:14:40.000 --> 00:14:43.960]  我們就能夠作那差我來者的功
[00:14:43.960 --> 00:14:47.560]  所以在這裏最好
[00:14:47.560 --> 00:14:49.080]  我們使用的方法之一
[00:14:49.080 --> 00:14:51.040]  就是將我們的注意力
[00:14:51.040 --> 00:14:53.280]  從我們失去的東西
[00:14:53.280 --> 00:14:55.520]  我們失去的暫時的東西
[00:14:55.520 --> 00:14:57.840]  重新招聚到
[00:14:57.840 --> 00:15:00.800]  你已經得到在這個困境裏面
[00:15:00.800 --> 00:15:05.280]  與耶穌相教相語的那種親民
[00:15:05.280 --> 00:15:07.520]  是不是通常你遇到困難的時候
[00:15:07.520 --> 00:15:10.600]  是你最好的祈禱
[00:15:10.600 --> 00:15:11.480]  是不是
[00:15:11.480 --> 00:15:13.280]  就算你不是靈恩派
[00:15:13.280 --> 00:15:14.280]  你遇到困難的時候
[00:15:14.280 --> 00:15:18.800]  你祈禱好像祈禱靈恩派一樣熱情
[00:15:18.800 --> 00:15:19.920]  是不是
[00:15:19.920 --> 00:15:21.080]  多美麗
[00:15:21.080 --> 00:15:23.480]  在那個時候能夠與神相遇
[00:15:23.480 --> 00:15:26.640]  我記得我有一位朋友
[00:15:26.640 --> 00:15:29.800]  他在辦公室的權力鬥爭中
[00:15:29.800 --> 00:15:33.880]  失去了他一份深愛十幾年的工作
[00:15:33.880 --> 00:15:37.120]  對他來說是一個毀滅性的打擊
