
[00:00:00.000 --> 00:00:02.000]  人物系列
[00:00:02.000 --> 00:00:07.000]  我不知道大家在聖經裡面看過多少人物
[00:00:07.000 --> 00:00:10.000]  不過在我們今天的影片裡面
[00:00:10.000 --> 00:00:12.000]  我們會看阿伯拉罕
[00:00:12.000 --> 00:00:16.000]  接下來一年裡面我們都會有一個系列去講人物
[00:00:16.000 --> 00:00:19.000]  當我們去看人物的時候
[00:00:19.000 --> 00:00:22.000]  我們就要有一些準備
[00:00:22.000 --> 00:00:25.000]  我們現在都會看powerpoint
[00:00:25.000 --> 00:00:28.000]  聖經可能都是手機
[00:00:28.000 --> 00:00:32.000]  不過今天我會看和修本
[00:00:32.000 --> 00:00:35.000]  和修本就是和合本的修訂本
[00:00:35.000 --> 00:00:37.000]  如果你正在用和合本不要緊
[00:00:37.000 --> 00:00:39.000]  我們可以對照對比
[00:00:39.000 --> 00:00:41.000]  譬如好像第九節
[00:00:41.000 --> 00:00:44.000]  剛才說尼格夫就是藍地
[00:00:44.000 --> 00:00:46.000]  在和合本裡面是用藍地
[00:00:46.000 --> 00:00:49.000]  是一個乾旱曠野的地方
[00:00:49.000 --> 00:00:53.000]  當我們去揭的時候
[00:00:53.000 --> 00:00:57.000]  我只是選了一些經文
[00:00:57.000 --> 00:01:00.000]  因為打powerpoint都需要一點時間
[00:01:00.000 --> 00:01:03.000]  所以我鼓勵大家
[00:01:03.000 --> 00:01:08.000]  大家最好找本聖經
[00:01:08.000 --> 00:01:10.000]  帶你本聖經
[00:01:10.000 --> 00:01:14.000]  如果你開手機就不要讓它出聲
[00:01:14.000 --> 00:01:16.000]  不要讓它出聲
[00:01:16.000 --> 00:01:20.000]  或者ipad都好
[00:01:20.000 --> 00:01:23.000]  當我們打開手機的時候
[00:01:23.000 --> 00:01:25.000]  是在看聖經不是做其他事
[00:01:25.000 --> 00:01:29.000]  我們專注在我們的神去敬拜
[00:01:29.000 --> 00:01:31.000]  當我們在生活裡面
[00:01:31.000 --> 00:01:34.000]  我們都有不同的學習和需要
[00:01:34.000 --> 00:01:38.000]  所以結序表有個大綱
[00:01:38.000 --> 00:01:43.000]  我今天選了七段和大家分享
[00:01:43.000 --> 00:01:48.000]  如果我們看創世紀第十二章開始
[00:01:48.000 --> 00:01:51.000]  嚴格來說可能是在第十一章尾的三十一節
[00:01:51.000 --> 00:01:56.000]  我們就知道阿伯拉罕的父親
[00:01:56.000 --> 00:01:57.000]  阿伯拉罕是改了名字
[00:01:57.000 --> 00:01:59.000]  阿伯蘭和阿伯拉罕都是一個人
[00:01:59.000 --> 00:02:02.000]  然後去到第十七章的時候
[00:02:02.000 --> 00:02:05.000]  神才給一個名字給阿伯蘭
[00:02:05.000 --> 00:02:06.000]  叫阿伯拉罕
[00:02:06.000 --> 00:02:09.000]  所以在十一章的三十一節
[00:02:09.000 --> 00:02:11.000]  阿伯蘭的父親塔拉
[00:02:11.000 --> 00:02:15.000]  其實已經帶著阿伯蘭和他的孫子
[00:02:15.000 --> 00:02:18.000]  哈蘭的兒子羅德和他們的媳婦
[00:02:18.000 --> 00:02:22.000]  一起從迦勒底的嬰兒
[00:02:22.000 --> 00:02:24.000]  要往迦南地去
[00:02:24.000 --> 00:02:26.000]  但是在哈蘭就停一停
[00:02:26.000 --> 00:02:28.000]  就住在那裡
[00:02:28.000 --> 00:02:32.000]  阿伯蘭的父親塔拉
[00:02:32.000 --> 00:02:34.000]  就活了二百零年
[00:02:34.000 --> 00:02:37.000]  就死了在哈蘭
[00:02:37.000 --> 00:02:39.000]  我們準備了
[00:02:39.000 --> 00:02:43.000]  十二章的一節
[00:02:43.000 --> 00:02:49.000]  阿伯蘭就在這裡開始他的事蹟
[00:02:49.000 --> 00:02:52.000]  直到二十五章
[00:02:52.000 --> 00:02:55.000]  所以在十四章的聖經裡面
[00:02:55.000 --> 00:02:57.000]  就去記載記述
[00:02:57.000 --> 00:02:59.000]  阿伯蘭與神同行
[00:02:59.000 --> 00:03:03.000]  他憑信與神看在一起他一生的經歷
[00:03:03.000 --> 00:03:06.000]  是一個很豐富的經歷
[00:03:06.000 --> 00:03:08.000]  一會兒看到我們知道有多少歲
[00:03:08.000 --> 00:03:10.000]  就知道有多豐富
[00:03:10.000 --> 00:03:12.000]  其實在我們的生命裡面
[00:03:12.000 --> 00:03:14.000]  我們每一年
[00:03:14.000 --> 00:03:17.000]  我們在生活裡面切實去活的時候
[00:03:17.000 --> 00:03:19.000]  無論你幾多歲
[00:03:19.000 --> 00:03:22.000]  七十歲 五十歲都可以很豐富
[00:03:22.000 --> 00:03:24.000]  今天就讀了七段
[00:03:24.000 --> 00:03:26.000]  去體會什麼是信心
[00:03:26.000 --> 00:03:31.000]  又或者被稱為信心之父的阿伯拉罕
[00:03:31.000 --> 00:03:37.000]  他怎樣實踐和體會他與神的關係裡面那份信心
[00:03:37.000 --> 00:03:39.000]  有一位詩人 許牧者
[00:03:39.000 --> 00:03:44.000]  甘迺迪史達德 Jeffrey Dutert
[00:03:44.000 --> 00:03:49.000]  他說信心不是盲目的相信
[00:03:49.000 --> 00:03:51.000]  不是盲目的相信
[00:03:51.000 --> 00:03:57.000]  信是不論代價的信服
[00:03:57.000 --> 00:04:01.000]  對我們現代人來說是一個很大的挑戰
[00:04:01.000 --> 00:04:03.000]  對我們現代人來說
[00:04:03.000 --> 00:04:05.000]  因為我們有知識
[00:04:05.000 --> 00:04:07.000]  在一個理性的時代
[00:04:07.000 --> 00:04:09.000]  我們有很多不同的資訊
[00:04:09.000 --> 00:04:11.000]  我們有很多東西可以掌握
[00:04:11.000 --> 00:04:13.000]  甚至有些時候在我們的生活裡面
[00:04:13.000 --> 00:04:17.000]  我們不知道什麼時候將神放在一邊
[00:04:17.000 --> 00:04:20.000]  但是信心是去超越這些理性
[00:04:20.000 --> 00:04:22.000]  超越知識
[00:04:22.000 --> 00:04:24.000]  超越人的計算
[00:04:24.000 --> 00:04:30.000]  去與神建立一個緊密 親密的關係
[00:04:30.000 --> 00:04:34.000]  在第一段 恩爵信
[00:04:34.000 --> 00:04:37.000]  阿伯拉罕就帶著應許
[00:04:37.000 --> 00:04:39.000]  照著神給他的吩咐
[00:04:39.000 --> 00:04:42.000]  離開他自己的地方
[00:04:42.000 --> 00:04:45.000]  離開迦勒底吾爾 離開哈蘭
[00:04:45.000 --> 00:04:47.000]  他要上路
[00:04:47.000 --> 00:04:49.000]  當他要離開的時候
[00:04:49.000 --> 00:04:51.000]  在這一段經文裡面
[00:04:51.000 --> 00:04:53.000]  神給他一個應許
[00:04:53.000 --> 00:04:55.000]  這個應許是什麼呢?
[00:04:55.000 --> 00:04:56.000]  在第二節
[00:04:56.000 --> 00:04:58.000]  我必使你成為大國
[00:04:58.000 --> 00:05:00.000]  我必賜福給你
[00:05:00.000 --> 00:05:03.000]  使你的名為大
[00:05:03.000 --> 00:05:07.000]  你要使別人得福
[00:05:07.000 --> 00:05:10.000]  我要使你成為大國
[00:05:10.000 --> 00:05:11.000]  大國
[00:05:11.000 --> 00:05:12.000]  今天這個世界
[00:05:12.000 --> 00:05:14.000]  我們會想美國
[00:05:14.000 --> 00:05:19.000]  又或者我們強國
[00:05:19.000 --> 00:05:21.000]  中國
[00:05:21.000 --> 00:05:24.000]  但是在聖經裡面的大國
[00:05:24.000 --> 00:05:25.000]  不單止此
[00:05:25.000 --> 00:05:29.000]  神賜福給阿伯蘭
[00:05:29.000 --> 00:05:30.000]  賜福給他
[00:05:30.000 --> 00:05:31.000]  第三節
[00:05:31.000 --> 00:05:33.000]  繼續說 祂為你祝福
[00:05:33.000 --> 00:05:34.000]  祂就你的祝福
[00:05:34.000 --> 00:05:35.000]  我會就祂
[00:05:35.000 --> 00:05:37.000]  地上萬族都要你
[00:05:37.000 --> 00:05:40.000]  都要因你得福
[00:05:40.000 --> 00:05:43.000]  地上萬族 因你得福
[00:05:43.000 --> 00:05:47.000]  阿伯拉罕和父親塔拉在一起的時候
[00:05:47.000 --> 00:05:48.000]  從迦勒底吾爾出來
[00:05:48.000 --> 00:05:49.000]  去到哈蘭
[00:05:49.000 --> 00:05:51.000]  他要去接觸
[00:05:51.000 --> 00:05:54.000]  要去神給他應許之地
[00:05:54.000 --> 00:05:56.000]  去到迦蘭
[00:05:56.000 --> 00:05:57.000]  他帶著這個祝福
[00:05:57.000 --> 00:05:58.000]  帶著這個應許
[00:05:58.000 --> 00:05:59.000]  就去了
[00:05:59.000 --> 00:06:00.000]  他沒有質疑
[00:06:00.000 --> 00:06:04.000]  按著神的吩咐指示就走了
[00:06:04.000 --> 00:06:07.000]  為要叫別人得福
[00:06:07.000 --> 00:06:08.000]  首先
[00:06:08.000 --> 00:06:09.000]  他得著
[00:06:09.000 --> 00:06:12.000]  神給他賜福
[00:06:12.000 --> 00:06:14.000]  跟著這個路程
[00:06:14.000 --> 00:06:16.000]  在第五節 很特別
[00:06:16.000 --> 00:06:18.000]  第五節
[00:06:18.000 --> 00:06:20.000]  阿伯蘭帶著妻子撒萊
[00:06:20.000 --> 00:06:23.000]  撒萊後來和阿伯拉罕一樣
[00:06:23.000 --> 00:06:25.000]  改了名叫撒拉
[00:06:25.000 --> 00:06:26.000]  撒爾 羅德
[00:06:26.000 --> 00:06:29.000]  和在哈蘭接觸的財物一起去了
[00:06:29.000 --> 00:06:30.000]  獲得的人口
[00:06:30.000 --> 00:06:32.000]  跟著他的一些族人
[00:06:32.000 --> 00:06:34.000]  就去迦蘭地
[00:06:34.000 --> 00:06:36.000]  就來到迦蘭地
[00:06:36.000 --> 00:06:37.000]  在第五節
[00:06:37.000 --> 00:06:38.000]  是不是很特別
[00:06:38.000 --> 00:06:40.000]  好像很近似的
[00:06:40.000 --> 00:06:41.000]  在哈蘭
[00:06:41.000 --> 00:06:42.000]  接觸的財物
[00:06:42.000 --> 00:06:43.000]  就獲得的人口
[00:06:43.000 --> 00:06:45.000]  往迦蘭地
[00:06:45.000 --> 00:06:46.000]  沒有說他有多惆悵
[00:06:46.000 --> 00:06:50.000]  沒有說他面對前路有多不可知
[00:06:50.000 --> 00:06:52.000]  有多少的焦慮
[00:06:52.000 --> 00:06:54.000]  經過不同的地方
[00:06:54.000 --> 00:06:56.000]  一節的經文
[00:06:56.000 --> 00:06:57.000]  沒有說個人的感受
[00:06:57.000 --> 00:06:59.000]  其實都蠻遠的
[00:06:59.000 --> 00:07:00.000]  看地圖
[00:07:00.000 --> 00:07:04.000]  在加勒底的梧椅
[00:07:04.000 --> 00:07:06.000]  就走走走
[00:07:06.000 --> 00:07:08.000]  上然後哈蘭
[00:07:08.000 --> 00:07:09.000]  哈蘭停了一陣
[00:07:09.000 --> 00:07:10.000]  就下來迦蘭地
[00:07:10.000 --> 00:07:14.000]  後來又去到一個士堅
[00:07:14.000 --> 00:07:15.000]  伯特利
[00:07:15.000 --> 00:07:18.000]  還有經過的一些地方
