
[00:00:00.000 --> 00:00:02.000]  我和師母有時回到新加坡
[00:00:02.000 --> 00:00:05.000]  我們喜歡去一個地方
[00:00:05.000 --> 00:00:08.000]  就是去書局買書
[00:00:08.000 --> 00:00:12.000]  所以我們在11月10日
[00:00:12.000 --> 00:00:14.000]  那時候回到新加坡
[00:00:14.000 --> 00:00:16.000]  我們都會買些書
[00:00:16.000 --> 00:00:20.000]  所以師母就叫我自己選一本書
[00:00:20.000 --> 00:00:25.000]  我就選了一本叫《最大的禮物》
[00:00:25.000 --> 00:00:27.000]  《最大的禮物》
[00:00:28.000 --> 00:00:31.000]  是林秀大師盧雲所寫的
[00:00:31.000 --> 00:00:33.000]  Henry Nguyen
[00:00:33.000 --> 00:00:35.000]  林秀大師盧雲所寫的
[00:00:35.000 --> 00:00:38.000]  所以《最大的禮物》
[00:00:38.000 --> 00:00:41.000]  你聽這樣應該很好
[00:00:41.000 --> 00:00:45.000]  好像我們剛過去聖誕節的時候
[00:00:45.000 --> 00:00:52.000]  我們每一個人都應該有收到一些禮物
[00:00:52.000 --> 00:00:54.000]  應該我們都很高興
[00:00:54.000 --> 00:00:57.000]  所以《最大的禮物》應該是很好的
[00:00:58.000 --> 00:00:59.000]  我叫師母買的時候
[00:00:59.000 --> 00:01:01.000]  師母就跟我說
[00:01:01.000 --> 00:01:04.000]  如果是我我就不會選這本書
[00:01:04.000 --> 00:01:06.000]  我說為什麼呢
[00:01:06.000 --> 00:01:08.000]  因為這本書是她說
[00:01:08.000 --> 00:01:12.000]  如何面對生和死的問題
[00:01:12.000 --> 00:01:15.000]  生和死的問題
[00:01:15.000 --> 00:01:18.000]  這是盧雲在60歲的時候
[00:01:18.000 --> 00:01:20.000]  所寫的這本書
[00:01:20.000 --> 00:01:22.000]  但是我和她不同
[00:01:22.000 --> 00:01:26.000]  她說這本書很負面
[00:01:27.000 --> 00:01:29.000]  我不喜歡樂觀的東西
[00:01:29.000 --> 00:01:31.000]  我說不是不樂觀
[00:01:31.000 --> 00:01:34.000]  我喜歡看這些書
[00:01:34.000 --> 00:01:36.000]  我喜歡看三麗學的書
[00:01:36.000 --> 00:01:41.000]  因為我覺得可以幫我面對一些事
[00:01:41.000 --> 00:01:43.000]  尤其是寫的事
[00:01:43.000 --> 00:01:47.000]  我們寫文章都不是很喜歡聊
[00:01:47.000 --> 00:01:51.000]  尤其是我們華人都不喜歡聊
[00:01:51.000 --> 00:01:53.000]  寫這件事
[00:01:54.000 --> 00:01:59.000]  但是我們不能說不聊就不會存在
[00:01:59.000 --> 00:02:01.000]  我們都要面對的
[00:02:01.000 --> 00:02:03.000]  我們都要面對
[00:02:03.000 --> 00:02:07.000]  不是我們很喜歡面對困境或困難的事
[00:02:07.000 --> 00:02:09.000]  所以我說不是
[00:02:09.000 --> 00:02:12.000]  我會看看這個靈修大師怎麼說
[00:02:12.000 --> 00:02:17.000]  我們可以面對死和生的問題
[00:02:18.000 --> 00:02:28.000]  今天我和你們聊的題目或訊息有些關係
[00:02:28.000 --> 00:02:32.000]  在羅馬書第五章的時候
[00:02:32.000 --> 00:02:36.000]  第五章的時候
[00:02:36.000 --> 00:02:42.000]  我們知道羅馬書是我們基督徒
[00:02:42.000 --> 00:02:47.000]  我們每一個人一定要必讀的書卷
[00:02:48.000 --> 00:02:51.000]  當然聖經上有66卷書都要讀
[00:02:51.000 --> 00:02:55.000]  但是我們要查好羅馬書一定要讀
[00:02:55.000 --> 00:03:02.000]  因為它對我們信仰和神學有很大的關係
[00:03:02.000 --> 00:03:06.000]  尤其是說到「恩順親義」
[00:03:06.000 --> 00:03:09.000]  我們因為信耶穌基督而稱為義人
[00:03:09.000 --> 00:03:13.000]  所以第五章說到「恩順親義」
[00:03:14.000 --> 00:03:19.000]  他就說了我們怎樣在親義之後
[00:03:19.000 --> 00:03:23.000]  你不會一路順風
[00:03:23.000 --> 00:03:26.000]  我們信了耶穌基督
[00:03:26.000 --> 00:03:30.000]  我們都會面對一些困境
[00:03:30.000 --> 00:03:36.000]  可能比其他沒有順風的困境更加多
[00:03:37.000 --> 00:03:44.000]  所以患病或者死亡我們都會面對
[00:03:44.000 --> 00:03:47.000]  所以他在一節誦誦節的時候
[00:03:47.000 --> 00:03:51.000]  請大家讀一讀
[00:03:51.000 --> 00:03:53.000]  一節誦誦節
[00:03:53.000 --> 00:03:56.000]  這是我用另外一個版本直譯
[00:03:56.000 --> 00:03:59.000]  請大家讀一讀
[00:04:07.000 --> 00:04:31.000]  每一次梁牧師和我出去請假
[00:04:31.000 --> 00:04:34.000]  我們都不會一起請假
[00:04:35.000 --> 00:04:39.000]  我和他說請假你幫我看一看
[00:04:39.000 --> 00:04:42.000]  你請假我可以幫你看一看
[00:04:42.000 --> 00:04:45.000]  所以這次我剛去雪梨
[00:04:45.000 --> 00:04:47.000]  我兒子在雪梨
[00:04:47.000 --> 00:04:56.000]  所以我和兒子一起去聖誕節和新年
[00:04:56.000 --> 00:04:58.000]  我去到雪梨的時候
[00:04:58.000 --> 00:05:01.000]  我收到梁牧師給我的訊息
[00:05:02.000 --> 00:05:09.000]  他告訴我我哥哥突然來了
[00:05:09.000 --> 00:05:14.000]  你可不可以幫我星期天和主持聖餐
[00:05:14.000 --> 00:05:16.000]  我都很驚訝
[00:05:16.000 --> 00:05:18.000]  因為他很震驚
[00:05:18.000 --> 00:05:21.000]  我都很震驚突然有這樣的事
[00:05:21.000 --> 00:05:24.000]  所以我跟他說沒問題
[00:05:24.000 --> 00:05:27.000]  我星期五回來
[00:05:27.000 --> 00:05:29.000]  沒問題我和你聖餐
[00:05:30.000 --> 00:05:33.000]  你放心回去香港
[00:05:33.000 --> 00:05:35.000]  我會好好處理你的事
[00:05:35.000 --> 00:05:45.000]  所以有些事情我們都不知道會怎樣
[00:05:45.000 --> 00:05:47.000]  突然發生
[00:05:47.000 --> 00:05:51.000]  去年我去中國
[00:05:51.000 --> 00:05:53.000]  都是同樣的
[00:05:53.000 --> 00:05:55.000]  我在中國陪飯
[00:05:55.000 --> 00:05:57.000]  我一下飛機就收到一個訊息
[00:05:58.000 --> 00:06:02.000]  每個丈夫都睡不著
[00:06:02.000 --> 00:06:06.000]  我心想怎樣
[00:06:06.000 --> 00:06:08.000]  我剛到中國
[00:06:08.000 --> 00:06:10.000]  我怎樣回來拍攝
[00:06:10.000 --> 00:06:15.000]  我和梁牧師幫忙探訪
[00:06:15.000 --> 00:06:18.000]  有需要處理的幫我處理
[00:06:18.000 --> 00:06:20.000]  不是等我處理喪事
[00:06:20.000 --> 00:06:22.000]  他幫我處理
[00:06:22.000 --> 00:06:24.000]  等我回來處理喪事
[00:06:24.000 --> 00:06:27.000]  所以有很多事情我們都不知道
[00:06:28.000 --> 00:06:29.000]  我們可以控制
[00:06:29.000 --> 00:06:31.000]  我們不太能控制
[00:06:31.000 --> 00:06:35.000]  坦白說
[00:06:35.000 --> 00:06:40.000]  我和林華大兄姊妹說
[00:06:40.000 --> 00:06:42.000]  每一天是新的一天
[00:06:42.000 --> 00:06:47.000]  但每一天都可能是我們最後一天
[00:06:47.000 --> 00:06:49.000]  可能你不喜歡聽
[00:06:49.000 --> 00:06:53.000]  但這是我們需要面對的
[00:06:54.000 --> 00:07:01.000]  所以保羅在第一和第二節就跟我說
[00:07:01.000 --> 00:07:03.000]  我們信了耶穌
