
[00:00:00.000 --> 00:00:04.800]  我們今天一起思想一段內容很豐富的經文
[00:00:04.800 --> 00:00:06.800]  就是剛才我們所讀的那段聖經
[00:00:06.800 --> 00:00:09.300]  我希望我們每一個弟兄姊妹都打開
[00:00:09.300 --> 00:00:12.000]  《肥臘比書》的第三章和第四章
[00:00:12.000 --> 00:00:14.100]  如果你是用唐用聖經的話
[00:00:14.100 --> 00:00:17.800]  你可以打開唐用聖經的第1766頁
[00:00:17.800 --> 00:00:19.100]  1766頁
[00:00:19.100 --> 00:00:22.100]  我們一起看第三章的三節聖經
[00:00:22.100 --> 00:00:23.700]  十七至十九
[00:00:23.700 --> 00:00:25.700]  然後我們看《肥臘比書》的第四章
[00:00:25.700 --> 00:00:27.800]  第一至第九節
[00:00:27.800 --> 00:00:30.600]  剛才我們說這段聖經很豐富的內容
[00:00:30.600 --> 00:00:33.000]  不可能在十多分鐘可以說完
[00:00:33.000 --> 00:00:35.600]  我盡量將裡面一些很重要的
[00:00:35.600 --> 00:00:38.000]  我認為是和大家可以分享的
[00:00:38.000 --> 00:00:40.400]  是真理和大家一起來思想
[00:00:40.400 --> 00:00:43.000]  究竟這段聖經想說些什麼呢?
[00:00:43.000 --> 00:00:44.400]  如果你知道
[00:00:44.400 --> 00:00:46.600]  保羅在《肥臘比書》說下去
[00:00:46.600 --> 00:00:48.500]  剛剛這段聖經之前
[00:00:48.500 --> 00:00:50.800]  他說了一段很多人都很熟悉的
[00:00:50.800 --> 00:00:52.800]  就說我們要向著彪竿直跑
[00:00:52.800 --> 00:00:53.300]  是不是?
[00:00:53.300 --> 00:00:56.200]  要得到神從上頭而來給我們的獎賞
[00:00:56.200 --> 00:00:57.800]  這是屬靈的獎賞
[00:00:57.800 --> 00:01:00.800]  於是向著彪竿的時候
[00:01:00.800 --> 00:01:04.100]  那個真正的表現應該是怎麼樣呢?
[00:01:04.100 --> 00:01:06.100]  就是跟著剛才我們所讀的那段聖經
[00:01:06.100 --> 00:01:09.100]  十七節一直到第四章所說的
[00:01:09.100 --> 00:01:12.500]  當中當然不是特別有邏輯性
[00:01:12.500 --> 00:01:15.700]  來討論一個什麼的課題
[00:01:15.700 --> 00:01:17.600]  但是就表現了
[00:01:17.600 --> 00:01:20.300]  在保羅在神的心目中
[00:01:20.300 --> 00:01:23.500]  我稱它為一個健康的基督徒的生活
[00:01:23.500 --> 00:01:24.100]  是不是?
[00:01:24.100 --> 00:01:26.000]  一個健康的基督徒的生活
[00:01:26.000 --> 00:01:29.200]  究竟有什麼指標是怎麼樣的一回事
[00:01:29.200 --> 00:01:31.500]  大家都知道健康
[00:01:31.500 --> 00:01:33.900]  這裡我們指的不只是肉身的健康
[00:01:33.900 --> 00:01:36.700]  這裡指的是屬靈上的健康
[00:01:36.700 --> 00:01:39.900]  究竟一個屬靈上健康的基督徒是怎麼樣的呢?
[00:01:39.900 --> 00:01:41.900]  我首先想跟大家來看看
[00:01:41.900 --> 00:01:44.500]  這裡用什麼字眼來描述
[00:01:44.500 --> 00:01:46.000]  或者我們可以用一個這樣的角度
[00:01:46.000 --> 00:01:49.500]  就是說一個健康的基督徒
[00:01:49.500 --> 00:01:52.000]  的屬靈指標應該是怎麼樣的
[00:01:52.000 --> 00:01:52.800]  我在這裡
[00:01:52.800 --> 00:01:54.000]  剛才我們所讀的聖經
[00:01:54.000 --> 00:01:57.000]  我看到有四方面和大家一起看一看和分享
[00:01:57.000 --> 00:02:00.000]  我們先從第四章第七節開始看
[00:02:00.000 --> 00:02:01.200]  看回第六節第五節
[00:02:01.200 --> 00:02:02.400]  再看回頭
[00:02:02.400 --> 00:02:06.200]  第七節那裡用了一個描述就是平安
[00:02:06.200 --> 00:02:10.200]  一個在屬靈上健康的基督徒
[00:02:10.200 --> 00:02:12.600]  他第一個指標是有平安
[00:02:12.600 --> 00:02:16.600]  而且平安是超過人能夠所了解的平安
[00:02:16.600 --> 00:02:18.800]  就是說不是普通
[00:02:18.800 --> 00:02:22.400]  我們在人能夠製造出來的平安
[00:02:22.400 --> 00:02:23.600]  這些都不是壞的
[00:02:23.600 --> 00:02:26.200]  我們有足夠的錢我們平安
[00:02:26.200 --> 00:02:28.200]  我們找到一份好工作我們平安
[00:02:28.200 --> 00:02:30.000]  我們身體健康我們平安
[00:02:30.000 --> 00:02:31.600]  這些都是完全沒有錯的
[00:02:31.600 --> 00:02:34.000]  但是我們基督徒應該要再上一層
[00:02:34.000 --> 00:02:35.400]  除了這些之外
[00:02:35.400 --> 00:02:39.000]  我們還有一種是人都沒有辦法能夠給的
[00:02:39.000 --> 00:02:40.600]  甚至超過你能夠了解
[00:02:40.600 --> 00:02:42.200]  為什麼你不能夠了解的平安
[00:02:42.200 --> 00:02:43.600]  什麼叫不能夠了解的平安
[00:02:43.600 --> 00:02:46.200]  就是當你沒有了這些條件的時候
[00:02:46.200 --> 00:02:47.400]  你仍然有的平安
[00:02:47.400 --> 00:02:49.000]  那些就是你了解不了的
[00:02:49.000 --> 00:02:50.200]  就是那些屬靈的平安
[00:02:50.200 --> 00:02:53.600]  就好像在大海上面奔騰的風浪
[00:02:53.600 --> 00:02:57.600]  但是在水底裡面仍然有那種很靜很深的把握
[00:02:57.600 --> 00:02:59.800]  沒有搖動的那種平安
[00:02:59.800 --> 00:03:01.600]  這是第一個屬靈的指標
[00:03:01.600 --> 00:03:03.200]  第二個我們看第六節
[00:03:03.200 --> 00:03:05.800]  那裡說毫無憂慮
[00:03:05.800 --> 00:03:07.600]  毫無憂慮
[00:03:07.600 --> 00:03:09.200]  就是說放得開
[00:03:09.200 --> 00:03:12.200]  心裡面不會被一些東西困擾著
[00:03:12.200 --> 00:03:13.200]  不會時常
[00:03:13.200 --> 00:03:16.200]  還好像在人生的路上走的時候
