
[00:00:00.000 --> 00:00:03.520]  今日的題目叫做「自省天」
[00:00:03.520 --> 00:00:06.360]  我選了一幅圖畫
[00:00:06.360 --> 00:00:10.440]  Powerpoint 2
[00:00:10.440 --> 00:00:11.880]  對了
[00:00:11.880 --> 00:00:13.840]  看不看得到那個娃娃
[00:00:13.840 --> 00:00:17.600]  那個實體娃娃是很慘的
[00:00:17.600 --> 00:00:20.240]  OK?很憂愁的
[00:00:20.240 --> 00:00:23.000]  但是鏡子裡她看見的自己
[00:00:23.000 --> 00:00:27.600]  是很開心的
[00:00:27.600 --> 00:00:30.280]  她有沒有自省的能力?
[00:00:30.280 --> 00:00:33.280]  很明顯沒有了,比較差
[00:00:33.280 --> 00:00:34.800]  她的實際是這樣
[00:00:34.800 --> 00:00:37.960]  但是她看見自己是另外一樣東西
[00:00:37.960 --> 00:00:39.960]  什麼叫做自省呢?
[00:00:39.960 --> 00:00:44.000]  自省是一個認識自己的能力
[00:00:44.000 --> 00:00:46.600]  知道自己真是怎樣
[00:00:46.600 --> 00:00:50.120]  那個能力就是一個自省的能力
[00:00:50.120 --> 00:00:52.600]  那你說人呢
[00:00:52.600 --> 00:00:56.000]  是不是很容易認識自己呢?
[00:00:56.000 --> 00:00:59.040]  照理說是應該認識的
[00:00:59.040 --> 00:01:02.200]  因為你是最清楚你的過去
[00:01:02.200 --> 00:01:05.280]  你最清楚你經歷過什麼一切
[00:01:05.280 --> 00:01:08.280]  你最明白自己的感受
[00:01:08.280 --> 00:01:11.920]  你最知道自己的看法
[00:01:11.920 --> 00:01:13.720]  所以照理來說
[00:01:13.720 --> 00:01:18.000]  認識自己不是一件這麼難的事
[00:01:18.000 --> 00:01:20.000]  不過
[00:01:20.000 --> 00:01:22.200]  我剛才問認識自己容易嗎?
[00:01:22.200 --> 00:01:23.720]  有些人說不容易
[00:01:23.720 --> 00:01:27.080]  因為為什麼不容易呢?
[00:01:27.080 --> 00:01:29.560]  一來我們有個保護機制
[00:01:29.560 --> 00:01:33.680]  我們經常有盲點看不到自己
[00:01:33.680 --> 00:01:36.520]  事實上是的
[00:01:36.520 --> 00:01:42.400]  你聽過錄音機播放你自己唱歌的片段嗎?
[00:01:42.400 --> 00:01:45.840]  就是你聽回別人錄了你唱歌的片段
[00:01:45.840 --> 00:01:47.640]  給你聽,你聽過了嗎?
[00:01:47.640 --> 00:01:49.840]  我聽過了,很難聽的
[00:01:49.840 --> 00:01:53.840]  我的聲音是怎樣的呢?
[00:01:53.840 --> 00:01:56.440]  我敬拜的時候覺得自己唱得挺好的
[00:01:56.440 --> 00:02:00.640]  為什麼聽回是這樣的呢?
[00:02:00.640 --> 00:02:03.000]  其實你旁邊的人一向都知道你唱成這樣
[00:02:03.000 --> 00:02:07.280]  是你自己不知道而已
[00:02:07.280 --> 00:02:10.680]  我有一次講道
[00:02:10.680 --> 00:02:14.880]  講著講著有相機拍著我
[00:02:14.880 --> 00:02:17.200]  講著講著我調轉身
[00:02:17.200 --> 00:02:19.520]  看著PowerPoint
[00:02:19.520 --> 00:02:24.720]  一看,那個是誰來的?
[00:02:24.720 --> 00:02:26.920]  這麼厚的
[00:02:26.920 --> 00:02:28.440]  這麼健碩的
[00:02:28.440 --> 00:02:30.520]  其實我知道自己是有點胖的
[00:02:30.520 --> 00:02:34.160]  但是我看不到自己的後面
[00:02:34.160 --> 00:02:37.120]  其實大家都知道我背部是這樣的
[00:02:37.120 --> 00:02:40.000]  但是我只知道我前面是怎樣的
[00:02:40.000 --> 00:02:42.440]  我不知道我後面是怎樣的
[00:02:42.440 --> 00:02:45.160]  我看不到
[00:02:45.160 --> 00:02:47.120]  有一次我和家人吃飯
[00:02:47.120 --> 00:02:49.680]  在吃飯的期間
[00:02:49.680 --> 00:02:51.600]  我發表偉論
[00:02:51.600 --> 00:02:54.480]  媽媽也是很喜歡發表偉論的
[00:02:54.480 --> 00:02:57.600]  我們那一次是講工人
[00:02:57.600 --> 00:03:01.600]  有一個菲律賓工人和我做了工很多年
[00:03:01.600 --> 00:03:06.520]  我自問是一個很憐惜他們
[00:03:06.520 --> 00:03:09.960]  因為覺得他們來鄉別井打工
[00:03:09.960 --> 00:03:12.400]  我覺得我應該對他們好一點
[00:03:12.400 --> 00:03:16.200]  一直以來我的工人和我的關係都挺好的
[00:03:16.200 --> 00:03:20.480]  所以我都覺得自己是一個很好的僱主
[00:03:20.480 --> 00:03:22.040]  一會兒我就說
[00:03:22.040 --> 00:03:23.600]  我這個工人樣樣都好
[00:03:23.600 --> 00:03:24.600]  又大食
[00:03:24.600 --> 00:03:26.840]  不是,又細食又大力
[00:03:26.840 --> 00:03:30.560]  很勤力的工作的
[00:03:30.560 --> 00:03:32.680]  不過他只有一樣東西不好
[00:03:32.680 --> 00:03:33.920]  就是他不能說
[00:03:33.920 --> 00:03:37.080]  一說他就臉黑了
[00:03:37.080 --> 00:03:38.960]  前兩天他煮菜
[00:03:38.960 --> 00:03:41.000]  我真的沒有罵他
[00:03:41.000 --> 00:03:42.440]  你知道我們煮菜
[00:03:42.440 --> 00:03:45.040]  又要放A又要放B又要放C
[00:03:45.040 --> 00:03:47.040]  次序混淆了
[00:03:47.040 --> 00:03:48.920]  他應該先爆薑
[00:03:48.920 --> 00:03:50.400]  他就先放肉
[00:03:50.400 --> 00:03:52.280]  例如諸如此類
[00:03:52.280 --> 00:03:54.240]  我真的沒有罵他
[00:03:54.240 --> 00:03:57.640]  我只是告訴他你錯了
[00:03:57.640 --> 00:04:00.520]  他就臉黑了
[00:04:00.520 --> 00:04:03.040]  我在發表我的偉論
[00:04:03.040 --> 00:04:05.720]  然後我有個兒子
[00:04:05.720 --> 00:04:08.440]  我兒子很喜歡演戲
[00:04:08.440 --> 00:04:10.720]  他在那裡笑
[00:04:10.720 --> 00:04:15.240]  笑完之後他就扮我
[00:04:15.240 --> 00:04:18.320]  擁口擁臉
[00:04:18.320 --> 00:04:19.920]  You are wrong
[00:04:19.920 --> 00:04:21.720]  This not this
[00:04:21.720 --> 00:04:23.760]  這樣扮我
[00:04:23.760 --> 00:04:26.520]  那個臭小子扮得很像
[00:04:26.520 --> 00:04:28.600]  很像我
[00:04:28.600 --> 00:04:32.240]  他的樣子又像我
[00:04:32.240 --> 00:04:35.120]  那一看我在那裡笑
[00:04:35.120 --> 00:04:38.880]  但是那一刻我明白
[00:04:38.880 --> 00:04:40.880]  我看不到自己的表情
[00:04:40.880 --> 00:04:43.360]  我真的沒有罵他
[00:04:43.360 --> 00:04:47.360]  但是從我兒子的表情裡面
[00:04:47.360 --> 00:04:50.400]  我看到那些嫌棄
[00:04:50.400 --> 00:04:52.960]  嫌人蠢
[00:04:52.960 --> 00:04:55.280]  沒記性
[00:04:55.280 --> 00:04:57.200]  那些煩躁
[00:04:57.200 --> 00:05:02.280]  就從他的眉梢眼角裡面
[00:05:02.280 --> 00:05:05.080]  令我看到
[00:05:05.080 --> 00:05:06.840]  我就明白
[00:05:06.840 --> 00:05:11.360]  我看不到我自己的表情
[00:05:11.360 --> 00:05:14.120]  所以認識自己
[00:05:14.120 --> 00:05:16.360]  難的
[00:05:16.360 --> 00:05:18.160]  但是我們真的要認識自己
[00:05:18.160 --> 00:05:20.520]  因為聖經叫我們
[00:05:20.520 --> 00:05:21.320]  羅馬書說
[00:05:21.320 --> 00:05:25.040]  我憑著所賜給我的恩
[00:05:25.040 --> 00:05:26.560]  對你們各人說
[00:05:26.560 --> 00:05:28.840]  不要看自己過於自己
[00:05:28.840 --> 00:05:30.200]  當看的
[00:05:30.200 --> 00:05:33.800]  要神分給各人的信心大小
[00:05:33.800 --> 00:05:37.880]  我們要看得自己合乎中度
[00:05:37.880 --> 00:05:42.440]  我們很容易看自己過高或者過低
[00:05:42.440 --> 00:05:46.720]  聖經叫我們要認識自己是對的
[00:05:46.720 --> 00:05:49.960]  合乎中度
[00:05:49.960 --> 00:05:51.600]  第二次世界大戰
[00:05:51.600 --> 00:05:53.000]  其實為什麼發生呢
[00:05:53.000 --> 00:05:54.480]  就是其實有個民族
[00:05:54.480 --> 00:05:56.240]  叫做日耳曼民族
[00:05:56.240 --> 00:05:58.080]  他覺得自己是一個
[00:05:58.080 --> 00:06:01.400]  比其他民族更優秀
[00:06:01.400 --> 00:06:07.880]  就是這個想法帶來世界很大的災難
[00:06:07.880 --> 00:06:09.960]  自省的能力
[00:06:09.960 --> 00:06:11.720]  是我們要有的
[00:06:11.720 --> 00:06:14.160]  尤其是我們年紀大了
[00:06:14.160 --> 00:06:16.160]  年紀小
[00:06:16.160 --> 00:06:17.800]  不要緊的
[00:06:17.800 --> 00:06:22.040]  因為他有媽媽有爸爸有老師有組長
[00:06:22.040 --> 00:06:23.000]  指正他
[00:06:23.000 --> 00:06:25.200]  你沒禮貌
[00:06:25.200 --> 00:06:29.560]  你不乾淨
[00:06:29.560 --> 00:06:32.120]  你吃飯撩來撩去
[00:06:32.120 --> 00:06:35.240]  你的菜你的筷子在撩來撩去
[00:06:35.240 --> 00:06:37.560]  很多人會教你
[00:06:37.560 --> 00:06:41.440]  但是隨著你年紀越來越大
[00:06:41.440 --> 00:06:43.360]  地位越來越高
[00:06:43.360 --> 00:06:45.440]  你就開始發覺
[00:06:45.440 --> 00:06:48.520]  沒什麼人會說你了
[00:06:48.520 --> 00:06:49.640]  是不是
[00:06:49.640 --> 00:06:51.360]  誰敢說你
[00:06:51.360 --> 00:06:53.160]  你位高權重
[00:06:53.160 --> 00:06:55.640]  輩分那麼高
[00:06:55.640 --> 00:06:57.640]  你應該自己懂事的
[00:06:57.640 --> 00:07:02.120]  如果你沒有自省能力
[00:07:02.120 --> 00:07:06.280]  我覺得很悲哀
[00:07:06.280 --> 00:07:08.800]  我的比喻是什麼呢
[00:07:08.800 --> 00:07:11.360]  你沒有拉褲鏈
[00:07:11.360 --> 00:07:13.880]  人人都看到
[00:07:13.880 --> 00:07:17.160]  只是你自己不知道
[00:07:17.160 --> 00:07:18.320]  是不是
[00:07:18.320 --> 00:07:19.320]  所以
[00:07:19.320 --> 00:07:20.960]  影子妹
[00:07:20.960 --> 00:07:24.280]  不要搞到人人都知道
[00:07:24.280 --> 00:07:27.040]  只有你自己不知道
[00:07:27.040 --> 00:07:29.440]  我們接下來說
[00:07:29.440 --> 00:07:30.720]  什麼
[00:07:30.720 --> 00:07:35.200]  怎樣可以有這個自省的能力呢
[00:07:35.200 --> 00:07:36.680]  中國人很好
[00:07:36.680 --> 00:07:39.120]  我們其實可以學的
[00:07:39.120 --> 00:07:41.960]  我們中國人有一個論語
[00:07:41.960 --> 00:07:43.480]  論語裡面有一個曾子
[00:07:43.480 --> 00:07:44.920]  曾子曰
[00:07:44.920 --> 00:07:47.400]  吾日三省吾心
[00:07:47.400 --> 00:07:51.920]  我一日裡面有三方面要自我反省的
[00:07:51.920 --> 00:07:54.680]  為人謀而不忠乎
[00:07:54.680 --> 00:07:57.720]  我做事是不是忠心呢
[00:07:57.720 --> 00:08:00.080]  與朋友交而不信乎
[00:08:00.080 --> 00:08:04.360]  我同朋友交往有沒有誠信呢
[00:08:04.360 --> 00:08:06.000]  存不擇乎
[00:08:06.000 --> 00:08:10.720]  我教人的東西我自己有沒有實踐呢
[00:08:10.720 --> 00:08:11.840]  他就說
[00:08:11.840 --> 00:08:14.640]  我一日在這三方面
[00:08:14.640 --> 00:08:15.920]  來反省
[00:08:15.920 --> 00:08:18.520]  我做得對不對
[00:08:18.520 --> 00:08:19.320]  OK
[00:08:19.320 --> 00:08:20.360]  很好
[00:08:20.360 --> 00:08:23.760]  我做事是不是盡忠
[00:08:23.760 --> 00:08:26.360]  我對人是不是忠誠
[00:08:26.360 --> 00:08:28.520]  我有沒有自己講
[00:08:28.520 --> 00:08:32.600]  就叫人自己不做
[00:08:32.600 --> 00:08:36.560]  但這些反省都是好的
[00:08:36.560 --> 00:08:40.000]  不過都是講你在做什麼
[00:08:40.000 --> 00:08:45.720]  今天我想用《針研》裡面有三句說話
[00:08:45.720 --> 00:08:50.640]  從《聖經》裡面教我們怎樣反省我們自己
[00:08:50.640 --> 00:08:51.920]  我們來吧
[00:08:51.920 --> 00:08:53.320]  一起來讀
[00:08:53.320 --> 00:08:55.840]  《針研》二十七章十九至二十一
[00:08:55.840 --> 00:08:57.360]  一二三
[00:08:57.360 --> 00:08:59.320]  水中照鏈
[00:08:59.320 --> 00:09:01.160]  彼此相扶
[00:09:01.160 --> 00:09:04.240]  人與人心也相對
[00:09:04.240 --> 00:09:07.520]  陰間和滅亡永不滿足
[00:09:07.520 --> 00:09:10.720]  人的眼目也是如此
[00:09:10.720 --> 00:09:12.280]  鼎為煉銀
[00:09:12.280 --> 00:09:14.160]  勞為煉金
[00:09:14.160 --> 00:09:17.200]  人的稱讚也是煉人
[00:09:17.200 --> 00:09:18.000]  沒錯了
[00:09:18.000 --> 00:09:20.880]  讀完之後你其實是不知道他說什麼
[00:09:20.880 --> 00:09:23.720]  所以我們要留心聽
[00:09:23.720 --> 00:09:27.200]  第一
[00:09:27.200 --> 00:09:29.240]  水中照鏈
[00:09:29.240 --> 00:09:31.560]  彼此相扶
[00:09:31.560 --> 00:09:33.080]  暫時沒有鏡子
[00:09:33.080 --> 00:09:35.720]  你想知道自己怎樣
[00:09:35.720 --> 00:09:40.000]  那裡告訴你要什麼
[00:09:40.000 --> 00:09:43.200]  拿一盆水來看一下
[00:09:43.200 --> 00:09:47.920]  你在水裡面就反映到你自己怎樣了
[00:09:47.920 --> 00:09:49.640]  上一句是這樣說
[00:09:49.640 --> 00:09:51.720]  下一句是說什麼呢
[00:09:51.720 --> 00:09:57.280]  人與人心也相對
[00:09:57.280 --> 00:09:59.080]  你想知道自己怎樣
[00:09:59.080 --> 00:10:02.000]  你看一下其他人
[00:10:02.000 --> 00:10:06.560]  你看一下其他人就知道自己怎樣了
[00:10:06.560 --> 00:10:08.240]  就是怎樣
[00:10:08.240 --> 00:10:10.720]  怎樣看下其他人
[00:10:10.720 --> 00:10:14.280]  就知道自己是怎樣
[00:10:14.280 --> 00:10:15.520]  有三個
[00:10:15.520 --> 00:10:17.560]  再分三點
[00:10:17.560 --> 00:10:19.960]  第一
[00:10:19.960 --> 00:10:22.720]  你看見那些壞人
[00:10:22.720 --> 00:10:27.720]  那些墮落失敗的人
[00:10:27.720 --> 00:10:29.840]  你就會看到
[00:10:29.840 --> 00:10:35.080]  你自己的軟弱和聚性
[00:10:35.080 --> 00:10:39.840]  你從那些壞人
[00:10:39.840 --> 00:10:46.520]  你就看到自己可以有多壞
[00:10:46.520 --> 00:10:53.120]  耶利米斯是這樣說的
[00:10:53.120 --> 00:10:55.960]  人心地萬物都詭詐
[00:10:55.960 --> 00:11:00.040]  聽過沒有
[00:11:00.040 --> 00:11:03.560]  壞到極處
[00:11:03.560 --> 00:11:06.760]  誰能測透呢
[00:11:06.760 --> 00:11:09.240]  人心地萬物都詭詐
[00:11:09.240 --> 00:11:11.200]  壞到極處
[00:11:11.200 --> 00:11:14.040]  誰能測透呢
[00:11:14.040 --> 00:11:18.240]  你聽這句說話想起誰呢
[00:11:18.240 --> 00:11:20.000]  那個
[00:11:20.000 --> 00:11:21.800]  淨衰人
[00:11:21.800 --> 00:11:24.920]  這樣也行
[00:11:24.920 --> 00:11:28.960]  那班人
[00:11:28.960 --> 00:11:31.600]  可能我們心裡
[00:11:31.600 --> 00:11:37.280]  一想到那些很壞的人
[00:11:37.280 --> 00:11:39.480]  壞到極處的人
[00:11:39.480 --> 00:11:43.000]  很狡詐的人
[00:11:43.000 --> 00:11:45.240]  有沒有人想
[00:11:45.240 --> 00:11:48.640]  我想起我自己
[00:11:48.640 --> 00:11:50.680]  那些不會的
[00:11:50.680 --> 00:11:51.800]  有人也覺得會
[00:11:51.800 --> 00:11:54.120]  那些自省能力非常高
[00:11:54.120 --> 00:11:58.160]  我們覺得人心地萬物都詭詐
[00:11:58.160 --> 00:12:00.040]  是在說別人
[00:12:00.040 --> 00:12:02.280]  那些人真是壞
[00:12:02.280 --> 00:12:04.960]  那些人真是自私
[00:12:04.960 --> 00:12:07.280]  那些人真是壞
[00:12:07.280 --> 00:12:09.400]  那些人真是沒有道德
[00:12:09.400 --> 00:12:17.040]  那些人真是不公義
[00:12:17.040 --> 00:12:18.760]  但是聖經說
[00:12:18.760 --> 00:12:23.760]  是不是有些人的心非常詭詐呢
[00:12:23.760 --> 00:12:26.840]  他說人心
[00:12:26.840 --> 00:12:30.000]  你是不是人
[00:12:30.000 --> 00:12:33.400]  你覺不覺得這句說話跟你說的
[00:12:33.400 --> 00:12:36.360]  不覺的
[00:12:36.360 --> 00:12:38.680]  我經常覺得自己挺好的
[00:12:38.680 --> 00:12:40.000]  我是一個好老闆
[00:12:40.000 --> 00:12:41.440]  我又不罵他們
[00:12:41.440 --> 00:12:44.800]  我真的盡量溫柔
[00:12:44.800 --> 00:12:46.160]  你明不明白
[00:12:46.160 --> 00:12:48.080]  所以我們會怎樣呢
[00:12:48.080 --> 00:12:51.000]  我們經常都會覺得
[00:12:51.000 --> 00:12:52.560]  那些人是這樣的
[00:12:52.560 --> 00:12:53.680]  我經常都不明白
[00:12:53.680 --> 00:12:56.080]  那些有錢人
[00:12:56.080 --> 00:12:57.960]  一死了之後
[00:12:57.960 --> 00:13:00.040]  那些人就爭家產了
[00:13:00.040 --> 00:13:01.960]  哇 真是
[00:13:01.960 --> 00:13:03.800]  幾百億
[00:13:03.800 --> 00:13:04.880]  分少幾億
[00:13:04.880 --> 00:13:05.920]  那些人都要爭
[00:13:05.920 --> 00:13:06.800]  有沒有搞錯
[00:13:06.800 --> 00:13:09.160]  那些人真是貪財
[00:13:09.160 --> 00:13:10.120]  我經常都這樣想
[00:13:10.120 --> 00:13:12.400]  為什麼那些人這麼貪心
[00:13:12.400 --> 00:13:13.480]  這麼不知足
[00:13:13.480 --> 00:13:18.480]  我還會像他們這樣
[00:13:18.480 --> 00:13:21.480]  潛台詞是什麼
[00:13:21.480 --> 00:13:22.720]  其實
[00:13:22.720 --> 00:13:26.160]  我不會像他們這樣貪
[00:13:26.160 --> 00:13:28.440]  記不記得幾年前
[00:13:28.440 --> 00:13:32.480]  香港很多電話騙案
[00:13:32.480 --> 00:13:34.480]  天天都有
[00:13:34.480 --> 00:13:35.920]  最經典的那個
[00:13:35.920 --> 00:13:37.320]  差不多最後
[00:13:37.320 --> 00:13:39.400]  出了那宗
[00:13:39.400 --> 00:13:40.400]  好像人人都知道
[00:13:40.400 --> 00:13:41.840]  世界上有電話騙案
[00:13:41.840 --> 00:13:43.960]  終於那些人都醒覺了
[00:13:43.960 --> 00:13:45.440]  有一個富婆
[00:13:45.440 --> 00:13:47.160]  被人騙了1.8億
[00:13:47.160 --> 00:13:49.680]  你記不記得
[00:13:49.680 --> 00:13:51.480]  哇 新聞一出
[00:13:51.480 --> 00:13:53.720]  她不看報紙的嗎
[00:13:53.720 --> 00:13:55.160]  為什麼已經這麼多宗
[00:13:55.160 --> 00:13:57.400]  她都可以被人騙
[00:13:57.400 --> 00:14:02.280]  騙1.8億
[00:14:02.280 --> 00:14:04.480]  有沒有搞錯
[00:14:04.480 --> 00:14:07.120]  懵到上心口
[00:14:07.120 --> 00:14:09.240]  再看清楚一點
[00:14:09.240 --> 00:14:12.680]  那個不是無知少女
[00:14:12.680 --> 00:14:14.520]  那個不是太太
[00:14:14.520 --> 00:14:19.400]  那個是一個60多歲的婦人
[00:14:19.400 --> 00:14:26.400]  是一間投資公司的總裁
[00:14:26.400 --> 00:14:27.720]  我們說什麼
[00:14:27.720 --> 00:14:30.320]  這麼重的
[00:14:30.320 --> 00:14:31.600]  潛台詞就是
[00:14:31.600 --> 00:14:35.640]  我就不會像她這麼蠢
[00:14:35.640 --> 00:14:37.560]  你是不是這樣想
[00:14:37.560 --> 00:14:39.360]  我們都是覺得
[00:14:39.360 --> 00:14:42.480]  我就不會像她
[00:14:42.480 --> 00:14:48.200]  因為我們不明白
[00:14:48.200 --> 00:14:50.440]  後來我就想
[00:14:50.440 --> 00:14:54.320]  其實我從來都沒有幾十億
[00:14:54.320 --> 00:14:59.080]  的財產可以賺
[00:14:59.080 --> 00:15:00.000]  我真的不知道
[00:15:00.000 --> 00:15:02.520]  如果我真的有幾十億的財產可以賺
[00:15:02.520 --> 00:15:05.280]  我是不是真的會不賺
[00:15:05.280 --> 00:15:08.560]  我現在沒有
[00:15:08.560 --> 00:15:10.800]  我想起這個婦人
[00:15:10.800 --> 00:15:13.520]  這個被人欺騙的婦人
[00:15:13.520 --> 00:15:16.600]  再看她的詳細資料
[00:15:16.600 --> 00:15:20.640]  原來是她丈夫
[00:15:20.640 --> 00:15:23.440]  在2013年的時候死了
[00:15:23.440 --> 00:15:24.920]  去世了
[00:15:24.920 --> 00:15:27.120]  2014年的時候
[00:15:27.120 --> 00:15:30.200]  他被人欺騙就開始匯錢
[00:15:30.200 --> 00:15:36.640]  總共四年匯了1.8億
[00:15:36.640 --> 00:15:38.560]  我就想
[00:15:38.560 --> 00:15:43.360]  原來人在孤單的時候
[00:15:43.360 --> 00:15:45.720]  在傷心的時候
[00:15:45.720 --> 00:15:48.360]  在寂寞的時候
[00:15:48.360 --> 00:15:54.760]  是很容易失去理智的
[00:15:54.760 --> 00:15:57.000]  因為很想要愛的時候
[00:15:57.000 --> 00:15:59.600]  因為很想要別人
[00:15:59.600 --> 00:16:00.920]  很想要愛情
[00:16:00.920 --> 00:16:05.760]  或者他很孤寂的時候
[00:16:05.760 --> 00:16:09.480]  所以弟兄姊妹
[00:16:09.480 --> 00:16:13.520]  我們見到該人
[00:16:13.520 --> 00:16:15.600]  世界第一宗謀殺案
[00:16:15.600 --> 00:16:17.520]  我們怎樣看他
[00:16:17.520 --> 00:16:19.440]  這樣的人為何這麼壞
[00:16:19.440 --> 00:16:21.560]  殺了自己的兄弟
[00:16:21.560 --> 00:16:24.080]  為了什麼
[00:16:24.080 --> 00:16:27.360]  報警
[00:16:27.360 --> 00:16:29.120]  我們覺得他真是壞
[00:16:29.120 --> 00:16:31.320]  壞到極點
[00:16:31.320 --> 00:16:33.160]  我們見到三孫
[00:16:33.160 --> 00:16:34.640]  力大無窮
[00:16:34.640 --> 00:16:36.160]  是事先來的
[00:16:36.160 --> 00:16:38.480]  但是他怎樣
[00:16:38.480 --> 00:16:41.120]  他的生命的結束是怎樣
[00:16:41.120 --> 00:16:44.000]  被一個女人欺騙完一次
[00:16:44.000 --> 00:16:45.320]  欺騙第二次
[00:16:45.320 --> 00:16:46.240]  欺騙完第二次
[00:16:46.240 --> 00:16:48.240]  欺騙第三次
[00:16:48.240 --> 00:16:49.960]  欺騙完第三次
[00:16:49.960 --> 00:16:51.080]  他都不醒覺
[00:16:51.080 --> 00:16:53.120]  還要被她欺騙第四次
[00:16:53.120 --> 00:16:57.080]  結果自己連性命都沒了
[00:16:57.080 --> 00:17:03.520]  這麼蠢
[00:17:03.520 --> 00:17:07.520]  你有沒有聽過大衛的故事
[00:17:07.520 --> 00:17:10.960]  覺得他很刻意
[00:17:10.960 --> 00:17:13.760]  他是佛教領袖
[00:17:13.760 --> 00:17:17.760]  很懂得神的心
[00:17:17.760 --> 00:17:23.320]  為何會因為情慾的問題
[00:17:23.320 --> 00:17:24.520]  害命
[00:17:24.520 --> 00:17:28.760]  害他自己最忠心的將軍
[00:17:28.760 --> 00:17:32.120]  行奸淫
[00:17:32.120 --> 00:17:32.880]  我們會覺得
[00:17:32.880 --> 00:17:37.760]  我就不像他
[00:17:37.760 --> 00:17:42.480]  當我們看到這些人
[00:17:42.480 --> 00:17:43.360]  你是不是覺得
[00:17:43.360 --> 00:17:45.720]  我就不像他了
[00:17:45.720 --> 00:17:47.720]  我們見到以色列人的時候
[00:17:47.720 --> 00:17:48.520]  我們會不會覺得
[00:17:48.520 --> 00:17:49.520]  這個民族真是
[00:17:49.520 --> 00:17:51.160]  都不知道神怎樣選的
[00:17:51.160 --> 00:17:53.440]  這邊過完紅海
[00:17:53.440 --> 00:17:55.240]  有多少個月
