
[00:00:00.000 --> 00:00:02.460]  那我在分享這段訊息以先呢
[00:00:02.460 --> 00:00:04.880]  我想我們大家一定很關注
[00:00:04.880 --> 00:00:07.960]  香港現實的一個狀況
[00:00:07.960 --> 00:00:12.340]  不管我們用什麼樣的眼光來看
[00:00:12.340 --> 00:00:16.380]  基督徒我們知道我們沒有辦法跟這個世代脫離
[00:00:16.380 --> 00:00:19.320]  除非我們搬到一個
[00:00:19.320 --> 00:00:22.540]  非常高的山上去做隱士
[00:00:22.540 --> 00:00:24.300]  但是
[00:00:24.300 --> 00:00:26.540]  我自己在想
[00:00:26.540 --> 00:00:29.640]  當我們身邊發生這麼多事情的時候
[00:00:29.680 --> 00:00:32.920]  究竟基督徒我們應該用一個什麼樣的觀點
[00:00:32.920 --> 00:00:34.860]  什麼樣的態度來看呢
[00:00:34.860 --> 00:00:36.840]  當然我想這幾天你們在
[00:00:36.840 --> 00:00:38.260]  其實不止這幾天啦
[00:00:38.260 --> 00:00:40.200]  過去這一兩個月
[00:00:40.200 --> 00:00:41.740]  可能你自己的手機裡面
[00:00:41.740 --> 00:00:45.140]  都會有很多不同的想法、看法、說法等等
[00:00:45.140 --> 00:00:46.400]  評論
[00:00:46.400 --> 00:00:52.280]  在這樣一個看似混亂的一個情況裡面
[00:00:52.280 --> 00:00:54.860]  基督徒我們怎麼樣來看待
[00:00:54.860 --> 00:00:57.880]  我覺得是很重要的
[00:00:58.000 --> 00:01:01.000]  那今天早晨呢我想從這段經文呢
[00:01:01.000 --> 00:01:03.200]  跟聽眾姐妹分享一個題目叫
[00:01:03.200 --> 00:01:04.980]  回歸正道
[00:01:04.980 --> 00:01:07.140]  意思是說
[00:01:07.140 --> 00:01:10.720]  在這種紛亂的這種世代裡面
[00:01:10.720 --> 00:01:13.040]  基督徒我們應該怎麼樣去看
[00:01:13.040 --> 00:01:14.980]  不是選邊站
[00:01:14.980 --> 00:01:18.620]  也不是這個看法支持我那個看法
[00:01:18.620 --> 00:01:20.500]  不支持我等等
[00:01:20.500 --> 00:01:23.980]  而是我們要看上帝的心意是什麼
[00:01:23.980 --> 00:01:27.740]  那今天早晨我想我們從以色列的歷史裡面來看看
[00:01:27.740 --> 00:01:30.700]  先知在這裡提醒以色列的百姓
[00:01:30.700 --> 00:01:31.860]  要他們
[00:01:31.860 --> 00:01:34.280]  回到上帝的面前
[00:01:34.280 --> 00:01:37.740]  以色列書40章開始呢
[00:01:37.740 --> 00:01:39.680]  其實40章41章開始呢
[00:01:39.680 --> 00:01:41.220]  它的背景是這樣
[00:01:41.220 --> 00:01:44.220]  當時呢亞述王希拿基利的大軍呢
[00:01:44.220 --> 00:01:45.480]  瀕臨城下
[00:01:45.480 --> 00:01:48.940]  所以整個以色列國上下惶惶不安
[00:01:48.940 --> 00:01:50.720]  所以面對這種的
[00:01:50.720 --> 00:01:53.200]  外患
[00:01:53.200 --> 00:01:56.020]  我相信百姓的心裡是非常害怕的
[00:01:56.020 --> 00:01:57.320]  他們想
[00:01:57.980 --> 00:02:00.040]  平平安安的日子不是很好嗎
[00:02:00.040 --> 00:02:02.580]  為什麼突然間會
[00:02:02.580 --> 00:02:05.040]  這種災難會臨到我們呢
[00:02:05.040 --> 00:02:07.260]  好像西西迦差不多是
[00:02:07.260 --> 00:02:11.100]  以色列歷史裡面最有作為的一個君王
[00:02:11.100 --> 00:02:14.020]  甚至到後來看西西迦都病了
[00:02:14.020 --> 00:02:16.000]  西西迦還向上帝禱告
[00:02:16.000 --> 00:02:18.160]  上帝憐憫他上帝醫治他
[00:02:18.160 --> 00:02:22.180]  這種的變動這種的動盪不安
[00:02:22.180 --> 00:02:24.460]  這種突如其來的這種狀況
[00:02:24.460 --> 00:02:26.820]  叫以色列的百姓覺得
[00:02:27.380 --> 00:02:28.380]  很奇怪
[00:02:28.380 --> 00:02:31.180]  為什麼會這樣的事情臨到我們呢
[00:02:31.180 --> 00:02:36.300]  我想很多在香港居住久的人
[00:02:36.300 --> 00:02:38.460]  可能這一陣子也會問這個問題
[00:02:38.460 --> 00:02:40.720]  香港到底怎麼回事
[00:02:40.720 --> 00:02:44.160]  香港以前人家說是東方的明珠
[00:02:44.160 --> 00:02:46.460]  人家說香港是福地
[00:02:46.460 --> 00:02:49.280]  香港怎麼會變成今天是一個
[00:02:49.280 --> 00:02:53.580]  國際已經發很多國家發這個旅遊警戒的地方呢
[00:02:53.580 --> 00:02:54.580]  不可思議
[00:02:54.580 --> 00:02:55.820]  那應該是非洲啊
[00:02:55.820 --> 00:02:59.620]  是應該向這些比較落後的這些東南亞的國家
[00:02:59.620 --> 00:03:01.340]  怎麼可能會是香港呢
[00:03:01.340 --> 00:03:03.180]  甚至機場可以被人家霸佔
[00:03:03.180 --> 00:03:05.540]  好面對這種紛亂的事情
[00:03:05.540 --> 00:03:08.140]  當然今天我不是在講這個局勢
[00:03:08.140 --> 00:03:11.460]  而是說我們用一個什麼樣的眼光來看
[00:03:11.460 --> 00:03:15.580]  那如果套用在今天我們讀這一段的經文呢
[00:03:15.580 --> 00:03:17.460]  我覺得就非常有意思的
[00:03:17.460 --> 00:03:20.620]  我們來看27節剛才我們讀的這一段經文
[00:03:20.620 --> 00:03:21.740]  他說雅各啊
[00:03:21.740 --> 00:03:26.940]  你為何說我的道路向耶和華隱藏
[00:03:26.940 --> 00:03:33.140]  以色列你為何言我的冤屈並不查問
[00:03:33.140 --> 00:03:36.580]  好像以色列的百姓在那裡提出一個問題說
[00:03:36.580 --> 00:03:39.700]  上帝啊為什麼這樣的事情會發生
[00:03:39.700 --> 00:03:42.340]  為什麼這樣的事情會臨到我們
[00:03:42.340 --> 00:03:45.140]  你知道以色列人有一個得天獨厚的身份
[00:03:45.140 --> 00:03:47.660]  他們認定上帝與他們同在
[00:03:47.660 --> 00:03:51.820]  他們認定他們是神的選民
[00:03:51.820 --> 00:03:55.980]  他們認定上帝一定在不管在什麼樣的環境中間
[00:03:55.980 --> 00:03:57.500]  一定會保守他們
[00:03:57.500 --> 00:04:01.140]  可是居然在以色列書這一段記載
[00:04:01.140 --> 00:04:04.380]  告訴我們國家幾乎要亡掉了
[00:04:04.380 --> 00:04:06.780]  西拿吉利的這個大軍
[00:04:06.780 --> 00:04:09.620]  亞述的大軍已經瀕臨城下了
[00:04:09.620 --> 00:04:13.100]  那麼以色列在這一段經文裡面
[00:04:13.100 --> 00:04:17.340]  要提醒以色列百姓幾件事情
[00:04:17.340 --> 00:04:21.540]  我想這也是我們今天講回歸正道一個很重要的
[00:04:21.540 --> 00:04:27.540]  第一就是要堅定的相信上帝是我們的依靠
[00:04:27.540 --> 00:04:29.900]  不管在任何環境
[00:04:29.900 --> 00:04:31.940]  不管在古代的以色列歷史
[00:04:31.940 --> 00:04:33.900]  包括在今天這個時代
[00:04:33.900 --> 00:04:38.100]  各位姐妹我們一定要相信上帝是我們堅定的依靠
[00:04:38.100 --> 00:04:43.220]  如果你留意在四十章的前半段
[00:04:43.220 --> 00:04:45.020]  四十章的前半段
[00:04:45.020 --> 00:04:49.060]  事實上你如果從第十二節一直往下看
[00:04:49.060 --> 00:04:53.500]  十八節等等在這邊在講什麼
[00:04:53.500 --> 00:04:56.380]  這邊在講到上帝創造的作為
[00:04:56.380 --> 00:04:58.820]  上帝創天造地
[00:04:58.820 --> 00:05:01.340]  其實我們來看看幾節的經文
[00:05:01.340 --> 00:05:03.260]  我想我們就能夠明白
[00:05:03.260 --> 00:05:06.460]  我們看第十二節我讀幾節就好
[00:05:06.460 --> 00:05:10.780]  他說誰曾用手心量諸水
[00:05:10.780 --> 00:05:14.140]  用手虎口量蒼天
[00:05:14.340 --> 00:05:17.300]  用升斗成大地的塵土
[00:05:17.300 --> 00:05:20.420]  用秤秤秤山嶺
[00:05:20.420 --> 00:05:22.780]  用天平平綱鄰
[00:05:22.780 --> 00:05:27.020]  第十八節你們究竟將誰比神
[00:05:27.020 --> 00:05:30.380]  用什麼形象與神來比較呢
[00:05:30.380 --> 00:05:34.380]  這邊講到說偶像是匠人鑄造的
[00:05:34.380 --> 00:05:39.140]  銀匠用金包裹為他鑄造銀鍊
[00:05:39.140 --> 00:05:43.100]  第二十節你們豈不曾知道嗎
[00:05:43.420 --> 00:05:45.540]  你們豈不曾聽見嗎
[00:05:45.540 --> 00:05:48.740]  從起初豈沒有人告訴你們嗎
[00:05:48.740 --> 00:05:52.820]  自從立地的根基你們豈沒有明白嗎
[00:05:52.820 --> 00:05:55.300]  神坐在地球大圈之上
[00:05:55.300 --> 00:05:58.420]  地上的居民好像蝗蟲
[00:05:58.420 --> 00:06:00.980]  他鋪張窮倉如蔓子
[00:06:00.980 --> 00:06:04.340]  展開諸天如可住的帳篷
[00:06:04.340 --> 00:06:06.540]  那當然你有興趣
[00:06:06.540 --> 00:06:08.660]  你可以把這段經文好好的讀一遍
[00:06:08.660 --> 00:06:10.140]  這段經文在講什麼
[00:06:10.140 --> 00:06:11.820]  簡單就是一個信息
[00:06:12.220 --> 00:06:13.620]  上帝的創造
[00:06:13.620 --> 00:06:15.100]  上帝的作為
[00:06:15.100 --> 00:06:17.620]  第二點當我們面對一些困境的時候
[00:06:17.620 --> 00:06:20.020]  有的時候我們很容易看環境是不是
[00:06:20.020 --> 00:06:21.980]  為什麼好端端的
[00:06:21.980 --> 00:06:24.660]  為什麼突然間這樣的事情會領到我們
[00:06:24.660 --> 00:06:28.660]  為什麼這樣的事情會讓我們不解
[00:06:28.660 --> 00:06:32.380]  我相信很多人一直在問為什麼
[00:06:32.380 --> 00:06:34.180]  當然有很多政治的問題
[00:06:34.180 --> 00:06:36.580]  有很多好像特首的問題
[00:06:36.580 --> 00:06:38.460]  我們可以找很多的理由
[00:06:38.460 --> 00:06:40.140]  不同的想法不同的看法
[00:06:40.140 --> 00:06:43.580]  但是基督徒我們應該有一個更高的一個眼光
[00:06:43.580 --> 00:06:45.420]  就是今天發生這樣的事情
[00:06:45.420 --> 00:06:48.860]  我們相信上帝仍然是我們的依靠
[00:06:48.860 --> 00:06:51.460]  所以在這個動盪不安的世代裡面
[00:06:51.460 --> 00:06:54.020]  在這種混亂的裡面
[00:06:54.020 --> 00:06:56.220]  我們仍然堅定的相信什麼
[00:06:56.220 --> 00:06:58.300]  上帝是我們的依靠
[00:06:58.300 --> 00:07:00.380]  給你們這是很重要的
[00:07:00.380 --> 00:07:02.700]  對我們人生也是一樣
[00:07:02.700 --> 00:07:05.540]  我不曉得我們生活中會不會遇見一些
[00:07:05.540 --> 00:07:07.540]  你突如其來你想不到的事情
[00:07:07.540 --> 00:07:08.980]  可能多多少少都有
[00:07:09.300 --> 00:07:10.380]  有的時候一些疾病
[00:07:10.380 --> 00:07:12.860]  有的時候一些家裡的事情
[00:07:12.860 --> 00:07:14.860]  甚至我們身邊發生了一些事情
[00:07:14.860 --> 00:07:15.940]  我們不知道理由
[00:07:15.940 --> 00:07:17.140]  不知道原因
[00:07:17.140 --> 00:07:20.140]  我們想頭都抓破了
[00:07:20.140 --> 00:07:22.660]  都想不到為什麼會這樣的事情會領到我
[00:07:22.660 --> 00:07:24.620]  甚至我們懷疑上帝
[00:07:24.620 --> 00:07:27.460]  但弟兄姐妹當我們確信一件事情
[00:07:27.460 --> 00:07:29.980]  上帝是我們的依靠的時候
[00:07:29.980 --> 00:07:33.260]  我們的心就可以真正的享受安息
[00:07:33.260 --> 00:07:38.220]  所以今天雖然外面紛亂不堪
[00:07:38.780 --> 00:07:41.420]  但是不要忘記詩篇那裡說的很好
[00:07:41.420 --> 00:07:43.220]  大水氾濫的時候
[00:07:43.220 --> 00:07:44.740]  耶和華坐著為王
[00:07:44.740 --> 00:07:47.500]  耶和華坐著為王直到永永遠遠
[00:07:47.500 --> 00:07:50.300]  我們求神來止息這樣的紛爭
[00:07:50.300 --> 00:07:53.380]  讓香港真的能夠這種混亂紛亂
[00:07:53.380 --> 00:07:55.340]  能夠盡快的平息下來
[00:07:55.340 --> 00:07:58.380]  但是在這個重點不是只是眼下
[00:07:58.380 --> 00:08:00.420]  而是我們相信在這個中間
[00:08:00.420 --> 00:08:02.540]  上帝讓我們學習一件事情
[00:08:02.540 --> 00:08:05.860]  就是上帝是我們的依靠
[00:08:05.860 --> 00:08:08.500]  因為祂是創天造地的主
[00:08:08.540 --> 00:08:10.420]  我們一定要有這樣的信念
[00:08:10.420 --> 00:08:13.620]  堅定上帝是我們的依靠
[00:08:13.620 --> 00:08:15.820]  如果我們失去這個信心
[00:08:15.820 --> 00:08:18.340]  弟兄姐妹我們的信仰很容易破產
[00:08:18.340 --> 00:08:23.420]  我知道從最早黃雨傘一直到現在
[00:08:23.420 --> 00:08:27.460]  我聽到一些數據的時候讓我覺得很難過
[00:08:27.460 --> 00:08:29.420]  就是很多的年輕人
[00:08:29.420 --> 00:08:31.540]  他們從此就離開教會了
[00:08:31.540 --> 00:08:33.100]  大量的流失
[00:08:33.100 --> 00:08:35.780]  因為他們覺得教會沒有辦法給他們答案
[00:08:35.780 --> 00:08:37.660]  牧師沒有辦法給他們答案
[00:08:37.940 --> 00:08:39.180]  所以他們很失望
[00:08:39.180 --> 00:08:41.380]  所以他們離去了離開了教會
[00:08:41.380 --> 00:08:42.580]  離棄了信仰
[00:08:42.580 --> 00:08:44.220]  我覺得這是很可惜的
[00:08:44.220 --> 00:08:46.180]  因為他們沒有看見
[00:08:46.180 --> 00:08:48.700]  不管在什麼樣的困境當中
[00:08:48.700 --> 00:08:52.300]  其實真正我們的上帝是那位掌權的上帝
[00:08:52.300 --> 00:08:54.700]  我想這是第一方面
[00:08:54.700 --> 00:08:56.500]  我想跟弟兄姐妹來思想
[00:08:56.500 --> 00:08:59.780]  就是相信上帝是我們的依靠
[00:08:59.780 --> 00:09:03.180]  第二方面我們也要堅定的相信
[00:09:03.180 --> 00:09:06.780]  在這段經文要相信什麼
[00:09:06.780 --> 00:09:10.580]  要相信上帝是我們的引導
[00:09:10.580 --> 00:09:12.900]  他不單單是我們的依靠
[00:09:12.900 --> 00:09:14.980]  他一定給我們開出路
[00:09:14.980 --> 00:09:19.740]  他說雅各你為何說我的道路向耶和華隱藏
[00:09:19.740 --> 00:09:21.060]  隱藏是什麼意思
[00:09:21.060 --> 00:09:21.980]  看不見了
[00:09:21.980 --> 00:09:23.540]  不知道該往哪裡去
[00:09:23.540 --> 00:09:27.260]  有的時候我們走到一個陌生的環境
[00:09:27.260 --> 00:09:28.620]  或者走到一個
[00:09:28.620 --> 00:09:32.900]  漆黑的一個小路上面
[00:09:32.900 --> 00:09:34.180]  哇糟糕
[00:09:34.180 --> 00:09:35.540]  該往哪裡走
[00:09:35.740 --> 00:09:37.100]  往東南西北
[00:09:37.100 --> 00:09:38.700]  這個時候有一個光
[00:09:38.700 --> 00:09:40.940]  或者有一個指路人來告訴你
[00:09:40.940 --> 00:09:43.940]  你往東往南往西往北
[00:09:43.940 --> 00:09:46.460]  我想這是給我們一個很大的安危
[00:09:46.460 --> 00:09:50.420]  所以以色列的百姓在那裡問說上帝為什麼的時候
[00:09:50.420 --> 00:09:53.740]  其實有一件很重要的事情
[00:09:53.740 --> 00:09:55.860]  就是上帝要做他們的引導
[00:09:55.860 --> 00:09:58.220]  弟兄姐妹有的時候我們人是這樣
[00:09:58.220 --> 00:10:00.060]  當我們遇見困難的時候
[00:10:00.060 --> 00:10:01.780]  遇見患難的時候
[00:10:01.780 --> 00:10:03.100]  遇見難處的時候
[00:10:03.100 --> 00:10:05.020]  我們最常問的是什麼
[00:10:05.460 --> 00:10:07.020]  主啊為什麼
[00:10:07.020 --> 00:10:09.780]  為什麼會臨到我
[00:10:09.780 --> 00:10:14.700]  但弟兄姐妹有的時候這些問題不一定有答案的
[00:10:14.700 --> 00:10:15.420]  你知道嗎
[00:10:15.420 --> 00:10:18.820]  你不要以為牧師好像什麼都懂
[00:10:18.820 --> 00:10:20.940]  有時候牧師都沒有答案
[00:10:20.940 --> 00:10:24.020]  最近我有幾個童工
[00:10:24.020 --> 00:10:26.180]  在臺灣的童工
[00:10:26.180 --> 00:10:27.300]  很好的童工
[00:10:27.300 --> 00:10:30.180]  好像排隊一樣
[00:10:30.180 --> 00:10:32.780]  檢查出來
[00:10:32.780 --> 00:10:35.220]  癌症的第四期
[00:10:36.340 --> 00:10:37.620]  接近第三期
[00:10:37.620 --> 00:10:41.220]  乳癌
[00:10:41.220 --> 00:10:43.380]  淋巴癌
[00:10:43.380 --> 00:10:47.500]  攝復腺
[00:10:47.500 --> 00:10:51.380]  當我聽到這些消息的時候
[00:10:51.380 --> 00:10:52.500]  我覺得不可思議
[00:10:52.500 --> 00:10:54.100]  怎麼會這樣子呢
[00:10:54.100 --> 00:10:56.180]  這些都是神的僕人使女
[00:10:56.180 --> 00:10:59.540]  他們人生怎麼會遇見這樣的事情呢
[00:10:59.540 --> 00:11:02.500]  但是當我去看他們的分享
[00:11:02.500 --> 00:11:03.900]  看他們的見證的時候
[00:11:04.740 --> 00:11:06.900]  反而讓我心很得激勵
[00:11:06.900 --> 00:11:09.580]  就是原來上帝是藉著這些疾病
[00:11:09.580 --> 00:11:13.700]  讓他的名在他僕人使女身上得榮耀
[00:11:13.700 --> 00:11:15.820]  有的時候我們面對困難
[00:11:15.820 --> 00:11:16.660]  面對環境的時候
[00:11:16.660 --> 00:11:18.940]  我們會覺得主啊為什麼會這樣
[00:11:18.940 --> 00:11:20.060]  有的時候
[00:11:20.060 --> 00:11:20.980]  對不起
[00:11:20.980 --> 00:11:22.100]  基督徒有時候我們會說
[00:11:22.100 --> 00:11:23.340]  哎呀我怎麼這麼倒楣
[00:11:23.340 --> 00:11:26.620]  基督徒沒有什麼倒楣的事情
[00:11:26.620 --> 00:11:29.380]  基督徒的字眼裡面不應該有倒楣這個字
[00:11:29.380 --> 00:11:32.580]  外邦人可能說倒楣倒楣運氣不好
[00:11:32.580 --> 00:11:34.580]  基督徒我們沒有倒楣
[00:11:35.140 --> 00:11:35.740]  因為我們知道
[00:11:35.740 --> 00:11:37.260]  聖經說的嘛
[00:11:37.260 --> 00:11:40.260]  耶穌說你們如果沒有天賦的許可
[00:11:40.260 --> 00:11:42.620]  連一根頭髮都不會掉在地上
[00:11:42.620 --> 00:11:44.820]  換句話說我們人生中間
[00:11:44.820 --> 00:11:48.420]  上帝一定在隨時隨地給我們一些引導
[00:11:48.420 --> 00:11:50.340]  是有的時候我們看不見
[00:11:50.340 --> 00:11:52.540]  有的時候好像看起來是隱藏的
[00:11:52.540 --> 00:11:58.700]  但是我們相信上帝在我們人生中間
[00:11:58.700 --> 00:12:00.380]  他一定會給我們一個引導
[00:12:00.380 --> 00:12:03.140]  好像在舊約裡面有一個人叫約伯
[00:12:03.980 --> 00:12:05.340]  我個人很喜歡讀約伯記
[00:12:05.340 --> 00:12:06.780]  我不曉得你有沒有看過約伯記
[00:12:06.780 --> 00:12:08.940]  約伯是一個藝人
[00:12:08.940 --> 00:12:12.300]  他是上帝允許苦難臨到他
[00:12:12.300 --> 00:12:14.500]  他幾個朋友很好心
[00:12:14.500 --> 00:12:17.940]  告訴他你要認罪呀要悔改呀
[00:12:17.940 --> 00:12:19.620]  上帝是公義的啦
[00:12:19.620 --> 00:12:23.540]  上帝斷不會以有罪的為無罪
[00:12:23.540 --> 00:12:24.420]  所以你要悔改
[00:12:24.420 --> 00:12:26.340]  約伯說我沒有罪呀
[00:12:26.340 --> 00:12:29.220]  人家就說那你太恣意太驕傲了
[00:12:29.220 --> 00:12:30.420]  人怎麼可能沒有罪呢
[00:12:30.420 --> 00:12:31.940]  你怎麼能抵擋上帝呢
[00:12:31.940 --> 00:12:33.300]  有很多神學的論述
[00:12:33.300 --> 00:12:37.660]  有很多這種所謂心理學的論述
[00:12:37.660 --> 00:12:41.020]  但是到最後上帝說這些都不是答案
[00:12:41.020 --> 00:12:43.980]  但是我自己在讀約伯記的時候
[00:12:43.980 --> 00:12:46.420]  我自己也有一個問題就是說
[00:12:46.420 --> 00:12:48.860]  約伯受了這麼多苦
[00:12:48.860 --> 00:12:52.940]  約伯記到後來有沒有上帝給他一個答案呢
[00:12:52.940 --> 00:12:55.220]  上帝有沒有給他答案
[00:12:55.220 --> 00:12:56.780]  上帝沒有給他答案
[00:12:56.780 --> 00:12:58.580]  居然沒有給他答案
[00:12:58.580 --> 00:13:01.740]  在約伯記你看不見約伯為什麼要受苦
[00:13:01.740 --> 00:13:03.540]  但是你看見一件事情
[00:13:03.540 --> 00:13:05.700]  約伯在四十二章那裡講到
[00:13:05.700 --> 00:13:07.580]  他在爐灰中懊悔
[00:13:07.580 --> 00:13:10.380]  他說我從前豐文有你
[00:13:10.380 --> 00:13:13.260]  現在親眼看見你
[00:13:13.260 --> 00:13:16.460]  原來苦難對約伯來說
[00:13:16.460 --> 00:13:18.380]  他認識上帝
[00:13:18.380 --> 00:13:19.740]  上帝的引導
[00:13:19.740 --> 00:13:21.740]  有的時候我們希望說
[00:13:21.740 --> 00:13:23.500]  眼下的問題我們禱告
[00:13:23.500 --> 00:13:25.420]  上帝馬上就給我一個指示
[00:13:25.420 --> 00:13:28.740]  往東往西往南往北
[00:13:28.740 --> 00:13:30.340]  我馬上就要知道該怎麼走
[00:13:30.340 --> 00:13:33.700]  那有的時候越是在這種混難的環境中間
