
[00:00:00.000 --> 00:00:01.660]  (主席)各位電影姊妹早晨
[00:00:01.660 --> 00:00:05.660]  (主席)在這個疫症蔓延的日子
[00:00:05.660 --> 00:00:09.040]  (主席)祝願各人身體健康
[00:00:09.040 --> 00:00:11.000]  (主席)心靈平安
[00:00:11.000 --> 00:00:17.620]  (主席)近來疫症依舊蔓延在世界裏面
[00:00:17.620 --> 00:00:20.060]  (主席)我們整日的思慮
[00:00:20.060 --> 00:00:22.780]  (主席)都被這個疫症佔據
[00:00:22.780 --> 00:00:24.300]  (主席)有一晚
[00:00:24.300 --> 00:00:27.000]  (主席)我忽發奇想
[00:00:27.240 --> 00:00:31.840]  (主席)想像這個新冠狀病毒來探訪我
[00:00:31.840 --> 00:00:35.820]  (主席)他用他的角度跟我聊天
[00:00:35.820 --> 00:00:41.100]  (主席)來訴說他和我們人類相遇的故事
[00:00:41.100 --> 00:00:45.420]  (主席)這個新冠狀病毒這樣跟我說
[00:00:45.420 --> 00:00:48.220]  (主席)人啊人,你們好啊
[00:00:48.220 --> 00:00:51.320]  (主席)我們老朋友又相見了
[00:00:51.320 --> 00:00:55.300]  (主席)我的家族和你們人類的家族
[00:00:55.300 --> 00:00:59.280]  (主席)其實世世代代都是相識相知的
[00:00:59.280 --> 00:01:03.520]  (主席)你們人類改變了我們演化的軌跡
[00:01:03.520 --> 00:01:07.440]  (主席)我們也改變了你們歷史的命圖
[00:01:07.440 --> 00:01:09.200]  (主席)他繼續說
[00:01:09.200 --> 00:01:12.240]  (主席)我和人類其實相識已久
[00:01:12.240 --> 00:01:13.800]  (主席)但不知為何
[00:01:13.800 --> 00:01:16.800]  (主席)你們看起來常常都很怕我
[00:01:16.800 --> 00:01:19.100]  (主席)但其實我平平無奇
[00:01:19.100 --> 00:01:21.180]  (主席)我只不過是一個頑童
[00:01:21.180 --> 00:01:24.000]  (主席)走到你們這些人類的面前
[00:01:24.140 --> 00:01:28.540]  (主席)忽然揭開了你們的面具
[00:01:28.540 --> 00:01:32.360]  (主席)讓你們看回自己的本來的面目
[00:01:32.360 --> 00:01:34.120]  (主席)那個本來的面目
