
[00:00:00.000 --> 00:00:01.520]  各位體験主們平安
[00:00:01.520 --> 00:00:04.720]  我們繼續讀《十二先知書》
[00:00:04.720 --> 00:00:06.400]  今天來到第二講
[00:00:06.400 --> 00:00:09.120]  我們最主要讀的就是第三卷
[00:00:09.120 --> 00:00:10.760]  《阿摩斯書》
[00:00:10.760 --> 00:00:12.640]  以及第四卷
[00:00:12.640 --> 00:00:15.480]  《俄巴底亞書》
[00:00:15.480 --> 00:00:18.440]  這兩卷書都很不同的
[00:00:18.440 --> 00:00:22.920]  阿摩斯本來是一個打理喪事的人
[00:00:22.920 --> 00:00:24.360]  他自己介紹
[00:00:24.360 --> 00:00:25.640]  他說我不是先知
[00:00:25.640 --> 00:00:27.240]  也不是先知的門徒
[00:00:27.240 --> 00:00:30.240]  但是神選召我
[00:00:30.240 --> 00:00:32.120]  神選了我
[00:00:32.120 --> 00:00:33.960]  神呼召我出來
[00:00:33.960 --> 00:00:38.080]  叫我向以色列人發預言
[00:00:38.080 --> 00:00:42.800]  所以神就將"哇"放在阿摩斯的口中
[00:00:42.800 --> 00:00:45.960]  於是阿摩斯就站出來
[00:00:45.960 --> 00:00:49.320]  代表神說話
[00:00:49.320 --> 00:00:54.520]  每一位先知都是神有"哇"賜給他
[00:00:54.520 --> 00:00:56.840]  然後他就很勇敢
[00:00:56.840 --> 00:00:58.440]  無論對著以色列
[00:00:58.440 --> 00:00:59.720]  對著猶大哥
[00:00:59.720 --> 00:01:01.320]  對著外邦
[00:01:01.320 --> 00:01:06.000]  他們就站出來為神說話
[00:01:06.000 --> 00:01:10.400]  所以先知不一定是說未來的預言
[00:01:10.400 --> 00:01:12.920]  先知最主要的意思
[00:01:12.920 --> 00:01:18.760]  就是勇敢地站出來挺身而出
[00:01:18.760 --> 00:01:24.760]  代表神宣告神要講的信息
[00:01:24.760 --> 00:01:28.200]  阿摩斯看到他不是先知
[00:01:28.200 --> 00:01:30.600]  但是神選了他
[00:01:30.600 --> 00:01:35.160]  他就在以色列欣欣向榮的時候
[00:01:35.160 --> 00:01:37.840]  來講預言
[00:01:37.840 --> 00:01:39.480]  他預言什麼呢?
[00:01:39.480 --> 00:01:42.760]  他說當時商業很興盛
[00:01:42.760 --> 00:01:47.040]  但是假冒為善的活動
[00:01:47.040 --> 00:01:52.520]  已經取代了真實的敬拜
[00:01:52.520 --> 00:01:56.560]  於是還有很多的旱災
[00:01:56.560 --> 00:01:59.240]  瘟疫起來
[00:01:59.240 --> 00:02:03.440]  但是百姓仍然不醒覺
[00:02:03.440 --> 00:02:05.760]  仍然不悔改
[00:02:05.760 --> 00:02:10.520]  於是阿摩斯就是一個負擔
[00:02:10.520 --> 00:02:14.920]  代表神將負擔放在他的心裡
[00:02:14.920 --> 00:02:20.680]  所以他就向以色列宣告審判的信息
[00:02:20.680 --> 00:02:23.960]  他用了一個視覺的方式
[00:02:23.960 --> 00:02:28.280]  來表達審判
[00:02:28.280 --> 00:02:31.120]  還有審判的臨近
[00:02:31.120 --> 00:02:32.400]  審判到了
[00:02:32.400 --> 00:02:35.120]  審判已經來到門口了
[00:02:35.120 --> 00:02:37.080]  阿摩斯的背景
[00:02:37.080 --> 00:02:40.960]  就是猶大王烏西亞在位的時候
[00:02:40.960 --> 00:02:46.440]  以色列耶羅波安二世在位的時候
[00:02:46.440 --> 00:02:51.000]  他是在主前755年
[00:02:51.000 --> 00:02:55.720]  他在百里行來講預言
[00:02:55.720 --> 00:02:59.680]  這本書一共有九章聖經
[00:02:59.680 --> 00:03:04.920]  開頭第一到第二章是講八個審判
[00:03:04.920 --> 00:03:07.720]  由第三章到第六章
[00:03:07.720 --> 00:03:11.920]  是三個審判的講道
[00:03:11.920 --> 00:03:16.080]  然後由第七章到第九章開頭
[00:03:16.080 --> 00:03:20.680]  就是五福審判的圖畫
[00:03:20.680 --> 00:03:23.880]  五福審判的意象
[00:03:23.880 --> 00:03:28.360]  然後最後第九章下半段結束的時候
[00:03:28.360 --> 00:03:31.800]  就是講以色列最後會復興
[00:03:31.800 --> 00:03:36.160]  有三個很重要的應許
[00:03:36.160 --> 00:03:38.880]  所以這裡大概是這九章
[00:03:38.880 --> 00:03:40.920]  阿摩斯的信息
[00:03:40.920 --> 00:03:42.200]  我時時都說
[00:03:42.200 --> 00:03:44.400]  我們讀十二先知書
[00:03:44.400 --> 00:03:47.200]  要知道這位先知
[00:03:47.200 --> 00:03:50.520]  他最出名的經文是什麼
[00:03:50.520 --> 00:03:54.480]  他到底講什麼很重要的信息
[00:03:54.480 --> 00:03:56.160]  我們先來看看
[00:03:56.160 --> 00:04:07.520]  阿摩斯書七章的十四到十五節
[00:04:07.520 --> 00:04:11.120]  就講到阿摩斯怎麼被揀選
[00:04:11.120 --> 00:04:15.160]  他說我不是先知又不是先知的門徒
[00:04:15.160 --> 00:04:19.520]  我是牧人是修理喪事的
[00:04:19.520 --> 00:04:22.320]  但耶和華選召我
[00:04:22.320 --> 00:04:25.400]  使我不跟從羊群
[00:04:25.400 --> 00:04:29.040]  使我對我說
[00:04:29.040 --> 00:04:33.720]  去呀向以色列說而言
[00:04:33.720 --> 00:04:34.800]  神對他說
[00:04:34.800 --> 00:04:38.520]  去呀你向以色列說而言
[00:04:38.520 --> 00:04:41.640]  而他最重要的一句話
[00:04:41.640 --> 00:04:45.760]  就在第五章的二十四節
[00:04:45.760 --> 00:04:50.560]  惟願公平如大水滾滾
[00:04:50.560 --> 00:04:54.480]  公義如江河滔滔
[00:04:54.480 --> 00:04:57.720]  這就是公義的先知
[00:04:57.720 --> 00:05:02.840]  阿摩斯他有一個很重要的宣告
[00:05:02.840 --> 00:05:07.240]  公平如大水滾滾
[00:05:07.240 --> 00:05:12.360]  使公義如江河滔滔
[00:05:12.360 --> 00:05:14.920]  所以五章二十四節
[00:05:14.920 --> 00:05:20.120]  就是阿摩斯書很重要很重要的信息
[00:05:20.120 --> 00:05:22.360]  然後我們再看多一段
[00:05:22.360 --> 00:05:27.760]  就是八章的十一到十三節
[00:05:27.760 --> 00:05:31.880]  那裡說日子將到
[00:05:31.880 --> 00:05:36.640]  我必命飢荒臨到這個地上
[00:05:36.640 --> 00:05:40.320]  人飢餓不是因為沒餅
[00:05:40.320 --> 00:05:43.720]  人飢渴不是因為沒水
[00:05:43.720 --> 00:05:48.800]  那是因為他們不聽耶和華的話
[00:05:48.800 --> 00:05:52.600]  我必令他們漂流
[00:05:52.600 --> 00:05:57.760]  從這海到那海
[00:05:57.760 --> 00:06:00.680]  從北邊到東邊
[00:06:00.680 --> 00:06:03.360]  他們往來奔跑
[00:06:03.360 --> 00:06:06.880]  要尋找耶和華的話
[00:06:06.880 --> 00:06:11.080]  但是是尋不見的
[00:06:11.080 --> 00:06:14.520]  原來人乾渴不是因為沒餅
[00:06:14.520 --> 00:06:16.240]  不是因為沒水
[00:06:16.240 --> 00:06:19.960]  是因為你不聽神的話
[00:06:19.960 --> 00:06:22.240]  今天先知這個信息
[00:06:22.240 --> 00:06:24.920]  也是對我們這幫跟從神的人
[00:06:24.920 --> 00:06:27.160]  一個很重要的提醒
[00:06:27.160 --> 00:06:29.160]  你做了基督徒這麼久
[00:06:29.160 --> 00:06:32.520]  你有沒有很渴望神的話呢?
[00:06:32.520 --> 00:06:36.360]  有沒有事事說神說你要滿足我
[00:06:36.360 --> 00:06:38.880]  我很想讀聖經
[00:06:38.880 --> 00:06:41.080]  我要渴求神
[00:06:41.080 --> 00:06:43.080]  大衛在書邊說
[00:06:43.080 --> 00:06:45.800]  我渴慕耶和華
[00:06:45.800 --> 00:06:49.400]  好像鹿渴慕溪水一樣
[00:06:49.400 --> 00:06:51.320]  當鹿口乾的時候
[00:06:51.320 --> 00:06:53.000]  他就運溪水
[00:06:53.000 --> 00:06:56.440]  去到一個很清澈的溪水旁邊
[00:06:56.440 --> 00:06:59.400]  他就可以很安心的
[00:06:59.400 --> 00:07:01.840]  在溪水那裡喝水
[00:07:01.840 --> 00:07:04.080]  耶和華是我們的牧者
[00:07:04.080 --> 00:07:05.880]  叫我們不自覺
[00:07:05.880 --> 00:07:08.560]  他領我們去到很安靜的水邊
[00:07:08.560 --> 00:07:11.360]  他領我們去到清草地
[00:07:11.360 --> 00:07:13.520]  我們有共認
[00:07:13.520 --> 00:07:18.720]  求主幫助你更愛慕神的話
[00:07:18.720 --> 00:07:21.160]  願意去聽祂的話
[00:07:21.160 --> 00:07:23.640]  成為我們腳前面的燈
[00:07:23.640 --> 00:07:25.360]  路上的光
[00:07:25.360 --> 00:07:28.160]  好 接著介紹第二卷先知書
[00:07:28.160 --> 00:07:31.920]  就是《俄巴底亞書》
[00:07:31.920 --> 00:07:34.120]  《俄巴底亞書》真的很短
[00:07:34.120 --> 00:07:36.520]  只有一章
[00:07:36.520 --> 00:07:39.680]  《俄巴底亞》這位先知
[00:07:39.680 --> 00:07:46.240]  就是以蘇和雅各這兩兄弟不和
[00:07:46.240 --> 00:07:50.560]  造成了兩個國家的百姓
[00:07:50.560 --> 00:07:53.280]  彼此為敵
[00:07:53.280 --> 00:07:55.920]  就是以東和以色列
[00:07:55.920 --> 00:08:00.480]  《俄巴底亞》是宣告以東的審判
[00:08:00.480 --> 00:08:04.600]  這本書特別針對的是以東人
[00:08:04.600 --> 00:08:06.720]  《俄巴底亞》的意思就是
[00:08:06.720 --> 00:08:10.480]  耶和華是我的敬拜者
[00:08:10.480 --> 00:08:13.120]  我要敬拜耶和華
[00:08:13.120 --> 00:08:17.960]  祂的主旨就是身要審判以東
[00:08:17.960 --> 00:08:21.720]  神必定審判以東
[00:08:21.720 --> 00:08:24.880]  最主要的關鍵
[00:08:24.880 --> 00:08:27.640]  因為起底只有一章
[00:08:27.640 --> 00:08:32.240]  所以就是《俄巴底亞書》的第十節
[00:08:32.240 --> 00:08:34.440]  和二十一節
[00:08:34.440 --> 00:08:38.440]  我們先來看看第十節
[00:08:38.440 --> 00:08:45.400]  因你向兄弟雅各行強暴
[00:08:45.400 --> 00:08:49.800]  羞愧必然遮蓋你
[00:08:49.800 --> 00:08:53.880]  你必永遠斷絕
[00:08:53.880 --> 00:08:56.720]  你會永遠斷絕
[00:08:56.720 --> 00:09:00.520]  然後接著就到最後一節
[00:09:00.520 --> 00:09:03.400]  第二十一節
[00:09:03.400 --> 00:09:07.800]  他說必有拯救者到石安山
[00:09:07.800 --> 00:09:10.600]  審判以蘇山
[00:09:10.600 --> 00:09:13.920]  國度就歸耶和華
[00:09:13.920 --> 00:09:18.480]  神的審判很快就要來到
[00:09:18.480 --> 00:09:23.800]  所以《俄巴底亞書》是講審判以東的語言
[00:09:23.800 --> 00:09:26.240]  審判以東有什麼理由
[00:09:26.240 --> 00:09:28.640]  審判以東的後果
[00:09:28.640 --> 00:09:34.560]  還有最後是講以色列擁有以東的產業
[00:09:34.560 --> 00:09:36.560]  以東最後滅亡
[00:09:36.560 --> 00:09:40.640]  所有的產業都歸於以色列
[00:09:40.640 --> 00:09:44.720]  這就是十二宣之書裡面的第三卷
[00:09:44.720 --> 00:09:46.120]  《亞摩斯書》
[00:09:46.120 --> 00:09:50.400]  和第四卷就是《俄巴底亞書》
[00:09:50.400 --> 00:09:52.480]  求神比我們都要有耐性
[00:09:52.480 --> 00:09:54.520]  我們真的要好好學習
[00:09:54.520 --> 00:09:58.520]  每一位先知他的信息是什麼
[00:09:58.520 --> 00:10:00.480]  他的重點是什麼
[00:10:00.480 --> 00:10:04.720]  如果你記得十二先知的重點
