
[00:00:00.000 --> 00:00:01.360]  OK
[00:00:01.360 --> 00:00:03.200]  大家好
[00:00:03.200 --> 00:00:08.560]  你們記不記得你們上次畢業是甚麼時候
[00:00:08.560 --> 00:00:14.640]  我們本來
[00:00:14.640 --> 00:00:18.080]  最初有畢業生主日是為了我們自己的人
[00:00:18.080 --> 00:00:20.000]  真的畢業開始的
[00:00:20.000 --> 00:00:22.640]  結果慢慢我們已經沒有人畢業了
[00:00:22.640 --> 00:00:24.560]  為了子女畢業
[00:00:24.560 --> 00:00:26.560]  然後現在為了孫子
[00:00:26.560 --> 00:00:29.200]  所以我們見到日子過得太快
[00:00:29.200 --> 00:00:31.920]  有好多人看著他們出生
[00:00:31.920 --> 00:00:34.440]  都不知道頒了多少次獎給他們
[00:00:34.440 --> 00:00:35.440]  有的
[00:00:35.440 --> 00:00:39.160]  Pre-school 一直頒到大學畢業
[00:00:39.160 --> 00:00:40.320]  有些研究員
[00:00:40.320 --> 00:00:43.360]  讓我們在板黑光陰下
[00:00:43.360 --> 00:00:46.160]  也讓我們的生命可以繼續祝福
[00:00:46.160 --> 00:00:48.000]  我們的下一代
[00:00:48.000 --> 00:00:49.000]  Amen
[00:00:49.000 --> 00:00:55.960]  提提大家如果你有手提電話
[00:00:55.960 --> 00:00:56.960]  記得檢查一下
[00:00:56.960 --> 00:01:00.680]  我們希望講到的時候不會有騷擾
[00:01:00.680 --> 00:01:10.720]  今天我們繼續看《仕逃行傳》的經文
[00:01:10.720 --> 00:01:13.920]  上個星期我們有二十章
[00:01:13.920 --> 00:01:17.160]  今天開始是二十一章
[00:01:17.160 --> 00:01:20.000]  其實一直有二十六章
[00:01:20.000 --> 00:01:24.360]  因為如果大家還記得上一次
[00:01:24.360 --> 00:01:28.920]  我們講到仕逃保羅的第三次宣教行程
[00:01:28.920 --> 00:01:30.320]  就結束了
[00:01:30.320 --> 00:01:32.040]  結束在最主要的地方
[00:01:32.040 --> 00:01:33.600]  在米利都
[00:01:33.600 --> 00:01:36.600]  米利都就是他叫這些
[00:01:36.600 --> 00:01:37.920]  以忽所教會
[00:01:37.920 --> 00:01:39.640]  他所建立的教會
[00:01:39.640 --> 00:01:42.640]  以及鄰近一些的教會的長老
[00:01:42.640 --> 00:01:44.160]  來跟他會合
[00:01:44.160 --> 00:01:45.880]  因為他趕著路程
[00:01:45.880 --> 00:01:48.320]  他就不去以忽所見他們
[00:01:48.320 --> 00:01:51.120]  他就叫他們來米利都
[00:01:51.120 --> 00:01:53.560]  所以米利都他就講了一篇
[00:01:53.560 --> 00:01:56.560]  非常重要去鼓勵教會
[00:01:56.560 --> 00:01:58.640]  鼓勵教會的領袖
[00:01:58.640 --> 00:02:02.040]  以及教會的整體的一篇講道
[00:02:02.040 --> 00:02:05.280]  之後他就回到耶路撒冷
[00:02:05.280 --> 00:02:09.160]  就正式結束了他三次的宣教行程
[00:02:09.160 --> 00:02:11.560]  本來回到耶路撒冷
[00:02:11.560 --> 00:02:14.080]  是面對一個很大的危險
[00:02:14.080 --> 00:02:17.680]  因為他知道有很多人要去攻擊他
[00:02:17.680 --> 00:02:20.440]  事實上也是冒生命的危險
[00:02:20.440 --> 00:02:23.880]  因為已經有不同的人警告他
[00:02:23.880 --> 00:02:28.200]  有可能真的為主會殉道
[00:02:28.200 --> 00:02:30.040]  但是他仍然感覺到
[00:02:30.040 --> 00:02:32.400]  他要證明這個恩惠的福音
[00:02:32.400 --> 00:02:35.240]  要完成主交託給他的使命
[00:02:35.240 --> 00:02:37.760]  所以他就勇敢前行
[00:02:37.760 --> 00:02:39.320]  所以當他回到耶路撒冷之後
[00:02:39.320 --> 00:02:42.760]  的確是面對一些攻擊
[00:02:42.760 --> 00:02:44.720]  來審判
[00:02:44.720 --> 00:02:47.640]  甚至判他的刑
[00:02:47.640 --> 00:02:49.600]  但是他因為上訴該殺
[00:02:49.600 --> 00:02:52.520]  就好像我們今天上訴最高法院那樣
[00:02:52.520 --> 00:02:55.440]  所以既然他是羅馬公民
[00:02:55.440 --> 00:02:56.480]  他有這個權利
[00:02:56.480 --> 00:03:01.840]  所以他就被遣返到羅馬
[00:03:01.840 --> 00:03:06.960]  當時的最高法院
[00:03:06.960 --> 00:03:10.120]  即該殺那裡來受審判
[00:03:10.120 --> 00:03:13.960]  所以開始由二十一章
[00:03:13.960 --> 00:03:17.320]  一直到二十六章這一大段
[00:03:17.320 --> 00:03:21.480]  就是仕途保羅的第四次行程
[00:03:21.480 --> 00:03:23.800]  這次的行程不是宣教行程
[00:03:23.800 --> 00:03:26.400]  不過也有宣教的味道
[00:03:26.400 --> 00:03:30.400]  因為他去到不同的地方仍然是為主作見證
[00:03:30.400 --> 00:03:32.160]  雖然不是他的自由
[00:03:32.160 --> 00:03:37.120]  但是他在被遣返的階段裡
[00:03:37.120 --> 00:03:39.640]  他是竭力地來維護真道
[00:03:39.640 --> 00:03:41.120]  見證福音
[00:03:41.120 --> 00:03:44.680]  來證明他一方面是沒有罪的
[00:03:44.680 --> 00:03:46.960]  另一方面他所做的一切
[00:03:46.960 --> 00:03:50.200]  就是為了讓人認識到這位真神
[00:03:50.200 --> 00:03:52.200]  和救主耶穌基督
[00:03:52.200 --> 00:03:54.200]  所以他一直維護真理
[00:03:54.200 --> 00:03:55.640]  為主作見證
[00:03:55.640 --> 00:04:03.960]  來到第四次從耶路撒冷去羅馬的階段裡
[00:04:03.960 --> 00:04:05.400]  經過不同的地方
[00:04:05.400 --> 00:04:09.360]  所給我們一些很寶貴的學習
[00:04:09.360 --> 00:04:11.960]  所以這一個大段可以分為
[00:04:11.960 --> 00:04:15.320]  由二十一章十七節開始
[00:04:15.320 --> 00:04:17.040]  到二十三章
[00:04:17.040 --> 00:04:22.200]  這段是向猶太會眾作見證
[00:04:22.200 --> 00:04:24.720]  所以有兩個主要大類
[00:04:24.720 --> 00:04:26.600]  一個是向自己猶太人
[00:04:26.600 --> 00:04:30.840]  這些領袖和工會的人來作見證
[00:04:30.840 --> 00:04:33.320]  另外就是從二十四章開始
[00:04:33.320 --> 00:04:34.680]  到二十六章尾
[00:04:34.680 --> 00:04:37.120]  就是向羅馬的官員作見證
[00:04:37.120 --> 00:04:38.720]  因為他差不多去到羅馬
[00:04:38.720 --> 00:04:42.960]  所以他就在那裡為主作見證
[00:04:42.960 --> 00:04:45.920]  維護真理
[00:04:45.920 --> 00:04:48.120]  所以可以分成這兩大段
[00:04:48.120 --> 00:04:52.160]  這兩大段各有兩次保羅的申訴
