
[00:00:00.000 --> 00:00:03.020]  在我們聽到之前我們一起祈禱
[00:00:03.020 --> 00:00:07.440]  願僕人口中的言語
[00:00:07.440 --> 00:00:11.260]  匯眾心裏的意念
[00:00:11.260 --> 00:00:13.700]  都蒙上主的月亮
[00:00:13.700 --> 00:00:14.700]  阿門
[00:00:14.700 --> 00:00:19.160]  各位我們今天要和大家思想的是
[00:00:19.160 --> 00:00:21.980]  自覺我是誰
[00:00:21.980 --> 00:00:27.960]  這個講道也是配合我們今天的經課
[00:00:27.960 --> 00:00:30.900]  是來和大家思想的
[00:00:30.900 --> 00:00:34.180]  人是需要常常自覺
[00:00:34.180 --> 00:00:35.900]  我是誰
[00:00:35.900 --> 00:00:40.080]  在神學的基督論當中
[00:00:40.080 --> 00:00:43.540]  一個很重要在神學界的討論
[00:00:43.540 --> 00:00:47.760]  就是耶穌一出生的時候
[00:00:47.760 --> 00:00:51.800]  祂是不是自覺祂就是彌賽亞
[00:00:51.800 --> 00:00:54.300]  祂就是神的兒子呢
[00:00:55.100 --> 00:00:59.760]  抑或耶穌祂是慢慢地去自覺
[00:00:59.760 --> 00:01:03.120]  發現祂自己的身份
[00:01:03.120 --> 00:01:05.400]  是和一般人不同的
[00:01:05.400 --> 00:01:07.520]  祂就是彌賽亞
[00:01:07.520 --> 00:01:10.040]  祂也是神的兒子
[00:01:10.040 --> 00:01:12.960]  各位按常理
[00:01:12.960 --> 00:01:15.760]  一個人在年幼的時候
[00:01:15.760 --> 00:01:17.760]  祂不會一出生
[00:01:17.760 --> 00:01:20.680]  就知道祂將來會做特首
[00:01:20.680 --> 00:01:21.960]  做總統
[00:01:21.960 --> 00:01:23.960]  或者做皇帝的
[00:01:24.440 --> 00:01:28.320]  是要祂逐漸逐漸長大的時候
[00:01:28.320 --> 00:01:31.560]  祂才會有這種的自覺
[00:01:31.560 --> 00:01:35.520]  各位在這個爭論的當中
[00:01:35.520 --> 00:01:38.120]  我們簡單地去劃分
[00:01:38.120 --> 00:01:43.440]  傳統的神學家是強調耶穌的神聖
[00:01:43.440 --> 00:01:47.360]  所以他們認為耶穌應該一出生
[00:01:47.360 --> 00:01:50.360]  祂就知道祂就是基督
[00:01:50.360 --> 00:01:54.280]  祂就是永生上帝的兒子
[00:01:54.280 --> 00:01:58.560]  新派的神學家在近代
[00:01:58.560 --> 00:02:02.560]  是比較強調耶穌的人性
[00:02:02.560 --> 00:02:07.480]  所以他們認為耶穌應該是逐漸逐漸地
[00:02:07.480 --> 00:02:11.880]  祂才會醒覺到祂是神的兒子
[00:02:11.880 --> 00:02:13.240]  祂是基督
[00:02:13.240 --> 00:02:16.400]  甚至很多神學家認為
[00:02:16.400 --> 00:02:18.760]  耶穌在祂三十歲
[00:02:18.760 --> 00:02:20.560]  祂出來傳道
[00:02:20.560 --> 00:02:23.280]  接受施洗約翰的洗禮
[00:02:23.280 --> 00:02:25.280]  那一瞬間
[00:02:25.280 --> 00:02:27.280]  祂才發現
[00:02:27.280 --> 00:02:29.280]  祂是神的兒子
[00:02:29.280 --> 00:02:31.280]  祂是基督
[00:02:31.280 --> 00:02:36.720]  許牧師,哪一個是你的答案呢?
[00:02:36.720 --> 00:02:39.280]  或者我的答案呢?
[00:02:39.280 --> 00:02:43.000]  我認為這個這麼複雜的神學問題
[00:02:43.000 --> 00:02:45.680]  要問一問耶穌才行
[00:02:45.680 --> 00:02:47.280]  不過
[00:02:47.280 --> 00:02:52.680]  無論如何,耶穌是一個自覺能力很強的人
[00:02:52.680 --> 00:02:57.080]  很多人都看不到耶穌那種自覺性
[00:02:57.080 --> 00:03:00.160]  耶穌祂有自覺、有自省
[00:03:00.160 --> 00:03:04.280]  甚至祂有自悟
[00:03:04.280 --> 00:03:07.760]  耶穌祂自覺到自己能力的大小
[00:03:07.760 --> 00:03:09.760]  祂自覺祂是神的兒子
[00:03:09.760 --> 00:03:10.880]  是基督
[00:03:10.880 --> 00:03:13.480]  也是夫子
[00:03:13.480 --> 00:03:17.880]  祂自覺到祂自己在世的使命
[00:03:17.880 --> 00:03:22.360]  耶穌的偉大很多人都忽略了
[00:03:22.360 --> 00:03:26.880]  耶穌是一個自覺能力高
[00:03:26.880 --> 00:03:29.880]  所以祂能夠成為了不起的人
[00:03:29.880 --> 00:03:31.880]  也是神
[00:03:31.880 --> 00:03:35.880]  從現代的術語我們去看
[00:03:35.880 --> 00:03:39.880]  自覺就是一個人自己有所認識
[00:03:39.880 --> 00:03:41.880]  主動去做
[00:03:41.880 --> 00:03:44.880]  自發、自動的
[00:03:44.880 --> 00:03:47.880]  祂自己察覺到的
[00:03:47.880 --> 00:03:50.880]  自覺是一種意識
[00:03:50.880 --> 00:03:54.880]  這個意識就是在祂的內心裡面
[00:03:54.880 --> 00:03:58.880]  祂發現了祂自己是誰
[00:03:58.880 --> 00:04:01.880]  然後祂將祂自己自覺的
[00:04:01.880 --> 00:04:05.880]  釋放、表現出來
[00:04:05.880 --> 00:04:10.880]  人的生命本身是有意識的本體
[00:04:10.880 --> 00:04:14.880]  這是無法看到的
[00:04:14.880 --> 00:04:17.880]  也是有一個物質的本體
[00:04:17.880 --> 00:04:21.880]  這個物質的本體好像眼耳口鼻高度
[00:04:21.880 --> 00:04:26.880]  這些是見得到的
[00:04:26.880 --> 00:04:31.880]  而這個人的意識在做人的處世上
[00:04:31.880 --> 00:04:33.880]  是相當重要的
[00:04:33.880 --> 00:04:36.880]  特別在領導學上
[00:04:36.880 --> 00:04:42.880]  一個好的領袖一定是自覺性很強的人
[00:04:42.880 --> 00:04:44.880]  他不單只能夠自覺
[00:04:44.880 --> 00:04:49.880]  而且能夠他覺去覺悟到他的下屬
[00:04:49.880 --> 00:04:53.880]  有什麼優點缺點
[00:04:53.880 --> 00:04:55.880]  由於他這一種的自覺性
[00:04:55.880 --> 00:04:59.880]  就會帶來了在整個團隊當中
[00:04:59.880 --> 00:05:02.880]  強大的力量
[00:05:02.880 --> 00:05:06.880]  所以Victor Lippmann說
[00:05:06.880 --> 00:05:10.880]  最有效能的領導者或者管理者
[00:05:10.880 --> 00:05:14.880]  就是能夠對自己的優點缺點
[00:05:14.880 --> 00:05:17.880]  有很真實的評估
[00:05:17.880 --> 00:05:20.880]  包括他對別人的影響
[00:05:20.880 --> 00:05:24.880]  以及他能夠看到自己的不足
[00:05:24.880 --> 00:05:28.880]  就加強他的不足
[00:05:28.880 --> 00:05:33.880]  所以自覺是包含了對自己的認識
[00:05:33.880 --> 00:05:36.880]  由自覺進而去到自省
[00:05:36.880 --> 00:05:39.880]  去改進自己
[00:05:39.880 --> 00:05:42.880]  再去到一種自誤
[00:05:42.880 --> 00:05:48.880]  怎樣來彌補自己的缺乏和不足
[00:05:48.880 --> 00:05:50.880]  一個人
[00:05:50.880 --> 00:05:54.880]  當他能夠常常在自覺認識自己
[00:05:54.880 --> 00:05:56.880]  自省改進自己
[00:05:56.880 --> 00:06:00.880]  自誤想到一些真正的方法去幫自己
[00:06:00.880 --> 00:06:03.880]  去改善的時候
[00:06:03.880 --> 00:06:08.880]  這個人是不得了的人
[00:06:08.880 --> 00:06:11.880]  你有沒有時間呢
[00:06:11.880 --> 00:06:14.880]  有沒有人問過你這個問題呢
[00:06:14.880 --> 00:06:16.880]  通常有些人問我
[00:06:16.880 --> 00:06:18.880]  許牧師你有沒有時間
[00:06:18.880 --> 00:06:20.880]  我知道他下一句
[00:06:20.880 --> 00:06:22.880]  麻煩你來講一下道
[00:06:22.880 --> 00:06:27.880]  如果我經常的答案是我沒有時間
[00:06:27.880 --> 00:06:30.880]  沒時間沒時間沒時間
[00:06:30.880 --> 00:06:31.880]  什麼都沒時間
[00:06:31.880 --> 00:06:33.880]  簡單來說
[00:06:33.880 --> 00:06:35.880]  我是沒空
[00:06:35.880 --> 00:06:40.880]  我沒空間留給自己和別人
[00:06:40.880 --> 00:06:43.880]  嚴重一點來說
[00:06:43.880 --> 00:06:47.880]  這個我沒時間是什麼意思呢
[00:06:47.880 --> 00:06:49.880]  就是告訴別人
[00:06:49.880 --> 00:06:52.880]  我是沒辦法掌握我的時間
[00:06:52.880 --> 00:06:54.880]  我對我的生命是無能的
[00:06:54.880 --> 00:06:57.880]  沒時間就好像死人一樣
[00:06:57.880 --> 00:07:01.880]  那我要改善自己了
[00:07:01.880 --> 00:07:05.880]  在大學裏面很多時看到那些宿生
[00:07:05.880 --> 00:07:08.880]  經常都說自己沒時間讀書
[00:07:08.880 --> 00:07:11.880]  因為他又要讀書又要活動又要拍拖
[00:07:11.880 --> 00:07:13.880]  他又要交功課
[00:07:13.880 --> 00:07:15.880]  還要去外面賺外快
[00:07:15.880 --> 00:07:18.880]  科大不知道是不是這樣
[00:07:18.880 --> 00:07:20.880]  沒時間
[00:07:20.880 --> 00:07:26.880]  經常講這句話的人要有自覺
[00:07:26.880 --> 00:07:28.880]  各位我們在這段經文裏面
[00:07:28.880 --> 00:07:31.880]  大家要留意這種自覺
[00:07:31.880 --> 00:07:35.880]  首先耶穌身份的自覺
[00:07:35.880 --> 00:07:36.880]  祂是彌賽亞
[00:07:36.880 --> 00:07:38.880]  祂是神的兒子
[00:07:38.880 --> 00:07:41.880]  祂有祂對行為的自覺
[00:07:41.880 --> 00:07:44.880]  如果大家有留心看的時候
[00:07:44.880 --> 00:07:47.880]  當施洗約翰在坐牢的時候
[00:07:47.880 --> 00:07:49.880]  他聽到很多留言
[00:07:49.880 --> 00:07:51.880]  有些人說耶穌是基督
[00:07:51.880 --> 00:07:54.880]  有些又說覺得祂不是基督
[00:07:54.880 --> 00:07:58.880]  施洗約翰曾經在耶穌洗禮之前
[00:07:58.880 --> 00:08:00.880]  指出這是上帝的羔羊
[00:08:00.880 --> 00:08:03.880]  祂就是基督
[00:08:03.880 --> 00:08:07.880]  為什麼他在坐牢的時候又會懷疑
[00:08:07.880 --> 00:08:09.880]  因為他只聽別人說
[00:08:09.880 --> 00:08:11.880]  有些人說耶穌是基督
[00:08:11.880 --> 00:08:12.880]  有些人說不是
[00:08:12.880 --> 00:08:15.880]  可能都動搖了他的信念
[00:08:15.880 --> 00:08:19.880]  因為他沒辦法親眼再看到耶穌
[00:08:19.880 --> 00:08:24.880]  耶穌的回答是相當有智慧的
[00:08:24.880 --> 00:08:26.880]  耶穌不是說我是基督
[00:08:26.880 --> 00:08:29.880]  為什麼你不相信
[00:08:29.880 --> 00:08:32.880]  有些人被批評他不行的時候
[00:08:32.880 --> 00:08:34.880]  他說我可以的
[00:08:34.880 --> 00:08:36.880]  我是誰誰的
[00:08:36.880 --> 00:08:40.880]  或者我是誰誰的兒子
[00:08:40.880 --> 00:08:46.880]  但耶穌在馬太十一章五節說
[00:08:46.880 --> 00:08:53.880]  叫施洗約翰的門徒回去告訴他
[00:08:53.880 --> 00:08:56.880]  就是「乞子看見
[00:08:56.880 --> 00:08:58.880]  騎子行走
[00:08:58.880 --> 00:09:00.880]  長大麻風的得潔淨
[00:09:00.880 --> 00:09:02.880]  聾子聽見死人復活
[00:09:02.880 --> 00:09:06.880]  窮人有福音傳給他們」
[00:09:06.880 --> 00:09:09.880]  這一切都是耶穌在自覺當中
[00:09:09.880 --> 00:09:13.880]  看到祂自己的價值
[00:09:13.880 --> 00:09:18.880]  另一方面我們看到關係的自覺
[00:09:18.880 --> 00:09:21.880]  耶穌清楚認識自己是基督
[00:09:21.880 --> 00:09:24.880]  是神的兒子的時候
[00:09:24.880 --> 00:09:26.880]  他就覺他
[00:09:26.880 --> 00:09:28.880]  他感覺到
[00:09:28.880 --> 00:09:32.880]  體會到約翰就是他的先鋒
[00:09:32.880 --> 00:09:36.880]  各位人要常常的去自覺
[00:09:36.880 --> 00:09:39.880]  自覺是什麼很重要?
[00:09:39.880 --> 00:09:43.880]  關係的自覺是很重要
[00:09:43.880 --> 00:09:46.880]  我與人的關係
[00:09:46.880 --> 00:09:48.880]  我與物的關係
[00:09:48.880 --> 00:09:51.880]  我與神的關係
[00:09:51.880 --> 00:09:54.880]  我與他的關係
[00:09:54.880 --> 00:09:57.880]  我與你的關係
[00:09:57.880 --> 00:10:00.880]  在這種角色
[00:10:00.880 --> 00:10:04.880]  和角色之間的自覺
[00:10:04.880 --> 00:10:09.880]  是會令你建立與人有好的關係
[00:10:09.880 --> 00:10:12.880]  但很多時候我們與人的關係
[00:10:12.880 --> 00:10:17.880]  我們沒有停下來去自覺
[00:10:17.880 --> 00:10:19.880]  我與太太的關係
[00:10:19.880 --> 00:10:21.880]  子女的關係
[00:10:21.880 --> 00:10:24.880]  朋友的關係
[00:10:24.880 --> 00:10:29.880]  在自覺當中第一樣很重要的
[00:10:29.880 --> 00:10:33.880]  就是你要自覺我是誰
[00:10:33.880 --> 00:10:35.880]  大家如果有留意
[00:10:35.880 --> 00:10:38.880]  馬太十六章十三到二十節
[00:10:38.880 --> 00:10:42.880]  耶穌問門徒
[00:10:42.880 --> 00:10:46.880]  人家說我是誰呢?
[00:10:46.880 --> 00:10:49.880]  門徒有些就說你是施洗約翰
[00:10:49.880 --> 00:10:50.880]  是以利亞
[00:10:50.880 --> 00:10:51.880]  是耶利米
[00:10:51.880 --> 00:10:54.880]  是先知裡面的一個
