
[00:00:00.000 --> 00:00:02.000]  過三十歲
[00:00:02.000 --> 00:00:05.000]  記憶力開始衰退
[00:00:05.000 --> 00:00:08.000]  我發覺我愈來愈嚴重
[00:00:08.000 --> 00:00:10.000]  愈來愈嚴重
[00:00:10.000 --> 00:00:11.000]  順便試一下
[00:00:11.000 --> 00:00:12.000]  頂尖妹你記不記得
[00:00:12.000 --> 00:00:15.000]  上一次林牧師講道
[00:00:15.000 --> 00:00:17.000]  是講什麼
[00:00:17.000 --> 00:00:22.000]  現在講第三章
[00:00:22.000 --> 00:00:24.000]  上一次就講第二章
[00:00:24.000 --> 00:00:26.000]  你一定要記得
[00:00:26.000 --> 00:00:28.000]  第二章最後那一節
[00:00:28.000 --> 00:00:32.000]  耶和華果然將全地交在我們手中
[00:00:32.000 --> 00:00:35.000]  並且那地所有的居民
[00:00:35.000 --> 00:00:37.000]  在我們面前都融化
[00:00:37.000 --> 00:00:40.000]  是在探子回報約書亞的時候
[00:00:40.000 --> 00:00:43.000]  在紀律拉俠閣裡面
[00:00:43.000 --> 00:00:45.000]  去查探軍情
[00:00:45.000 --> 00:00:48.000]  然後第二章最後那一句
[00:00:48.000 --> 00:00:53.000]  約書亞為什麼要立石
[00:00:55.000 --> 00:00:57.000]  過河就很清晰
[00:00:57.000 --> 00:01:00.000]  神指示他過這條約旦河
[00:01:00.000 --> 00:01:03.000]  人沒有記性是很自然的事
[00:01:03.000 --> 00:01:06.000]  我為什麼講我愈來愈沒有記性
[00:01:06.000 --> 00:01:10.000]  上星期我好久沒有試過
[00:01:10.000 --> 00:01:13.000]  上星期走了
[00:01:13.000 --> 00:01:14.000]  放工
[00:01:14.000 --> 00:01:15.000]  說走就走
[00:01:15.000 --> 00:01:17.000]  有拿手袋
[00:01:17.000 --> 00:01:19.000]  有拿手機
[00:01:19.000 --> 00:01:21.000]  不過沒有拿錢包和鑰匙
[00:01:21.000 --> 00:01:23.000]  是不是很嚴重
[00:01:23.000 --> 00:01:25.000]  平時都是忘記了一樣
[00:01:25.000 --> 00:01:28.000]  這次是忘記了兩樣
[00:01:28.000 --> 00:01:31.000]  昨天來聽斯班
[00:01:31.000 --> 00:01:33.000]  敬拜隊rehearsal的時候
[00:01:33.000 --> 00:01:36.000]  因為自己有定論壇
[00:01:36.000 --> 00:01:38.000]  教會就有得拿
[00:01:38.000 --> 00:01:39.000]  基督教周報
[00:01:39.000 --> 00:01:42.000]  有個開來我就拿基督教周報
[00:01:42.000 --> 00:01:45.000]  拿了然後放在背囊
[00:01:45.000 --> 00:01:48.000]  坐一會兒
[00:01:48.000 --> 00:01:50.000]  臨走又拿多一份
[00:01:50.000 --> 00:01:51.000]  即是拿了兩份
[00:01:51.000 --> 00:01:55.000]  其中一份就很快拿去回收
[00:01:55.000 --> 00:01:56.000]  因為有兩份
[00:01:56.000 --> 00:01:57.000]  兩份用來做什麼呢
[00:01:57.000 --> 00:01:59.000]  看一份就夠了
[00:01:59.000 --> 00:02:02.000]  人好容易忘記
[00:02:02.000 --> 00:02:07.000]  當以色列人腳踏約旦河邊
[00:02:07.000 --> 00:02:08.000]  要走入應許之地
[00:02:08.000 --> 00:02:09.000]  他們好緊張
[00:02:09.000 --> 00:02:12.000]  因為這個地方就是他們夢寐以求
[00:02:12.000 --> 00:02:14.000]  幾十年連摩西都進不去
[00:02:14.000 --> 00:02:15.000]  今日他們可以進
[00:02:15.000 --> 00:02:18.000]  他們要進了
[00:02:20.000 --> 00:02:23.000]  漂流的日子和定居的日子很不一樣
[00:02:23.000 --> 00:02:26.000]  有沒有試過漂流
[00:02:26.000 --> 00:02:29.000]  頂智梅你逐草而居
[00:02:29.000 --> 00:02:31.000]  即是放牧的日子
[00:02:31.000 --> 00:02:33.000]  你有沒有在艇上
[00:02:33.000 --> 00:02:36.000]  有沒有水上人在
[00:02:36.000 --> 00:02:39.000]  你現在住的地方是否很實淨
[00:02:39.000 --> 00:02:41.000]  但是過往的日子
[00:02:41.000 --> 00:02:42.000]  他們在曠野
[00:02:42.000 --> 00:02:46.000]  今日他們要進入迦南地定居
[00:02:46.000 --> 00:02:50.000]  很不一樣神要施行奇蹟
[00:02:50.000 --> 00:02:53.000]  在這個過程裏面
[00:02:53.000 --> 00:02:54.000]  以色列人要過河
[00:02:54.000 --> 00:02:56.000]  可以這樣說
[00:02:56.000 --> 00:02:59.000]  這一趟是一個神奇的旅程
[00:02:59.000 --> 00:03:01.000]  要經歷上主神奇的帶領
[00:03:01.000 --> 00:03:03.000]  在這個過程裏面
[00:03:03.000 --> 00:03:07.000]  祭司約書雅十二支派
[00:03:07.000 --> 00:03:10.000]  要一同去做這個見證
[00:03:10.000 --> 00:03:14.000]  以致他們的子孫都要知道
[00:03:14.000 --> 00:03:17.000]  神昔日怎樣去帶領他們
[00:03:17.000 --> 00:03:20.000]  出埃及去曠野
[00:03:20.000 --> 00:03:23.000]  然後今日的的確確
[00:03:23.000 --> 00:03:25.000]  沒有多少個小時
[00:03:25.000 --> 00:03:28.000]  他們就要進入迦南地
[00:03:28.000 --> 00:03:30.000]  在整個過程
[00:03:30.000 --> 00:03:31.000]  全部的以色列民
[00:03:31.000 --> 00:03:33.000]  他們一同要去見證
[00:03:33.000 --> 00:03:37.000]  耶和華神在他們身上所作的一切
[00:03:37.000 --> 00:03:40.000]  重要的時刻
[00:03:40.000 --> 00:03:41.000]  要到的時候
[00:03:41.000 --> 00:03:43.000]  頂智梅你會做什麼
[00:03:45.000 --> 00:03:46.000]  重要的時刻
[00:03:46.000 --> 00:03:47.000]  到的時候
[00:03:47.000 --> 00:03:50.000]  你有什麼準備
[00:03:50.000 --> 00:03:52.000]  我們看第一節
[00:03:52.000 --> 00:03:56.000]  約書雅清早起身
[00:03:56.000 --> 00:04:01.000]  就和以色列眾人離開了什廷
[00:04:01.000 --> 00:04:03.000]  來到約旦河
[00:04:03.000 --> 00:04:07.000]  過河之前就住在那裏幾天
[00:04:07.000 --> 00:04:10.000]  然後過了三天
[00:04:10.000 --> 00:04:13.000]  官長走遍營中
[00:04:13.000 --> 00:04:14.000]  到第三節
[00:04:14.000 --> 00:04:15.000]  就吩咐百姓
[00:04:15.000 --> 00:04:18.000]  你們看到利美加的祭司
[00:04:18.000 --> 00:04:20.000]  抬著耶和華神的跪
[00:04:20.000 --> 00:04:21.000]  約跪的時候
[00:04:21.000 --> 00:04:23.000]  你就起行離開了
[00:04:23.000 --> 00:04:25.000]  跟著約跪走
[00:04:25.000 --> 00:04:28.000]  跟著約跪走
[00:04:28.000 --> 00:04:30.000]  頂智梅
[00:04:30.000 --> 00:04:31.000]  在你的生命裏面
[00:04:31.000 --> 00:04:32.000]  你跟著什麼走
[00:04:32.000 --> 00:04:34.000]  你跟著你的感覺走
[00:04:34.000 --> 00:04:37.000]  約跪代表什麼
[00:04:37.000 --> 00:04:38.000]  神的同在
[00:04:38.000 --> 00:04:39.000]  神與他們同行
[00:04:39.000 --> 00:04:42.000]  你跟著神一起走
[00:04:43.000 --> 00:04:44.000]  重要的時刻
[00:04:44.000 --> 00:04:46.000]  你會怎樣
[00:04:46.000 --> 00:04:48.000]  其實每個主日
[00:04:48.000 --> 00:04:50.000]  對我們來說都是重要的時刻
[00:04:50.000 --> 00:04:52.000]  講到的人就明白了
[00:04:52.000 --> 00:04:54.000]  重要的時刻我會怎樣
[00:04:54.000 --> 00:04:58.000]  禮拜六晚
[00:04:58.000 --> 00:05:00.000]  盡量不要有任何的應酬
[00:05:00.000 --> 00:05:04.000]  非必不得已
[00:05:04.000 --> 00:05:06.000]  禮拜六晚都在家
[00:05:06.000 --> 00:05:09.000]  十點半上床
[00:05:09.000 --> 00:05:10.000]  休息一會
[00:05:10.000 --> 00:05:11.000]  十一點鐘就睡了
[00:05:13.000 --> 00:05:15.000]  師母也很合作的
