
[00:00:00.000 --> 00:00:02.000]  各位弟子妹早晨
[00:00:02.000 --> 00:00:04.000]  讓我們一起低頭祈禱
[00:00:04.000 --> 00:00:07.000]  深受感謝你
[00:00:07.000 --> 00:00:11.000]  感謝你讓我們能夠成為你的兒女
[00:00:11.000 --> 00:00:14.000]  主祢曾經允許過每一個你的兒女
[00:00:14.000 --> 00:00:16.000]  都滿有喜樂、平安
[00:00:16.000 --> 00:00:18.000]  亦都有你所賜生命的活水
[00:00:18.000 --> 00:00:20.000]  好像活水江河
[00:00:20.000 --> 00:00:22.000]  讓我們的生命得滋潤
[00:00:22.000 --> 00:00:26.000]  去面對我們在生活上所遇到的一切挑戰
[00:00:26.000 --> 00:00:29.000]  懇求聖靈你時刻幫助我們
[00:00:29.000 --> 00:00:33.000]  亦都讓你的靈賜給我們有悟性
[00:00:33.000 --> 00:00:36.000]  以至我們能夠明白你懷疑中的奧秘
[00:00:36.000 --> 00:00:39.000]  永遠聽的和講的都同蒙你的月
[00:00:39.000 --> 00:00:40.000]  祈禱奉主耶穌
[00:00:40.000 --> 00:00:41.000]  基督的名求
[00:00:41.000 --> 00:00:42.000]  阿們
[00:00:42.000 --> 00:00:46.000]  不知道大家有沒有機會看過一套電影
[00:00:46.000 --> 00:00:50.000]  幾年之前的那套電影的名字叫《沉默》
[00:00:50.000 --> 00:00:53.000]  只是它的名字都令人很沉重
[00:00:53.000 --> 00:00:55.000]  有機會看的時候
[00:00:55.000 --> 00:00:58.000]  你看完之後更加沉重
[00:00:58.000 --> 00:01:03.000]  因為這套電影其實是取材自日本一個時期
[00:01:03.000 --> 00:01:05.000]  因為鎖國的關係
[00:01:05.000 --> 00:01:12.000]  所以不容許當地的人民來相信基督教和天主教
[00:01:12.000 --> 00:01:16.000]  而當時天主教的神父就去到這些地方
[00:01:16.000 --> 00:01:18.000]  在日本一個長期的地方
[00:01:18.000 --> 00:01:20.000]  來傳福音
[00:01:20.000 --> 00:01:22.000]  但因為鎖國的關係
[00:01:22.000 --> 00:01:25.000]  基督徒都很隱藏自己
[00:01:25.000 --> 00:01:32.000]  當時的日本官員就要去找那些隱藏的基督徒出來
[00:01:32.000 --> 00:01:40.000]  用各樣的方法希望他們不要再相信異教
[00:01:40.000 --> 00:01:42.000]  他們用什麼方法呢?
[00:01:42.000 --> 00:01:44.000]  去到一個村莊
[00:01:44.000 --> 00:01:47.000]  把村民都叫出來
[00:01:47.000 --> 00:01:50.000]  然後請他們逐個排隊
[00:01:50.000 --> 00:01:54.000]  去踐踏一封耶穌的畫像
[00:01:54.000 --> 00:01:57.000]  之前他們有心理準備
[00:01:57.000 --> 00:02:01.000]  知道他們去踐踏什麼畫像
[00:02:01.000 --> 00:02:05.000]  其實不代表他們對耶穌的不尊敬
[00:02:05.000 --> 00:02:10.000]  於是他們一個又一個去踐踏這幅畫像就走開了
[00:02:10.000 --> 00:02:13.000]  這些官員覺得不妥
[00:02:13.000 --> 00:02:16.000]  於是就抓了其中兩個出來
[00:02:16.000 --> 00:02:19.000]  叫他們在這幅畫像上吐口水
[00:02:19.000 --> 00:02:22.000]  這個突如其來的舉動
[00:02:22.000 --> 00:02:25.000]  這個村民看著這幅畫像的時候
[00:02:25.000 --> 00:02:29.000]  簡直是不忍心吐口水
[00:02:29.000 --> 00:02:32.000]  於是他的身份就敗露了
[00:02:32.000 --> 00:02:34.000]  當然在電影之下
[00:02:34.000 --> 00:02:36.000]  我們看到當被發現你是基督徒
[00:02:36.000 --> 00:02:38.000]  你又不願意去改教
[00:02:38.000 --> 00:02:40.000]  不願意去說我不信
[00:02:40.000 --> 00:02:46.000]  你就會受到一些很嚴厲的折磨
[00:02:46.000 --> 00:02:49.000]  在電影裡面你會被斬頭
[00:02:49.000 --> 00:02:52.000]  你會綁手綁腳然後丟到大海
[00:02:52.000 --> 00:02:54.000]  上面就是放在十字架上面
[00:02:54.000 --> 00:02:56.000]  不過釘在懸崖邊
[00:02:56.000 --> 00:02:59.000]  受著日曬雨淋
[00:02:59.000 --> 00:03:01.000]  2019年的時候
[00:03:01.000 --> 00:03:05.000]  我們執事會就去到這個地方
[00:03:05.000 --> 00:03:08.000]  去做一個退休會
[00:03:08.000 --> 00:03:11.000]  去認識一下當時的基督徒
[00:03:11.000 --> 00:03:15.000]  為什麼可以在這麼大的迫害局裡面
[00:03:15.000 --> 00:03:17.000]  仍然去堅持他們的信仰呢?
[00:03:17.000 --> 00:03:19.000]  其中一件事就是
[00:03:19.000 --> 00:03:22.000]  我們去到一個地方叫地獄溫泉
[00:03:22.000 --> 00:03:26.000]  其實林牧師對於旅行沒什麼興趣
[00:03:26.000 --> 00:03:28.000]  但是自從我去泡過溫泉之後
[00:03:28.000 --> 00:03:29.000]  我就一直在想
[00:03:29.000 --> 00:03:31.000]  如果有機會去旅行
[00:03:31.000 --> 00:03:33.000]  我也會去泡溫泉
[00:03:33.000 --> 00:03:35.000]  但是去到這個地獄溫泉的時候
[00:03:35.000 --> 00:03:37.000]  簡直它的名字叫地獄
[00:03:37.000 --> 00:03:39.000]  丟你下去的時候
[00:03:39.000 --> 00:03:41.000]  就不是一個享受
[00:03:41.000 --> 00:03:44.000]  而是可以將一個人活活的
[00:03:44.000 --> 00:03:46.000]  去滾死
[00:03:46.000 --> 00:03:48.000]  也知道當地有些博物館
[00:03:48.000 --> 00:03:49.000]  告訴我們
[00:03:49.000 --> 00:03:52.000]  有些人的基督徒不只是人一代
[00:03:52.000 --> 00:03:56.000]  其實他們是隱藏自己的基督徒身份
[00:03:56.000 --> 00:03:57.000]  去持守他們的信仰
[00:03:57.000 --> 00:03:59.000]  有二百多年
[00:03:59.000 --> 00:04:04.000]  後來當日本開放他們的國家的時候
[00:04:04.000 --> 00:04:07.000]  天主教的神父再次進入的時候
[00:04:07.000 --> 00:04:12.000]  他們找到有三千四百人是基督徒
[00:04:12.000 --> 00:04:15.000]  二百多年去隱藏自己的身份
[00:04:15.000 --> 00:04:17.000]  去持守這個信仰
[00:04:17.000 --> 00:04:19.000]  我一直問我自己
[00:04:19.000 --> 00:04:24.000]  為什麼人可以去忍受苦難
[00:04:24.000 --> 00:04:27.000]  而不去放棄信仰呢?
[00:04:27.000 --> 00:04:29.000]  今天的經文就是
[00:04:29.000 --> 00:04:32.000]  之前我和大家一段日子都說到羅馬書
[00:04:32.000 --> 00:04:34.000]  到了第八章
[00:04:34.000 --> 00:04:39.000]  第八章為大家選出來的就是十六至三十節
[00:04:39.000 --> 00:04:41.000]  保羅在第十八節裡告訴我們
[00:04:41.000 --> 00:04:47.000]  他確認原來基督徒在這個世界是有苦難的
[00:04:47.000 --> 00:04:51.000]  因為我們都服在罪的權勢底下
[00:04:51.000 --> 00:04:52.000]  當我們認識耶穌
[00:04:52.000 --> 00:04:53.000]  相信耶穌之後
[00:04:53.000 --> 00:04:55.000]  我們被聖靈充滿
[00:04:55.000 --> 00:04:58.000]  我們的心靈甦醒了
[00:04:58.000 --> 00:05:00.000]  我們醒了
