
[00:00:00.000 --> 00:00:04.000]  讓我們再次同心祈禱
[00:00:04.000 --> 00:00:10.000]  願僕人口中的言語
[00:00:10.000 --> 00:00:13.000]  頂姐妹的心思意念
[00:00:13.000 --> 00:00:15.000]  蒙聖靈的啟迪
[00:00:15.000 --> 00:00:16.000]  蒙主的月立
[00:00:16.000 --> 00:00:19.000]  禱告直主耶穌基督聖靈而求
[00:00:19.000 --> 00:00:20.000]  阿門
[00:00:20.000 --> 00:00:29.000]  一個人的身份是相當的重要
[00:00:29.000 --> 00:00:31.000]  因為這代表了你
[00:00:31.000 --> 00:00:33.000]  因著這個身份
[00:00:33.000 --> 00:00:35.000]  享受一些權利
[00:00:35.000 --> 00:00:38.000]  或者有一個特別的位置
[00:00:38.000 --> 00:00:41.000]  假如你是中國的公民
[00:00:41.000 --> 00:00:46.000]  你當然受到中國憲法的制約和保護
[00:00:46.000 --> 00:00:48.000]  如果你是澳門的居民
[00:00:48.000 --> 00:00:52.000]  你就會受到澳門的基本法的制約和保護
[00:00:52.000 --> 00:00:55.000]  而當澳門政府派錢的時候
[00:00:55.000 --> 00:00:58.000]  我們香港人就只能又羨慕又妒忌
[00:00:58.000 --> 00:01:01.000]  因為你不是澳門的居民
[00:01:01.000 --> 00:01:03.000]  香港人對於身份的認同
[00:01:03.000 --> 00:01:07.000]  那種掙扎體驗是比較深
[00:01:07.000 --> 00:01:12.000]  因為我們曾經活在殖民地的時候
[00:01:12.000 --> 00:01:17.000]  當我們在出入境的時間要填報一些表格
[00:01:17.000 --> 00:01:19.000]  填到國籍那一欄
[00:01:19.000 --> 00:01:21.000]  開始有點猶豫
[00:01:21.000 --> 00:01:23.000]  我們試過填英籍
[00:01:23.000 --> 00:01:26.000]  又試過填英籍闊乎海外
[00:01:26.000 --> 00:01:29.000]  又試過填中國籍
[00:01:29.000 --> 00:01:32.000]  甚至乎有些人是雙重的國籍
[00:01:32.000 --> 00:01:34.000]  當回來的時候
[00:01:34.000 --> 00:01:37.000]  可能就是加拿大
[00:01:37.000 --> 00:01:39.000]  應該是回來的時候就是香港
[00:01:39.000 --> 00:01:42.000]  當離開的時候就是加拿大
[00:01:42.000 --> 00:01:45.000]  但當進入中國大陸的時候
[00:01:45.000 --> 00:01:47.000]  又用這個回鄉證
[00:01:47.000 --> 00:01:50.000]  所以究竟我們是什麼籍
[00:01:50.000 --> 00:01:51.000]  是什麼身份
[00:01:51.000 --> 00:01:53.000]  似乎我們都搞不清
[00:01:53.000 --> 00:01:55.000]  不過有一樣東西很肯定
[00:01:55.000 --> 00:01:58.000]  如果你在國籍的上面填香港
[00:01:58.000 --> 00:02:00.000]  就是政治不正確
[00:02:00.000 --> 00:02:03.000]  也會被人修改你的
[00:02:03.000 --> 00:02:07.000]  大概如果現在的年紀
[00:02:07.000 --> 00:02:10.000]  是約莫20歲的青年人
[00:02:10.000 --> 00:02:15.000]  他們大部份人在身份的問題上都很困擾
[00:02:15.000 --> 00:02:18.000]  他們認為自己不是中國人
[00:02:18.000 --> 00:02:20.000]  他們是香港人
