
[00:00:00.000 --> 00:00:02.720]  好,在我們繼續思想之前,我們再一次低頭祈禱
[00:00:02.720 --> 00:00:07.580]  親愛的天父,感謝你今天,我們感恩可以一起聚在這裡
[00:00:07.580 --> 00:00:12.160]  我們一起有一段時間,可以去敬拜你,願主能夠去遇立
[00:00:12.160 --> 00:00:15.800]  亦都這個時候,我們想去思想你的壞語
[00:00:15.800 --> 00:00:20.320]  願主能夠幫助我們,帶領我們,讓我們從中能夠得著
[00:00:20.320 --> 00:00:24.580]  一些東西可以實行在我們的生命當中,使我們的生命可以更加
[00:00:24.860 --> 00:00:30.340]  成為更多人的影響,使更多人願意去認識你,願主能夠幫助我們
[00:00:30.340 --> 00:00:34.700]  可以懂得怎樣去分享,你所給我們的愛,你所給我們的信心
[00:00:34.700 --> 00:00:39.480]  你所給我們的平安,感謝你,願主帶領,奉主耶穌聖名祈求,Amen
[00:00:39.480 --> 00:00:43.600]  好,今天這段經文,《使徒行傳》三章一到十節
[00:00:43.600 --> 00:00:48.080]  雖然我們之前一直都在說《使徒行傳》,亦都說了很多很多很多的背景
[00:00:48.080 --> 00:00:52.260]  不過今天,我還是要說一些背景的,那些背景呢
[00:00:52.260 --> 00:00:58.300]  是為了幫助大家更加有一個focus,知道要做些甚麼,或者要看些甚麼
[00:00:58.300 --> 00:01:01.600]  去令我們更加理解少少的,那我盡量不重複之前那些
[00:01:01.600 --> 00:01:06.360]  不過起碼要提到的,當然《使徒行傳》裏面的作者和對象
[00:01:06.360 --> 00:01:11.060]  那作者,就是路加,就是路加福,寫路加福的路加
[00:01:11.060 --> 00:01:17.100]  然後對象就是提亞非羅,而在《使徒行傳》一章一節,其實都提到了
[00:01:17.100 --> 00:01:22.340]  提亞非羅說我已經作了前書,論到耶穌開頭一齊所行所教訓的
[00:01:22.340 --> 00:01:26.080]  所以第一樣東西我們肯定見到的,就是路加是寫給提亞非羅這個人的
[00:01:26.080 --> 00:01:29.100]  第二樣東西我們見到的,就是原來有一本前書
[00:01:29.100 --> 00:01:34.500]  那這本前書,當然和路加福音有關,而大部分都在說原來是路加福音
[00:01:34.500 --> 00:01:38.120]  所以我們基本上可以想的就是,路加福音是第一章
[00:01:38.120 --> 00:01:42.660]  第一章,即是第一本書,而第二本書就是這個《使徒行傳》
[00:01:42.660 --> 00:01:48.040]  如果我們在說路加福音的話,當然我們知道路加福音裏面主要是說耶穌
[00:01:48.040 --> 00:01:55.140]  耶穌的心平,所做的事,所講的道,所行的神蹟,所有的事都是在說耶穌
[00:01:55.140 --> 00:02:03.460]  基本上在路加福音很明確的一個中心,或者很明確他想提亞非羅所明白的
[00:02:03.460 --> 00:02:08.900]  就是他所學的道是確實的,這個在路加福音一章四節裏面就有提到
[00:02:08.900 --> 00:02:14.700]  所以在路加福音裏面是透過不同人的經歷,不同的事情發生
[00:02:14.700 --> 00:02:20.420]  去解釋究竟主耶穌是甚麼身份,是誰
[00:02:20.420 --> 00:02:27.720]  在瑪利亞懷孕的時候,其實天使在那個時候都透過天使去講耶穌的身份
[00:02:27.720 --> 00:02:35.460]  在這個路加福音一章35節的時候,即是很開頭很開頭的時候,那邊就有寫著
[00:02:35.460 --> 00:02:48.060]  天使回答說,聖靈要臨到你身上,至高者的能力,要任被你,因此你所要生的聖者,必稱為神的兒子
[00:02:48.060 --> 00:02:53.900]  一開始就表明了主耶穌就是上帝的兒子
[00:02:53.900 --> 00:02:59.020]  而整卷福音書就是認識這位上帝的兒子
[00:02:59.020 --> 00:03:06.960]  這個是路加福音,問題來了,使徒行轉是甚麼呢?使徒行轉的中心是甚麼呢?
[00:03:06.960 --> 00:03:13.820]  如果剛才這一節的經文可以說是在路加福音那裏設定了一個tone,設定了一個focus point
[00:03:13.820 --> 00:03:17.720]  幫大家去理解,原來讀路加福音的時候,我就要看這位上帝的兒子
[00:03:17.720 --> 00:03:25.260]  那使徒行轉又是怎樣呢?其實很有趣的地方,使徒行轉在開頭都有一節很類似的經文
[00:03:25.260 --> 00:03:40.060]  我們看回使徒行轉的一章八節,它就寫著「但聖靈降臨在你們身上,你們就必得著能力,並要在耶路撒冷猶太全地,和撒瑪利亞直到地極作我的見證」
[00:03:40.060 --> 00:03:46.820]  如果小小對比,和之前那節,其實都有在說聖靈,都有在說能力這些詞彙
[00:03:46.820 --> 00:03:56.060]  如果我們看回那時候設定了一個focus point給大家認識上帝的兒子,在這裏使徒行轉的中心點,或者我們要看的東西是甚麼呢?
[00:03:56.060 --> 00:04:04.060]  就是在看原來門徒怎樣去實行耶穌的吩咐,去作見證
[00:04:04.060 --> 00:04:08.060]  所以整本使徒行轉就是這樣的一件事
[00:04:08.060 --> 00:04:12.060]  對我來說,當我看使徒行轉的時候,其實很多時候這一節的經文
[00:04:12.060 --> 00:04:22.060]  就是可以看到它整個使徒行轉的次序、順序、變化,尤其開頭的第二、第三章
[00:04:22.060 --> 00:04:25.060]  小小就這樣分三個部份
[00:04:25.060 --> 00:04:33.060]  如果有三個部份,第一,「但聖靈降臨在你們身上」,這件事第二章就有記載著,真是聖靈降臨
[00:04:33.060 --> 00:04:39.060]  然後去到第三章,第三章我們剛才讀的經文一節、十節,見到彼得有能力
[00:04:39.060 --> 00:04:46.060]  然後去到第三章,十一到二十六,甚至去到第四章,其實就是見到彼得就在說耶穌,是誰?
[00:04:46.060 --> 00:04:51.060]  其實是一個這樣的進程,所以這一節的經文就是這樣的一回事
[00:04:51.060 --> 00:04:57.060]  所以我覺得對我來說,其實基督教的生命就是在說一個這樣的進程
[00:04:57.060 --> 00:05:02.060]  我們得著聖靈,當我們信耶穌的時候,我們有聖靈在我們的心裏面
[00:05:02.060 --> 00:05:04.060]  帶領我們的生命,帶領我們的生活
[00:05:04.060 --> 00:05:08.060]  接著我們得著能力,而我們要去作見證
[00:05:08.060 --> 00:05:13.060]  得著上帝的權柄給我們,我們得著上帝的恩典,就是我們要去作見證
[00:05:13.060 --> 00:05:18.060]  而很多時候,雖然我們知道這樣的一個進程
[00:05:18.060 --> 00:05:24.060]  但是很多時候就會卡住在,為什麼我去不了作見證的那一部份?
[00:05:24.060 --> 00:05:29.060]  或者我們可能不理解的,就是中間究竟怎樣逼得著能力?
[00:05:29.060 --> 00:05:35.060]  因為剛才專門講的,我們很多時候出的狀況就是得著能力
[00:05:35.060 --> 00:05:42.060]  所以我今天很想跟大家去思想的就是三章一到十節這個經文
[00:05:42.060 --> 00:05:47.060]  我們首先去看一下開頭的這兩節經文
[00:05:47.060 --> 00:05:52.060]  這兩節經文呢,就好像剛才我介紹的背景當中
[00:05:52.060 --> 00:05:55.060]  其實《老家福音》一開始就設立了一個焦點給大家
[00:05:55.060 --> 00:05:59.060]  我幫助大家去理解,究竟我讀整本《老家福音》
[00:05:59.060 --> 00:06:02.060]  或者讀《仕途行轉》的時候,究竟我要看些什麼
[00:06:02.060 --> 00:06:05.060]  其實它很喜歡佈局的,我覺得
[00:06:05.060 --> 00:06:07.060]  其實在這裡,同樣的風格都有的
[00:06:07.060 --> 00:06:10.060]  就算不只是整本書,但是一小段都會有
[00:06:10.060 --> 00:06:12.060]  頭兩節就是這樣的一回事了
[00:06:12.060 --> 00:06:17.060]  頭兩節就講新出好稿的時候,彼得、約翰上聖殿去
[00:06:17.060 --> 00:06:19.060]  有一個人,生來是卻腿的
[00:06:19.060 --> 00:06:23.060]  天天被人抬來,放在殿的一個門口那門
[00:06:23.060 --> 00:06:26.060]  叫美門,要求進殿的人奏祭
[00:06:26.060 --> 00:06:31.060]  佈局,一開始見到很清楚,有時間、地點、人物
[00:06:31.060 --> 00:06:34.060]  時間、生初,或者我們對比其他的譯本
[00:06:34.060 --> 00:06:37.060]  或者對比一些資料,我們就知道那個是下午三點鐘
[00:06:37.060 --> 00:06:42.060]  然後,人物,彼得、約翰,強腿的人,跛的人
[00:06:42.060 --> 00:06:45.060]  接著之後,地點,聖殿
[00:06:45.060 --> 00:06:48.060]  問題是,為什麼那些人會去到聖殿呢?
[00:06:48.060 --> 00:06:51.060]  彼得、約翰講了,在這裡,他們是去祈禱的
[00:06:51.060 --> 00:06:55.060]  因為其實當時一個勁健的猶太人的習慣是什麼呢?
[00:06:55.060 --> 00:07:00.060]  每一天都會去到聖殿當中,去祈三次的禱,祖五萬
[00:07:00.060 --> 00:07:04.060]  這個就是下午那段時間,他就會過去
[00:07:04.060 --> 00:07:10.060]  所以,這個其實是彼得和約翰的日常生活
[00:07:10.060 --> 00:07:15.060]  強腿的人就是因為他要去求奏祭
[00:07:15.060 --> 00:07:18.060]  去找人幫忙,給他東西
[00:07:18.060 --> 00:07:21.060]  這個就是他去聖殿的原因
