
[00:00:00.000 --> 00:00:02.000]  丙姊妹平安
[00:00:02.000 --> 00:00:04.000]  記不記得上個禮拜
[00:00:04.000 --> 00:00:06.000]  林教師
[00:00:06.000 --> 00:00:08.000]  下個禮拜要轉名
[00:00:08.000 --> 00:00:10.000]  林牧師跟我們背
[00:00:10.000 --> 00:00:13.000]  我們的使命頭三句
[00:00:13.000 --> 00:00:15.000]  記不記得頭三句是什麼
[00:00:15.000 --> 00:00:17.000]  我們夢照
[00:00:17.000 --> 00:00:19.000]  歡欣敬拜真神
[00:00:19.000 --> 00:00:21.000]  喜愛遵從聖經
[00:00:21.000 --> 00:00:23.000]  樂意服務靈社
[00:00:23.000 --> 00:00:25.000]  今天要講到第四句是什麼
[00:00:25.000 --> 00:00:27.000]  勇於傳揚福音
[00:00:27.000 --> 00:00:30.000]  懂得背了 頭半段已經懂得背了
[00:00:30.000 --> 00:00:32.000]  我們夢照
[00:00:32.000 --> 00:00:34.000]  歡欣敬拜真神
[00:00:34.000 --> 00:00:36.000]  喜愛遵從聖經
[00:00:36.000 --> 00:00:38.000]  樂意服務靈社
[00:00:38.000 --> 00:00:40.000]  勇於傳揚福音
[00:00:40.000 --> 00:00:42.000]  為什麼要傳福音
[00:00:42.000 --> 00:00:46.000]  我們可以講很多不同的原因
[00:00:46.000 --> 00:00:49.000]  通常我們鼓勵人傳福音
[00:00:49.000 --> 00:00:51.000]  甚至乎我們跟自己講
[00:00:51.000 --> 00:00:53.000]  為什麼要傳福音
[00:00:53.000 --> 00:00:57.000]  各樣的原因包括什麼
[00:00:57.000 --> 00:00:59.000]  神的吩咐
[00:00:59.000 --> 00:01:01.000]  包括什麼
[00:01:01.000 --> 00:01:03.000]  如果我們確信
[00:01:03.000 --> 00:01:05.000]  這個救恩
[00:01:05.000 --> 00:01:08.000]  唯有在主耶穌基督裡面
[00:01:08.000 --> 00:01:11.000]  我們就知道我們的終局會是如何
[00:01:11.000 --> 00:01:14.000]  我們都知道沒有救恩的人
[00:01:14.000 --> 00:01:16.000]  他的終局是如何
[00:01:16.000 --> 00:01:18.000]  我們憐憫
[00:01:18.000 --> 00:01:20.000]  特別是我們的家人
[00:01:20.000 --> 00:01:22.000]  特別是我們所愛的人
[00:01:22.000 --> 00:01:24.000]  我們不希望他們的終局
[00:01:24.000 --> 00:01:26.000]  因為沒有主耶穌
[00:01:26.000 --> 00:01:32.000]  落到一個我們不想見到的地步
[00:01:32.000 --> 00:01:34.000]  因為愛
[00:01:34.000 --> 00:01:36.000]  因為愛
[00:01:36.000 --> 00:01:39.000]  但是不是單單是因為愛呢
[00:01:39.000 --> 00:01:42.000]  如果單單是因為愛的時候
[00:01:42.000 --> 00:01:44.000]  即是說當我自己的家人
[00:01:44.000 --> 00:01:47.000]  是完完全全的相信主耶穌
[00:01:47.000 --> 00:01:50.000]  當我所愛的人 所關心的人
[00:01:50.000 --> 00:01:52.000]  他已經得了救恩的時候
[00:01:52.000 --> 00:01:57.000]  其他的人已經與我無關
[00:01:57.000 --> 00:01:59.000]  是不是這個意思
[00:01:59.000 --> 00:02:01.000]  如果單單是因為我們
[00:02:01.000 --> 00:02:05.000]  人與人之間那份愛的時候
[00:02:05.000 --> 00:02:11.000]  中國人不會去日本宣教的
[00:02:11.000 --> 00:02:16.000]  猶太人不會跟德國人傳福音的
[00:02:16.000 --> 00:02:21.000]  如果單單是因為人與人之間的愛
[00:02:21.000 --> 00:02:25.000]  我們使命裡頭那四句
[00:02:25.000 --> 00:02:27.000]  我們蒙召
[00:02:27.000 --> 00:02:30.000]  說的是一份召命
[00:02:30.000 --> 00:02:33.000]  說的是神呼召我們
[00:02:33.000 --> 00:02:36.000]  要求我們生命的本質是如何
[00:02:36.000 --> 00:02:39.000]  蒙召成為一個什麼樣的人
[00:02:39.000 --> 00:02:42.000]  蒙召成為一個渴慕敬拜神的人
[00:02:42.000 --> 00:02:47.000]  蒙召成為一個追求跟隨神的話語而活的人
[00:02:47.000 --> 00:02:52.000]  蒙召願意成為一個服侍別人的人
[00:02:52.000 --> 00:02:56.000]  但如果單單是因為這三句
[00:02:56.000 --> 00:03:00.000]  我們只不過成為一個非常敬虔
[00:03:00.000 --> 00:03:02.000]  自己顧自己
[00:03:02.000 --> 00:03:07.000]  自己做好自己的一個人而已
[00:03:07.000 --> 00:03:09.000]  第四句是什麼
[00:03:09.000 --> 00:03:12.000]  我們主動的將神的救恩的訊息
[00:03:12.000 --> 00:03:17.000]  將神的愛傳遞給其他的人
[00:03:17.000 --> 00:03:19.000]  勇於傳揚福音
[00:03:19.000 --> 00:03:24.000]  不是單單我們做好自己
[00:03:24.000 --> 00:03:28.000]  聖經是不是真的這樣說呢
[00:03:28.000 --> 00:03:32.000]  我們是不是真的有被召去傳揚這個福音
[00:03:32.000 --> 00:03:35.000]  要傳揚一個什麼樣的福音
[00:03:35.000 --> 00:03:37.000]  通常我們講到聖經的時候
[00:03:37.000 --> 00:03:40.000]  馬太福音28章19到20節
[00:03:40.000 --> 00:03:43.000]  所以你們要去使萬民作我的門徒
[00:03:43.000 --> 00:03:46.000]  奉父子聖靈的名給他們施洗
[00:03:46.000 --> 00:03:48.000]  凡我所吩咐你的
[00:03:48.000 --> 00:03:49.000]  都教訓他們遵守
[00:03:49.000 --> 00:03:51.000]  我就賞與你們同在
[00:03:51.000 --> 00:03:53.000]  直到世界的末了
[00:03:53.000 --> 00:03:54.000]  主耶穌說的
[00:03:54.000 --> 00:03:56.000]  或者我們會說小丹傳一張八字蛋
[00:03:56.000 --> 00:03:58.000]  聖靈降臨在你們身上
[00:03:58.000 --> 00:03:59.000]  你們就必得著能力
[00:03:59.000 --> 00:04:01.000]  並要在耶路撒冷
[00:04:01.000 --> 00:04:03.000]  猶太傳遞和撒瑪利亞直到地極
[00:04:03.000 --> 00:04:06.000]  作我的見證
[00:04:06.000 --> 00:04:08.000]  不過
[00:04:08.000 --> 00:04:10.000]  有些時候我們會說
[00:04:10.000 --> 00:04:12.000]  這個只不過是
[00:04:12.000 --> 00:04:15.000]  主耶穌臨升天之前
[00:04:15.000 --> 00:04:17.000]  給11個使徒
[00:04:17.000 --> 00:04:20.000]  給他的門徒去建立教會
[00:04:20.000 --> 00:04:22.000]  這個是教會的使命
[00:04:22.000 --> 00:04:24.000]  對不對
[00:04:24.000 --> 00:04:27.000]  那教會去做就行了
[00:04:27.000 --> 00:04:29.000]  不一定要我去做
[00:04:29.000 --> 00:04:32.000]  不一定要你去做
[00:04:32.000 --> 00:04:35.000]  讓有恩賜的人去做就行了
[00:04:35.000 --> 00:04:38.000]  讓有負擔的人去做就行了
[00:04:38.000 --> 00:04:42.000]  讓有全呼音訓練的人去做就行了
[00:04:42.000 --> 00:04:44.000]  歸根結底
[00:04:44.000 --> 00:04:45.000]  教會去做就行了
[00:04:45.000 --> 00:04:47.000]  或者簡單來說
[00:04:47.000 --> 00:04:49.000]  別人做就行了
[00:04:49.000 --> 00:04:52.000]  我不想做
[00:04:52.000 --> 00:04:53.000]  我不想
[00:04:53.000 --> 00:04:55.000]  所以我不做
[00:04:55.000 --> 00:04:59.000]  我們在同體彼得前書第二章第九節
[00:04:59.000 --> 00:05:08.000]  彼得前書第二章第九節
[00:05:08.000 --> 00:05:12.000]  彼得前書是使徒彼得
[00:05:12.000 --> 00:05:15.000]  寫給小亞細亞教會的一個書信
[00:05:15.000 --> 00:05:19.000]  而這個小亞細亞的教會比較特別
[00:05:19.000 --> 00:05:22.000]  當我們之前說使徒行傳的時候
[00:05:22.000 --> 00:05:24.000]  保羅帶著他的宣教隊伍
[00:05:24.000 --> 00:05:26.000]  就在小亞細亞傳福音
[00:05:26.000 --> 00:05:32.000]  不過不包括彼得前書的對象
[00:05:32.000 --> 00:05:35.000]  既然彼得使徒行傳的時候
[00:05:35.000 --> 00:05:37.000]  保羅一直宣教的時候
[00:05:37.000 --> 00:05:38.000]  去到某一個地方
[00:05:38.000 --> 00:05:39.000]  保羅說我想去那裡
[00:05:39.000 --> 00:05:41.000]  但是聖靈阻止我不讓我去
[00:05:41.000 --> 00:05:43.000]  然後去了另一個地方
[00:05:43.000 --> 00:05:45.000]  聖靈阻止他去哪個地方
[00:05:45.000 --> 00:05:50.000]  就是彼得前書那個地方的教會
[00:05:50.000 --> 00:05:53.000]  所以我們不知道彼得前書的對象
[00:05:53.000 --> 00:05:57.000]  那些教會是怎樣成立教會
[00:05:57.000 --> 00:05:59.000]  有可能是保羅的宣教隊伍
[00:05:59.000 --> 00:06:01.000]  在其他的地方傳了福音
[00:06:01.000 --> 00:06:04.000]  之後將福音傳到這個地方
[00:06:04.000 --> 00:06:08.000]  有可能是彼得自己走到他覺得的地方
[00:06:08.000 --> 00:06:10.000]  有可能是其他的原因
[00:06:10.000 --> 00:06:12.000]  彼得前書沒有說
[00:06:12.000 --> 00:06:13.000]  歷史也沒有說
[00:06:13.000 --> 00:06:15.000]  只知道那裡已經有教會
[00:06:15.000 --> 00:06:18.000]  當彼得寫信去的時候
[00:06:18.000 --> 00:06:19.000]  第二
[00:06:19.000 --> 00:06:23.000]  那些教會是不是全部都是猶太人的信徒
[00:06:23.000 --> 00:06:24.000]  都不知道
[00:06:24.000 --> 00:06:27.000]  我們估計有很多是外邦的信徒
[00:06:27.000 --> 00:06:29.000]  加上猶太人的信徒
[00:06:29.000 --> 00:06:32.000]  因為彼得前書都沒有特別說
[00:06:32.000 --> 00:06:35.000]  他最強調的就是我們在世上是客裡
[00:06:35.000 --> 00:06:37.000]  是寄居的
[00:06:37.000 --> 00:06:39.000]  有可能是信徒
[00:06:39.000 --> 00:06:41.000]  有可能是猶太人的信徒
[00:06:41.000 --> 00:06:44.000]  但是肯定有外邦人的信徒在裡面
[00:06:44.000 --> 00:06:46.000]  彼得前書第二章第九節
[00:06:46.000 --> 00:06:48.000]  我們一同讀
[00:06:48.000 --> 00:06:49.000]  準備起
[00:06:49.000 --> 00:06:52.000]  唯有你們是被揀選的族類
[00:06:52.000 --> 00:06:54.000]  是有君尊的祭司
[00:06:54.000 --> 00:06:56.000]  是聖潔的國度
[00:06:56.000 --> 00:06:58.000]  是屬神的子民
[00:06:58.000 --> 00:07:01.000]  要叫你們宣揚那照你們出黑暗
[00:07:01.000 --> 00:07:04.000]  入奇妙光明者的美德
[00:07:04.000 --> 00:07:06.000]  我們再讀多一次
[00:07:06.000 --> 00:07:07.000]  準備起
[00:07:07.000 --> 00:07:10.000]  唯有你們是被揀選的族類
[00:07:10.000 --> 00:07:12.000]  是有君尊的祭司
[00:07:12.000 --> 00:07:14.000]  是聖潔的國度
[00:07:14.000 --> 00:07:16.000]  是屬神的子民
[00:07:16.000 --> 00:07:20.000]  要叫你們宣揚那照你們出黑暗
[00:07:20.000 --> 00:07:23.000]  入奇妙光明者的美德
[00:07:23.000 --> 00:07:28.000]  在這一間小亞細亞的教會裡面
[00:07:28.000 --> 00:07:30.000]  裡面有各式各樣的人
[00:07:30.000 --> 00:07:32.000]  那裡的信徒
[00:07:32.000 --> 00:07:34.000]  不只是活在教會裡面
[00:07:34.000 --> 00:07:36.000]  他們有他們自己日常的生活
[00:07:36.000 --> 00:07:37.000]  他們要工作
[00:07:37.000 --> 00:07:40.000]  甚至有一些是別人的僕人
[00:07:40.000 --> 00:07:42.000]  別人的奴隸
[00:07:42.000 --> 00:07:45.000]  他們的家庭不一定全部都是信主耶穌
[00:07:45.000 --> 00:07:47.000]  有些妻子
[00:07:47.000 --> 00:07:50.000]  她的丈夫都仍然是未信的
[00:07:50.000 --> 00:07:55.000]  但彼得寫給這個群體的時候
[00:07:55.000 --> 00:07:58.000]  他寫給群體裡面每一個人
[00:07:58.000 --> 00:08:01.000]  他才肯定這個群體的獨一無二的身份
[00:08:01.000 --> 00:08:04.000]  是沒有其他的群體有這個身份
[00:08:04.000 --> 00:08:05.000]  包括什麼
[00:08:05.000 --> 00:08:06.000]  他說了四樣東西
[00:08:06.000 --> 00:08:08.000]  是被揀選的族類
[00:08:08.000 --> 00:08:10.000]  一個群體來的
[00:08:10.000 --> 00:08:12.000]  一族來的
[00:08:12.000 --> 00:08:14.000]  被神揀選出來的
[00:08:14.000 --> 00:08:17.000]  俗語這兩個字代表後裔
[00:08:17.000 --> 00:08:19.000]  代表種族的意思
[00:08:19.000 --> 00:08:20.000]  即是有共同的特質
[00:08:20.000 --> 00:08:21.000]  有共同的文化
[00:08:21.000 --> 00:08:23.000]  有共同的體見
[00:08:23.000 --> 00:08:25.000]  被神揀選出來
[00:08:25.000 --> 00:08:27.000]  並不是我們自己做什麼
[00:08:27.000 --> 00:08:29.000]  有君尊的祭司
[00:08:29.000 --> 00:08:31.000]  即是等於我們現在皇家香港
[00:08:31.000 --> 00:08:34.000]  已經是皇室人員的工作人員
[00:08:34.000 --> 00:08:36.000]  皇家的工作人員
[00:08:36.000 --> 00:08:37.000]  而且是一個祭司的職份
[00:08:37.000 --> 00:08:39.000]  祭司是舊約裡面做什麼的
[00:08:39.000 --> 00:08:43.000]  神與人之間的中間人
[00:08:43.000 --> 00:08:48.000]  即是我們是被appoint
[00:08:48.000 --> 00:08:56.000]  我們是被安納被高納成為神與人之間
[00:08:56.000 --> 00:09:00.000]  一個萬王之王的皇家工作者
[00:09:00.000 --> 00:09:04.000]  屬神是聖潔的國度
[00:09:04.000 --> 00:09:09.000]  彰顯神在我們身上的王權
[00:09:09.000 --> 00:09:11.000]  在神的管治之下
[00:09:11.000 --> 00:09:15.000]  以聖潔為特質
[00:09:15.000 --> 00:09:19.000]  即是說我們不是單單以香港
[00:09:19.000 --> 00:09:22.000]  特別行政區的法例
[00:09:22.000 --> 00:09:25.000]  做我們行事為人的標準
[00:09:25.000 --> 00:09:27.000]  神的王權
