
[00:00:00.000 --> 00:00:01.560]  好 蓮蓉姊妹平安
[00:00:01.560 --> 00:00:05.720]  今天要給大家分享的題目是
[00:00:05.720 --> 00:00:08.360]  相逢一笑免恩仇
[00:00:08.360 --> 00:00:10.320]  那大家聽到這個題目的時候
[00:00:10.320 --> 00:00:12.000]  可能會有一個畫面
[00:00:12.000 --> 00:00:14.480]  好像是那個武俠小說
[00:00:14.480 --> 00:00:16.640]  或者是電影裡面的那個場面
[00:00:16.640 --> 00:00:18.880]  就是兩對的人
[00:00:18.880 --> 00:00:21.160]  他們在狹路相逢的時候
[00:00:21.160 --> 00:00:23.240]  就是看到有刀光劍影
[00:00:23.240 --> 00:00:27.600]  可是今天要講的不是那種的刀光劍影
[00:00:27.600 --> 00:00:31.280]  而是彼此的和好
[00:00:31.280 --> 00:00:34.040]  我們來看一下雅各的故事
[00:00:34.040 --> 00:00:36.720]  給我們什麼的一些的啟發和教導
[00:00:36.720 --> 00:00:39.560]  今天也繼續的跟大家來講
[00:00:39.560 --> 00:00:41.120]  雅各他的故事
[00:00:41.120 --> 00:00:43.360]  講他生命的一些成長和改變
[00:00:43.360 --> 00:00:45.520]  我記得上一次有跟大家
[00:00:45.520 --> 00:00:48.400]  也是在講雅各的故事
[00:00:48.400 --> 00:00:51.040]  不過上次主角不是講雅各
[00:00:51.040 --> 00:00:56.480]  上次是講到他的媽媽
[00:00:56.480 --> 00:00:57.720]  就是立百家
[00:00:57.720 --> 00:01:01.080]  上次是講立百家的愛與哀愁
[00:01:01.080 --> 00:01:02.680]  不曉得大家還記不記得
[00:01:02.680 --> 00:01:04.720]  在上次的經文裡面
[00:01:04.720 --> 00:01:08.000]  立百家他幫助雅各
[00:01:08.000 --> 00:01:11.360]  他騙取了他的父親以撒的祝福
[00:01:11.360 --> 00:01:13.440]  而騙取了祝福以後
[00:01:13.440 --> 00:01:16.560]  雖然他得到了父親的祝福
[00:01:16.560 --> 00:01:18.120]  得到了他想要的東西
[00:01:18.120 --> 00:01:22.760]  但是他卻付出了非常慘重的代價的
[00:01:22.760 --> 00:01:28.280]  那個代價就是他要怎麼樣放棄他的家裡面的那些的財產
[00:01:28.280 --> 00:01:30.960]  本來父親有很多的財物
[00:01:30.960 --> 00:01:32.000]  他可以去繼承的
[00:01:32.000 --> 00:01:33.240]  可是他要逃難了
[00:01:33.240 --> 00:01:36.680]  要去到他的舅舅拉巴那裡去逃難
[00:01:36.680 --> 00:01:39.120]  在那邊也是生活得不太好
[00:01:39.120 --> 00:01:42.520]  因為他的舅舅也是對他蠻苛刻的
[00:01:42.520 --> 00:01:45.040]  而且也欺騙了他好幾遍
[00:01:45.040 --> 00:01:47.440]  而且甚至在婚姻大事上面
[00:01:47.440 --> 00:01:50.200]  都欺騙他來掉包
[00:01:50.200 --> 00:01:53.720]  所以其實他的經歷後來也不太好
[00:01:53.720 --> 00:01:55.400]  吃了很多的苦頭
[00:01:55.400 --> 00:01:57.640]  最後立百家也是因此
[00:01:57.640 --> 00:02:01.000]  跟他所愛的雅各分離
[00:02:01.000 --> 00:02:02.920]  沒有辦法再見面了
[00:02:02.920 --> 00:02:05.160]  所以最後好像是神
[00:02:05.160 --> 00:02:08.120]  就是應了他自己的禱告
[00:02:08.120 --> 00:02:10.920]  就是說願這個咒主臨到我身上
[00:02:10.920 --> 00:02:12.040]  就是立百家所說的
[00:02:12.040 --> 00:02:13.600]  結果真的臨到他身上了
[00:02:13.600 --> 00:02:16.600]  他不能再見到雅各的面了
[00:02:16.600 --> 00:02:19.440]  那現在就是時間過得很快
[00:02:19.440 --> 00:02:22.440]  一晃二十年就過去了
[00:02:22.440 --> 00:02:25.200]  我們今天要講就是二十年以後的事情
[00:02:25.200 --> 00:02:29.480]  就是雅各逃離他的哥哥去到拉巴那裡
[00:02:29.480 --> 00:02:30.960]  經過了二十年
[00:02:30.960 --> 00:02:33.080]  那現在二十年以後
[00:02:33.080 --> 00:02:34.240]  他要回去了
[00:02:34.240 --> 00:02:35.560]  回到他的父家
[00:02:35.560 --> 00:02:37.680]  回到他的兄弟那裡去
[00:02:37.680 --> 00:02:39.280]  那今天要講的經文
[00:02:39.280 --> 00:02:44.320]  就是他要回去跟他的哥哥見面的場景
[00:02:44.320 --> 00:02:46.720]  那當然他為了跟他哥哥見面
[00:02:46.720 --> 00:02:48.920]  他之前做了很多的預備的
[00:02:48.920 --> 00:02:52.080]  我們在看《創世紀》三十二章的時候
[00:02:52.080 --> 00:02:54.400]  就是前面那一章的經文
[00:02:54.400 --> 00:02:56.800]  他做了很多很多的預備
[00:02:56.800 --> 00:02:59.080]  他想盡很多很多的方法
[00:02:59.080 --> 00:03:01.960]  那用盡他自己的小聰明
[00:03:01.960 --> 00:03:03.440]  他的那些的計謀
[00:03:03.440 --> 00:03:06.800]  他希望能夠可以用不同的方法
[00:03:06.800 --> 00:03:10.280]  消除他哥哥遺少對他的恨
[00:03:10.280 --> 00:03:11.880]  終於最後今天
[00:03:11.880 --> 00:03:14.600]  就是來到這個故事的高潮部分了
[00:03:14.600 --> 00:03:16.880]  我們先來讀一讀今天的經文
[00:03:16.880 --> 00:03:19.480]  在《創世紀》的三十三章
[00:03:19.480 --> 00:03:21.880]  一到十一節
[00:03:21.880 --> 00:03:23.680]  我們一起來誦讀
[00:03:23.680 --> 00:03:24.920]  一二起
[00:03:24.920 --> 00:03:27.280]  雅各舉目觀看
[00:03:27.280 --> 00:03:29.160]  見遺少來了
[00:03:29.160 --> 00:03:31.760]  後頭跟著四百人
[00:03:31.760 --> 00:03:36.280]  他就把孩子們分開交給利亞 拉結
[00:03:36.280 --> 00:03:38.120]  和兩個使女
[00:03:38.120 --> 00:03:43.400]  並且叫兩個使女和他們的孩子在前頭
[00:03:43.400 --> 00:03:46.720]  利亞和她的孩子在後頭
[00:03:46.720 --> 00:03:50.360]  拉結和約瑟在近後頭
[00:03:50.360 --> 00:03:53.480]  她自己在他們前頭過去
[00:03:53.480 --> 00:04:02.600]  一連七次俯伏在地才救盡她哥哥
[00:04:02.600 --> 00:04:05.640]  遺少跑來迎接她
[00:04:05.640 --> 00:04:07.200]  將她抱住
[00:04:07.200 --> 00:04:11.240]  又摟著她的頸項與她親嘴
[00:04:11.240 --> 00:04:13.200]  兩個人就哭了
[00:04:13.200 --> 00:04:16.440]  遺少舉目看見富人孩子
[00:04:16.440 --> 00:04:17.440]  就說
[00:04:17.440 --> 00:04:20.680]  「這些和你同行的是誰呢?」
[00:04:20.680 --> 00:04:21.800]  雅各說
[00:04:21.800 --> 00:04:26.080]  「這些孩子是神師恩給你的僕人的」
[00:04:26.080 --> 00:04:31.440]  於是兩個使女和他們的孩子前來下拜
[00:04:31.440 --> 00:04:35.440]  利亞和她的孩子也前來下拜
[00:04:35.440 --> 00:04:40.600]  隨後約瑟和拉結也前來下拜
[00:04:40.600 --> 00:04:47.120]  遺少說:「我所遇見的這些群畜是什麼意思呢?」
[00:04:47.120 --> 00:04:48.280]  雅各說
