
[00:00:00.000 --> 00:00:10.980]  最近,接二連三都收到很多特別地區積累的一些需要
[00:00:10.980 --> 00:00:17.640]  埃及,教會方面有些牧者呼籲我們爲他們禱告
[00:00:17.640 --> 00:00:28.060]  因爲那邊的教會信徒是收到一些原教旨主義
[00:00:28.060 --> 00:00:34.240]  特別是伊斯蘭國的一些警告
[00:00:34.240 --> 00:00:36.560]  這個警告就是
[00:00:36.560 --> 00:00:44.480]  如果他們不盡快脫離異教歸順伊斯蘭教的時候
[00:00:44.480 --> 00:00:47.880]  他們會被殺
[00:00:47.880 --> 00:00:54.760]  同樣在伊拉克、巴基斯坦、阿聯酋、敘利亞
[00:00:54.760 --> 00:01:02.160]  這些回教的國家,一樣收到同類的一些警告
[00:01:02.160 --> 00:01:10.080]  最近,這些風我們發覺不單止是在回教的國家產生出來
[00:01:10.080 --> 00:01:16.840]  甚至去到西方的國家,也同類有這些東西出現
[00:01:16.840 --> 00:01:19.680]  而這些東西出現的時候
[00:01:19.680 --> 00:01:29.480]  那些是透過恐嚇甚至去實施他們的傷害殘殺的人
[00:01:29.480 --> 00:01:33.880]  都是在網上看見伊斯蘭國
[00:01:33.880 --> 00:01:35.640]  他們的宣傳
[00:01:35.640 --> 00:01:37.400]  看見他們的理念
[00:01:37.400 --> 00:01:42.520]  有些人改信了伊斯蘭這個宗教之後
[00:01:42.520 --> 00:01:46.360]  他們直接就加入了一個這樣的組織
[00:01:46.360 --> 00:01:52.480]  所以我相信最近你們看到美國有人用斧頭來斬警察、斬軍人
[00:01:52.480 --> 00:01:58.080]  加拿大有人開槍來打死一些軍人
[00:01:58.080 --> 00:02:02.520]  其實都是類似的一些情形
[00:02:02.520 --> 00:02:04.960]  但另一方面
[00:02:04.960 --> 00:02:07.560]  也讓我們看見一般的普羅大衆
[00:02:07.560 --> 00:02:11.120]  甚至包括到今天最大的回教國家
[00:02:11.120 --> 00:02:12.440]  印尼
[00:02:12.440 --> 00:02:16.520]  他們同樣都收到這一類的警告
[00:02:16.520 --> 00:02:21.680]  所以當你看到今天的香港發生的情形的時候
[00:02:21.680 --> 00:02:25.880]  你比較一下整個世界性發生的這些事情
[00:02:25.880 --> 00:02:30.280]  你就會發覺到真是小巫見大巫
[00:02:30.280 --> 00:02:32.320]  另一方面在中國
[00:02:32.320 --> 00:02:36.960]  我相信兩三個月前審理的山東快餐店
[00:02:36.960 --> 00:02:40.880]  是一些東方閃電的人
[00:02:40.880 --> 00:02:45.240]  殺死一個不肯把電話交給他們
[00:02:45.240 --> 00:02:46.920]  聯絡他們
[00:02:46.920 --> 00:02:51.680]  然後去歸順東方閃電女基督的
[00:02:51.680 --> 00:02:53.680]  這位顧客
[00:02:53.680 --> 00:02:56.840]  將他活活打死
[00:02:56.840 --> 00:02:58.920]  這個劇出來之後
[00:02:58.920 --> 00:03:00.320]  你可以這麼說
[00:03:00.320 --> 00:03:04.320]  法庭的判是判了
[00:03:04.320 --> 00:03:07.000]  那個兇手
[00:03:07.000 --> 00:03:13.640]  和他的女兒兩人死刑
[00:03:13.640 --> 00:03:15.200]  但是
[00:03:15.200 --> 00:03:17.520]  令到我們震驚的
[00:03:17.520 --> 00:03:18.960]  就是這些兇手
[00:03:18.960 --> 00:03:21.720]  在他們被判死刑的時候
[00:03:21.720 --> 00:03:24.440]  他們竟然面不改容
[00:03:24.440 --> 00:03:25.720]  他們說
[00:03:25.720 --> 00:03:28.560]  他們沒有死
[00:03:28.560 --> 00:03:31.240]  他們會再翻生
[00:03:31.240 --> 00:03:32.360]  所以
[00:03:32.360 --> 00:03:34.960]  他們絕對不需要懼怕
[00:03:34.960 --> 00:03:37.680]  這些事情來產生
[00:03:37.680 --> 00:03:38.600]  親愛的頂智慧
[00:03:38.600 --> 00:03:40.920]  當我們看一看這些新聞的時候
[00:03:40.920 --> 00:03:43.720]  我的心裏面有一個很不同的感覺
[00:03:43.720 --> 00:03:45.520]  非常複雜
[00:03:45.520 --> 00:03:51.480]  這個複雜就是隨着世界各種不同的變動
[00:03:51.480 --> 00:03:55.200]  我們今天信我們的信仰帶來的威脅
[00:03:55.200 --> 00:03:57.120]  我們的損失
[00:03:57.120 --> 00:03:59.800]  令到很多人開始考慮
[00:03:59.800 --> 00:04:02.320]  心信不就好了
[00:04:02.320 --> 00:04:04.360]  還是不要去教會了
[00:04:04.360 --> 00:04:05.360]  甚至告訴別人
[00:04:05.360 --> 00:04:08.200]  我不是信基督教的
[00:04:08.200 --> 00:04:10.920]  今天越來越多的人在這些國家
[00:04:10.920 --> 00:04:13.080]  他告訴別人
[00:04:13.080 --> 00:04:15.080]  我是信阿拉的
[00:04:15.080 --> 00:04:17.200]  我是信摩肯默德的
[00:04:17.200 --> 00:04:19.760]  摩肯默德才是最偉大的
[00:04:19.760 --> 00:04:22.440]  我不是信基督教的
[00:04:22.440 --> 00:04:24.600]  他們是用這樣的方式
[00:04:24.600 --> 00:04:30.520]  來逃避一些人對他們肉身的迫害
[00:04:30.520 --> 00:04:31.800]  另一方面
[00:04:31.800 --> 00:04:34.480]  我們又看到那些異端邪教
[00:04:34.480 --> 00:04:39.520]  繼續不斷瘋狂用恐嚇的手段來傳教
[00:04:39.520 --> 00:04:43.760]  去叫基督徒改信他們那種宗教
[00:04:43.760 --> 00:04:45.360]  帶來的結果
[00:04:45.360 --> 00:04:47.680]  值得我們去反省
[00:04:47.680 --> 00:04:49.200]  這個反省就是
[00:04:49.200 --> 00:04:51.360]  如果因爲這樣的緣故
[00:04:51.360 --> 00:04:55.200]  有些人離開了他們的信仰
[00:04:55.200 --> 00:04:57.640]  這些人將來會怎樣呢
[00:04:57.640 --> 00:05:01.160]  然後我們回到現實裏面
[00:05:01.160 --> 00:05:03.960]  我收到一些頂級媒體和我說
[00:05:03.960 --> 00:05:05.960]  傳導人和我說
[00:05:05.960 --> 00:05:08.720]  他們教會里面有一對父母
[00:05:08.720 --> 00:05:11.640]  因爲子女要讀一個天主教學校
[00:05:11.640 --> 00:05:15.000]  他們希望能夠容易些收他們
[00:05:15.000 --> 00:05:19.800]  所以就改信天主教
[00:05:19.800 --> 00:05:21.200]  我不知道大家有沒有聽過
[00:05:21.200 --> 00:05:25.360]  我相信這種情形不是單獨發生的事件
[00:05:25.360 --> 00:05:27.200]  另一方面也有些人
[00:05:27.200 --> 00:05:32.600]  是對教會開始有一些厭倦、不滿
[00:05:32.600 --> 00:05:34.360]  因爲這樣的緣故
[00:05:34.360 --> 00:05:37.120]  他們乾脆不信了
[00:05:37.120 --> 00:05:38.640]  帶來的問題
[00:05:38.640 --> 00:05:41.160]  就是很多人會問
[00:05:41.160 --> 00:05:44.640]  到底今天離開了我們的信仰
[00:05:44.640 --> 00:05:47.040]  改信另一種的信仰
[00:05:47.040 --> 00:05:48.920]  撇棄我們的信仰
[00:05:48.920 --> 00:05:53.240]  甚至反過來去批評基督教
[00:05:53.240 --> 00:05:54.960]  重傷基督教
[00:05:54.960 --> 00:05:56.760]  抵毀基督教
[00:05:56.760 --> 00:06:01.280]  這些人會不會失去他們的救恩呢?
[00:06:01.280 --> 00:06:03.760]  或者我做一個調查好不好?
[00:06:03.760 --> 00:06:04.960]  有幾個人覺得
[00:06:04.960 --> 00:06:07.280]  如果有些人離棄了他的信仰
[00:06:07.280 --> 00:06:10.160]  甚至去批評基督教、抵毀基督教
[00:06:10.160 --> 00:06:15.560]  罵基督教的傳導人、牧者、搶汁等等
[00:06:15.560 --> 00:06:19.000]  這些人如果得救的話
[00:06:19.000 --> 00:06:20.360]  都沒有了救恩
[00:06:20.360 --> 00:06:23.480]  有幾個人贊成的?可不可以舉手?
[00:06:23.480 --> 00:06:25.240]  舉那些人
[00:06:25.240 --> 00:06:28.160]  不是很多,很少
[00:06:28.160 --> 00:06:30.360]  都挺支持他們的
[00:06:30.360 --> 00:06:32.280]  有幾多人認爲
[00:06:32.280 --> 00:06:34.080]  如果這些人得救的話
[00:06:34.080 --> 00:06:35.720]  他們不會失去他們的救恩呢?
[00:06:35.720 --> 00:06:38.760]  可不可以舉手?
[00:06:38.760 --> 00:06:40.160]  就多了一點
[00:06:40.160 --> 00:06:42.360]  仍然都是
[00:06:42.360 --> 00:06:46.520]  每一次調查裏面的結果一樣
[00:06:46.520 --> 00:06:50.440]  The silent majority
[00:06:50.440 --> 00:06:54.080]  絕大部分的人是不表態的
[00:06:54.080 --> 00:06:57.560]  今天我很想給大家看看
[00:06:57.560 --> 00:06:59.560]  一個神學爭論
[00:06:59.560 --> 00:07:01.600]  有很多人認爲這些人
[00:07:01.600 --> 00:07:04.920]  是會失去他們的救恩
[00:07:04.920 --> 00:07:06.360]  主要原因在哪裏呢?
[00:07:06.360 --> 00:07:09.440]  他們說希伯來書都講及到
[00:07:09.440 --> 00:07:12.200]  這些人會失去他們的救恩
[00:07:12.200 --> 00:07:13.520]  爲什麼呢?
[00:07:13.520 --> 00:07:16.240]  我們一起看看希伯來書第十章
[00:07:16.240 --> 00:07:21.680]  19-39節
[00:07:21.680 --> 00:07:24.600]  大家找到的時候
[00:07:24.600 --> 00:07:26.080]  我請弟兄讀一次
[00:07:26.080 --> 00:07:26.960]  姐妹讀一次
[00:07:26.960 --> 00:07:29.320]  讀完這一段聖經
[00:07:29.320 --> 00:07:31.560]  弟兄,請丹素辭
[00:07:31.560 --> 00:07:32.440]  弟兄們
[00:07:32.440 --> 00:07:37.760]  我們既因耶穌得以坦然進入至聖所
[00:07:37.760 --> 00:07:38.960]  施跡着
[00:07:38.960 --> 00:07:43.080]  給我們開了一條又新又活的路
[00:07:43.080 --> 00:07:43.880]  經過
[00:07:43.880 --> 00:07:45.920]  這萬子就是他的神
[00:07:45.920 --> 00:07:46.760]  21節
[00:07:46.760 --> 00:07:50.560]  又有一位大祭司治理神的家
[00:07:50.560 --> 00:07:54.640]  並我們心中天量的虧欠已經洗
[00:07:54.640 --> 00:07:57.080]  身體用清水洗淨了
[00:07:57.080 --> 00:08:00.600]  就當傳誠心和充足的信心
[00:08:00.600 --> 00:08:02.440]  來到神面前
