
[00:00:00.000 --> 00:00:04.000]  請問您有沒有試過當基督徒實踐神的道的時候?
[00:00:04.000 --> 00:00:08.000]  畢竟作為基督徒在實踐神的道的時候
[00:00:08.000 --> 00:00:12.000]  內心有否一種矛盾的情況呢?
[00:00:12.000 --> 00:00:14.000]  內心出現一種矛盾的情況呢?
[00:00:14.000 --> 00:00:17.000]  當我們回到教會這麼多年日
[00:00:17.000 --> 00:00:19.000]  當我們回到教會這麼多年日
[00:00:19.000 --> 00:00:23.000]  聽了無數這麼多個鐘頭的講道
[00:00:23.000 --> 00:00:26.000]  上了無數這麼多課的主要學
[00:00:26.000 --> 00:00:28.000]  聽了無數次講道
[00:00:28.000 --> 00:00:30.000]  上了無數次主要學
[00:00:30.000 --> 00:00:32.000]  也查過這麼多次經
[00:00:32.000 --> 00:00:34.000]  也查過這麼多次經
[00:00:34.000 --> 00:00:37.000]  我們應該對上帝的說話有起碼的認識
[00:00:37.000 --> 00:00:40.000]  對上帝的說話應該有起碼的認識
[00:00:40.000 --> 00:00:43.000]  但是當我們真的遇見一些生活
[00:00:43.000 --> 00:00:45.000]  我們要做抉擇的時候
[00:00:45.000 --> 00:00:47.000]  但是生活中要做決策的時候
[00:00:47.000 --> 00:00:51.000]  我們會不會明明知道上帝想我們怎樣做
[00:00:51.000 --> 00:00:52.000]  怎樣做決定
[00:00:52.000 --> 00:00:56.000]  我們是不是明明知道上帝要我們怎麼去做決定
[00:00:56.000 --> 00:01:00.000]  我們會不會和上帝講
[00:01:00.000 --> 00:01:03.000]  上帝啊,我可不可以不做你的決定呢?
[00:01:03.000 --> 00:01:05.000]  上帝啊,我可不可以不做你的決定呢?
[00:01:05.000 --> 00:01:08.000]  可不可以你讓我做一次決定呢?
[00:01:08.000 --> 00:01:10.000]  你是不是可以讓我自己做一次決定呢?
[00:01:10.000 --> 00:01:11.000]  你是不是可以讓我自己做一次決定呢?
[00:01:11.000 --> 00:01:14.000]  或者你有沒有試過去找一些原因
[00:01:14.000 --> 00:01:15.000]  或者你有沒有試過去找一些原因
[00:01:15.000 --> 00:01:17.000]  我可以暫時不做上帝的說話教訓呢?
[00:01:17.000 --> 00:01:19.000]  就是說可不可以找一些原因
[00:01:19.000 --> 00:01:22.000]  我暫時不聽上帝說話的教訓呢?
[00:01:22.000 --> 00:01:26.000]  有一次我和一個信徒去傾談到奉獻的時候
[00:01:26.000 --> 00:01:30.000]  有一次我和信徒去傾談到奉獻的時候
[00:01:30.000 --> 00:01:32.000]  這個弟兄就出來
[00:01:32.000 --> 00:01:35.000]  出來在當中去做一個分享
[00:01:35.000 --> 00:01:37.000]  這個弟兄出來做一次分享
[00:01:37.000 --> 00:01:38.000]  什麼叫奉獻?
[00:01:38.000 --> 00:01:39.000]  什麼叫奉獻?
[00:01:39.000 --> 00:01:42.000]  他就將他以前聽過的講章
[00:01:42.000 --> 00:01:43.000]  或者查過的聖經
[00:01:43.000 --> 00:01:45.000]  將他的內容講出來
[00:01:45.000 --> 00:01:47.000]  他將他以前聽過的講章
[00:01:47.000 --> 00:01:49.000]  查過的經文講出來
[00:01:49.000 --> 00:01:51.000]  在他所講的內容裡面
[00:01:51.000 --> 00:01:53.000]  在他所講的內容裡面
[00:01:53.000 --> 00:01:54.000]  他知道什麼叫十一
[00:01:54.000 --> 00:01:56.000]  他知道什麼叫十分之一
[00:01:56.000 --> 00:01:57.000]  他知道什麼叫十分之一
[00:01:57.000 --> 00:01:59.000]  在聖經裡面十一是當立給臣的意思
[00:01:59.000 --> 00:02:02.000]  十一是當立給臣的
[00:02:02.000 --> 00:02:04.000]  十一不代表奉獻
[00:02:04.000 --> 00:02:05.000]  十一不代表奉獻
[00:02:05.000 --> 00:02:07.000]  真正的奉獻是十一
[00:02:07.000 --> 00:02:10.000]  就是當立以外的才叫奉獻
[00:02:10.000 --> 00:02:13.000]  就是說十一以外的才叫奉獻
[00:02:13.000 --> 00:02:15.000]  甚至他在聖經裡面發現到
[00:02:15.000 --> 00:02:20.000]  原來奉獻甚至是在獻給當時的政府之前
[00:02:20.000 --> 00:02:22.000]  要交的稅之前
[00:02:22.000 --> 00:02:24.000]  已經獻上給上帝
[00:02:24.000 --> 00:02:28.000]  就是要交稅之前的要奉獻給上帝
[00:02:28.000 --> 00:02:31.000]  他說的話和我對奉獻的理解很類似
[00:02:31.000 --> 00:02:35.000]  他所講的和我對奉獻的理解非常類似
[00:02:35.000 --> 00:02:37.000]  但說到最後的時候
[00:02:37.000 --> 00:02:38.000]  但說到最後的時候
[00:02:38.000 --> 00:02:39.000]  他這樣說
[00:02:39.000 --> 00:02:40.000]  他這麼講
[00:02:40.000 --> 00:02:44.000]  他說但是可不可以我不奉獻這麼多呢上帝
[00:02:44.000 --> 00:02:45.000]  他說但是可不可以我不奉獻這麼多呢上帝
[00:02:45.000 --> 00:02:47.000]  上帝我可以不奉獻這麼多嗎
[00:02:47.000 --> 00:02:49.000]  當我可以和上帝你借著先
[00:02:49.000 --> 00:02:51.000]  所以我先向上帝我先向您借著
[00:02:51.000 --> 00:02:53.000]  那我將來多了收入了
[00:02:53.000 --> 00:02:55.000]  那以後我的收入多了
[00:02:55.000 --> 00:02:57.000]  才補回給上帝您可不可以啊
[00:02:57.000 --> 00:02:59.000]  我再補回給您行不行
[00:02:59.000 --> 00:03:01.000]  但當他這樣分享到這裡的時候呢
[00:03:01.000 --> 00:03:03.000]  當他分享到這裡的時候
[00:03:03.000 --> 00:03:05.000]  我看到他自己內心裡面的矛盾
[00:03:05.000 --> 00:03:07.000]  我看到他內心的矛盾
[00:03:07.000 --> 00:03:09.000]  但我也都在心裡面這樣回應
[00:03:09.000 --> 00:03:11.000]  我也在心裡面這麼回應
[00:03:11.000 --> 00:03:13.000]  我說我們做基督徒
[00:03:13.000 --> 00:03:16.000]  不是做天國永生銀行的職員
[00:03:16.000 --> 00:03:22.000]  我說我們做基督徒不是做天國永生銀行的職員
[00:03:22.000 --> 00:03:25.000]  因為如果是的我們可以代表銀行講一些東西
[00:03:25.000 --> 00:03:27.000]  代表上帝講一下一些東西
[00:03:27.000 --> 00:03:28.000]  我們可以代表銀行說一些
[00:03:28.000 --> 00:03:30.000]  代表上帝說一些
[00:03:30.000 --> 00:03:33.000]  但聖經的教訓是很清楚已經寫了給我們知道
[00:03:33.000 --> 00:03:35.000]  什麼叫奉獻
[00:03:35.000 --> 00:03:37.000]  聖經的教導非常清楚
[00:03:37.000 --> 00:03:39.000]  介紹什麼叫奉獻
[00:03:39.000 --> 00:03:41.000]  我們已經是沒有討價還價的空間
[00:03:41.000 --> 00:03:43.000]  我們已經是沒有討價還價的空間
[00:03:43.000 --> 00:03:46.000]  唯一的就是遵循
[00:03:46.000 --> 00:03:47.000]  唯一的就是遵循
[00:03:47.000 --> 00:03:52.000]  我相信這個只是我們做基督徒其中遇見的一個現象
[00:03:52.000 --> 00:03:53.000]  我相信這個只是我們做基督徒其中遇見的一個現象
[00:03:53.000 --> 00:03:55.000]  這是我們做基督徒其中遇到的一個現象
[00:03:55.000 --> 00:03:57.000]  而這個矛盾
[00:03:57.000 --> 00:03:58.000]  而這個矛盾
[00:03:58.000 --> 00:04:02.000]  在使徒行主裡面的門徒其實他們都跟我們很類似
[00:04:02.000 --> 00:04:02.000]  在使徒行主裡面的門徒其實他們都跟我們很類似
[00:04:02.000 --> 00:04:03.000]  在使徒行主裡面的門徒其實他們都跟我們很類似
[00:04:03.000 --> 00:04:04.000]  在使徒行主裡面的門徒其實他們都跟我們很類似
[00:04:04.000 --> 00:04:05.000]  在使徒行主裡面的門徒其實他們都跟我們很類似
[00:04:05.000 --> 00:04:13.000]  當時他面對著一班從世界各地各方來的猶太人
[00:04:13.000 --> 00:04:13.000]  當時他面對著一班從世界各地各方來的猶太人
[00:04:13.000 --> 00:04:17.000]  而這班猶太人曾經殺死過他們的主耶穌基督
[00:04:17.000 --> 00:04:21.000]  這些人曾經殺死他們的主耶穌基督
[00:04:21.000 --> 00:04:26.000]  如果你的主被人殺死了你還會不會對那個人有關心呢?
[00:04:26.000 --> 00:04:31.000]  如果你的主被人殺死了你是不是對這個人還有關心呢?
[00:04:31.000 --> 00:04:33.000]  你不懷恨在心就已經很好了
[00:04:33.000 --> 00:04:35.000]  你不懷恨在心就已經很好了
[00:04:35.000 --> 00:04:38.000]  難道你還會告訴他上帝的拯救是什麼?
