
[00:00:00.000 --> 00:00:04.200]  在上個月和大家一起讀耶利米數二十九章
[00:00:04.200 --> 00:00:06.800]  那次大家讀了很多經文
[00:00:06.800 --> 00:00:12.300]  大家一起去宣講二十九章的信息
[00:00:12.300 --> 00:00:19.500]  在今天都是和大家一起去讀耶穌基督最後的一個祈禱
[00:00:19.500 --> 00:00:21.500]  是另一個主禱文
[00:00:21.500 --> 00:00:24.300]  今天都會讀很多的聖經
[00:00:24.300 --> 00:00:26.300]  請大家一起幫我讀
[00:00:26.500 --> 00:00:30.300]  一起宣講這個信息
[00:00:30.300 --> 00:00:33.300]  在風雨的時間
[00:00:33.300 --> 00:00:35.800]  我們要多讀聖經
[00:00:35.800 --> 00:00:38.200]  多讀禱告
[00:00:38.200 --> 00:00:41.200]  多關心我們周圍的人
[00:00:41.200 --> 00:00:43.500]  關心我們的社會
[00:00:43.500 --> 00:00:45.300]  同心禱告
[00:00:45.300 --> 00:00:54.300]  親愛的主多謝祢讓我們能夠來到祢的聖所
[00:00:54.300 --> 00:00:56.400]  我們去親近祢
[00:00:57.200 --> 00:00:58.300]  敬拜祢
[00:00:58.300 --> 00:01:00.600]  和祢有連結
[00:01:00.600 --> 00:01:03.100]  主求祢的話語
[00:01:03.100 --> 00:01:06.100]  放在我們每個人的心靈裏面
[00:01:06.100 --> 00:01:08.000]  讓我們有得著
[00:01:08.000 --> 00:01:09.600]  讓我們能夠相信
[00:01:09.600 --> 00:01:11.900]  主求祢帶領我們
[00:01:11.900 --> 00:01:16.900]  讓我們知道如何在我們的香港社會當中
[00:01:16.900 --> 00:01:21.400]  我們繼續一起如何去面對香港的情況
[00:01:21.400 --> 00:01:23.800]  求祢繼續恩代念我們
[00:01:23.800 --> 00:01:25.500]  求祢的靈
[00:01:26.100 --> 00:01:27.300]  與我們同在
[00:01:27.300 --> 00:01:29.600]  我們的祈禱
[00:01:29.600 --> 00:01:31.700]  是奉主耶穌基督命之求
[00:01:31.700 --> 00:01:32.800]  阿們
[00:01:32.800 --> 00:01:36.300]  在上個禮拜六
[00:01:36.300 --> 00:01:39.500]  就是十一月九日
[00:01:39.500 --> 00:01:43.000]  一班教會的前輩
[00:01:43.000 --> 00:01:47.400]  去送別陳喜謙牧師
[00:01:47.400 --> 00:01:54.400]  我們被邀請去擔任陳喜謙牧師的安息禮的衛冕
[00:01:55.200 --> 00:01:57.700]  陳牧師離世的時候是八十五歲
[00:01:57.700 --> 00:02:04.300]  陳牧師在一九六零年畢業在香港浸信會神學院畢業之後
[00:02:04.300 --> 00:02:08.100]  他在一個沒有固定收入的情況下
[00:02:08.100 --> 00:02:11.600]  投身學生的福音工作
[00:02:11.600 --> 00:02:16.200]  接著在另一年就是一九六一年
[00:02:16.200 --> 00:02:22.900]  就是香港的基督徒學生福音團體FES成立
[00:02:23.700 --> 00:02:27.100]  他是成為第一任的總幹事
[00:02:27.100 --> 00:02:28.700]  做了十三年
[00:02:28.700 --> 00:02:36.900]  之後陳牧師他擔任過美國的基督使者協會的總幹事
[00:02:36.900 --> 00:02:39.200]  華福的總幹事
[00:02:39.200 --> 00:02:43.900]  當我們出席陳牧師的安息禮的時候
[00:02:43.900 --> 00:02:45.300]  我們都是心想
[00:02:45.300 --> 00:02:48.200]  我們一起去追思神的僕人
[00:02:48.200 --> 00:02:52.800]  我們一起去記得那些好像雲彩般的見證人
[00:02:53.900 --> 00:02:56.300]  這些的見證人走在我們的前面
[00:02:56.300 --> 00:02:58.900]  如今陳牧師都在當中
[00:02:58.900 --> 00:03:01.400]  我們一起去聚集
[00:03:01.400 --> 00:03:04.400]  我們想更多的想念陳牧師
[00:03:04.400 --> 00:03:08.600]  但是陳牧師他一早已經吩咐
[00:03:08.600 --> 00:03:14.700]  他的安息禮要成為榮耀神的敬拜
[00:03:14.700 --> 00:03:18.100]  不是要高舉人的聚會
[00:03:18.100 --> 00:03:21.500]  所以安息禮所選用的詩歌
[00:03:21.800 --> 00:03:23.900]  都是讚美神的詩歌
[00:03:23.900 --> 00:03:26.700]  在券面的環節
[00:03:26.700 --> 00:03:30.800]  我選用了一段關於榮耀主基督的經文
[00:03:30.800 --> 00:03:35.300]  就是記載在約翰福音的十七章的大祭司的祈禱
[00:03:35.300 --> 00:03:38.800]  就是今午要和大家思想的經文
[00:03:38.800 --> 00:03:43.000]  這段經文在這個禮拜營養在我心裏面
[00:03:43.000 --> 00:03:46.700]  是我在當中重新得力的經文
[00:03:46.700 --> 00:03:48.200]  所以我想
[00:03:48.200 --> 00:03:50.200]  承贈家庭姐妹們
[00:03:50.800 --> 00:03:52.500]  和領受這段經文
[00:03:52.500 --> 00:03:55.900]  在約翰福音的十七章
[00:03:55.900 --> 00:03:57.400]  我們看見耶穌基督
[00:03:57.400 --> 00:04:01.200]  在祂離世的時候要說的話
[00:04:01.200 --> 00:04:07.000]  在這段經文我們好像是偷偷地聽到
[00:04:07.000 --> 00:04:09.400]  或者是無意間地聽到
[00:04:09.400 --> 00:04:13.900]  祂overhear耶穌基督向神禱告
[00:04:13.900 --> 00:04:19.300]  這個祈禱其實是在受難節的禮拜五之前的祈禱
[00:04:19.300 --> 00:04:22.700]  祈禱是發生在花園裏面
[00:04:22.700 --> 00:04:24.700]  我們就在草叢的一旁
[00:04:24.700 --> 00:04:28.300]  我們聽見耶穌基督向父神祈禱
[00:04:28.300 --> 00:04:30.500]  祂為門徒祈禱
[00:04:30.500 --> 00:04:32.800]  祂為我們祈禱
[00:04:32.800 --> 00:04:35.500]  一至五節
[00:04:35.500 --> 00:04:38.300]  就是耶穌基督說話的引言
[00:04:38.300 --> 00:04:41.800]  當中一個很重要的訊息就是
[00:04:41.800 --> 00:04:43.700]  「榮耀基督」
[00:04:43.700 --> 00:04:48.100]  我們一起看十七章的第一節
[00:04:49.700 --> 00:04:55.800]  「耶穌說了這些話,就舉目望天,說父啊,時候到了
[00:04:55.800 --> 00:04:59.100]  願祢榮耀祢的兒子
[00:04:59.100 --> 00:05:03.400]  使兒子也榮耀祢」
[00:05:03.400 --> 00:05:06.600]  這裏我們看見「榮耀」的字出現了
[00:05:06.600 --> 00:05:08.000]  會繼續出現的
[00:05:08.000 --> 00:05:12.400]  所以這一節用「榮耀」的字其實是很特別的
[00:05:12.400 --> 00:05:14.400]  是說到耶穌基督的身份
[00:05:14.400 --> 00:05:17.500]  「榮耀」這個字的意思是
[00:05:17.500 --> 00:05:21.000]  「兒子臣臨在」那種光輝
[00:05:21.000 --> 00:05:25.000]  這種光輝我們在西乃山的啟示見到
[00:05:25.000 --> 00:05:28.300]  在耶穌基督的道成育生那裏見到
[00:05:28.300 --> 00:05:31.700]  在耶穌基督的人格生命那裏見到
[00:05:31.700 --> 00:05:36.200]  這一種道成育生的「榮耀」
[00:05:36.200 --> 00:05:38.500]  是有它的時間性的
[00:05:38.500 --> 00:05:41.200]  所以耶穌基督就說
[00:05:41.200 --> 00:05:44.400]  「父啊,時候到了」
[00:05:45.000 --> 00:05:48.400]  意思就是說祂將會被釘死
[00:05:48.400 --> 00:05:53.400]  耶穌基督就懇求父神讓祂能夠去到父神那裏
[00:05:53.400 --> 00:05:56.200]  能夠和父神有密切的關係
[00:05:56.200 --> 00:05:58.500]  和神再合而為一
[00:05:58.500 --> 00:06:01.900]  能夠恢復在祂在道成育生之前
[00:06:01.900 --> 00:06:04.000]  那種的關係和榮耀
[00:06:04.000 --> 00:06:05.200]  所以就是說
[00:06:05.200 --> 00:06:08.800]  「父啊,求祢榮耀我」就是這個意思
[00:06:08.800 --> 00:06:11.500]  從另一個角度來說
[00:06:11.500 --> 00:06:13.700]  原來從神永恆的目的來看
[00:06:14.200 --> 00:06:16.800]  道成育生的設計
[00:06:16.800 --> 00:06:19.000]  原來是關於受苦的
[00:06:19.000 --> 00:06:22.400]  而受苦是驚訝地
[00:06:22.400 --> 00:06:26.800]  讓我們見到原來和榮耀是相關的
[00:06:26.800 --> 00:06:30.900]  接著在第二節到第三節
[00:06:30.900 --> 00:06:33.800]  耶穌基督就說到祂的使命
[00:06:33.800 --> 00:06:35.400]  祂的使命是什麼呢?
[00:06:35.400 --> 00:06:37.600]  就是叫人認識神
[00:06:37.600 --> 00:06:41.000]  叫人能夠進入永恆的生命
[00:06:41.000 --> 00:06:43.200]  請大家讀出二至三節
[00:06:44.200 --> 00:07:03.200]  (二至三節)
[00:07:03.200 --> 00:07:08.000]  你見到認識祢獨一的真神
[00:07:08.000 --> 00:07:13.000]  並且認識祢所差來的耶穌基督
[00:07:13.400 --> 00:07:14.800]  這就是永生
[00:07:14.800 --> 00:07:17.800]  接著在四至五節
[00:07:17.800 --> 00:07:21.600]  耶穌基督就說到祂完成祂的工作
[00:07:21.600 --> 00:07:22.800]  請大家讀出
[00:07:22.800 --> 00:07:40.800]  (四至五節)
[00:07:40.800 --> 00:07:42.800]  在二至五節當中
[00:07:42.800 --> 00:07:45.400]  我們見到主耶穌基督說
[00:07:45.400 --> 00:07:48.800]  「願祢榮耀祢的兒子
[00:07:48.800 --> 00:07:51.800]  使兒子也榮耀祢」
[00:07:51.800 --> 00:07:54.400]  在第四節耶穌基督又這樣說
[00:07:54.400 --> 00:07:58.200]  「我在地上已經榮耀祢」
[00:07:58.200 --> 00:08:01.200]  從這些說話可以看見
[00:08:01.200 --> 00:08:04.600]  原來耶穌基督在地上已經榮耀乎
[00:08:04.600 --> 00:08:07.600]  而祂本身也得到榮耀
[00:08:07.600 --> 00:08:10.800]  耶穌基督得到榮耀是什麼意思呢?
[00:08:10.800 --> 00:08:16.000]  意思是人會高舉耶穌基督為救主
[00:08:16.000 --> 00:08:18.800]  耶穌基督是父神的兒子
[00:08:18.800 --> 00:08:22.600]  耶穌基督被差遣來到這個世界上
[00:08:22.600 --> 00:08:24.800]  是拯救罪人
[00:08:24.800 --> 00:08:27.600]  叫人能夠脫離罪惡的權勢
[00:08:27.600 --> 00:08:29.800]  得到永遠的生命
[00:08:29.800 --> 00:08:31.800]  能夠與神連結
[00:08:31.800 --> 00:08:36.600]  這就是認識祢獨一的真神
[00:08:37.000 --> 00:08:41.200]  並且認識祢所差來的耶穌基督
[00:08:41.200 --> 00:08:43.200]  這就是永生
[00:08:43.200 --> 00:08:46.800]  這是得救的啟示
[00:08:46.800 --> 00:08:49.800]  按著人的本性
[00:08:49.800 --> 00:08:53.200]  沒有人能夠靠他的理性
[00:08:53.200 --> 00:08:57.600]  是可以獲取這種得救的啟示和知識的
[00:08:57.600 --> 00:08:59.600]  因為在本質上面
[00:08:59.600 --> 00:09:02.000]  我們是盲的
[00:09:02.000 --> 00:09:05.600]  我們是看不到救主耶穌基督的榮耀
[00:09:05.600 --> 00:09:10.200]  因為人是充滿很多自己的異念
[00:09:10.200 --> 00:09:12.400]  我們心想的尼塞亞
[00:09:12.400 --> 00:09:15.800]  希望他是一位道德老師
[00:09:15.800 --> 00:09:18.400]  或者是一位英雄人物
[00:09:18.400 --> 00:09:22.000]  有特別的人格的榮耀
[00:09:22.000 --> 00:09:24.000]  你想想是不是?
[00:09:24.000 --> 00:09:27.600]  這段日子我們是在祈求尼塞亞
[00:09:27.600 --> 00:09:31.600]  這五個月我們是想有尼塞亞
[00:09:32.800 --> 00:09:37.200]  但是這些異念是不能夠帶來永恆的
[00:09:37.200 --> 00:09:43.000]  唯有耶穌基督的啟示和知識才能夠拯救
[00:09:43.000 --> 00:09:45.600]  帶來永恆
[00:09:45.600 --> 00:09:48.800]  接著六至八節
[00:09:48.800 --> 00:09:52.600]  就再次講到耶穌基督的使命是什麼?
[00:09:52.600 --> 00:09:55.000]  是叫人認識神
[00:09:55.000 --> 00:10:01.400]  唯有耶穌基督才能夠叫人認識神
[00:10:01.400 --> 00:10:03.400]  我們一起讀出六至八節
[00:10:32.400 --> 00:10:34.400]  唯有耶穌基督才能夠教會人們
[00:10:34.400 --> 00:10:36.400]  可以從尼塞亞回來
[00:10:36.400 --> 00:10:38.400]  並且從尼地生而來
[00:11:02.400 --> 00:11:07.400]  接著十七章的九節至十一節的A
[00:11:07.400 --> 00:11:09.400]  就是引言
[00:11:09.400 --> 00:11:11.400]  我們一起讀出吧
[00:11:32.400 --> 00:11:35.400]  耶穌基督在第九節祈禱
[00:11:35.400 --> 00:11:39.400]  祂說出祂的對象就是那些相信神的人
[00:11:39.400 --> 00:11:41.400]  就是祂的門徒
[00:11:41.400 --> 00:11:44.400]  門徒是父神賜給祂的
[00:11:44.400 --> 00:11:46.400]  祂會教會他們
[00:11:46.400 --> 00:11:51.400]  耶穌基督又知道自己在世界上的時間不長了
[00:11:51.400 --> 00:11:53.400]  祂要留在世界上
[00:11:53.400 --> 00:11:55.400]  所以祂說
[00:11:55.400 --> 00:11:57.400]  我們一起去教會人們
[00:11:57.400 --> 00:12:01.400]  祂知道自己在世界上的時間不長了
[00:12:01.400 --> 00:12:04.400]  祂要留下這群門徒在這個世界
[00:12:04.400 --> 00:12:08.400]  所以祂要為這群門徒祈禱
[00:12:08.400 --> 00:12:11.400]  希望我們能夠更多認識神
[00:12:11.400 --> 00:12:13.400]  能夠榮耀神
[00:12:13.400 --> 00:12:16.400]  見證神榮耀的名字
[00:12:16.400 --> 00:12:20.400]  這個責任就在這群門徒身上
[00:12:20.400 --> 00:12:26.400]  接著耶穌基督為門徒作了三個懇求
[00:12:26.400 --> 00:12:30.400]  第一個懇求就在十一節至十三節
[00:12:30.400 --> 00:12:32.400]  我們一起讀出
[00:12:56.400 --> 00:13:19.400]  第一個懇求是什麼意思呢?
[00:13:19.400 --> 00:13:21.400]  要想一想
[00:13:21.400 --> 00:13:24.400]  因為這是耶穌基督和父親聊天
[00:13:24.400 --> 00:13:26.400]  所以他們說的語言
[00:13:26.400 --> 00:13:28.400]  是要想一想的
[00:13:28.400 --> 00:13:30.400]  第一個懇求的意思就是說
[00:13:30.400 --> 00:13:34.400]  正如耶穌基督是不屬於這個世界
[00:13:34.400 --> 00:13:36.400]  祂的門徒
[00:13:36.400 --> 00:13:38.400]  都是不屬於這個世界
[00:13:38.400 --> 00:13:41.400]  所以耶穌基督為祂的門徒祈禱
[00:13:41.400 --> 00:13:45.400]  就是求神幫助他們
[00:13:45.400 --> 00:13:48.400]  在父的名字下得到保守
[00:13:48.400 --> 00:13:49.400]  意思就是說
[00:13:49.400 --> 00:13:53.400]  他們能夠在神的愛當中
[00:13:53.400 --> 00:13:57.400]  能夠和神合而為一
