
[00:00:00.000 --> 00:00:02.000]  各位兄弟姐妹,平安!
[00:00:02.000 --> 00:00:05.000]  我們開始的時候先來一個祈禱
[00:00:05.000 --> 00:00:09.000]  當我們再一次來到你的面前的時候
[00:00:09.000 --> 00:00:12.000]  求你用你的話語來引導我們
[00:00:12.000 --> 00:00:14.000]  來圖咒我們
[00:00:14.000 --> 00:00:17.000]  以致我們在聖聖的路上
[00:00:17.000 --> 00:00:19.000]  都能夠靠著你的恩典
[00:00:19.000 --> 00:00:21.000]  一天勝過一天
[00:00:21.000 --> 00:00:23.000]  禱告,奉主耶穌基督聖名
[00:00:23.000 --> 00:00:24.000]  阿們
[00:00:25.000 --> 00:00:30.000]  我們中國人有一句說話,我想大家都很熟悉的
[00:00:30.000 --> 00:00:36.000]  就是「人熟無過,過而能改,善莫大言」
[00:00:36.000 --> 00:00:41.000]  曾子更是說「吾日三省吾身」
[00:00:41.000 --> 00:00:45.000]  其實在這裡,你會看到
[00:00:45.000 --> 00:00:47.000]  儒家是很強調
[00:00:47.000 --> 00:00:49.000]  個人在反省裡面
[00:00:49.000 --> 00:00:53.000]  如果發現自己有過失的時候
[00:00:53.000 --> 00:00:57.000]  就是承認,並且力求來改善
[00:00:57.000 --> 00:00:59.000]  同樣聖經裡面
[00:00:59.000 --> 00:01:03.000]  如果我們看浪子回頭的比喻裡面
[00:01:03.000 --> 00:01:04.000]  你會看到
[00:01:04.000 --> 00:01:08.000]  當浪子醒悟過來
[00:01:08.000 --> 00:01:11.000]  他就會跟父親說
[00:01:11.000 --> 00:01:12.000]  他說什麼?
[00:01:12.000 --> 00:01:16.000]  他說「我得罪了天,又得罪了你」
[00:01:16.000 --> 00:01:21.000]  我是說基督徒如果犯了有過犯
[00:01:21.000 --> 00:01:25.000]  也是需要向神認錯
[00:01:25.000 --> 00:01:30.000]  盡快恢復跟神有和好的關係
[00:01:30.000 --> 00:01:33.000]  詩篇第六篇
[00:01:33.000 --> 00:01:38.000]  其實是大衛在極度痛苦裡面
[00:01:38.000 --> 00:01:42.000]  向神發出呼求的禱告
[00:01:42.000 --> 00:01:50.000]  這篇詩是屬於詩篇的七首懺悔詩的其中一首
[00:01:51.000 --> 00:01:53.000]  其實每一首懺悔詩
[00:01:53.000 --> 00:01:59.000]  都是反映出詩人當他面對罪疚和道德的掙扎的時候
[00:01:59.000 --> 00:02:01.000]  內心的感受
[00:02:01.000 --> 00:02:05.000]  並且通過向神來尋求憐憫
[00:02:05.000 --> 00:02:08.000]  來獲得赦免和拯救
[00:02:08.000 --> 00:02:14.000]  除了102和130之外
[00:02:14.000 --> 00:02:16.000]  這些都是大衛的詩
[00:02:17.000 --> 00:02:22.000]  反映出大衛其實是經常地反映他自己
[00:02:22.000 --> 00:02:29.000]  而懺悔詩亦是安排在聖殿中唱
[00:02:29.000 --> 00:02:34.000]  所以你會看到標題會寫到「交給靈長」
[00:02:34.000 --> 00:02:37.000]  所以特別是在贖罪日那裡
[00:02:37.000 --> 00:02:41.000]  供百姓來做懺悔之用
[00:02:42.000 --> 00:02:47.000]  而標題更加用到「第八」
[00:02:47.000 --> 00:02:51.000]  有些學者說這個可能是用八弦琴
[00:02:51.000 --> 00:02:54.000]  或者是音樂裡面所謂的「第八音階」
[00:02:54.000 --> 00:02:56.000]  我不知道,我也不懂
[00:02:56.000 --> 00:02:59.000]  就是說是比較低一點的音階
[00:02:59.000 --> 00:03:01.000]  因為是屬於懺悔詩
[00:03:01.000 --> 00:03:07.000]  而詩篇更加是收集在卷一裡面
[00:03:07.000 --> 00:03:11.000]  更加成為第六首
[00:03:11.000 --> 00:03:16.000]  這跟三四五七可能有很密切的關係
[00:03:16.000 --> 00:03:20.000]  因為這幾篇詩裡面你會看到
[00:03:20.000 --> 00:03:23.000]  其實大衛在面對敵人的時候
[00:03:23.000 --> 00:03:27.000]  他內心的痛苦和掙扎的禱告
[00:03:27.000 --> 00:03:34.000]  雖然我們在內容上沒辦法在第六篇看到大衛的寫作原因
[00:03:34.000 --> 00:03:37.000]  但是很多學者都認為
[00:03:37.000 --> 00:03:42.000]  我們相信詩篇是後期被收集成書的時候
[00:03:42.000 --> 00:03:47.000]  編者可能會認為它是跟第三篇有關係
[00:03:47.000 --> 00:03:50.000]  因為第三篇的標題寫著
[00:03:50.000 --> 00:03:54.000]  大衛是逃避他的兒子壓沙龍的時候
[00:03:54.000 --> 00:03:57.000]  叛變的時候所做的詩
[00:03:57.000 --> 00:04:00.000]  如果是這樣的時候
[00:04:00.000 --> 00:04:05.000]  對大衛來說真的是一次非常重大的人生的危機
[00:04:05.000 --> 00:04:08.000]  不單止是涉及在政治上的威脅
[00:04:08.000 --> 00:04:12.000]  更加是因為家庭的破碎
[00:04:12.000 --> 00:04:16.000]  而令他產生了極大的心靈的痛苦
[00:04:16.000 --> 00:04:22.000]  這也是為什麼會引起大衛對自己的罪疚
[00:04:22.000 --> 00:04:27.000]  來做一個深切的反思和懺悔
[00:04:28.000 --> 00:04:35.000]  而同時詩篇第六篇也是呼應了詩篇第一篇和第二篇的罪言
[00:04:35.000 --> 00:04:38.000]  那裡是說到什麼?
[00:04:38.000 --> 00:04:39.000]  我已經跟大家說過了
[00:04:39.000 --> 00:04:42.000]  說到異人和惡人的對比
[00:04:42.000 --> 00:04:46.000]  並且是藉著這樣再一次強調
[00:04:46.000 --> 00:04:49.000]  惡人將會面臨神的審判
[00:04:49.000 --> 00:04:52.000]  而異人因為他向神開放
[00:04:52.000 --> 00:04:54.000]  得到神的恩典
[00:04:54.000 --> 00:04:57.000]  而最終得到拯救
[00:04:58.000 --> 00:05:00.000]  我將首先分為三個部份
[00:05:00.000 --> 00:05:03.000]  和大家一起分享一下
[00:05:03.000 --> 00:05:05.000]  首先第一個部份是
[00:05:05.000 --> 00:05:10.000]  「罪終懇求與神的憐憫」
[00:05:10.000 --> 00:05:13.000]  在這篇詩一開始
[00:05:13.000 --> 00:05:19.000]  就會讓你看到大衛展現出他對罪的態度
[00:05:19.000 --> 00:05:26.000]  他首先表達出他對神憤怒的懼怕
[00:05:26.000 --> 00:05:28.000]  他知道罪人在神的面前
[00:05:28.000 --> 00:05:31.000]  根本就是站立不住
[00:05:31.000 --> 00:05:34.000]  所以他沒有為自己做辯解
[00:05:34.000 --> 00:05:36.000]  更加是沒有推卸責任
